host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard
11	ACTION:G407-E0031@1:S	RUNNING:G407-E0031@1	RUNNING_ATOM	G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	S	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	AUTO_CONTEXT	S_SOURCE_SORT_OUT	4	S|O|IIN|Y	IIN|O|S	NONE	NONE	1	RUNNING:G407-E0032@3	Y	Y*1	NO	YES	Sondere aus	NOT_APPLICABLE	S_SOURCE_SORT_OUT	Sondere aus	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
12	ACTION:G407-E0035@2:T	RUNNING:G407-E0035@2	RUNNING_ATOM	G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	T	T_SOURCE_FIX	T_SOURCE_FIX	AUTO_CONTEXT	T_SOURCE_FIX	4	T|LOCAL_CHAR_I|AR|AIIN	AR|LOCAL_CHAR_I|T	CH	NONE	1	RUNNING:G407-E0036@1	AIIN	AIIN*1	NO	YES	Lege fest	NOT_APPLICABLE	T_SOURCE_FIX	Lege fest	YES	YES	1	0	1	0	Flüssigkeitsmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Flüssigkeitsmenge	Flüssigkeitsmenge	Flüssigkeitsmenge ×1	Flüssigkeitsmenge ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
13	ACTION:G407-E0040@1:S	RUNNING:G407-E0040@1	RUNNING_ATOM	G407-E0040	G407-S001	f1r	SOURCE_SECTION_T	S	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	AUTO_CONTEXT	S_SOURCE_SORT_OUT	3	S|AIR|Y	AIR|S	NONE	NONE	1	RUNNING:G407-E0041@1	Y	Y*1	NO	YES	Sondere aus	NOT_APPLICABLE	S_SOURCE_SORT_OUT	Sondere aus	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
14	ACTION:G407-E0043@2:T	RUNNING:G407-E0043@2	RUNNING_ATOM	G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	T	T_SOURCE_FIX	T_SOURCE_FIX	AUTO_CONTEXT	T_SOURCE_FIX	2	T|AIIN	AIIN|T	CH	NONE	1	RUNNING:G407-E0043@3	AIIN	AIIN*1	NO	YES	Lege fest	NOT_APPLICABLE	T_SOURCE_FIX	Lege fest	YES	YES	1	0	1	0	Flüssigkeitsmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Flüssigkeitsmenge	Flüssigkeitsmenge	Flüssigkeitsmenge ×1	Flüssigkeitsmenge ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
15	ACTION:G407-E0046@6:SH	RUNNING:G407-E0046@6	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	6	Y|D_ADDR|A_ADDR|LOCAL_CHAR_I|SH|Y	A_ADDR|D_ADDR|LOCAL_CHAR_I|SH|Y	NONE	NONE	2	RUNNING:G407-E0046@1|RUNNING:G407-E0046@7	Y+Y	Y*2	YES	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	2	0	2	0	Arbeitsmaterial|Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Arbeitsmaterial|Arbeitsmaterial	Arbeitsmaterial|Arbeitsmaterial	Arbeitsmaterial ×2	Arbeitsmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
16	ACTION:G407-E0054@1:SH	RUNNING:G407-E0054@1	RUNNING_ATOM	G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	5	SH|O|D_ADDR|AR|Y	AR|D_ADDR|O|SH|Y	NONE	NONE	1	RUNNING:G407-E0054@5	Y	Y*1	NO	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
17	ACTION:G407-E0055@2:SH	RUNNING:G407-E0055@2	RUNNING_ATOM	G407-E0055	G407-S002	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	4	Y|SH|E|Y	E|SH|Y	NONE	NONE	2	RUNNING:G407-E0055@1|RUNNING:G407-E0055@4	Y+Y	Y*2	YES	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	2	0	2	0	Arbeitsmaterial|Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Arbeitsmaterial|Arbeitsmaterial	Arbeitsmaterial|Arbeitsmaterial	Arbeitsmaterial ×2	Arbeitsmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
18	ACTION:G407-E0059@4:T	RUNNING:G407-E0059@4	RUNNING_ATOM	G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	T	T_SOURCE_FIX	T_SOURCE_FIX	AUTO_CONTEXT	T_SOURCE_FIX	4	T|Y|Y|AIN	T|Y	CH	NONE	3	RUNNING:G407-E0059@5|RUNNING:G407-E0061@1|RUNNING:G407-E0062@1	Y+Y+AIN	Y*2+AIN*1	YES	YES	Lege fest	NOT_APPLICABLE	T_SOURCE_FIX	Lege fest	YES	YES	3	0	3	0	Arbeitsgut|Arbeitsgut|Teilmenge	SOURCE_PART_OF_MATERIAL	YES	SOURCE_PART_OF_MATERIAL	SOURCE_PART_OF_MATERIAL	YES	3	0	3	0	0	Arbeitsgut|Arbeitsgut|Teilmenge	Arbeitsgut|Arbeitsgut|Teilmenge	Arbeitsgut ×2; Teilmenge ×1	Arbeitsgut ×2; Teilmenge ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
19	ACTION:G407-E0064@3:S	RUNNING:G407-E0064@3	RUNNING_ATOM	G407-E0064	G407-S003	f1r	SOURCE_SECTION_T	S	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	AUTO_CONTEXT	S_SOURCE_SORT_OUT	2	S|AIIN	S	K	NONE	1	RUNNING:G407-E0065@1	AIIN	AIIN*1	NO	YES	Sondere aus	NOT_APPLICABLE	S_SOURCE_SORT_OUT	Sondere aus	YES	YES	1	0	1	0	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsflüssigkeit	Arbeitsflüssigkeit	Arbeitsflüssigkeit ×1	Arbeitsflüssigkeit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
20	ACTION:G407-E0073@4:S	RUNNING:G407-E0073@4	RUNNING_ATOM	G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	S	S_SOURCE_SORT_OUT	S_SOURCE_SORT_OUT	AUTO_CONTEXT	S_SOURCE_SORT_OUT	2	S|AIIN	AIIN|S	P	NONE	1	RUNNING:G407-E0073@5	AIIN	AIIN*1	NO	YES	Sondere aus	NOT_APPLICABLE	S_SOURCE_SORT_OUT	Sondere aus	YES	YES	1	0	1	0	Arbeitsflüssigkeit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsflüssigkeit	Arbeitsflüssigkeit	Arbeitsflüssigkeit ×1	Arbeitsflüssigkeit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
21	ACTION:G407-E0076@2:T	RUNNING:G407-E0076@2	RUNNING_ATOM	G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	T	T_SOURCE_FIX	T_SOURCE_FIX	AUTO_CONTEXT	T_SOURCE_FIX	3	Y|T|AIN	AIN|T|Y	NONE	NONE	2	RUNNING:G407-E0076@1|RUNNING:G407-E0076@3	Y+AIN	Y*1+AIN*1	NO	YES	Lege fest	NOT_APPLICABLE	T_SOURCE_FIX	Lege fest	YES	YES	2	0	2	0	Arbeitsgut|Teilmenge	SOURCE_PART_OF_MATERIAL	YES	SOURCE_PART_OF_MATERIAL	SOURCE_PART_OF_MATERIAL	YES	2	0	2	0	0	Arbeitsgut|Teilmenge	Arbeitsgut|Teilmenge	Arbeitsgut ×1; Teilmenge ×1	Arbeitsgut ×1; Teilmenge ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
22	ACTION:G407-E0077@3:SH	RUNNING:G407-E0077@3	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	2	SH|Y	SH|Y	SH	NONE	1	RUNNING:G407-E0077@4	Y	Y*1	NO	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
23	ACTION:G407-E0081@2:SH	RUNNING:G407-E0081@2	RUNNING_ATOM	G407-E0081	G407-S005	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	4	SH|O|Y|AIR	O|SH|Y	K	NONE	1	RUNNING:G407-E0081@4	Y	Y*1	NO	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
24	ACTION:G407-E0085@1:SH	RUNNING:G407-E0085@1	RUNNING_ATOM	G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	4	SH|O|D_ADDR|AIN	AIN|D_ADDR|O|SH	NONE	NONE	1	RUNNING:G407-E0085@4	AIN	AIN*1	NO	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	1	0	1	0	Teilmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Teilmenge	Teilmenge	Teilmenge ×1	Teilmenge ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
25	ACTION:G407-E0088@1:SH	RUNNING:G407-E0088@1	RUNNING_ATOM	G407-E0088	G407-S005	f1r	SOURCE_SECTION_T	SH	SH_SOURCE_REST	SH_SOURCE_REST	AUTO_CONTEXT	SH_SOURCE_REST	3	SH|O|Y	O|SH|Y	NONE	NONE	1	RUNNING:G407-E0088@3	Y	Y*1	NO	YES	Lass ruhen	NOT_APPLICABLE	SH_SOURCE_REST	Lass ruhen	YES	YES	1	0	1	0	Arbeitsmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	1	0	1	0	0	Arbeitsmaterial	Arbeitsmaterial	Arbeitsmaterial ×1	Arbeitsmaterial ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED
