host_ordinal	primary_governor_key	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	action_root	gdt583_rule_id	gdt584_rule_id	gate_class	parent_rule_id	complete_host_slot_count	complete_host_values_written	direct_governor_tokens	previous_visible_action	next_visible_action	carrier_slot_count	carrier_slot_ids	written_root_sequence	written_root_multiset	repeated_root	historical_rule_replay_exact	historical_action_reading_de	source_id_gate_status	portable_runtime_rule_id	portable_action_reading_de	portable_action_reading_match	portable_runtime_parent_rule_match	parent_semantic_exact_slot_count	parent_semantic_changed_slot_count	parent_semantic_visible_exact_slot_count	parent_semantic_visible_changed_slot_count	parent_semantic_lemma_sequence	parent_semantic_packet_rule_id	parent_semantic_packet_match	expected_packet_rule_id	portable_packet_rule_id	portable_packet_match	portable_exact_slot_count	portable_changed_slot_count	portable_visible_exact_slot_count	portable_visible_changed_slot_count	portable_context_family_changed_slot_count	expected_lemma_sequence	portable_lemma_sequence	historical_count_trace_de	portable_count_trace_de	portable_broad_fallback_slot_count	portable_broad_fallback_alternatives_de	replay_outcome	next_page_action	guard	repeat_ordinal	repeat_class	written_extra_copy_count	ordered_written_slot_lemmas_de	gdt587_fluid_host_clause_de	gdt588_special_fluent_repair	gdt589_display_action	count_interpretation	repeat_guard
65	ACTION:G407-E0271@2:T	RUNNING:G407-E0271@2	RUNNING_ATOM	G407-E0271	G407-S009	f10r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	Y|T|Y|AIIN	T|Y	NONE	NONE	3	RUNNING:G407-E0271@1|RUNNING:G407-E0271@3|RUNNING:G407-E0272@1	Y+Y+AIIN	Y*2+AIIN*1	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	3	0	3	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial|Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial ×2; Pflanzenauszug ×1	Pflanzenmaterial ×2; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	11	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial | AIIN=Pflanzenauszug	Reguliere oder temperiere das Pflanzenmaterial und den Pflanzenauszug	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
71	ACTION:G407-E0298@4:SH	RUNNING:G407-E0298@4	RUNNING_ATOM	G407-E0298	G407-S009	f10r	HERBAL	SH	SH_CH_BRIDGE_HOLD	SH_CH_BRIDGE_HOLD	SOURCE_ID_BOUND	SH_CH_BRIDGE_HOLD	4	SH|OR|Y|OR	OR|SH	CH	NONE	3	RUNNING:G407-E0298@5|RUNNING:G407-E0299@2|RUNNING:G407-E0300@2	OR+Y+OR	Y*1+OR*2	YES	YES	Halte	EXPECTED_SOURCE_ID_REJECTION	SH_REST_HOLD	Halte	YES	NO	3	0	3	0	Pflanzeneinheit|Pflanzenmaterial|Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzeneinheit|Pflanzenmaterial|Pflanzeneinheit	Pflanzeneinheit|Pflanzenmaterial|Pflanzeneinheit	Pflanzenmaterial ×1; Pflanzeneinheit ×2	Pflanzeneinheit ×2; Pflanzenmaterial ×1	0	NONE	SOURCE_ID_BLOCKED__PORTABLE_FALLTHROUGH_EQUIVALENT	NEVER_REUSE_OLD_SOURCE_ID__USE_PORTABLE_FALLTHROUGH	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	12	DEFAULT_COMPOSITION	1	OR=Pflanzeneinheit | Y=Pflanzenmaterial | OR=Pflanzeneinheit	Halte die Pflanzeneinheit und das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
72	ACTION:G407-E0301@2:T	RUNNING:G407-E0301@2	RUNNING_ATOM	G407-E0301	G407-S009	f10r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	10	T|Y|D_ADDR|AR|O|D_ADDR|AIIN|AIIN|Y|OR	D_ADDR|T|Y	CH	NONE	5	RUNNING:G407-E0301@3|RUNNING:G407-E0303@3|RUNNING:G407-E0304@1|RUNNING:G407-E0305@2|RUNNING:G407-E0306@2	Y+AIIN+AIIN+Y+OR	Y*2+AIIN*2+OR*1	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	5	0	5	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenauszug|Pflanzenmaterial|Pflanzenansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	5	0	5	0	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenauszug|Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial|Pflanzenauszug|Pflanzenauszug|Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial ×2; Pflanzenauszug ×2; Pflanzenansatz ×1	Pflanzenmaterial ×2; Pflanzenauszug ×2; Pflanzenansatz ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	13	DEFAULT_COMPOSITION	2	Y=Pflanzenmaterial | AIIN=Pflanzenauszug | AIIN=Pflanzenauszug | Y=Pflanzenmaterial | OR=Pflanzenansatz	Reguliere oder temperiere das Pflanzenmaterial, den Pflanzenauszug und den Pflanzenansatz in Zubereitungsform, an der Pflanzen-Arbeitsstelle und vom Ausgangsmaterial oder -gefäß	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
75	ACTION:G407-E0314@4:T	RUNNING:G407-E0314@4	RUNNING_ATOM	G407-E0314	G407-S011	f11r	HERBAL	T	T_AFTER_SH_COOL	T_AFTER_SH_COOL	AUTO_CONTEXT	T_AFTER_SH_COOL	3	Y|T|Y	T|Y	SH	NONE	2	RUNNING:G407-E0314@3|RUNNING:G407-E0314@5	Y+Y	Y*2	YES	YES	Kühle ab	NOT_APPLICABLE	T_AFTER_SH_COOL	Kühle ab	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	14	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Lass das Pflanzenmaterial anschließend abkühlen	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
76	ACTION:G407-E0315@4:T	RUNNING:G407-E0315@4	RUNNING_ATOM	G407-E0315	G407-S011	f11r	HERBAL	T	T_HP_FORM_SET	T_HP_FORM_SET	AUTO_CONTEXT	T_HP_FORM_SET	9	T|O|D_ADDR|Y|CARRIER_Q|O|D_ADDR|OR|Y	D_ADDR|O|T|Y	CH	NONE	3	RUNNING:G407-E0315@7|RUNNING:G407-E0316@4|RUNNING:G407-E0317@1	Y+OR+Y	Y*2+OR*1	YES	YES	Bringe in Form oder stelle die Stufe ein	NOT_APPLICABLE	T_HP_FORM_SET	Stelle Form oder Stufe ein	NO	YES	3	0	3	0	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	Pflanzenmaterial|Arbeitseinheit|Pflanzenmaterial	Pflanzenmaterial ×2; Arbeitseinheit ×1	Pflanzenmaterial ×2; Arbeitseinheit ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	15	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | OR=Arbeitseinheit | Y=Pflanzenmaterial	Bringe das Pflanzenmaterial und die Arbeitseinheit in Zubereitungsform als neuer Pflanzenansatz und an der Pflanzen-Arbeitsstelle	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
78	ACTION:G407-E0320@2:T	RUNNING:G407-E0320@2	RUNNING_ATOM	G407-E0320	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0320@1|RUNNING:G407-E0320@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	16	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
83	ACTION:G407-E0345@2:T	RUNNING:G407-E0345@2	RUNNING_ATOM	G407-E0345	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E0345@3|RUNNING:G407-E0347@1	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	17	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
87	ACTION:G407-E0364@2:T	RUNNING:G407-E0364@2	RUNNING_ATOM	G407-E0364	G407-S011	f11r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	T|Y|Y	T|Y	CH	NONE	2	RUNNING:G407-E0364@3|RUNNING:G407-E0365@1	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	18	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
94	ACTION:G407-E0393@2:T	RUNNING:G407-E0393@2	RUNNING_ATOM	G407-E0393	G407-S012	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0393@1|RUNNING:G407-E0393@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	19	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
95	ACTION:G407-E0398@2:T	RUNNING:G407-E0398@2	RUNNING_ATOM	G407-E0398	G407-S012	f13r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	3	Y|T|Y	T|Y	NONE	NONE	2	RUNNING:G407-E0398@1|RUNNING:G407-E0398@3	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	20	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
113	ACTION:G407-E0554@2:T	RUNNING:G407-E0554@2	RUNNING_ATOM	G407-E0554	G407-S027	f18r	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	4	T|L|Y|Y	T	CH	NONE	2	RUNNING:G407-E0557@1|RUNNING:G407-E0557@2	Y+Y	Y*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	21	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial über den Materialkontakt	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
128	ACTION:G407-E0636@4:S	RUNNING:G407-E0636@4	RUNNING_ATOM	G407-E0636	G407-S031	f24v	HERBAL	S	S_HP_STRAIN	S_HP_STRAIN	AUTO_CONTEXT	S_HP_STRAIN	9	D_ADDR|L|O|S|O|E|OR|OR|AIIN	D_ADDR|L|O|S	NONE	NONE	3	RUNNING:G407-E0637@3|RUNNING:G407-E0638@1|RUNNING:G407-E0638@2	OR+OR+AIIN	AIIN*1+OR*2	YES	YES	Seihe ab	NOT_APPLICABLE	S_HP_STRAIN	Seihe ab	YES	YES	3	0	3	0	Pflanzenansatz|Pflanzenansatz|Pflanzenauszug	HP_EXTRACT_OF_MATERIAL	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	YES	3	0	3	0	0	Pflanzenansatz|Pflanzenansatz|Pflanzenauszug	Pflanzenansatz|Pflanzenansatz|Pflanzenauszug	Pflanzenauszug ×1; Pflanzenansatz ×2	Pflanzenansatz ×2; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	22	SPECIAL_PACKET	1	OR=Pflanzenansatz | OR=Pflanzenansatz | AIIN=Pflanzenauszug	Seihe den Pflanzenauszug aus dem Pflanzenansatz in Zubereitungsform, auf Grad I, an der Pflanzen-Arbeitsstelle und über den Materialkontakt ab	YES	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
135	ACTION:G407-E0697@2:T	RUNNING:G407-E0697@2	RUNNING_ATOM	G407-E0697	G407-S033	f55v	HERBAL	T	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	4	Y|T|EE|Y	EE|T|Y	NONE	NONE	2	RUNNING:G407-E0697@1|RUNNING:G407-E0697@4	Y+Y	Y*2	YES	YES	Temperiere	NOT_APPLICABLE	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	NO	YES	2	0	2	0	Pflanzenmaterial|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	2	0	2	0	0	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial|Pflanzenmaterial	Pflanzenmaterial ×2	Pflanzenmaterial ×2	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	23	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | Y=Pflanzenmaterial	Temperiere das Pflanzenmaterial auf Grad II	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
144	ACTION:G407-E0772@2:T	RUNNING:G407-E0772@2	RUNNING_ATOM	G407-E0772	G407-S036	f55v	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	5	Y|T|AIIN|AR|Y	AIIN|T|Y	NONE	NONE	3	RUNNING:G407-E0772@1|RUNNING:G407-E0772@3|RUNNING:G407-E0774@1	Y+AIIN+Y	Y*2+AIIN*1	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	3	0	3	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	3	0	3	0	0	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	Pflanzenmaterial|Pflanzenauszug|Pflanzenmaterial	Pflanzenmaterial ×2; Pflanzenauszug ×1	Pflanzenmaterial ×2; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	24	DEFAULT_COMPOSITION	1	Y=Pflanzenmaterial | AIIN=Pflanzenauszug | Y=Pflanzenmaterial	Reguliere oder temperiere das Pflanzenmaterial und den Pflanzenauszug vom Ausgangsmaterial oder -gefäß	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
145	ACTION:G407-E0784@2:T	RUNNING:G407-E0784@2	RUNNING_ATOM	G407-E0784	G407-S037	f55v	HERBAL	T	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	AUTO_CONTEXT	T_PHYSICAL_BROAD	8	T|Y|OR|Y|OR|AIN|AIIN|AR	T|Y	NONE	NONE	6	RUNNING:G407-E0784@3|RUNNING:G407-E0785@1|RUNNING:G407-E0786@1|RUNNING:G407-E0787@1|RUNNING:G407-E0787@2|RUNNING:G407-E0788@1	Y+OR+Y+OR+AIN+AIIN	Y*2+AIIN*1+AIN*1+OR*2	YES	YES	Stelle ein oder temperiere	NOT_APPLICABLE	T_PHYSICAL_BROAD	Stelle ein oder temperiere	YES	YES	6	0	6	0	Pflanzenmaterial|Pflanzenansatz|Pflanzenmaterial|Pflanzenansatz|Pflanzenportion|Pflanzenauszug	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	6	0	6	0	0	Pflanzenmaterial|Pflanzenansatz|Pflanzenmaterial|Pflanzenansatz|Pflanzenportion|Pflanzenauszug	Pflanzenmaterial|Pflanzenansatz|Pflanzenmaterial|Pflanzenansatz|Pflanzenportion|Pflanzenauszug	Pflanzenmaterial ×2; Pflanzenauszug ×1; Pflanzenportion ×1; Pflanzenansatz ×2	Pflanzenmaterial ×2; Pflanzenansatz ×2; Pflanzenportion ×1; Pflanzenauszug ×1	0	NONE	AUTO_EXACT_REPLAY	AUTO_SELECT_COMPLETE_HOST	COMPLETE_ALREADY_SEGMENTED_HOST__EVERY_WRITTEN_CARRIER_SLOT_RETAINED	25	DEFAULT_COMPOSITION	2	Y=Pflanzenmaterial | OR=Pflanzenansatz | Y=Pflanzenmaterial | OR=Pflanzenansatz | AIN=Pflanzenportion | AIIN=Pflanzenauszug	Reguliere oder temperiere das Pflanzenmaterial, den Pflanzenansatz, die Pflanzenportion und den Pflanzenauszug vom Ausgangsmaterial oder -gefäß	NO	KEEP_FLUID_HYPOTHESIS__ADD_ORDERED_WRITTEN_SLOT_TRACE	WRITTEN_CARRIER_POSITIONS__NOT_REAL_OBJECT_MULTIPLICITY	ORDER_BEFORE_MULTISET__POSSIBLE_FRAMING_OR_COREFERENCE_NOT_ERASED
