manual_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	register	manual_rule_id	parent_rule_id	historical_action_reading_de	parent_action_reading_de	action_wording_change	carrier_slot_count	written_root_sequence	historical_lemma_sequence	direct_parent_lemma_sequence	runtime_lemma_sequence	direct_parent_changed_slot_count	runtime_changed_slot_count	runtime_context_family_changed_slot_count	runtime_broad_fallback_slot_count	runtime_broad_fallback_alternatives_de	historical_packet_rule_id	parent_packet_rule_id	packet_change	historical_explicit_replay	carrier_effect	next_page_action	guard
11	ACTION:G407-E3800@1:SH	G407-E3800	G407-S648	f88r	PHARMA	SH_HP_UNIT_HOLD	SH_HP_SOAK	Halte	Weiche ein	YES	1	OR	Materialeinheit	Materialeinheit	Materialeinheit	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
12	ACTION:G407-E3903@1:S	G407-E3903	G407-S652	f88r	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	S_HP_SIEVE	Seihe ab	Siebe	YES	1	OR	Arzneiansatz	Arzneiansatz	Arzneiansatz	0	0	0	0	NONE	HP_EXTRACT_OF_MATERIAL	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
13	ACTION:G407-E4028@2:CHD	G407-E4028	G407-S663	f88v	PHARMA	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Drogenmaterial	Drogenmaterial	Drogenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
14	ACTION:G407-E4042@1:SH	G407-E4042	G407-S663	f88v	PHARMA	SH_HP_UNIT_HOLD	SH_HP_SOAK	Halte	Weiche ein	YES	1	OR	Materialeinheit	Materialeinheit	Materialeinheit	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
15	ACTION:G407-E4050@1:SH	G407-E4050	G407-S664	f88v	PHARMA	SH_HP_UNIT_HOLD	SH_HP_SOAK	Halte	Weiche ein	YES	1	OR	Materialeinheit	Materialeinheit	Materialeinheit	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
16	ACTION:G407-E4069@4:S	G407-E4069	G407-S667	f89r	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	S_HP_SIEVE	Seihe ab	Siebe	YES	1	AIN	Zutatenportion	Zutatenportion	Zutatenportion	0	0	0	0	NONE	HP_EXTRACT_OF_MATERIAL	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
17	ACTION:G407-E4075@1:CHD	G407-E4075	G407-S668	f89r	PHARMA	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Drogenmaterial	Drogenmaterial	Drogenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
18	ACTION:G407-E4089@2:SH	G407-E4089	G407-S668	f89r	PHARMA	SH_HP_SETTLE_BEFORE_STRAIN	SH_REST_HOLD	Lass stehen oder absetzen	Halte	YES	2	Y+OR	Drogenmaterial|Arzneiansatz	Drogenmaterial|Materialeinheit	Drogenmaterial|Materialeinheit	1	1	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
19	ACTION:G407-E4166@3:CHD	G407-E4166	G407-S672	f89r	PHARMA	CHD_HP_WET_EXTRACT_PROCESS	CHD_REST_PROCESS	Verreibe oder mazeriere	Bearbeite	YES	5	Y+Y+AIIN+Y+Y	Drogenmaterial|Drogenmaterial|Arzneiauszug|Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial|Arzneiauszug|Drogenmaterial|Drogenmaterial	Drogenmaterial|Drogenmaterial|Dosis- oder Mengenmaß|Drogenmaterial|Drogenmaterial	0	1	5	1	AIIN=Arzneiauszug/Dosismaß	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
20	ACTION:G407-E4207@1:CHD	G407-E4207	G407-S675	f89r	PHARMA	CHD_HP_WET_TRITURATE	CHD_HP_DRY_GRIND	Verreibe oder mazeriere	Zerreibe	YES	1	AIN	Zutatenportion	Zutatenportion	Zutatenportion	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
21	ACTION:G407-E4226@1:S	G407-E4226	G407-S676	f89r	PHARMA	S_HP_SIEVE_DIRECT_PORTION	S_HP_STRAIN	Siebe	Seihe ab	YES	2	AIN+AIIN	Zutatenportion|Arzneiauszug	Zutatenportion|Arzneiauszug	Zutatenportion|Arzneiauszug	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	HP_EXTRACT_OF_MATERIAL	YES	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
22	ACTION:G407-E4236@1:SH	G407-E4236	G407-S678	f89r	PHARMA	SH_HP_UNIT_HOLD	SH_HP_SOAK	Halte	Weiche ein	YES	1	OR	Materialeinheit	Materialeinheit	Materialeinheit	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
23	ACTION:G407-E4403@3:CHD	G407-E4403	G407-S688	f95v	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	CHD_REST_PROCESS	Verreibe oder mazeriere	Bearbeite	YES	2	AIIN+Y	Pflanzenauszug|Pflanzenmaterial	Pflanzenauszug|Pflanzenmaterial	Pflanzenauszug|Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
24	ACTION:G407-E4407@2:S	G407-E4407	G407-S689	f95v	HERBAL	S_HP_STRAIN_AFTER_WET_STEP	S_HP_SIEVE	Seihe ab	Siebe	YES	1	AIN	Pflanzenportion	Pflanzenportion	Pflanzenportion	0	0	0	0	NONE	HP_EXTRACT_OF_MATERIAL	DEFAULT_GDT584_OBJECT_COMPOSITION	YES	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
25	ACTION:G407-E4410@2:CHD	G407-E4410	G407-S690	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	2	Y+OR	Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial|Pflanzenansatz	Pflanzenmaterial|Pflanzen- oder Arbeitseinheit	0	1	2	1	OR=Arbeitseinheit/Pflanzenansatz/Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	VISIBLE_CARRIER_CHANGE	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
26	ACTION:G407-E4412@1:CHD	G407-E4412	G407-S690	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
27	ACTION:G407-E4456@1:CHD	G407-E4456	G407-S693	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
28	ACTION:G407-E4476@3:CHD	G407-E4476	G407-S696	f95v	HERBAL	CHD_HP_DRY_GRIND_CONFIRMED	CHD_HP_DRY_GRIND	Zerreibe	Zerreibe	NO	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
29	ACTION:G407-E4485@1:CHD	G407-E4485	G407-S697	f95v	HERBAL	CHD_HP_WET_TRITURATE	CHD_HP_DRY_GRIND	Verreibe oder mazeriere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
30	ACTION:G407-E4490@2:CHD	G407-E4490	G407-S698	f95v	HERBAL	CHD_HP_DRY_GRIND_CONFIRMED	CHD_HP_DRY_GRIND	Zerreibe	Zerreibe	NO	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
31	ACTION:G407-E4499@1:CHD	G407-E4499	G407-S700	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
32	ACTION:G407-E4521@1:CHD	G407-E4521	G407-S705	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
33	ACTION:G407-E4522@2:CHD	G407-E4522	G407-S705	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
34	ACTION:G407-E4548@1:CHD	G407-E4548	G407-S710	f95v	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	AIN	Pflanzenportion	Pflanzenportion	Pflanzenportion	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
35	ACTION:G407-E4562@3:SH	G407-E4562	G407-S713	f95v	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	SH_REST_HOLD	Lass stehen oder absetzen	Halte	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	0	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
36	ACTION:G407-E4566@3:CHD	G407-E4566	G407-S714	f95v	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	CHD_REST_PROCESS	Verreibe oder mazeriere	Bearbeite	YES	2	Y+AIIN	Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial|Pflanzenauszug	Pflanzenmaterial|Pflanzenauszug	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
37	ACTION:G515-E0152@4:CHD	G515-E0152	G515-S009	f31r	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
38	ACTION:G515-E0183@1:CHD	G515-E0183	G515-S010	f31r	HERBAL	CHD_HP_WET_TRITURATE	CHD_HP_DRY_GRIND	Verreibe oder mazeriere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
39	ACTION:G515-E0202@1:CHD	G515-E0202	G515-S014	f31r	HERBAL	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	Zerkleinere	Zerreibe	YES	1	Y	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	0	0	1	0	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	NO	YES	CARRIER_OUTPUT_EQUIVALENT	USE_PARENT_AUTOMATIC_RULE_UNLESS_MANUAL_CONTEXT_IS_EXPLICIT	MANUAL_ACTION_VISIBLE__PARENT_SEMANTICS_AND_CONSERVATIVE_RUNTIME_SEPARATED
