guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard
23	ACTION:G407-E1574@2:SH	G407-E1574	G407-S115	f75r	SH_BIO_BATHE	Y	L|SH|E|D_ADDR|AR|Y|AL	AL|AR|D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
24	ACTION:G407-E1576@1:SH	G407-E1576	G407-S115	f75r	SH_BIO_BATHE	Y	SH|AL|Y	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
25	ACTION:G407-E1588@1:S	G407-E1588	G407-S118	f75r	S_BIO_DIVERT	Y	S|AR|Y	AR	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
26	ACTION:G407-E1592@1:SH	G407-E1592	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
27	ACTION:G407-E1594@1:SH	G407-E1594	G407-S119	f75r	SH_BIO_BATHE	Y+Y	SH|E|Y|E|Y	NONE	Körper|Körper	Körper|Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
28	ACTION:G407-E1599@1:SH	G407-E1599	G407-S119	f75r	SH_BIO_BATHE	Y+OR+Y+Y+Y+AIN	SH|E|Y|OR|Y|L|Y|L|O|Y|AIN	L|O	Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
29	ACTION:G407-E1605@1:SH	G407-E1605	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
30	ACTION:G407-E1611@2:SH	G407-E1611	G407-S119	f75r	SH_BIO_BATHE	Y+OR+OR	Y|SH|E|OR|L|OR|O|D_ADDR|AR	AR|D_ADDR|L|O	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
31	ACTION:G407-E1616@1:SH	G407-E1616	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
32	ACTION:G407-E1618@1:CHD	G407-E1618	G407-S119	f75r	CHD_BIO_TREAT	Y+OR	CHD|Y|OR	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
33	ACTION:G407-E1620@1:SH	G407-E1620	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
34	ACTION:G407-E1622@1:CHD	G407-E1622	G407-S119	f75r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
35	ACTION:G407-E1625@2:SH	G407-E1625	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
36	ACTION:G407-E1628@2:SH	G407-E1628	G407-S119	f75r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
37	ACTION:G407-E1630@1:CHD	G407-E1630	G407-S119	f75r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
38	ACTION:G407-E1635@2:T	G407-E1635	G407-S119	f75r	T_BIO_STATION_REGULATE	Y+OR	T|Y|L|OR	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
39	ACTION:G407-E1648@1:SH	G407-E1648	G407-S122	f75r	SH_BIO_BATHE	AIN+Y+Y	SH|AIN|Y|D_ADDR|AR|A_ADDR|Y	AR|A_ADDR|D_ADDR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
40	ACTION:G407-E1655@2:T	G407-E1655	G407-S122	f75r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
41	ACTION:G407-E1665@2:CHD	G407-E1665	G407-S125	f75r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
42	ACTION:G407-E1670@4:T	G407-E1670	G407-S126	f75r	T_BIO_STATION_REGULATE	Y	T|Y|L	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
43	ACTION:G407-E1686@1:CHD	G407-E1686	G407-S130	f75r	CHD_BIO_TREAT	Y+AIN	CHD|Y|AIN	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
44	ACTION:G407-E1696@1:CHD	G407-E1696	G407-S130	f75r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
45	ACTION:G407-E1711@3:SH	G407-E1711	G407-S135	f75r	SH_BIO_BATHE	Y	SH|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
46	ACTION:G407-E1726@1:CHD	G407-E1726	G407-S141	f75r	CHD_BIO_TREAT	Y	L|CHD|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
47	ACTION:G407-E1742@3:T	G407-E1742	G407-S145	f75r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
48	ACTION:G407-E1758@1:SH	G407-E1758	G407-S151	f75r	SH_BIO_BATHE	Y	Y|SH|EE	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
49	ACTION:G407-E1758@3:T	G407-E1758	G407-S151	f75r	T_AFTER_SH_COOL	Y	T|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
50	ACTION:G407-E1769@2:SH	G407-E1769	G407-S160	f75r	SH_BIO_BATHE	Y	Y|SH|E	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
51	ACTION:G407-E1789@1:SH	G407-E1789	G407-S173	f75r	SH_BIO_BATHE	Y	Y|SH|E	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
52	ACTION:G407-E1795@2:SH	G407-E1795	G407-S177	f75r	SH_BIO_BATHE	OR+Y	D_ADDR|OR|Y|SH|E	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
53	ACTION:G407-E1802@2:CHD	G407-E1802	G407-S180	f75r	CHD_BIO_TREAT	Y	D_ADDR|CHD|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
54	ACTION:G407-E1818@1:S	G407-E1818	G407-S186	f75r	S_BIO_DIVERT	Y	S|AR|Y	AR	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
55	ACTION:G407-E1831@1:CHD	G407-E1831	G407-S192	f75r	CHD_BIO_TREAT	Y+OR	CHD|Y|OR	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
56	ACTION:G407-E1835@3:SH	G407-E1835	G407-S193	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
57	ACTION:G407-E1839@3:SH	G407-E1839	G407-S193	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
58	ACTION:G407-E1840@4:SH	G407-E1840	G407-S193	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
59	ACTION:G407-E1841@3:CHD	G407-E1841	G407-S193	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
60	ACTION:G407-E1843@2:S	G407-E1843	G407-S193	f76r	S_REST_SELECT	Y	A_ADDR|S|Y	A_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
61	ACTION:G407-E1857@2:SH	G407-E1857	G407-S195	f76r	SH_REST_HOLD	Y+Y	Y|SH|E|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
62	ACTION:G407-E1865@1:SH	G407-E1865	G407-S198	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
63	ACTION:G407-E1868@1:CHD	G407-E1868	G407-S198	f76r	CHD_BIO_TREAT	Y+AIIN+Y	CHD|Y|AIIN|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
64	ACTION:G407-E1879@1:CHD	G407-E1879	G407-S202	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
65	ACTION:G407-E1883@3:CHD	G407-E1883	G407-S203	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
66	ACTION:G407-E1885@4:CHD	G407-E1885	G407-S204	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
67	ACTION:G407-E1890@1:SH	G407-E1890	G407-S206	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
68	ACTION:G407-E1921@1:CHD	G407-E1921	G407-S211	f76r	CHD_BIO_TREAT	Y+Y	CHD|Y|D_ADDR|AR|AL|Y	AL|AR|D_ADDR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
69	ACTION:G407-E1927@1:CHD	G407-E1927	G407-S214	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
70	ACTION:G407-E1929@1:CHD	G407-E1929	G407-S214	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
71	ACTION:G407-E1934@1:S	G407-E1934	G407-S214	f76r	S_BIO_DIVERT	Y	S|AL|Y	AL	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
72	ACTION:G407-E1938@2:T	G407-E1938	G407-S215	f76r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
73	ACTION:G407-E1939@1:SH	G407-E1939	G407-S215	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
74	ACTION:G407-E1951@2:T	G407-E1951	G407-S218	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
75	ACTION:G407-E1961@1:CHD	G407-E1961	G407-S219	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
76	ACTION:G407-E1975@1:CHD	G407-E1975	G407-S223	f76r	CHD_BIO_TREAT	Y	AIR|CHD|Y	AIR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
77	ACTION:G407-E1977@1:CHD	G407-E1977	G407-S223	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
78	ACTION:G407-E1989@1:SH	G407-E1989	G407-S224	f76r	SH_REST_HOLD	Y+Y	SH|E|Y|CARRIER_Q|EEE|Y	CARRIER_Q	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
79	ACTION:G407-E1996@1:CHD	G407-E1996	G407-S226	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
80	ACTION:G407-E2003@1:CHD	G407-E2003	G407-S228	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
81	ACTION:G407-E2012@1:CHD	G407-E2012	G407-S234	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
82	ACTION:G407-E2036@1:CHD	G407-E2036	G407-S243	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
83	ACTION:G407-E2037@1:CHD	G407-E2037	G407-S243	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
84	ACTION:G407-E2045@1:CHD	G407-E2045	G407-S244	f76r	CHD_BIO_TREAT	AIIN+Y	AIIN|CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
85	ACTION:G407-E2055@1:CHD	G407-E2055	G407-S246	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE
