surface	family_class	left_whole	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	left_reader_exact	right_reader_exact	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.11	4	4	2	10	MIDDLE	0.333333333333	B	B	2	0	0	0	0	oly	dy	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	0	G787-O022
keedy	BARE_KEEDY	NONE	f75r	f75	f75r.13	2	2	1	8	MIDDLE	0.142857142857	B	B	2	0	0	0	0	pchedy	qokedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy	0	G787-O023
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.25	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	shckhy	shy	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain shckhy qokeedy shy dy qokeedy lchedy ram	0	G787-O024
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.25	6	6	2	8	MIDDLE	0.714285714286	B	B	2	0	0	0	0	dy	lchedy	1	0	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain shckhy qokeedy shy dy qokeedy lchedy ram	0	G787-O025
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.28	10	10	1	11	MIDDLE	0.900000000000	B	B	2	0	0	0	0	sheedy	lolchedy	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	0	G787-O026
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.29	10	10	1	12	MIDDLE	0.818181818182	B	B	2	0	0	0	0	olchey	chedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	0	G787-O027
keedy	BARE_KEEDY	NONE	f75r	f75	f75r.36	2	2	1	7	MIDDLE	0.166666666667	B	B	2	0	0	0	0	sol	qokeedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sol keedy qokeedy qokey okar otar dardardy	0	G787-O028
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75r	f75	f75r.39	2	2	1	6	MIDDLE	0.200000000000	B	B	2	0	0	0	0	yshedy	qokeedy	1	0	1	2	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshedy qokeedy qokeedy olkeedy otey koldy	0	G787-O029
olkeedy	LEFT_WHOLE_PLUS_KEEDY	ol	f75r	f75	f75r.39	4	4	1	6	MIDDLE	0.600000000000	B	B	2	0	0	0	0	qokeedy	otey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshedy qokeedy qokeedy olkeedy otey koldy	0	G787-O030
keedy	BARE_KEEDY	NONE	f75r	f75	f75r.40	6	6	1	7	MIDDLE	0.833333333333	B	B	2	0	0	0	0	dal	rshedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dar shedy qokain shedy dal keedy rshedy	0	G787-O031
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f75v	f75	f75v.43	2	2	1	12	MIDDLE	0.090909090909	B	B	2	1	0	0	0	pokain	or	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	0	G787-O032
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f75v	f75	f75v.45	6	6	1	12	MIDDLE	0.454545454545	B	B	2	0	0	0	0	oiin	qokeed	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	0	G787-O033
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75v	f75	f75v.47	8	8	1	11	MIDDLE	0.700000000000	B	B	2	0	0	0	0	qokedy	qotar	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	0	G787-O034
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f75v	f75	f75v.59	1	1	1	3	FIRST	0.000000000000	B	B	2	0	1	0	0	EDGE	qokol	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qokol olkol	0	G787-O035
ykeedy	LEFT_WHOLE_PLUS_KEEDY	y	f75v	f75	f75v.67	1	1	1	4	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qokain	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeedy qokain otain shety	0	G787-O036
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76r	f76	f76r.6	2	2	1	13	MIDDLE	0.083333333333	T	B	2	0	0	0	0	solchedy	qopchedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	0	G787-O037
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76r	f76	f76r.13	1	1	1	13	FIRST	0.000000000000	T	B	2	0	0	0	0	EDGE	checthy	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	0	G787-O038
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76r	f76	f76r.13	7	7	1	13	MIDDLE	0.500000000000	T	B	2	0	0	0	0	sheckhey	otey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	0	G787-O039
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76r	f76	f76r.17	8	8	1	12	MIDDLE	0.636363636364	T	B	2	0	0	0	0	shedy	okain	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	0	G787-O040
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76r	f76	f76r.39	6	6	1	10	MIDDLE	0.555555555556	T	B	2	1	0	0	0	yksheol	oty	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polalchdy pshedy opchedy qokas yksheol qokeedy oty lshed chpsheedy ytal	0	G787-O041
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76r	f76	f76r.45	8	8	1	13	MIDDLE	0.583333333333	T	B	2	0	0	0	0	qokaiin	qochy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	0	G787-O042
lkeedy	LEFT_WHOLE_PLUS_KEEDY	l	f76r	f76	f76r.48	3	3	1	10	MIDDLE	0.222222222222	T	B	2	0	0	0	0	shckhy	qoky	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal	0	G787-O043
keedy	BARE_KEEDY	NONE	f76r	f76	f76r.51	4	4	1	11	MIDDLE	0.300000000000	T	B	2	1	0	0	0	shey	sal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	0	G787-O044
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76r	f76	f76r.52	3	3	1	9	MIDDLE	0.250000000000	T	B	2	0	0	0	0	qokedy	qokedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	0	G787-O045
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76r	f76	f76r.55	7	7	1	10	MIDDLE	0.666666666667	T	B	2	0	0	0	0	solshey	ldaiin	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain sheey or ar al solshey okeedy ldaiin checkhey okedalor	0	G787-O046
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.3	2	2	1	10	MIDDLE	0.111111111111	B	B	2	0	0	0	0	dchedy	oteedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	0	G787-O047
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.3	6	6	2	10	MIDDLE	0.555555555556	B	B	2	0	0	0	0	chey	olkedy	1	0	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	0	G787-O048
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76v	f76	f76v.6	3	3	1	10	MIDDLE	0.222222222222	B	B	2	0	0	0	0	olkeey	qoeeedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotees olkeey okeedy qoeeedy chckhey sheor aiin otar cheedy lchedy	0	G787-O049
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.8	1	1	1	11	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	ochedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	0	G787-O050
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.8	5	5	2	11	MIDDLE	0.400000000000	B	B	2	0	0	0	0	sheedy	okeedy	0	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	0	G787-O051
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76v	f76	f76v.8	6	6	1	11	MIDDLE	0.500000000000	B	B	2	0	0	0	0	qokeedy	olor	1	1	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	0	G787-O052
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76v	f76	f76v.8	8	8	2	11	MIDDLE	0.700000000000	B	B	2	0	0	0	0	olor	qolkchey	1	0	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	0	G787-O053
oekeedy	LEFT_WHOLE_PLUS_KEEDY	oe	f76v	f76	f76v.11	4	4	1	10	MIDDLE	0.333333333333	B	B	2	0	0	0	0	daiin	qokeey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	cheor sheedy daiin oekeedy qokeey qokedy oteedy shedy qokedy shedam	0	G787-O054
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.12	4	4	1	11	MIDDLE	0.300000000000	B	B	2	0	0	0	0	lteedy	qotal	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	solsheol sheey lteedy qokeedy qotal chedy checthy otedeey qokol chedy deey	0	G787-O055
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.14	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qol	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy	0	G787-O056
qoeekeedy	LEFT_WHOLE_PLUS_KEEDY	qoee	f76v	f76	f76v.14	9	9	1	10	MIDDLE	0.888888888889	B	B	2	0	0	0	0	shcthedy	deedy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy	0	G787-O057
qolkeedy	LEFT_WHOLE_PLUS_KEEDY	qol	f76v	f76	f76v.18	4	4	1	9	MIDDLE	0.375000000000	B	B	2	0	0	0	0	qodeey	qokedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lshey qockhedy qodeey qolkeedy qokedy chol chedchey daiin olkedy	0	G787-O058
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.20	7	7	1	11	MIDDLE	0.600000000000	B	B	2	0	0	0	0	lshedy	cheedy	1	1	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dol sheetey qokedy ol checkhy lshedy qokeedy cheedy qokeedy shl loiii	0	G787-O059
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.23	2	2	1	10	MIDDLE	0.111111111111	B	B	2	0	0	0	0	dchedy	qotchy	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchedy qokeedy qotchy qokol shedy shedy chedy olched shetey saiin	0	G787-O060
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.27	3	3	1	11	MIDDLE	0.200000000000	B	B	2	0	0	0	0	shckhey	saiin	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin shckhey qokeedy saiin chek ain r ain o kan chlaiiin	0	G787-O061
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.29	3	3	1	11	MIDDLE	0.200000000000	B	B	2	0	0	0	0	sheedy	qolkey	0	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar sheedy qokeedy qolkey lchdy schees shees al ches okaiin alaldy	0	G787-O062
okeedy	LEFT_WHOLE_PLUS_KEEDY	o	f76v	f76	f76v.34	2	2	1	9	MIDDLE	0.125000000000	B	B	2	1	0	0	0	sakaiin	chedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	0	G787-O063
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f76v	f76	f76v.38	4	4	1	13	MIDDLE	0.250000000000	B	B	2	0	0	0	0	shedy	lol	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	0	G787-O064
keedy	BARE_KEEDY	NONE	f76v	f76	f76v.39	8	8	1	11	MIDDLE	0.700000000000	B	B	2	0	0	0	0	ol	sor	1	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	0	G787-O065
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.11	7	7	1	9	MIDDLE	0.750000000000	B	B	2	0	0	0	0	shcthey	oteedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	0	G787-O066
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.13	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	qol	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	0	G787-O067
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.14	7	7	1	8	MIDDLE	0.857142857143	B	B	2	0	0	0	0	shedy	qotedy	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	0	G787-O068
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.15	1	1	1	10	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	shedy	0	0	1	1	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	0	G787-O069
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.16	7	7	1	8	MIDDLE	0.857142857143	B	B	2	0	0	0	0	qolcheedy	lol	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	0	G787-O070
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.19	1	1	1	9	FIRST	0.000000000000	B	B	2	0	0	0	0	EDGE	lchey	0	1	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	0	G787-O071
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.19	4	4	2	9	MIDDLE	0.375000000000	B	B	2	0	0	0	0	lsheey	qokeedy	1	1	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	0	G787-O072
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.19	5	5	3	9	MIDDLE	0.500000000000	B	B	2	0	0	0	0	qokeedy	qokar	1	1	1	3	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	0	G787-O073
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.20	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	sheal	qoteey	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	0	G787-O074
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.21	3	3	1	8	MIDDLE	0.285714285714	B	B	2	0	0	0	0	shedy	qokedy	1	1	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	0	G787-O075
qokeedy	LEFT_WHOLE_PLUS_KEEDY	qo	f77r	f77	f77r.23	6	6	1	8	MIDDLE	0.714285714286	B	B	2	0	0	0	0	olshedy	chedy	0	0	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	0	G787-O076
