occurrence_id	surface	left_whole	page	physical_folio	locus	stolfi_page_row_count	stolfi_same_locus_present	stolfi_whole_count	stolfi_split_left_keedy_count	stolfi_raw_split_separator	boundary_status	component_export_credit
G787-O015	ykeedy	y	f48r	f48	f48r.4	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O016	lkeedy	l	f55r	f55	f55r.9	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O017	keedy	NONE	f66v	f66	f66v.8	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O018	chekeedy	che	f75r	f75	f75r.2	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O019	qokeedy	qo	f75r	f75	f75r.6	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O020	okeedy	o	f75r	f75	f75r.8	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O021	qokeedy	qo	f75r	f75	f75r.11	53	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O022	qokeedy	qo	f75r	f75	f75r.11	53	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O023	keedy	NONE	f75r	f75	f75r.13	53	1	1	0	NONE	BARE_KEEDY_AT_SAME_LOCUS	0
G787-O024	qokeedy	qo	f75r	f75	f75r.25	53	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O025	qokeedy	qo	f75r	f75	f75r.25	53	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O026	qokeedy	qo	f75r	f75	f75r.28	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O027	qokeedy	qo	f75r	f75	f75r.29	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O028	keedy	NONE	f75r	f75	f75r.36	53	1	1	0	NONE	BARE_KEEDY_AT_SAME_LOCUS	0
G787-O029	qokeedy	qo	f75r	f75	f75r.39	53	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O030	olkeedy	ol	f75r	f75	f75r.39	53	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O031	keedy	NONE	f75r	f75	f75r.40	53	1	1	0	NONE	BARE_KEEDY_AT_SAME_LOCUS	0
G787-O032	okeedy	o	f75v	f75	f75v.43	70	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O033	okeedy	o	f75v	f75	f75v.45	70	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O034	qokeedy	qo	f75v	f75	f75v.47	70	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O035	qokeedy	qo	f75v	f75	f75v.59	70	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O036	ykeedy	y	f75v	f75	f75v.67	70	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O037	qokeedy	qo	f76r	f76	f76r.6	21	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O038	qokeedy	qo	f76r	f76	f76r.13	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O039	okeedy	o	f76r	f76	f76r.13	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O040	qokeedy	qo	f76r	f76	f76r.17	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O041	qokeedy	qo	f76r	f76	f76r.39	21	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O042	okeedy	o	f76r	f76	f76r.45	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O043	lkeedy	l	f76r	f76	f76r.48	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O044	keedy	NONE	f76r	f76	f76r.51	21	1	1	0	NONE	BARE_KEEDY_AT_SAME_LOCUS	0
G787-O045	qokeedy	qo	f76r	f76	f76r.52	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O046	okeedy	o	f76r	f76	f76r.55	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O047	qokeedy	qo	f76v	f76	f76v.3	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O048	qokeedy	qo	f76v	f76	f76v.3	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O049	okeedy	o	f76v	f76	f76v.6	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O050	qokeedy	qo	f76v	f76	f76v.8	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O051	qokeedy	qo	f76v	f76	f76v.8	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O052	okeedy	o	f76v	f76	f76v.8	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O053	okeedy	o	f76v	f76	f76v.8	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O054	oekeedy	oe	f76v	f76	f76v.11	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O055	qokeedy	qo	f76v	f76	f76v.12	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O056	qokeedy	qo	f76v	f76	f76v.14	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O057	qoeekeedy	qoee	f76v	f76	f76v.14	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O058	qolkeedy	qol	f76v	f76	f76v.18	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O059	qokeedy	qo	f76v	f76	f76v.20	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O060	qokeedy	qo	f76v	f76	f76v.23	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O061	qokeedy	qo	f76v	f76	f76v.27	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O062	qokeedy	qo	f76v	f76	f76v.29	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O063	okeedy	o	f76v	f76	f76v.34	6	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O064	qokeedy	qo	f76v	f76	f76v.38	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O065	keedy	NONE	f76v	f76	f76v.39	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O066	qokeedy	qo	f77r	f77	f77r.11	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O067	qokeedy	qo	f77r	f77	f77r.13	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O068	qokeedy	qo	f77r	f77	f77r.14	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O069	qokeedy	qo	f77r	f77	f77r.15	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O070	qokeedy	qo	f77r	f77	f77r.16	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O071	qokeedy	qo	f77r	f77	f77r.19	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O072	qokeedy	qo	f77r	f77	f77r.19	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O073	qokeedy	qo	f77r	f77	f77r.19	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O074	qokeedy	qo	f77r	f77	f77r.20	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O075	qokeedy	qo	f77r	f77	f77r.21	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O076	qokeedy	qo	f77r	f77	f77r.23	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O077	qokeedy	qo	f77r	f77	f77r.27	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O078	qokeedy	qo	f77r	f77	f77r.29	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O079	qokeedy	qo	f77r	f77	f77r.29	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O080	qokeedy	qo	f77r	f77	f77r.36	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O081	qokeedy	qo	f77r	f77	f77r.42	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O082	qokeedy	qo	f77r	f77	f77r.42	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O083	qokeedy	qo	f77r	f77	f77r.42	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O084	qokeedy	qo	f77v	f77	f77v.8	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O085	qokeedy	qo	f77v	f77	f77v.11	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O086	qokeedy	qo	f77v	f77	f77v.24	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O087	qokeedy	qo	f77v	f77	f77v.25	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O088	qokeedy	qo	f78r	f78	f78r.4	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O089	qokeedy	qo	f78r	f78	f78r.10	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O090	okeedy	o	f78r	f78	f78r.19	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O091	qokeedy	qo	f78r	f78	f78r.24	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O092	sokeedy	so	f78r	f78	f78r.25	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O093	qokeedy	qo	f78r	f78	f78r.28	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O094	solkeedy	sol	f78r	f78	f78r.31	47	1	0	1	,	SPLIT_LEFT_KEEDY_AT_SAME_LOCUS	0
G787-O095	ykeedy	y	f78r	f78	f78r.32	47	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O096	qokeedy	qo	f78v	f78	f78v.7	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O097	qokeedy	qo	f78v	f78	f78v.8	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O098	okeedy	o	f78v	f78	f78v.9	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O099	qolkeedy	qol	f79r	f79	f79r.24	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O100	dykeedy	dy	f79r	f79	f79r.26	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O101	qokeedy	qo	f79r	f79	f79r.27	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O102	qokeedy	qo	f79v	f79	f79v.4	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O103	qokeedy	qo	f79v	f79	f79v.4	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O104	qolkeedy	qol	f79v	f79	f79v.5	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O105	qokeedy	qo	f79v	f79	f79v.7	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O106	qokeedy	qo	f79v	f79	f79v.7	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O107	qokeedy	qo	f79v	f79	f79v.9	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O108	qolkeedy	qol	f79v	f79	f79v.11	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O109	qokeedy	qo	f79v	f79	f79v.13	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O110	qokeedy	qo	f79v	f79	f79v.14	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O111	qokeedy	qo	f79v	f79	f79v.15	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O112	olkeedy	ol	f79v	f79	f79v.16	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O113	olkeedy	ol	f79v	f79	f79v.18	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O114	ykeedy	y	f79v	f79	f79v.26	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O115	okeedy	o	f79v	f79	f79v.28	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O116	ykeedy	y	f79v	f79	f79v.31	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O117	qokeedy	qo	f79v	f79	f79v.31	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O118	qokeedy	qo	f79v	f79	f79v.39	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O119	qokeedy	qo	f79v	f79	f79v.40	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O120	qokeedy	qo	f80r	f80	f80r.11	20	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O121	qokeedy	qo	f80r	f80	f80r.16	20	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O122	qokeedy	qo	f80r	f80	f80r.22	20	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O123	qokeedy	qo	f80r	f80	f80r.31	20	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O124	qokeedy	qo	f80v	f80	f80v.1	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O125	olkeedy	ol	f80v	f80	f80v.5	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O126	qokeedy	qo	f80v	f80	f80v.33	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O127	qokeedy	qo	f80v	f80	f80v.37	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O128	qokeedy	qo	f80v	f80	f80v.39	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O129	ykeedy	y	f81r	f81	f81r.4	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O130	qokeedy	qo	f81r	f81	f81r.15	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O131	okeedy	o	f81r	f81	f81r.17	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O132	okeedy	o	f81r	f81	f81r.18	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O133	keedy	NONE	f81v	f81	f81v.1	10	1	1	0	NONE	BARE_KEEDY_AT_SAME_LOCUS	0
G787-O134	ykeedy	y	f81v	f81	f81v.14	10	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O135	olkeedy	ol	f81v	f81	f81v.26	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O136	olkeedy	ol	f81v	f81	f81v.27	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O137	qokeedy	qo	f82r	f82	f82r.2	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O138	qokeedy	qo	f82r	f82	f82r.5	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O139	qokeedy	qo	f82r	f82	f82r.13	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O140	qokeedy	qo	f82r	f82	f82r.16	45	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O141	qokeedy	qo	f82r	f82	f82r.16	45	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O142	qokeedy	qo	f82r	f82	f82r.17	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O143	qokeedy	qo	f82r	f82	f82r.24	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O144	qokeedy	qo	f82r	f82	f82r.26	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O145	qokeedy	qo	f82r	f82	f82r.27	45	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O146	qokeedy	qo	f82r	f82	f82r.27	45	1	2	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O147	qokeedy	qo	f82r	f82	f82r.29	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O148	qokeedy	qo	f82r	f82	f82r.30	45	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O149	qokeedy	qo	f82v	f82	f82v.5	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O150	qokeedy	qo	f82v	f82	f82v.17	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O151	ykeedy	y	f82v	f82	f82v.18	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O152	qokeedy	qo	f82v	f82	f82v.18	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O153	olkeedy	ol	f82v	f82	f82v.18	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O154	qokeedy	qo	f82v	f82	f82v.18	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O155	okeedy	o	f82v	f82	f82v.35	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O156	qokeedy	qo	f82v	f82	f82v.36	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O157	olkeedy	ol	f83r	f83	f83r.3	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O158	chkeedy	ch	f83r	f83	f83r.3	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O159	qokeedy	qo	f83r	f83	f83r.6	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O160	qokeedy	qo	f83r	f83	f83r.14	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O161	solkeedy	sol	f83r	f83	f83r.20	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O162	solkeedy	sol	f83r	f83	f83r.21	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O163	qokeedy	qo	f83r	f83	f83r.22	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O164	qokeedy	qo	f83r	f83	f83r.25	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O165	qokeedy	qo	f83r	f83	f83r.27	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O166	qokeedy	qo	f83r	f83	f83r.30	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O167	qokeedy	qo	f83v	f83	f83v.4	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O168	qokeedy	qo	f83v	f83	f83v.5	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O169	qokeedy	qo	f83v	f83	f83v.7	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O170	rolkeedy	rol	f83v	f83	f83v.8	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O171	qokeedy	qo	f83v	f83	f83v.12	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O172	olkeedy	ol	f83v	f83	f83v.15	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O173	qokeedy	qo	f83v	f83	f83v.18	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O174	qokeedy	qo	f83v	f83	f83v.18	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O175	qokeedy	qo	f83v	f83	f83v.18	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O176	qolkeedy	qol	f83v	f83	f83v.18	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O177	qokeedy	qo	f83v	f83	f83v.19	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O178	qokeedy	qo	f83v	f83	f83v.24	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O179	olkeedy	ol	f85r1	f85	f85r1.5	35	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O180	ykeedy	y	f85r2	f85	f85r2.19	24	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O181	qokeedy	qo	f86v3	f86	f86v3.1	36	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O182	olkeedy	ol	f86v5	f86	f86v5.33	15	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G787-O183	olkeedy	ol	f86v6	f86	f86v6.3	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O184	olkeedy	ol	f86v6	f86	f86v6.4	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O185	qokeedy	qo	f86v6	f86	f86v6.22	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O186	qokeedy	qo	f86v6	f86	f86v6.24	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G787-O187	ykeedy	y	f94v	f94	f94v.2	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O188	okeedy	o	f94v	f94	f94v.9	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O189	olkeedy	ol	f95r1	f95	f95r1.9	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O190	okeedy	o	f103r	f103	f103r.6	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O191	qokeedy	qo	f103r	f103	f103r.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O192	lkeedy	l	f103r	f103	f103r.28	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O193	qokeedy	qo	f103r	f103	f103r.35	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O194	okeedy	o	f103r	f103	f103r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O195	qokeedy	qo	f103r	f103	f103r.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O196	qokeedy	qo	f103r	f103	f103r.37	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O197	ykeedy	y	f103r	f103	f103r.39	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O198	qokeedy	qo	f103r	f103	f103r.45	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O199	qokeedy	qo	f103v	f103	f103v.2	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O200	okeedy	o	f103v	f103	f103v.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O201	ykeedy	y	f103v	f103	f103v.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O202	qokeedy	qo	f103v	f103	f103v.6	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O203	qokeedy	qo	f103v	f103	f103v.11	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O204	okeedy	o	f103v	f103	f103v.12	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O205	qokeedy	qo	f103v	f103	f103v.14	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O206	qokeedy	qo	f103v	f103	f103v.17	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O207	lkeedy	l	f104r	f104	f104r.8	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O208	olkeedy	ol	f104r	f104	f104r.11	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O209	qokeedy	qo	f104r	f104	f104r.43	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O210	qokeedy	qo	f104v	f104	f104v.3	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O211	qokeedy	qo	f104v	f104	f104v.9	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O212	lkeedy	l	f104v	f104	f104v.31	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O213	okeedy	o	f104v	f104	f104v.36	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O214	olkeedy	ol	f105r	f105	f105r.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O215	okeedy	o	f105r	f105	f105r.15	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O216	olkchokeedy	olkcho	f105r	f105	f105r.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O217	qokeedy	qo	f105r	f105	f105r.28	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O218	qokeedy	qo	f105v	f105	f105v.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O219	olkeedy	ol	f105v	f105	f105v.5	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O220	qokeedy	qo	f106r	f106	f106r.18	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O221	okeedy	o	f106r	f106	f106r.18	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O222	qokeedy	qo	f106r	f106	f106r.20	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G787-O223	lkeedy	l	f106r	f106	f106r.21	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
