surface	source_pool	active_after_q152	q152_exact_excluded	balanced_four_cell_head	preexisting_semantic_sentinel	registered_prior_role	literal_credit	observed_source_pool	observed_source_role	source_pool_evidence_channel	source_role_evidence_channel	source_role_is_observed_identity	source_provenance	ed1_minimum_to_q152	ed1_safe_from_q152	head_status	component_export_credit
chokey	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|DRY|PREPARATION|MIDDLE_STAGE	0	GDT760_AMOUNT_CONTENT	HOT|DRY|PREPARATION|MIDDLE_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
choky	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|DRY|PREPARATION|BEGIN_STAGE	0	GDT760_AMOUNT_CONTENT	HOT|DRY|PREPARATION|BEGIN_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
ckhor	GDT760_AMOUNT_CONTENT	1	0	0	0	AMOUNT|PREPARATION	0	GDT760_AMOUNT_CONTENT	AMOUNT|PREPARATION	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
cthy	GDT760_AMOUNT_CONTENT	1	0	0	1	MATERIAL	0	GDT760_AMOUNT_CONTENT	MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
dal	GDT764_X_DAIIN	1	0	1	0	MATERIAL_MEASURE_HEAD	0	GDT764_X_DAIIN	MATERIAL_MEASURE_HEAD	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv	1	0	ACTIVE_EXACT_HEAD	0
dchol	GDT760_AMOUNT_CONTENT	0	1	0	0	DRY|AMOUNT|MATERIAL	0	GDT760_AMOUNT_CONTENT	DRY|AMOUNT|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	0	0	EXACT_Q152_EXCLUDED	0
kar	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|PART|MATERIAL	0	GDT760_AMOUNT_CONTENT	HOT|PART|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
keol	GDT760_AMOUNT_CONTENT	0	1	0	0	HOT|MATERIAL	0	GDT760_AMOUNT_CONTENT	HOT|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	0	0	EXACT_Q152_EXCLUDED	0
ockhey	GDT760_AMOUNT_CONTENT	1	0	0	0	PREPARATION|MIDDLE_STAGE	0	GDT760_AMOUNT_CONTENT	PREPARATION|MIDDLE_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
odaiin	GDT760_AMOUNT_CONTENT	1	0	0	0	PREPARATION|LEVEL_III	0	GDT760_AMOUNT_CONTENT	PREPARATION|LEVEL_III	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	4	1	ACTIVE_EXACT_HEAD	0
odain	GDT760_AMOUNT_CONTENT	1	0	0	0	PREPARATION|LEVEL_II	0	GDT760_AMOUNT_CONTENT	PREPARATION|LEVEL_II	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	3	1	ACTIVE_EXACT_HEAD	0
odar	GDT760_AMOUNT_CONTENT	1	0	0	0	AMOUNT|PART|PREPARATION|PROCESS	0	GDT760_AMOUNT_CONTENT	AMOUNT|PART|PREPARATION|PROCESS	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
ody	GDT760_AMOUNT_CONTENT	1	0	0	0	PREPARATION|CLOSE|END_STAGE	0	GDT760_AMOUNT_CONTENT	PREPARATION|CLOSE|END_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
ofchy	GDT764_X_DAIIN	1	0	0	0	OPEN_FIELD	0	GDT764_X_DAIIN	OPEN_FIELD	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv	3	1	ACTIVE_EXACT_HEAD	0
okair	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|PART|MATERIAL|PREPARATION	0	GDT760_AMOUNT_CONTENT	HOT|PART|MATERIAL|PREPARATION	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	3	1	ACTIVE_EXACT_HEAD	0
okshy	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|MOIST|PREPARATION|BEGIN_STAGE	0	GDT760_AMOUNT_CONTENT	HOT|MOIST|PREPARATION|BEGIN_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
olaiin	GDT760_AMOUNT_CONTENT	1	0	0	0	AMOUNT|MATERIAL	0	GDT760_AMOUNT_CONTENT	AMOUNT|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	4	1	ACTIVE_EXACT_HEAD	0
olkain	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|MATERIAL|LEVEL_II	0	GDT760_AMOUNT_CONTENT	HOT|MATERIAL|LEVEL_II	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	3	1	ACTIVE_EXACT_HEAD	0
otchedy	GDT760_AMOUNT_CONTENT	0	1	0	0	COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	0	GDT760_AMOUNT_CONTENT	COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	0	0	EXACT_Q152_EXCLUDED	0
oteey	GDT760_AMOUNT_CONTENT	1	0	0	0	COLD|PREPARATION|END_STAGE	0	GDT760_AMOUNT_CONTENT	COLD|PREPARATION|END_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
oteody	GDT764_X_DAIIN	0	1	0	0	RESULT_STAGE_HEAD	0	GDT764_X_DAIIN	RESULT_STAGE_HEAD	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv	0	0	EXACT_Q152_EXCLUDED	0
oteol	GDT760_AMOUNT_CONTENT	0	1	0	0	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	0	GDT760_AMOUNT_CONTENT	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	0	0	EXACT_Q152_EXCLUDED	0
otol	GDT760_AMOUNT_CONTENT	0	1	0	0	COLD|PREPARATION	0	GDT760_AMOUNT_CONTENT	COLD|PREPARATION	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	0	0	EXACT_Q152_EXCLUDED	0
otydy	GDT760_AMOUNT_CONTENT	1	0	0	0	COLD|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	0	GDT760_AMOUNT_CONTENT	COLD|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
qolkary	GDT760_AMOUNT_CONTENT	1	0	0	0	HOT|PART|MATERIAL	0	GDT760_AMOUNT_CONTENT	HOT|PART|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	3	1	ACTIVE_EXACT_HEAD	0
qopchdy	GDT764_X_DAIIN	1	0	0	0	NOMINAL_FIELD	0	GDT764_X_DAIIN	NOMINAL_FIELD	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv	1	0	ACTIVE_EXACT_HEAD	0
qoty	GDT764_X_DAIIN	1	0	1	0	QUALITY_HEAD	0	GDT764_X_DAIIN	QUALITY_HEAD	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv	2	1	ACTIVE_EXACT_HEAD	0
sheo	GDT760_AMOUNT_CONTENT	1	0	0	0	MOIST|PREPARATION	0	GDT760_AMOUNT_CONTENT	MOIST|PREPARATION	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
sheor	GDT760_AMOUNT_CONTENT	1	0	1	0	MOIST|PART|MATERIAL	0	GDT760_AMOUNT_CONTENT	MOIST|PART|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
sho	GDT760_AMOUNT_CONTENT	1	0	0	0	MOIST|PREPARATION	0	GDT760_AMOUNT_CONTENT	MOIST|PREPARATION	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	ACTIVE_EXACT_HEAD	0
ytchor	GDT760_AMOUNT_CONTENT	1	0	0	0	COLD|DRY|AMOUNT|MATERIAL	0	GDT760_AMOUNT_CONTENT	COLD|DRY|AMOUNT|MATERIAL	OBSERVED_SOURCE_MEMBERSHIP	INHERITED_SEMANTIC_PRIOR	0	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	2	1	ACTIVE_EXACT_HEAD	0
