primary_window_id	link_id	event_id	head	axis	expanded_label	direction_label	pivot_surface	carrier	page	physical_folio	locus	pivot_token_index	signed_offsets	head_occurrence_edges	distinct_heads_in_window	primary_unique_head_window	weighted_sensitivity_weight	semantic_credit	component_export_credit
G809-U0098	G809-L0116	G808-E1124	cheor	L	1	EXPANDED	cheol	ch	f82r	f82r	f82r.33	3	2	1	1	1	1	0	0
G809-U0099	G809-L0117	G808-E1129	qoty	DY	0	BASE	qokedy	qok	f82v	f82v	f82v.7	11	-2	1	1	1	1	0	0
G809-U0100	G809-L0118	G808-E1133	dal	DY	0	BASE	shedy	sh	f82v	f82v	f82v.11	7	-1	1	1	1	1	0	0
G809-U0101	G809-L0119	G808-E1138	dal	DY	0	BASE	pchedy	pch	f82v	f82v	f82v.15	8	2	1	1	1	1	0	0
G809-U0102	G809-L0120	G808-E1142	cheal	L	0	BASE	qokol	qok	f82v	f82v	f82v.19	1	2	1	1	1	1	0	0
G809-U0103	G809-L0121	G808-E1145	qoty	L	1	EXPANDED	sheol	sh	f82v	f82v	f82v.25	2	2	1	1	1	1	0	0
G809-U0104	G809-L0122	G808-E1166	okair	DY	0	BASE	qokedy	qok	f83r	f83r	f83r.11	6	1	1	1	1	1	0	0
G809-U0105	G809-L0123	G808-E1171	dal	DY	0	BASE	shedy	sh	f83r	f83r	f83r.14	3	2	1	1	1	1	0	0
G809-U0106	G809-L0124	G808-E1196	dal	L	1	EXPANDED	cheol	ch	f83r	f83r	f83r.48	2	-1	1	1	1	1	0	0
G809-U0107	G809-L0125	G808-E1203	oteey	DY	0	BASE	chedy	ch	f83v	f83v	f83v.7	4	-2	1	1	1	1	0	0
G809-U0108	G809-L0126	G808-E1210	cheor	L	1	EXPANDED	cheol	ch	f83v	f83v	f83v.20	4	-2	1	1	1	1	0	0
G809-U0109	G809-L0127	G808-E1211	chckhedy	L	1	EXPANDED	sheol	sh	f83v	f83v	f83v.23	4	-1	1	1	1	1	0	0
G809-U0110	G809-L0128	G808-E1212	dal	L	0	BASE	okol	ok	f83v	f83v	f83v.25	5	1	1	1	1	1	0	0
G809-U0111	G809-L0129	G808-E1213	dal	DY	0	BASE	shedy	sh	f83v	f83v	f83v.25	7	-1	1	1	1	1	0	0
G809-U0112	G809-L0130	G808-E1217	qoty	DY	0	BASE	chedy	ch	f83v	f83v	f83v.31	4	1	1	1	1	1	0	0
G809-U0113	G809-L0131	G808-E1244	sheo	L	0	BASE	chol	ch	f85r2	f85r	f85r2.4	4	-2	1	1	1	1	0	0
G809-U0114	G809-L0132	G808-E1254	cheos	DY	0	BASE	shedy	sh	f86v3	f86v	f86v3.11	6	1	1	1	1	1	0	0
G809-U0115	G809-L0133	G808-E1262	choky	DY	1	EXPANDED	sheody	sh	f86v5	f86v	f86v5.1	3	-1	1	1	1	1	0	0
G809-U0116	G809-L0134	G808-E1267	kar	DY	0	BASE	shedy	sh	f86v5	f86v	f86v5.10	4	-1	1	1	1	1	0	0
G809-U0117	G809-L0135	G808-E1269	cthy	DY	1	EXPANDED	teody	t	f86v5	f86v	f86v5.13	6	1	1	1	1	1	0	0
G809-U0118	G809-L0136	G808-E1300	dal	DY	1	EXPANDED	keody	k	f86v6	f86v	f86v6.24	2	2	1	1	1	1	0	0
G809-U0119	G809-L0137	G808-E1301	ody	DY	0	BASE	pchedy	pch	f86v6	f86v	f86v6.24	7	-2	1	1	1	1	0	0
G809-U0120	G809-L0138	G808-E1307	dal	DY	0	BASE	chedy	ch	f86v6	f86v	f86v6.29	7	2	1	1	1	1	0	0
G809-U0121	G809-L0139	G808-E1311	kar	L	0	BASE	qokol	qok	f86v6	f86v	f86v6.40	7	2	1	1	1	1	0	0
G809-U0122	G809-L0140	G808-E1316	qoty	DY	1	EXPANDED	ctheody	cth	f87r	f87r	f87r.10	4	1	1	1	1	1	0	0
G809-U0123	G809-L0141	G808-E1320	cheor	L	1	EXPANDED	okeol	ok	f87r	f87r	f87r.14	4	1	1	1	1	1	0	0
G809-U0124	G809-L0142	G808-E1321	cheos	L	1	EXPANDED	cheol	ch	f87r	f87r	f87r.15	2	1	1	1	1	1	0	0
G809-U0125	G809-L0143	G808-E1340	cheor	L	0	BASE	chol	ch	f88r	f88r	f88r.22	3	1	1	1	1	1	0	0
G809-U0126	G809-L0144	G808-E1342	cheor	L	1	EXPANDED	cheol	ch	f88r	f88r	f88r.30	4	-2	1	1	1	1	0	0
G809-U0127	G809-L0145	G808-E1346	sheo	DY	1	EXPANDED	sheody	sh	f88v	f88v	f88v.16	3	-1	1	1	1	1	0	0
G809-U0128	G809-L0146	G808-E1347	dal	DY	1	EXPANDED	cheody	ch	f88v	f88v	f88v.16	7	2	1	1	1	1	0	0
G809-U0129	G809-L0147	G808-E1350	cheeol	L	0	BASE	otol	ot	f88v	f88v	f88v.18	3	1	1	1	1	1	0	0
G809-U0130	G809-L0148	G808-E1351	cheeol	DY	1	EXPANDED	cheody	ch	f88v	f88v	f88v.18	5	-1	1	1	1	1	0	0
G809-U0131	G809-L0149	G808-E1358	dal	DY	0	BASE	chedy	ch	f89r1	f89r	f89r1.7	5	-1	1	1	1	1	0	0
G809-U0132	G809-L0150	G808-E1359	dal	DY	1	EXPANDED	qokeody	qok	f89r1	f89r	f89r1.7	6	-2	1	1	1	1	0	0
G809-U0133	G809-L0151	G808-E1365	cheos	L	0	BASE	chol	ch	f89r1	f89r	f89r1.16	8	1	1	1	1	1	0	0
G809-U0134	G809-L0152	G808-E1366	dal	DY	1	EXPANDED	cheody	ch	f89r1	f89r	f89r1.20	5	2	1	1	1	1	0	0
G809-U0135	G809-L0153	G808-E1381	dal	L	0	BASE	chol	ch	f89v1	f89v	f89v1.18	5	-1	1	1	1	1	0	0
G809-U0136	G809-L0154	G808-E1387	oteey	L	0	BASE	qokol	qok	f90r1	f90r	f90r1.7	6	1	1	1	1	1	0	0
G809-U0137	G809-L0155	G808-E1393	ody	L	0	BASE	shol	sh	f93r	f93r	f93r.7	2	1	1	1	1	1	0	0
G809-U0138	G809-L0156	G808-E1418	kar	L	0	BASE	chol	ch	f94r	f94r	f94r.4	9	1	1	1	1	1	0	0
G809-U0139	G809-L0157	G808-E1425	qoty	L	0	BASE	kol	k	f95r1	f95r	f95r1.2	8	2	1	1	1	1	0	0
G809-U0140	G809-L0158	G808-E1432	qopchdy	DY	0	BASE	chedy	ch	f95r2	f95r	f95r2.5	6	2	1	1	1	1	0	0
G809-U0141	G809-L0159	G808-E1435	odaiin	DY	0	BASE	shedy	sh	f95v1	f95v	f95v1.5	2	1	1	1	1	1	0	0
G809-U0142	G809-L0160	G808-E1441	oteey	L	1	EXPANDED	sheol	sh	f96r	f96r	f96r.2	3	1	1	1	1	1	0	0
G809-U0143	G809-L0161	G808-E1443	sheor	L	0	BASE	tol	t	f96r	f96r	f96r.5	4	1	1	1	1	1	0	0
G809-U0144	G809-L0162	G808-E1444	sheor	L	1	EXPANDED	qokeol	qok	f96r	f96r	f96r.5	6	-1	1	1	1	1	0	0
G809-U0145	G809-L0163	G808-E1445	sheor	L	0	BASE	okol	ok	f96r	f96r	f96r.5	7	-2	1	1	1	1	0	0
G809-U0146	G809-L0164	G808-E1453	ckhor	L	1	EXPANDED	okeol	ok	f99r	f99r	f99r.17	5	1	1	1	1	1	0	0
G809-U0147	G809-L0165	G808-E1486	olaiin	L	0	BASE	qokol	qok	f99v	f99v	f99v.34	6	-2	1	1	1	1	0	0
G809-U0148	G809-L0166	G808-E1516	olaiin	L	1	EXPANDED	sheol	sh	f102r1	f102r	f102r1.5	2	2	1	1	1	1	0	0
G809-U0149	G809-L0167	G808-E1519	chofol	L	1	EXPANDED	oteol	ot	f102r1	f102r	f102r1.8	6	-2	1	1	1	1	0	0
G809-U0150	G809-L0168	G808-E1529	ockhey	L	0	BASE	pchol	pch	f102v1	f102v	f102v1.7	3	-1	1	1	1	1	0	0
G809-U0151	G809-L0169	G808-E1533	cheor	L	1	EXPANDED	oteol	ot	f102v1	f102v	f102v1.14	4	-2	1	1	1	1	0	0
G809-U0152	G809-L0170	G808-E1542	sho	DY	1	EXPANDED	sheody	sh	f102v1	f102v	f102v1.23	4	-2	1	1	1	1	0	0
G809-U0153	G809-L0171	G808-E1557	oteey	L	1	EXPANDED	qokeol	qok	f103r	f103r	f103r.12	5	-1	1	1	1	1	0	0
G809-U0154	G809-L0172	G808-E1558	sheor	DY	0	BASE	qotedy	qot	f103r	f103r	f103r.13	3	-1	1	1	1	1	0	0
G809-U0155	G809-L0173	G808-E1583	dal	DY	0	BASE	shedy	sh	f103v	f103v	f103v.1	11	1	1	1	1	1	0	0
G809-U0156	G809-L0174	G808-E1585	qopchdy	DY	0	BASE	qotedy	qot	f103v	f103v	f103v.5	8	-1	1	1	1	1	0	0
G809-U0157	G809-L0175	G808-E1587	oteey	L	0	BASE	chol	ch	f103v	f103v	f103v.7	3	2	1	1	1	1	0	0
G809-U0158	G809-L0176	G808-E1597	olaiin	DY	0	BASE	chedy	ch	f103v	f103v	f103v.18	6	1	1	1	1	1	0	0
G809-U0159	G809-L0177	G808-E1627	kar	DY	1	EXPANDED	sheody	sh	f104r	f104r	f104r.26	4	-1	1	1	1	1	0	0
G809-U0160	G809-L0178	G808-E1633	oteey	DY	0	BASE	pchedy	pch	f104r	f104r	f104r.43	5	2	1	1	1	1	0	0
G809-U0161	G809-L0179	G808-E1636	odaiin	L	1	EXPANDED	okeol	ok	f104v	f104v	f104v.3	5	-1	1	1	1	1	0	0
G809-U0162	G809-L0180	G808-E1677	cheoty	DY	0	BASE	otedy	ot	f105r	f105r	f105r.18	8	1	1	1	1	1	0	0
G809-U0163	G809-L0181	G808-E1685	okair	L	0	BASE	chol	ch	f105r	f105r	f105r.29	6	1	1	1	1	1	0	0
G809-U0164	G809-L0182	G808-E1693	qopchdy	DY	0	BASE	chedy	ch	f105v	f105v	f105v.5	4	-2	1	1	1	1	0	0
G809-U0165	G809-L0183	G808-E1703	odaiin	DY	0	BASE	chedy	ch	f105v	f105v	f105v.35	9	-1	1	1	1	1	0	0
G809-U0166	G809-L0184	G808-E1804	olaiin	L	0	BASE	chol	ch	f107v	f107v	f107v.22	5	-2	1	1	1	1	0	0
G809-U0167	G809-L0187	G808-E1813	odain	L	0	BASE	chol	ch	f107v	f107v	f107v.33	2	2	1	1	1	1	0	0
G809-U0168	G809-L0188	G808-E1820	oteey	L	0	BASE	qokol	qok	f107v	f107v	f107v.38	6	1|2	2	1	1	1	0	0
G809-U0169	G809-L0189	G808-E1825	chckhedy	DY	0	BASE	otedy	ot	f108r	f108r	f108r.3	7	2	1	1	1	1	0	0
G809-U0170	G809-L0190	G808-E1826	cheo	DY	0	BASE	pchedy	pch	f108r	f108r	f108r.5	10	-1	1	1	1	1	0	0
G809-U0171	G809-L0191	G808-E1827	cheo	DY	0	BASE	qotedy	qot	f108r	f108r	f108r.5	11	-2	1	1	1	1	0	0
G809-U0172	G809-L0192	G808-E1897	qopchdy	DY	0	BASE	tedy	t	f108v	f108v	f108v.17	6	1	1	1	1	1	0	0
G809-U0173	G809-L0193	G808-E1918	oteey	DY	0	BASE	chedy	ch	f108v	f108v	f108v.39	12	-1	1	1	1	1	0	0
G809-U0174	G809-L0194	G808-E1919	cheal	DY	0	BASE	shedy	sh	f108v	f108v	f108v.43	3	-1	1	1	1	1	0	0
G809-U0175	G809-L0195	G808-E1923	cheal	L	1	EXPANDED	cheol	ch	f108v	f108v	f108v.49	6	-1	1	1	1	1	0	0
G809-U0176	G809-L0196	G808-E1924	oteey	L	1	EXPANDED	cheol	ch	f108v	f108v	f108v.50	3	-1	1	1	1	1	0	0
G809-U0177	G809-L0197	G808-E1936	oteey	DY	0	BASE	chedy	ch	f111r	f111r	f111r.14	11	-2	1	1	1	1	0	0
G809-U0178	G809-L0198	G808-E1955	sho	L	1	EXPANDED	cheol	ch	f111v	f111v	f111v.8	3	-2	1	1	1	1	0	0
G809-U0179	G809-L0199	G808-E1973	olaiin	L	0	BASE	chol	ch	f112r	f112r	f112r.2	7	-1	1	1	1	1	0	0
G809-U0180	G809-L0200	G808-E2039	chckhey	L	1	EXPANDED	cheol	ch	f113r	f113r	f113r.19	5	-1	1	1	1	1	0	0
G809-U0181	G809-L0201	G808-E2110	qoty	DY	1	EXPANDED	sheody	sh	f114r	f114r	f114r.41	3	1	1	1	1	1	0	0
G809-U0182	G809-L0202	G808-E2118	cheo	DY	0	BASE	cthedy	cth	f114v	f114v	f114v.6	3	-1	1	1	1	1	0	0
G809-U0183	G809-L0203	G808-E2128	choky	L	0	BASE	chol	ch	f114v	f114v	f114v.16	11	-1	1	1	1	1	0	0
G809-U0184	G809-L0204	G808-E2141	cheor	DY	1	EXPANDED	cheody	ch	f115r	f115r	f115r.9	10	-1	1	1	1	1	0	0
G809-U0185	G809-L0205	G808-E2151	dal	L	1	EXPANDED	sheol	sh	f115r	f115r	f115r.26	9	2	1	1	1	1	0	0
G809-U0186	G809-L0206	G808-E2152	dal	DY	0	BASE	pchedy	pch	f115r	f115r	f115r.26	10	1	1	1	1	1	0	0
G809-U0187	G809-L0207	G808-E2170	sho	DY	1	EXPANDED	sheody	sh	f115v	f115v	f115v.10	3	-1	1	1	1	1	0	0
G809-U0188	G809-L0208	G808-E2189	oteey	DY	0	BASE	otedy	ot	f116r	f116r	f116r.6	8	1	1	1	1	1	0	0
G809-U0189	G809-L0209	G808-E2197	olkain	DY	0	BASE	chedy	ch	f116r	f116r	f116r.11	8	2	1	1	1	1	0	0
