head	structural_role_default_de	structural_role_evidence_channel	registered_prior_role	best_concrete_candidate_de	best_historical_lemma	best_candidate_score	best_candidate_decision	confidence	top_tied_candidate_ids	top_tie_count	second_candidate_de	third_candidate_de	relation_summary	observed_context_compatibility	inherited_prior_support	unobserved_identity_gates	observed_profile_counterevidence	unobserved_evidence_is_not_falsehood	literal_identity_selected	evidence_channels	source_provenance	hypothesis_not_plaintext	confirmed_lexeme	component_export_credit
chokey	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	HOT|DRY|PREPARATION|MIDDLE_STAGE	Wasser|Salz|zerreibe|Gefäß	aqua|sal|tere|vas/olla/ampulla	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S11|S17	4	Salz	zerreibe	NONE	AMOUNT_CONTACT_ANY|NONHERBAL_DOMINANT_75|SOURCE_CONTENT_HEAD	PRIOR_DRY|PRIOR_PREPARATION	MANUAL_VESSEL_OWNER_MULTI_FOLIO|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR|SOLID_PATIENT_THEN_MIX_OR_SIEVE	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
choky	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	HOT|DRY|PREPARATION|BEGIN_STAGE	Samen	semen	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_RANK	S08	1	Wasser	Salz	NONE	AMOUNT_CONTACT_ANY|NEAR_CTHY_2_FOLIOS|SOURCE_CONTENT_HEAD	NONE	MANUAL_SEED_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST	NONE	1	0	OBSERVED_EXACT_LANDMARK_PROXIMITY|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/LANDMARK_SPECS.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
ckhor	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	AMOUNT|PREPARATION	Blattgut|Wurzel|Samen|Holz|oberirdisches Kraut|opaker botanischer Ganzwortkopf	folium/folia|radix|semen|lignum|herba|OPAQUE_BOTANICAL_HEAD	5	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S05|S06|S08|S10|S19|S20	6	Wurzel	Samen	NONE	AMOUNT_CONTACT_ANY|HERBAL_DOMINANT_75|HERBAL_DOMINANT_90|SOURCE_CONTENT_HEAD	NONE	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
cthy	Drogenmaterialkopf	INHERITED_SEMANTIC_PRIOR	MATERIAL	Blattgut|oberirdisches Kraut|opaker botanischer Ganzwortkopf	folium/folia|herba|OPAQUE_BOTANICAL_HEAD	11	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S05|S19|S20	3	oberirdisches Kraut	opaker botanischer Ganzwortkopf	L:BASE:rank4	AMOUNT_CONTACT_ANY|BOTANICAL_PAGE_CONTEXT_MULTI_FOLIO|HERBAL_DOMINANT_90|NEAR_CHOR_SHOR_2_FOLIOS|REL_EXTERNAL_RECORD_AGREES|REL_L_BASE|SOURCE_CONTENT_HEAD|VISUAL_WHOLE_PLANT_3	PRIOR_MATERIAL	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO	NONE	1	0	CACHED_VISUAL_CONTEXT_NOT_TOKEN_OWNER|FORMAL_RECORD_COMPATIBILITY|INHERITED_REPORTED_BOTANICAL_CONTEXT|OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_EXACT_LANDMARK_PROXIMITY|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt625_ordered_quality_state_transitions/REPORT.md|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv|experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/LANDMARK_SPECS.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/MANUAL_EVIDENCE_SPECS.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/RELATION_DECISION_SPECS.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/run.py|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
dal	abgemessener Material-/Wertkopf	INHERITED_SEMANTIC_PRIOR	MATERIAL_MEASURE_HEAD	Kälte-/Gradfeld	frigidum/gradus	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_RANK	S18	1	Öl	Blattgut	NONE	NEAR_VALUE_FORM_2_FOLIOS|SOURCE_VALUE_FIELD_HEAD	PRIOR_MATERIAL	QUALITY_IDENTITY_DIRECTION_ANCHOR	NONE	1	0	OBSERVED_EXACT_LANDMARK_PROXIMITY|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/LANDMARK_SPECS.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
kar	Drogenteil oder Pflanzenmaterial	INHERITED_SEMANTIC_PRIOR	HOT|PART|MATERIAL	Blattgut|Wurzel|Samen|oberirdisches Kraut|opaker botanischer Ganzwortkopf	folium/folia|radix|semen|herba|OPAQUE_BOTANICAL_HEAD	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S05|S06|S08|S19|S20	5	Wurzel	Samen	NONE	AMOUNT_CONTACT_ANY|NEAR_CHOR_SHOR_2_FOLIOS|SOURCE_CONTENT_HEAD	PRIOR_MATERIAL	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST	NONE	1	0	OBSERVED_EXACT_LANDMARK_PROXIMITY|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/LANDMARK_SPECS.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
ockhey	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	PREPARATION|MIDDLE_STAGE	Wasser|Salz|Gefäß	aqua|sal|vas/olla/ampulla	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S17	3	Salz	Gefäß	NONE	AMOUNT_CONTACT_ANY|NONHERBAL_DOMINANT_75|SOURCE_CONTENT_HEAD	PRIOR_PREPARATION	MANUAL_VESSEL_OWNER_MULTI_FOLIO|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
odaiin	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	PREPARATION|LEVEL_III	Samen	semen	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_RANK	S08	1	Wasser	Salz	NONE	AMOUNT_CONTACT_ANY|NEAR_CTHY_2_FOLIOS|SOURCE_CONTENT_HEAD	NONE	MANUAL_SEED_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST	NONE	1	0	OBSERVED_EXACT_LANDMARK_PROXIMITY|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt809_record_conditioned_whole_head_semantic_tournament/src/LANDMARK_SPECS.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
odain	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	PREPARATION|LEVEL_II	Wasser|Salz|Blattgut|Wurzel|Samen|Holz|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|sal|folium/folia|radix|semen|lignum|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S05|S06|S08|S10|S19|S20	8	Salz	Blattgut	NONE	AMOUNT_CONTACT_ANY|SOURCE_CONTENT_HEAD	NONE	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
odar	Zubereitungs- oder Vorgangskopf	INHERITED_SEMANTIC_PRIOR	AMOUNT|PART|PREPARATION|PROCESS	Wasser|Salz|Blattgut|Wurzel|Samen|Holz|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|sal|folium/folia|radix|semen|lignum|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S05|S06|S08|S10|S19|S20	8	Salz	Blattgut	NONE	AMOUNT_CONTACT_ANY|SOURCE_CONTENT_HEAD	PRIOR_PART	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
ody	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	PREPARATION|CLOSE|END_STAGE	Wasser|Wein|Öl|Salz|Blattgut|Wurzel|Samen|Pulver|Holz|zerreibe|mische|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|vinum|oleum|sal|folium/folia|radix|semen|pulvis|lignum|tere|misce|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S02|S03|S04|S05|S06|S08|S09|S10|S11|S12|S19|S20	13	Wein	Öl	NONE	AMOUNT_CONTACT_ANY|AMOUNT_CONTACT_RECURRENT|SOURCE_CONTENT_HEAD	LIQUID_OR_PRODUCT_PROXY|PRIOR_CLOSE|PRIOR_PREPARATION	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTIPLE_PATIENTS_THEN_NEXT_STEP|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|POWDER_SPECIFIC_ANCHOR|PRODUCED_RESULT_OR_MEASURED_MIXING_MEDIUM|QUALIFIED_OR_ADMIN_MEDIUM|SALT_SPECIFIC_ANCHOR|SOLID_PATIENT_THEN_MIX_OR_SIEVE	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
ofchy	offenes Inhalts-/Wertfeld	INHERITED_SEMANTIC_PRIOR	OPEN_FIELD	Kälte-/Gradfeld	frigidum/gradus	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_RANK	S18	1	Blattgut	Wurzel	NONE	PARAGRAPH_START_20|SOURCE_VALUE_FIELD_HEAD	NONE	QUALITY_IDENTITY_DIRECTION_ANCHOR	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/X_DAIIN_9_EXACT_BIGRAM_ATLAS.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
okair	Drogenteil oder Pflanzenmaterial	INHERITED_SEMANTIC_PRIOR	HOT|PART|MATERIAL|PREPARATION	Wasser|Wein|Öl|Salz|Blattgut|Wurzel|Samen|Pulver|Holz|zerreibe|mische|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|vinum|oleum|sal|folium/folia|radix|semen|pulvis|lignum|tere|misce|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S02|S03|S04|S05|S06|S08|S09|S10|S11|S12|S19|S20	13	Wein	Öl	NONE	AMOUNT_CONTACT_ANY|AMOUNT_CONTACT_RECURRENT|SOURCE_CONTENT_HEAD	PRIOR_HOT|PRIOR_MATERIAL|PRIOR_PART|PRIOR_PREPARATION	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTIPLE_PATIENTS_THEN_NEXT_STEP|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|POWDER_SPECIFIC_ANCHOR|PRODUCED_RESULT_OR_MEASURED_MIXING_MEDIUM|QUALIFIED_OR_ADMIN_MEDIUM|SALT_SPECIFIC_ANCHOR|SOLID_PATIENT_THEN_MIX_OR_SIEVE	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
okshy	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	HOT|MOIST|PREPARATION|BEGIN_STAGE	Wasser|Salz|Blattgut|Wurzel|Samen|Holz|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|sal|folium/folia|radix|semen|lignum|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S05|S06|S08|S10|S19|S20	8	Salz	Blattgut	NONE	AMOUNT_CONTACT_ANY|SOURCE_CONTENT_HEAD	MEDIUM_ROLE_PROXY|PRIOR_MOIST	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
olaiin	Drogenmaterialkopf	INHERITED_SEMANTIC_PRIOR	AMOUNT|MATERIAL	Wasser|Öl	aqua|oleum	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S03	2	Öl	Wein	NONE	AMOUNT_CONTACT_ANY|AMOUNT_CONTACT_RECURRENT|SOURCE_CONTENT_HEAD|VISUAL_POOL_3	NONE	PATIENT_MEDIUM_DURATION_OR_PROCESS|PRODUCED_RESULT_OR_MEASURED_MIXING_MEDIUM	NONE	1	0	CACHED_VISUAL_CONTEXT_NOT_TOKEN_OWNER|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv	1	0	0
olkain	Drogenmaterialkopf	INHERITED_SEMANTIC_PRIOR	HOT|MATERIAL|LEVEL_II	Wasser|Salz|zerreibe|Gefäß	aqua|sal|tere|vas/olla/ampulla	4	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S11|S17	4	Salz	zerreibe	NONE	AMOUNT_CONTACT_ANY|NONHERBAL_DOMINANT_75|SOURCE_CONTENT_HEAD	PRIOR_MATERIAL	MANUAL_VESSEL_OWNER_MULTI_FOLIO|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR|SOLID_PATIENT_THEN_MIX_OR_SIEVE	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
oteey	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	COLD|PREPARATION|END_STAGE	Wasser|Gefäß	aqua|vas/olla/ampulla	5	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S17	2	Gefäß	Wein	NONE	AMOUNT_CONTACT_ANY|NONHERBAL_DOMINANT_75|SOURCE_CONTENT_HEAD|VISUAL_POOL_3	PRIOR_PREPARATION	MANUAL_VESSEL_OWNER_MULTI_FOLIO|PATIENT_MEDIUM_DURATION_OR_PROCESS	NONE	1	0	CACHED_VISUAL_CONTEXT_NOT_TOKEN_OWNER|OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|experiments/yolo/gdt791_thirty_page_visual_owner_spine/artifacts/GDT791_5866_OCCURRENCE_SPINE.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
otydy	Zubereitungskopf	INHERITED_SEMANTIC_PRIOR	COLD|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	Blattgut|Wurzel|Samen|Holz|oberirdisches Kraut|opaker botanischer Ganzwortkopf	folium/folia|radix|semen|lignum|herba|OPAQUE_BOTANICAL_HEAD	5	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S05|S06|S08|S10|S19|S20	6	Wurzel	Samen	NONE	AMOUNT_CONTACT_ANY|HERBAL_DOMINANT_75|HERBAL_DOMINANT_90|SOURCE_CONTENT_HEAD	NONE	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST	NONE	1	0	OBSERVED_CACHED_REGISTER_POSITION|OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv|transcription/voynich_cross_transcription_lines.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv	1	0	0
qolkary	Drogenteil oder Pflanzenmaterial	INHERITED_SEMANTIC_PRIOR	HOT|PART|MATERIAL	Wasser|Salz|Blattgut|Wurzel|Samen|Holz|zerreibe|oberirdisches Kraut|opaker botanischer Ganzwortkopf	aqua|sal|folium/folia|radix|semen|lignum|tere|herba|OPAQUE_BOTANICAL_HEAD	3	EXPLORATORY_RIVAL__IDENTITY_GATE_UNOBSERVED	C0_EXPLORATORY_CONTEXT_TIE	S01|S04|S05|S06|S08|S10|S11|S19|S20	9	Salz	Blattgut	NONE	AMOUNT_CONTACT_ANY|SOURCE_CONTENT_HEAD	PRIOR_MATERIAL|PRIOR_PART	BOTANICAL_HEAD_DISCRIMINATING_SIGNATURE|MANUAL_AERIAL_HERB_OWNER_MULTI_FOLIO|MANUAL_LEAF_OWNER_MULTI_FOLIO|MANUAL_ROOT_OWNER_MULTI_FOLIO|MANUAL_SEED_OWNER_MULTI_FOLIO|MANUAL_WOOD_OWNER_MULTI_FOLIO|MULTI_NAME_INGREDIENT_LIST|PATIENT_MEDIUM_DURATION_OR_PROCESS|SALT_SPECIFIC_ANCHOR|SOLID_PATIENT_THEN_MIX_OR_SIEVE	NONE	1	0	OBSERVED_INHERITED_ATTACHMENT_COORDINATES|SOURCE_POOL_MEMBERSHIP	experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_45_ATTACHMENT_ATLAS.tsv|experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/CONTENT_ANCHOR_35_CANDIDATE_DECK.tsv	1	0	0
