edge_id	event_id	head	signed_offset	axis	expanded_label	pivot_surface	carrier	page	physical_folio	locus	pivot_token_index	head_token_index	rank_stable_head	semantic_credit	component_export_credit
G809-OE0034	G808-E0251	cheor	-1	L	0	cthol	cth	f24r	f24r	f24r.7	6	5	1	0	0
G809-OE0035	G808-E0256	odaiin	2	L	0	okol	ok	f24v	f24v	f24v.4	3	5	1	0	0
G809-OE0036	G808-E0269	sheo	2	DY	0	qokedy	qok	f26r	f26r	f26r.7	2	4	1	0	0
G809-OE0037	G808-E0275	odar	-1	DY	0	chedy	ch	f26v	f26v	f26v.3	9	8	1	0	0
G809-OE0038	G808-E0276	odar	-2	DY	0	ytedy	yt	f26v	f26v	f26v.3	10	8	1	0	0
G809-OE0039	G808-E0291	choky	2	L	0	cthol	cth	f28r	f28r	f28r.4	5	7	1	0	0
G809-OE0040	G808-E0305	cheor	1	L	1	kcheol	kch	f29r	f29r	f29r.5	1	2	1	0	0
G809-OE0041	G808-E0333	sho	-1	L	1	keol	k	f32v	f32v	f32v.10	2	1	1	0	0
G809-OE0042	G808-E0344	dal	1	DY	0	qokedy	qok	f34r	f34r	f34r.7	1	2	1	0	0
G809-OE0043	G808-E0358	sho	1	L	0	shol	sh	f35v	f35v	f35v.7	3	4	1	0	0
G809-OE0044	G808-E0359	sho	-1	L	0	kol	k	f35v	f35v	f35v.7	5	4	1	0	0
G809-OE0045	G808-E0368	ytchor	-1	L	0	cthol	cth	f36r	f36r	f36r.8	2	1	1	0	0
G809-OE0046	G808-E0385	qoty	-2	L	0	chol	ch	f38v	f38v	f38v.5	3	1	1	0	0
G809-OE0047	G808-E0392	qoty	1	L	0	chol	ch	f39v	f39v	f39v.2	4	5	1	0	0
G809-OE0048	G808-E0426	sho	1	L	0	okol	ok	f42r	f42r	f42r.20	4	5	1	0	0
G809-OE0049	G808-E0433	cheal	1	L	0	kchol	kch	f42v	f42v	f42v.11	4	5	1	0	0
G809-OE0050	G808-E0435	chokey	-1	L	0	chol	ch	f42v	f42v	f42v.15	2	1	1	0	0
G809-OE0051	G808-E0439	ody	-1	DY	0	qotedy	qot	f43r	f43r	f43r.10	4	3	1	0	0
G809-OE0052	G808-E0448	sheo	2	DY	1	cheody	ch	f43v	f43v	f43v.11	5	7	1	0	0
G809-OE0053	G808-E0465	cthy	2	L	0	otol	ot	f44v	f44v	f44v.3	4	6	1	0	0
G809-OE0054	G808-E0466	cthy	1	L	0	shol	sh	f44v	f44v	f44v.5	2	3	1	0	0
G809-OE0055	G808-E0471	odaiin	-1	L	0	shol	sh	f44v	f44v	f44v.8	4	3	1	0	0
G809-OE0056	G808-E0476	cthy	1	L	0	tchol	tch	f45r	f45r	f45r.8	1	2	1	0	0
G809-OE0057	G808-E0478	dal	1	L	1	cheol	ch	f45r	f45r	f45r.10	8	9	1	0	0
G809-OE0058	G808-E0481	cthy	-1	L	0	chol	ch	f45v	f45v	f45v.9	3	2	1	0	0
G809-OE0059	G808-E0488	cthy	-1	DY	0	otedy	ot	f46r	f46r	f46r.7	10	9	1	0	0
G809-OE0060	G808-E0489	cthy	-2	DY	0	chedy	ch	f46r	f46r	f46r.7	11	9	1	0	0
G809-OE0061	G808-E0515	sho	1	L	0	kol	k	f47v	f47v	f47v.4	3	4	1	0	0
G809-OE0062	G808-E0545	sheor	-1	L	1	cheol	ch	f49r	f49r	f49r.18	2	1	1	0	0
G809-OE0063	G808-E0550	choky	2	L	0	cthol	cth	f49v	f49v	f49v.22	2	4	1	0	0
G809-OE0064	G808-E0566	okair	-2	DY	0	qokedy	qok	f50v	f50v	f50v.8	4	2	1	0	0
G809-OE0065	G808-E0566	kar	2	DY	0	qokedy	qok	f50v	f50v	f50v.8	4	6	1	0	0
G809-OE0066	G808-E0578	cheor	1	L	0	qokol	qok	f51r	f51r	f51r.15	1	2	1	0	0
G809-OE0067	G808-E0605	cthy	1	L	0	shol	sh	f53v	f53v	f53v.2	5	6	1	0	0
G809-OE0068	G808-E0610	chckhey	-2	DY	1	ctheody	cth	f53v	f53v	f53v.5	5	3	1	0	0
G809-OE0069	G808-E0625	sho	-1	L	0	kchol	kch	f56r	f56r	f56r.7	2	1	1	0	0
G809-OE0070	G808-E0625	choky	2	L	0	kchol	kch	f56r	f56r	f56r.7	2	4	1	0	0
G809-OE0071	G808-E0629	cthy	1	L	0	chol	ch	f56r	f56r	f56r.15	3	4	1	0	0
G809-OE0072	G808-E0636	sho	-1	L	0	shol	sh	f56v	f56v	f56v.13	5	4	1	0	0
G809-OE0073	G808-E0637	cheo	-1	L	0	kchol	kch	f56v	f56v	f56v.14	3	2	1	0	0
G809-OE0074	G808-E0637	choky	2	L	0	kchol	kch	f56v	f56v	f56v.14	3	5	1	0	0
G809-OE0075	G808-E0640	cheal	-1	DY	1	cheody	ch	f58r	f58r	f58r.13	6	5	1	0	0
G809-OE0076	G808-E0643	dal	1	L	0	chol	ch	f58r	f58r	f58r.22	3	4	1	0	0
G809-OE0077	G808-E0658	cheal	-2	L	0	kol	k	f58v	f58v	f58v.32	9	7	1	0	0
G809-OE0078	G808-E0660	choky	-2	L	0	otol	ot	f58v	f58v	f58v.37	6	4	1	0	0
G809-OE0079	G808-E0660	chokey	1	L	0	otol	ot	f58v	f58v	f58v.37	6	7	1	0	0
G809-OE0080	G808-E0678	sheor	-1	DY	1	oteody	ot	f66r	f66r	f66r.75	3	2	1	0	0
G809-OE0081	G808-E0682	oteey	1	L	1	sheol	sh	f66r	f66r	f66r.79	1	2	1	0	0
G809-OE0082	G808-E0686	chokal	1	DY	0	qokedy	qok	f66v	f66v	f66v.5	3	4	1	0	0
G809-OE0083	G808-E0686	dal	2	DY	0	qokedy	qok	f66v	f66v	f66v.5	3	5	1	0	0
G809-OE0084	G808-E0688	sheo	-1	DY	1	keody	k	f66v	f66v	f66v.6	7	6	1	0	0
G809-OE0085	G808-E0707	qoty	-2	DY	0	shedy	sh	f75r	f75r	f75r.27	5	3	1	0	0
G809-OE0086	G808-E0729	dal	-1	L	0	tol	t	f75v	f75v	f75v.46	9	8	1	0	0
G809-OE0087	G808-E0736	chckhey	2	DY	0	shedy	sh	f75v	f75v	f75v.68	3	5	1	0	0
G809-OE0088	G808-E0737	chckhey	1	L	0	otol	ot	f75v	f75v	f75v.68	4	5	1	0	0
G809-OE0089	G808-E0742	qoty	2	DY	0	otedy	ot	f76r	f76r	f76r.3	8	10	1	0	0
G809-OE0090	G808-E0743	qoty	1	L	0	shol	sh	f76r	f76r	f76r.3	9	10	1	0	0
G809-OE0091	G808-E0776	olaiin	-2	L	0	shol	sh	f76r	f76r	f76r.49	4	2	1	0	0
G809-OE0092	G808-E0781	dal	-2	DY	0	chedy	ch	f76r	f76r	f76r.54	3	1	1	0	0
G809-OE0093	G808-E0789	qopchdy	-2	DY	0	shedy	sh	f76v	f76v	f76v.10	5	3	1	0	0
G809-OE0094	G808-E0818	chckhedy	-1	L	0	otol	ot	f76v	f76v	f76v.32	9	8	1	0	0
G809-OE0095	G808-E0844	dal	-1	DY	0	chedy	ch	f77r	f77r	f77r.25	7	6	1	0	0
G809-OE0096	G808-E0864	dal	1	DY	0	chedy	ch	f77v	f77v	f77v.11	6	7	1	0	0
G809-OE0097	G808-E0875	sheor	2	DY	0	shedy	sh	f77v	f77v	f77v.26	2	4	1	0	0
G809-OE0098	G808-E0878	dal	-2	L	1	pcheol	pch	f77v	f77v	f77v.29	6	4	1	0	0
G809-OE0099	G808-E0910	chckhedy	1	DY	0	tedy	t	f78r	f78r	f78r.12	7	8	1	0	0
G809-OE0100	G808-E0914	dal	2	DY	0	qokedy	qok	f78r	f78r	f78r.15	3	5	1	0	0
G809-OE0101	G808-E0920	olkain	-2	DY	0	chedy	ch	f78r	f78r	f78r.30	6	4	1	0	0
G809-OE0102	G808-E0927	dal	2	DY	0	otedy	ot	f78v	f78v	f78v.2	5	7	1	0	0
G809-OE0103	G808-E0946	dal	2	DY	0	chedy	ch	f78v	f78v	f78v.14	6	8	1	0	0
G809-OE0104	G808-E0947	chckhey	-1	DY	0	tedy	t	f78v	f78v	f78v.15	7	6	1	0	0
G809-OE0105	G808-E0952	dal	1	DY	0	qokedy	qok	f78v	f78v	f78v.18	3	4	1	0	0
G809-OE0106	G808-E0961	cheor	-1	L	1	sheol	sh	f78v	f78v	f78v.32	3	2	1	0	0
G809-OE0107	G808-E0965	cheor	-1	L	0	okol	ok	f79r	f79r	f79r.10	4	3	1	0	0
G809-OE0108	G808-E0973	oteey	1	DY	0	shedy	sh	f79r	f79r	f79r.25	6	7	1	0	0
G809-OE0109	G808-E1027	olkain	1	DY	0	qotedy	qot	f80v	f80v	f80v.2	2	3	1	0	0
G809-OE0110	G808-E1040	olkain	1	L	0	qokol	qok	f80v	f80v	f80v.12	6	7	1	0	0
G809-OE0111	G808-E1048	dal	-2	DY	0	shedy	sh	f80v	f80v	f80v.22	7	5	1	0	0
G809-OE0112	G808-E1050	qoty	-1	L	0	qotol	qot	f80v	f80v	f80v.24	5	4	1	0	0
G809-OE0113	G808-E1074	odaiin	2	DY	0	chedy	ch	f81r	f81r	f81r.20	3	5	1	0	0
G809-OE0114	G808-E1117	dal	2	DY	0	chedy	ch	f82r	f82r	f82r.21	8	10	1	0	0
G809-OE0115	G808-E1120	qoty	1	DY	0	qotedy	qot	f82r	f82r	f82r.29	8	9	1	0	0
G809-OE0116	G808-E1120	qoty	2	DY	0	qotedy	qot	f82r	f82r	f82r.29	8	10	1	0	0
G809-OE0117	G808-E1124	cheor	2	L	1	cheol	ch	f82r	f82r	f82r.33	3	5	1	0	0
G809-OE0118	G808-E1129	qoty	-2	DY	0	qokedy	qok	f82v	f82v	f82v.7	11	9	1	0	0
G809-OE0119	G808-E1133	dal	-1	DY	0	shedy	sh	f82v	f82v	f82v.11	7	6	1	0	0
G809-OE0120	G808-E1138	dal	2	DY	0	pchedy	pch	f82v	f82v	f82v.15	8	10	1	0	0
G809-OE0121	G808-E1142	cheal	2	L	0	qokol	qok	f82v	f82v	f82v.19	1	3	1	0	0
G809-OE0122	G808-E1145	qoty	2	L	1	sheol	sh	f82v	f82v	f82v.25	2	4	1	0	0
G809-OE0123	G808-E1166	okair	1	DY	0	qokedy	qok	f83r	f83r	f83r.11	6	7	1	0	0
G809-OE0124	G808-E1171	dal	2	DY	0	shedy	sh	f83r	f83r	f83r.14	3	5	1	0	0
G809-OE0125	G808-E1196	dal	-1	L	1	cheol	ch	f83r	f83r	f83r.48	2	1	1	0	0
G809-OE0126	G808-E1203	oteey	-2	DY	0	chedy	ch	f83v	f83v	f83v.7	4	2	1	0	0
G809-OE0127	G808-E1210	cheor	-2	L	1	cheol	ch	f83v	f83v	f83v.20	4	2	1	0	0
G809-OE0128	G808-E1211	chckhedy	-1	L	1	sheol	sh	f83v	f83v	f83v.23	4	3	1	0	0
G809-OE0129	G808-E1212	dal	1	L	0	okol	ok	f83v	f83v	f83v.25	5	6	1	0	0
G809-OE0130	G808-E1213	dal	-1	DY	0	shedy	sh	f83v	f83v	f83v.25	7	6	1	0	0
G809-OE0131	G808-E1217	qoty	1	DY	0	chedy	ch	f83v	f83v	f83v.31	4	5	1	0	0
G809-OE0132	G808-E1244	sheo	-2	L	0	chol	ch	f85r2	f85r	f85r2.4	4	2	1	0	0
G809-OE0133	G808-E1254	cheos	1	DY	0	shedy	sh	f86v3	f86v	f86v3.11	6	7	1	0	0
G809-OE0134	G808-E1262	choky	-1	DY	1	sheody	sh	f86v5	f86v	f86v5.1	3	2	1	0	0
G809-OE0135	G808-E1267	kar	-1	DY	0	shedy	sh	f86v5	f86v	f86v5.10	4	3	1	0	0
G809-OE0136	G808-E1269	cthy	1	DY	1	teody	t	f86v5	f86v	f86v5.13	6	7	1	0	0
G809-OE0137	G808-E1300	dal	2	DY	1	keody	k	f86v6	f86v	f86v6.24	2	4	1	0	0
G809-OE0138	G808-E1301	ody	-2	DY	0	pchedy	pch	f86v6	f86v	f86v6.24	7	5	1	0	0
G809-OE0139	G808-E1307	dal	2	DY	0	chedy	ch	f86v6	f86v	f86v6.29	7	9	1	0	0
G809-OE0140	G808-E1311	kar	2	L	0	qokol	qok	f86v6	f86v	f86v6.40	7	9	1	0	0
G809-OE0141	G808-E1316	qoty	1	DY	1	ctheody	cth	f87r	f87r	f87r.10	4	5	1	0	0
G809-OE0142	G808-E1320	cheor	1	L	1	okeol	ok	f87r	f87r	f87r.14	4	5	1	0	0
G809-OE0143	G808-E1321	cheos	1	L	1	cheol	ch	f87r	f87r	f87r.15	2	3	1	0	0
G809-OE0144	G808-E1340	cheor	1	L	0	chol	ch	f88r	f88r	f88r.22	3	4	1	0	0
G809-OE0145	G808-E1342	cheor	-2	L	1	cheol	ch	f88r	f88r	f88r.30	4	2	1	0	0
G809-OE0146	G808-E1346	sheo	-1	DY	1	sheody	sh	f88v	f88v	f88v.16	3	2	1	0	0
G809-OE0147	G808-E1347	dal	2	DY	1	cheody	ch	f88v	f88v	f88v.16	7	9	1	0	0
G809-OE0148	G808-E1350	cheeol	1	L	0	otol	ot	f88v	f88v	f88v.18	3	4	1	0	0
G809-OE0149	G808-E1351	cheeol	-1	DY	1	cheody	ch	f88v	f88v	f88v.18	5	4	1	0	0
G809-OE0150	G808-E1358	dal	-1	DY	0	chedy	ch	f89r1	f89r	f89r1.7	5	4	1	0	0
G809-OE0151	G808-E1359	dal	-2	DY	1	qokeody	qok	f89r1	f89r	f89r1.7	6	4	1	0	0
G809-OE0152	G808-E1365	cheos	1	L	0	chol	ch	f89r1	f89r	f89r1.16	8	9	1	0	0
G809-OE0153	G808-E1366	dal	2	DY	1	cheody	ch	f89r1	f89r	f89r1.20	5	7	1	0	0
G809-OE0154	G808-E1381	dal	-1	L	0	chol	ch	f89v1	f89v	f89v1.18	5	4	1	0	0
G809-OE0155	G808-E1387	oteey	1	L	0	qokol	qok	f90r1	f90r	f90r1.7	6	7	1	0	0
G809-OE0156	G808-E1393	ody	1	L	0	shol	sh	f93r	f93r	f93r.7	2	3	1	0	0
G809-OE0157	G808-E1418	kar	1	L	0	chol	ch	f94r	f94r	f94r.4	9	10	1	0	0
G809-OE0158	G808-E1425	qoty	2	L	0	kol	k	f95r1	f95r	f95r1.2	8	10	1	0	0
G809-OE0159	G808-E1432	qopchdy	2	DY	0	chedy	ch	f95r2	f95r	f95r2.5	6	8	1	0	0
G809-OE0160	G808-E1435	odaiin	1	DY	0	shedy	sh	f95v1	f95v	f95v1.5	2	3	1	0	0
G809-OE0161	G808-E1441	oteey	1	L	1	sheol	sh	f96r	f96r	f96r.2	3	4	1	0	0
G809-OE0162	G808-E1443	sheor	1	L	0	tol	t	f96r	f96r	f96r.5	4	5	1	0	0
G809-OE0163	G808-E1444	sheor	-1	L	1	qokeol	qok	f96r	f96r	f96r.5	6	5	1	0	0
G809-OE0164	G808-E1445	sheor	-2	L	0	okol	ok	f96r	f96r	f96r.5	7	5	1	0	0
G809-OE0165	G808-E1453	ckhor	1	L	1	okeol	ok	f99r	f99r	f99r.17	5	6	1	0	0
G809-OE0166	G808-E1486	olaiin	-2	L	0	qokol	qok	f99v	f99v	f99v.34	6	4	1	0	0
G809-OE0167	G808-E1516	olaiin	2	L	1	sheol	sh	f102r1	f102r	f102r1.5	2	4	1	0	0
G809-OE0168	G808-E1519	chofol	-2	L	1	oteol	ot	f102r1	f102r	f102r1.8	6	4	1	0	0
G809-OE0169	G808-E1529	ockhey	-1	L	0	pchol	pch	f102v1	f102v	f102v1.7	3	2	1	0	0
G809-OE0170	G808-E1533	cheor	-2	L	1	oteol	ot	f102v1	f102v	f102v1.14	4	2	1	0	0
G809-OE0171	G808-E1542	sho	-2	DY	1	sheody	sh	f102v1	f102v	f102v1.23	4	2	1	0	0
G809-OE0172	G808-E1557	oteey	-1	L	1	qokeol	qok	f103r	f103r	f103r.12	5	4	1	0	0
G809-OE0173	G808-E1558	sheor	-1	DY	0	qotedy	qot	f103r	f103r	f103r.13	3	2	1	0	0
G809-OE0174	G808-E1583	dal	1	DY	0	shedy	sh	f103v	f103v	f103v.1	11	12	1	0	0
G809-OE0175	G808-E1585	qopchdy	-1	DY	0	qotedy	qot	f103v	f103v	f103v.5	8	7	1	0	0
G809-OE0176	G808-E1587	oteey	2	L	0	chol	ch	f103v	f103v	f103v.7	3	5	1	0	0
G809-OE0177	G808-E1597	olaiin	1	DY	0	chedy	ch	f103v	f103v	f103v.18	6	7	1	0	0
G809-OE0178	G808-E1627	kar	-1	DY	1	sheody	sh	f104r	f104r	f104r.26	4	3	1	0	0
G809-OE0179	G808-E1633	oteey	2	DY	0	pchedy	pch	f104r	f104r	f104r.43	5	7	1	0	0
G809-OE0180	G808-E1636	odaiin	-1	L	1	okeol	ok	f104v	f104v	f104v.3	5	4	1	0	0
G809-OE0181	G808-E1677	cheoty	1	DY	0	otedy	ot	f105r	f105r	f105r.18	8	9	1	0	0
G809-OE0182	G808-E1685	okair	1	L	0	chol	ch	f105r	f105r	f105r.29	6	7	1	0	0
G809-OE0183	G808-E1693	qopchdy	-2	DY	0	chedy	ch	f105v	f105v	f105v.5	4	2	1	0	0
G809-OE0184	G808-E1703	odaiin	-1	DY	0	chedy	ch	f105v	f105v	f105v.35	9	8	1	0	0
G809-OE0185	G808-E1804	olaiin	-2	L	0	chol	ch	f107v	f107v	f107v.22	5	3	1	0	0
G809-OE0186	G808-E1805	olaiin	-1	L	0	chol	ch	f107v	f107v	f107v.24	3	2	1	0	0
G809-OE0187	G808-E1805	olkain	1	L	0	chol	ch	f107v	f107v	f107v.24	3	4	1	0	0
G809-OE0188	G808-E1813	odain	2	L	0	chol	ch	f107v	f107v	f107v.33	2	4	1	0	0
G809-OE0189	G808-E1820	oteey	1	L	0	qokol	qok	f107v	f107v	f107v.38	6	7	1	0	0
G809-OE0190	G808-E1820	oteey	2	L	0	qokol	qok	f107v	f107v	f107v.38	6	8	1	0	0
G809-OE0191	G808-E1825	chckhedy	2	DY	0	otedy	ot	f108r	f108r	f108r.3	7	9	1	0	0
G809-OE0192	G808-E1826	cheo	-1	DY	0	pchedy	pch	f108r	f108r	f108r.5	10	9	1	0	0
G809-OE0193	G808-E1827	cheo	-2	DY	0	qotedy	qot	f108r	f108r	f108r.5	11	9	1	0	0
G809-OE0194	G808-E1897	qopchdy	1	DY	0	tedy	t	f108v	f108v	f108v.17	6	7	1	0	0
G809-OE0195	G808-E1918	oteey	-1	DY	0	chedy	ch	f108v	f108v	f108v.39	12	11	1	0	0
G809-OE0196	G808-E1919	cheal	-1	DY	0	shedy	sh	f108v	f108v	f108v.43	3	2	1	0	0
G809-OE0197	G808-E1923	cheal	-1	L	1	cheol	ch	f108v	f108v	f108v.49	6	5	1	0	0
G809-OE0198	G808-E1924	oteey	-1	L	1	cheol	ch	f108v	f108v	f108v.50	3	2	1	0	0
G809-OE0199	G808-E1936	oteey	-2	DY	0	chedy	ch	f111r	f111r	f111r.14	11	9	1	0	0
G809-OE0200	G808-E1955	sho	-2	L	1	cheol	ch	f111v	f111v	f111v.8	3	1	1	0	0
G809-OE0201	G808-E1973	olaiin	-1	L	0	chol	ch	f112r	f112r	f112r.2	7	6	1	0	0
G809-OE0202	G808-E2039	chckhey	-1	L	1	cheol	ch	f113r	f113r	f113r.19	5	4	1	0	0
G809-OE0203	G808-E2110	qoty	1	DY	1	sheody	sh	f114r	f114r	f114r.41	3	4	1	0	0
G809-OE0204	G808-E2118	cheo	-1	DY	0	cthedy	cth	f114v	f114v	f114v.6	3	2	1	0	0
G809-OE0205	G808-E2128	choky	-1	L	0	chol	ch	f114v	f114v	f114v.16	11	10	1	0	0
G809-OE0206	G808-E2141	cheor	-1	DY	1	cheody	ch	f115r	f115r	f115r.9	10	9	1	0	0
G809-OE0207	G808-E2151	dal	2	L	1	sheol	sh	f115r	f115r	f115r.26	9	11	1	0	0
G809-OE0208	G808-E2152	dal	1	DY	0	pchedy	pch	f115r	f115r	f115r.26	10	11	1	0	0
G809-OE0209	G808-E2170	sho	-1	DY	1	sheody	sh	f115v	f115v	f115v.10	3	2	1	0	0
G809-OE0210	G808-E2189	oteey	1	DY	0	otedy	ot	f116r	f116r	f116r.6	8	9	1	0	0
G809-OE0211	G808-E2197	olkain	2	DY	0	chedy	ch	f116r	f116r	f116r.11	8	10	1	0	0
