population	head	axis	excluded_contact_folios	record_model_training_events	record_model_training_folios	folio_disjoint_external_occurrences	folio_disjoint_external_folios	external_record_compatibility_mean_score	external_record_compatibility_direction	direct_relation_direction	direction_agrees	model_features	record_training_external_overlap_folios	record_training_external_overlap_folio_ids	record_training_external_overlap_occurrences	evidence_channel	source_provenance	record_compatibility_not_independent_semantics	semantic_credit	component_export_credit
EXACT35	choky	DY	f86v	835	89	20	18	3.07366565214	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	8	f20r|f46r|f50v|f58r|f89v|f102v|f106r|f115v	9	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ckhor	L	f99r	901	161	5	5	-0.783028298566	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	5	f2r|f6r|f24v|f37r|f96r	5	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ckhor	DY	NONE	863	90	5	5	4.02990530728	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	0	NONE	0	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cthy	L	f10r|f15r|f22v|f3r|f44v|f45r|f45v|f53v|f56r|f7v|f9r	854	151	51	35	-0.863583232208	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	35	f2r|f3v|f4r|f4v|f5r|f6r|f6v|f8r|f9v|f10v|f11r|f14v|f15v|f16r|f16v|f17r|f17v|f18r|f20v|f21r|f22r|f24r|f29r|f29v|f32r|f33v|f35v|f36r|f46v|f47v|f51v|f52v|f87v|f93r|f116r	51	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	cthy	DY	f20v|f46r|f86v	829	87	67	43	3.82379250322	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	6	f3r|f5r|f33v|f46v|f51v|f116r	7	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	dal	L	f115r|f45r|f58r|f5v|f75v|f77v|f83r|f83v|f89v	862	153	93	60	0.11283727323	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	59	f2r|f6v|f8v|f9r|f13v|f16v|f18r|f19r|f21v|f23r|f23v|f24r|f27r|f30v|f31r|f32r|f33v|f35r|f36v|f40r|f42r|f48r|f51r|f53r|f54v|f56r|f56v|f58v|f66v|f75r|f76r|f76v|f77r|f78r|f78v|f79r|f80r|f81v|f82v|f85r|f86v|f87r|f88r|f89r|f93r|f94r|f99r|f103r|f104r|f104v|f105v|f107r|f107v|f108r|f111r|f112r|f113v|f114r|f114v	92	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	dal	DY	f103v|f115r|f34r|f76r|f77r|f77v|f78r|f78v|f80v|f82r|f82v|f83r|f83v|f86v|f88v|f89r	572	74	85	57	1.14637070635	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	34	f31r|f33v|f40r|f48r|f51r|f54v|f58r|f58v|f66v|f75r|f75v|f76v|f79r|f80r|f81v|f85r|f87r|f88r|f89v|f94r|f95v|f99r|f103r|f104r|f104v|f105v|f107r|f107v|f108r|f111r|f112r|f113v|f114r|f114v	55	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	kar	L	f86v|f94r	891	160	35	28	0.592539957383	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	26	f6r|f34r|f39r|f40r|f45r|f46r|f50v|f58r|f58v|f75r|f78r|f78v|f81v|f85r|f95r|f104r|f105r|f105v|f106v|f107r|f108v|f111r|f112v|f113v|f114r|f115v	29	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	kar	DY	f104r|f86v	825	88	34	27	-0.732689483383	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	24	f34r|f39r|f40r|f46r|f50r|f50v|f58r|f58v|f75r|f78r|f78v|f81v|f85r|f95r|f105r|f105v|f106v|f107r|f108v|f111r|f112v|f113v|f114r|f115v	31	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ockhey	L	f102v	902	161	3	3	0.810714272439	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	3	f58v|f99v|f107r	3	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ockhey	DY	NONE	863	90	3	3	2.74854623418	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f58v|f107r	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odaiin	L	f104v|f17v|f24v|f44v	864	158	34	24	0.0825649969928	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	23	f3r|f7r|f7v|f9r|f15r|f21v|f22r|f24r|f50v|f51r|f53v|f54v|f55r|f58v|f86v|f99v|f104r|f105r|f106v|f111r|f114r|f114v|f115v	33	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odaiin	DY	f105v|f81r|f95v	839	87	34	24	1.34453223606	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	15	f3r|f7r|f50v|f51r|f53v|f54v|f58v|f86v|f104r|f105r|f106v|f111r|f114r|f114v|f115v	24	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odain	L	f107v	893	161	7	6	0.57854624991	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	6	f43r|f85r|f95r|f102v|f104v|f106r	7	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odain	DY	NONE	863	90	9	7	0.290564979088	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	7	f43r|f85r|f95r|f102v|f104v|f106r|f107v	9	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odar	L	NONE	914	162	13	12	0.41602922478	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	11	f32v|f52v|f75r|f86v|f87r|f104r|f104v|f105r|f105v|f107v|f108v	12	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	odar	DY	f26v	854	89	13	12	0.735479415708	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	9	f75r|f86v|f87r|f104r|f104v|f105r|f105v|f107v|f108v	10	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ody	L	f16r|f93r	895	160	20	17	0.129855302843	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	15	f4v|f10r|f34r|f39v|f40r|f43r|f43v|f47v|f53r|f79r|f86v|f95r|f106v|f108r|f112r	18	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ody	DY	f43r|f86v	830	88	16	15	-0.297780567822	BASE	BASE	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	10	f33r|f34r|f39v|f40r|f43v|f79r|f95r|f106v|f108r|f112r	11	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ofchy	L	NONE	914	162	2	2	-0.0941844785237	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	1	f39v	1	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	ofchy	DY	NONE	863	90	2	2	-1.07800709664	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	2	f26v|f39v	2	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	okair	L	f105r	908	161	12	9	0.616306268097	EXPANDED	BASE	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	9	f39r|f40r|f40v|f58r|f94r|f104r|f105v|f107r|f114r	12	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	okair	DY	f83r	832	89	12	9	-0.468178475303	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	9	f39r|f40r|f40v|f58r|f94r|f104r|f105v|f107r|f114r	12	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	okshy	L	NONE	914	162	7	7	-0.286204854158	BASE	EXPANDED	0	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	6	f13v|f14v|f17r|f18v|f86v|f106v	6	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
EXACT35	okshy	DY	NONE	863	90	7	7	2.098216614	EXPANDED	EXPANDED	1	section|language|hand|line_position|paragraph_line_position|targetfree_line_length_bin	3	f86v|f95v|f106v	3	FORMAL_RECORD_COMPATIBILITY	experiments/yolo/gdt808_exact_relation_slot_residual_bridge/artifacts/GDT808_1777_CORE_EVENT_ATLAS.tsv|transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	1	0	0
