head_ed1_safe	population	head	axis	primary_unique_events	primary_contact_folios	base_contacts	expanded_contacts	haldane_log_or	absolute_haldane_log_or	direction	target_rotation_absolute_rank	target_rotation_denominator	leave_one_contact_folio_sign_agreement	weighted_base_contacts	weighted_expanded_contacts	weighted_haldane_log_or	weighted_direction_agrees	folio_disjoint_external_occurrences	folio_disjoint_external_folios	external_record_compatibility_mean_score	external_record_compatibility_direction	external_record_compatibility_direction_agrees	record_training_external_overlap_folios	record_training_external_overlap_occurrences	record_compatibility_not_independent_semantics	local_association_pass	relation_conditioned_record_head	literal_credit	component_export_credit
0	ED1_SAFE18	cheor	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	cheor	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	cheos	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	cheos	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	cheoty	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	cheoty	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chofol	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chofol	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chokal	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chokal	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chokey	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	chokey	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	choky	L	7	7	7	0	-1.86651453581	1.86651453581	BASE	8	25	1	7	0	-1.86651453581	1	18	16	-0.326428647412	BASE	1	16	18	1	0	0	0	0
1	ED1_SAFE18	choky	DY	1	1	0	1	2.67776571188	2.67776571188	EXPANDED	3	25	1	0	1	2.67776571188	1	20	18	3.07366565214	EXPANDED	1	8	9	1	0	0	0	0
0	ED1_SAFE18	ckhor	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	ckhor	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	cthy	L	13	12	13	0	-2.46380245984	2.46380245984	BASE	4	25	1	14	0	-2.53685378084	1	48	34	-0.846422391381	BASE	1	34	48	1	1	1	0	0
1	ED1_SAFE18	cthy	DY	4	3	2	2	1.58315700846	1.58315700846	EXPANDED	25	25	1	2	2	1.58315700846	1	67	43	3.82379250322	EXPANDED	1	6	7	1	0	0	0	0
0	ED1_SAFE18	dal	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	dal	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	kar	L	2	2	2	0	-0.760052913277	0.760052913277	BASE	25	25	1	2	0	-0.760052913277	1	35	28	0.592539957383	EXPANDED	0	26	29	1	0	0	0	0
1	ED1_SAFE18	kar	DY	2	2	1	1	1.57775482159	1.57775482159	EXPANDED	9	25	1	1.5	1	1.28937271411	1	34	27	-0.732689483383	BASE	0	24	31	1	0	0	0	0
1	ED1_SAFE18	ockhey	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1	0	-0.247664789193	1	3	3	0.810714272439	EXPANDED	0	3	3	1	0	0	0	0
1	ED1_SAFE18	ockhey	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	3	3	2.74854623418	EXPANDED	1	2	2	1	0	0	0	0
1	ED1_SAFE18	odaiin	L	4	4	3	1	0.00418520098209	0.00418520098209	EXPANDED	25	25	0.75	3	1	0.00418520098209	1	34	24	0.0825649969928	EXPANDED	1	23	33	1	0	0	0	0
1	ED1_SAFE18	odaiin	DY	3	3	3	0	-0.377715195155	0.377715195155	BASE	25	25	1	3	0	-0.377715195155	1	34	24	1.34453223606	EXPANDED	0	15	24	1	0	0	0	0
1	ED1_SAFE18	odain	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1	0	-0.247664789193	1	7	6	0.57854624991	EXPANDED	0	6	7	1	0	0	0	0
1	ED1_SAFE18	odain	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	9	7	0.290564979088	EXPANDED	1	7	9	1	0	0	0	0
1	ED1_SAFE18	odar	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	13	12	0.41602922478	EXPANDED	1	11	12	1	0	0	0	0
1	ED1_SAFE18	odar	DY	2	1	2	0	-0.03984043376	0.03984043376	BASE	25	25	0	2	0	-0.03984043376	1	13	12	0.735479415708	EXPANDED	0	9	10	1	0	0	0	0
1	ED1_SAFE18	ody	L	2	2	2	0	-0.760052913277	0.760052913277	BASE	25	25	1	2	0	-0.760052913277	1	20	17	0.129855302843	EXPANDED	0	15	18	1	0	0	0	0
1	ED1_SAFE18	ody	DY	2	2	2	0	-0.03984043376	0.03984043376	BASE	25	25	0	2	0	-0.03984043376	1	16	15	-0.297780567822	BASE	1	10	11	1	0	0	0	0
1	ED1_SAFE18	ofchy	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	2	2	-0.0941844785237	BASE	0	1	1	1	0	0	0	0
1	ED1_SAFE18	ofchy	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	2	2	-1.07800709664	BASE	0	2	2	1	0	0	0	0
1	ED1_SAFE18	okair	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1	0	-0.247664789193	1	12	9	0.616306268097	EXPANDED	0	9	12	1	0	0	0	0
1	ED1_SAFE18	okair	DY	1	1	1	0	0.472385750459	0.472385750459	EXPANDED	25	25	1	1.5	0	0.184003642977	1	12	9	-0.468178475303	BASE	0	9	12	1	0	0	0	0
1	ED1_SAFE18	okshy	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	7	7	-0.286204854158	BASE	0	6	6	1	0	0	0	0
1	ED1_SAFE18	okshy	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	7	7	2.098216614	EXPANDED	1	3	3	1	0	0	0	0
1	ED1_SAFE18	olaiin	L	6	6	5	1	-0.450937180236	0.450937180236	BASE	18	25	1	5.5	1	-0.538734411883	1	20	19	0.799697049528	EXPANDED	0	18	19	1	0	0	0	0
1	ED1_SAFE18	olaiin	DY	1	1	1	0	0.472385750459	0.472385750459	EXPANDED	25	25	1	1	0	0.472385750459	1	20	19	-0.617631916721	BASE	0	19	20	1	0	0	0	0
1	ED1_SAFE18	olkain	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1.5	0	-0.536127806628	1	18	11	0.755689765109	EXPANDED	0	10	17	1	0	0	0	0
1	ED1_SAFE18	olkain	DY	3	3	3	0	-0.377715195155	0.377715195155	BASE	25	25	1	3	0	-0.377715195155	1	17	10	-2.88209801573	BASE	1	10	17	1	0	0	0	0
0	ED1_SAFE18	oteey	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	oteey	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	otydy	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	otydy	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	qolkary	L	0	0	0	0	0.852507562194	0.852507562194	EXPANDED	25	25	0	0	0	0.852507562194	1	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	qolkary	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	qopchdy	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	qopchdy	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	qoty	L	8	8	7	1	-0.764239239383	0.764239239383	BASE	12	25	1	8	1	-0.89097966973	1	53	35	0.368148646409	EXPANDED	0	35	53	1	0	0	0	0
1	ED1_SAFE18	qoty	DY	7	7	5	2	0.790486158716	0.790486158716	EXPANDED	4	25	1	5	2	0.790486158716	1	55	34	0.0459546970494	EXPANDED	1	23	39	1	0	0	0	0
0	ED1_SAFE18	sheo	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	sheo	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	sheor	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	sheor	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	sho	L	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
0	ED1_SAFE18	sho	DY	0	0	0	0	NA	NA	REMOVED_ED1	NA	25	NA	NA	NA	NA	0	0	0	NA	NA	0	0	0	1	0	0	0	0
1	ED1_SAFE18	ytchor	L	1	1	1	0	-0.247664789193	0.247664789193	BASE	25	25	0	1	0	-0.247664789193	1	6	5	-0.940219095352	BASE	1	5	6	1	0	0	0	0
1	ED1_SAFE18	ytchor	DY	0	0	0	0	1.57239664075	1.57239664075	EXPANDED	25	25	0	0	0	1.57239664075	1	6	5	4.01393984217	EXPANDED	1	0	0	1	0	0	0	0
