occurrence_id	head	page	physical_folio	locus	line_number	token_index	line_token_count	line_position	section	language	hand	rank_stable_all_three	strict_paragraph	paragraph_id	paragraph_line_index	paragraph_line_count	paragraph_line_position	targetfree_line_length_bin	source_discovery_coordinate	minimum_core_pivot_distance	strict_external_occurrence	landmark_tags	landmark_hits	visual_occurrence_kind	visual_topology_family	visual_context_scope	visual_owner_id	visual_evidence_channel	visual_source_provenance	occurrence_source_provenance	written_line_eva	literal_credit	component_export_credit
G809-HO0034	cthy	f5r	f5r	f5r.6	6	7	9	MIDDLE	H	A	1	1	1	G809-P0016	2	3	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	0	0
G809-HO0035	cheo	f5r	f5r	f5r.7	7	3	5	MIDDLE	H	A	1	1	1	G809-P0016	3	3	LAST	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qotoeey keey cheo kchy shody	0	0
G809-HO0036	dal	f5v	f5v	f5v.5	5	6	8	MIDDLE	H	A	1	1	1	G809-P0017	5	6	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	shokeeol chor cheotol otchol daiin dal chol chotaiin	0	0
G809-HO0037	kar	f6r	f6r	f6r.2	2	5	8	MIDDLE	H	A	1	1	1	G809-P0018	2	14	MIDDLE	3	0	NONE	1	NEAR_CHOR_SHOR|NEAR_CTHY	LM01:NEAR_CHOR_SHOR:chor@-1|LM01:NEAR_CHOR_SHOR:chor@-2|LM02:NEAR_CTHY:cthy@+1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	daiin chckhy chor chor kar cthy cthor chotols	0	0
G809-HO0038	cthy	f6r	f6r	f6r.2	2	6	8	MIDDLE	H	A	1	1	1	G809-P0018	2	14	MIDDLE	3	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-2|LM01:NEAR_CHOR_SHOR:chor@-3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	daiin chckhy chor chor kar cthy cthor chotols	0	0
G809-HO0039	choky	f6r	f6r	f6r.3	3	3	8	MIDDLE	H	A	1	1	1	G809-P0018	3	14	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	foeear kshor choky os cheoeees ykeor ytaiin dam	0	0
G809-HO0040	sheor	f6r	f6r	f6r.4	4	4	8	MIDDLE	H	A	1	1	1	G809-P0018	4	14	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	dar cho s sheor choy otcham yaiir chy	0	0
G809-HO0041	ckhor	f6r	f6r	f6r.8	8	2	5	MIDDLE	H	A	1	1	1	G809-P0018	8	14	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychol ckhor pchar sheo ckhaiin	0	0
G809-HO0042	sheo	f6r	f6r	f6r.8	8	4	5	MIDDLE	H	A	1	1	1	G809-P0018	8	14	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychol ckhor pchar sheo ckhaiin	0	0
G809-HO0043	cthy	f6r	f6r	f6r.12	12	5	5	LAST	H	A	1	1	1	G809-P0018	12	14	MIDDLE	2	0	3	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	or shol cthom chor cthy	0	0
G809-HO0044	cthy	f6r	f6r	f6r.13	13	3	3	LAST	H	A	1	1	1	G809-P0018	13	14	MIDDLE	1	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qocthol yodaiin cthy	0	0
G809-HO0045	dal	f6v	f6v	f6v.9	9	2	5	MIDDLE	H	A	1	1	1	G809-P0020	4	16	MIDDLE	2	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@+1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	oeeo dal chor cthom s	0	0
G809-HO0046	cthy	f6v	f6v	f6v.12	12	4	4	LAST	H	A	1	1	1	G809-P0020	7	16	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ytchos shy qokam cthy	0	0
G809-HO0047	cthy	f6v	f6v	f6v.13	13	2	6	MIDDLE	H	A	1	1	1	G809-P0020	8	16	MIDDLE	2	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@+2	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	yodaiin cthy s chor oees or	0	0
G809-HO0048	cthy	f6v	f6v	f6v.16	16	4	4	LAST	H	A	1	1	1	G809-P0020	11	16	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ochy cthar cthar cthy	0	0
G809-HO0049	odaiin	f7r	f7r	f7r.4	4	7	7	LAST	H	A	1	1	1	G809-P0021	4	5	MIDDLE	3	0	NONE	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@-3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qokcho cho lochey daiin ychey kchos odaiin	0	0
G809-HO0050	cthy	f7v	f7v	f7v.2	2	2	9	MIDDLE	H	A	1	1	1	G809-P0023	2	5	MIDDLE	3	0	5	1	NEAR_VALUE_FORM	LM03:NEAR_VALUE_FORM:daiin@+1	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	chochy cthy daiin qoky chy daiin cthol cthy cthd	0	0
G809-HO0051	cthy	f7v	f7v	f7v.2	2	8	9	MIDDLE	H	A	1	1	1	G809-P0023	2	5	MIDDLE	3	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	chochy cthy daiin qoky chy daiin cthol cthy cthd	0	0
G809-HO0052	sho	f7v	f7v	f7v.4	4	5	9	MIDDLE	H	A	1	1	1	G809-P0023	4	5	MIDDLE	3	0	2	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	choteeeb oeear choschy dain sho kshy shol deees dol	0	0
G809-HO0053	odaiin	f7v	f7v	f7v.7	7	3	8	MIDDLE	H	A	1	1	1	G809-P0024	2	4	MIDDLE	2	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	okshodeeeb chorcheor odaiin shotcho dol dol dor aiin	0	0
G809-HO0054	sho	f7v	f7v	f7v.9	9	1	9	FIRST	H	A	1	1	1	G809-P0024	4	4	LAST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho keeo daiir chokchy dor deol dy dol daiin	0	0
G809-HO0055	sho	f8r	f8r	f8r.2	2	4	9	MIDDLE	H	A	1	1	1	G809-P0025	2	8	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tchty sh kcheals sho okche do dchy dain al	0	0
G809-HO0056	sho	f8r	f8r	f8r.9	9	2	8	MIDDLE	H	A	1	1	1	G809-P0026	1	5	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor	0	0
G809-HO0057	sho	f8r	f8r	f8r.14	14	5	9	MIDDLE	H	A	1	1	1	G809-P0027	1	8	FIRST	3	0	2	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	o ey shol chofydy sho chey kshey lody cholal	0	0
G809-HO0058	cthy	f8r	f8r	f8r.16	16	7	8	MIDDLE	H	A	1	1	1	G809-P0027	3	8	MIDDLE	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	ychey kchekchy chsey kchy scheaiin cthaiar cthy dar	0	0
G809-HO0059	cheal	f8v	f8v	f8v.3	3	2	9	MIDDLE	H	A	1	1	1	G809-P0028	3	11	MIDDLE	3	0	4	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	qody cheal sy chory chear shol chaiin shaiin dolas	0	0
G809-HO0060	sho	f8v	f8v	f8v.7	7	1	7	FIRST	H	A	1	1	1	G809-P0028	7	11	MIDDLE	2	0	1	0	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	sho kchol dar shey cthar chotain ry	0	0
G809-HO0061	dal	f8v	f8v	f8v.12	12	4	8	MIDDLE	H	A	1	1	1	G809-P0029	1	6	FIRST	3	0	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	pchar cho rol dal shear chchotaiin chal daiin	0	0
G809-HO0062	oteey	f8v	f8v	f8v.16	16	4	8	MIDDLE	H	A	1	1	1	G809-P0029	5	6	MIDDLE	3	0	NONE	1	NEAR_CHOR_SHOR	LM01:NEAR_CHOR_SHOR:chor@-3	NONE	NONE	NONE	NONE	UNOBSERVED	NONE	transcription/voynich_zl3b_lines.tsv|transcription/voynich_zl3b_tokens.tsv|transcription/voynich_cross_transcription_lines.tsv	chor cheor chear oteey dchor chodey cho raiin	0	0
