latent_item	occurrences	interpretation
<SOURCE:odaiin>	66	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okey>	65	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokchy>	65	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dor>	64	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotar>	63	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotain>	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotchy>	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kaiin>	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:l>	62	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shckhy>	60	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cthol>	59	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oly>	59	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otey>	58	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotal>	58	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykeey>	57	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olaiin>	55	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeol>	53	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sor>	53	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sal>	53	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shody>	53	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:keedy>	52	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cthey>	51	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:opchedy>	51	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kar>	51	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokchdy>	51	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sineruu	51	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:d>	50	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sinnd	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheody>	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchy>	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chal>	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkaiin>	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykaiin>	49	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otam>	48	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheor>	47	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cthor>	47	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chodaiin>	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chaiin>	46	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shdy>	45	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lchey>	45	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tol>	45	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkeedy>	45	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qoteey>	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotol>	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ody>	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kain>	44	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheo>	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qodaiin>	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:aiiin>	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lor>	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkeedy>	43	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lshedy>	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ytaiin>	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otor>	42	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:keey>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oteody>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tar>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tedy>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkeey>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olchedy>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kedy>	41	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oteol>	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sy>	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lol>	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:taiin>	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:choty>	40	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oraiin>	39	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:choky>	39	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkeey>	39	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokchedy>	39	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okeody>	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okchy>	37	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chos>	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykar>	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dshedy>	36	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kol>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheky>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ckhy>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:pchedy>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheckhy>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkaiin>	35	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeody>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykeedy>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkain>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchdy>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchedy>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tchedy>	34	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okor>	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oiin>	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olor>	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qopchedy>	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sineru	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkain>	33	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokor>	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchey>	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:daly>	32	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ckhey>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okam>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shar>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkar>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shcthy>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okchey>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qo>	31	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chckhey>	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oldy>	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:yteedy>	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sair>	30	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olchey>	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokchey>	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lkedy>	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:yteey>	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:opchey>	29	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oaiin>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:os>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oteos>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dchy>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dchor>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchol>	28	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ary>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeeey>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okeeey>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchy>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olshedy>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkedy>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okchedy>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dchedy>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ytar>	27	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokam>	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotor>	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okchdy>	26	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okaly>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chdar>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:rain>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chl>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:aly>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shodaiin>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ytedy>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ldy>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dchol>	25	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kor>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:odar>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotey>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotchedy>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:aiir>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:daiir>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotchdy>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykedy>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:yty>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dary>	24	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okeor>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeor>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:orain>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tor>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ycheey>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qoaiin>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otair>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shear>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qor>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olky>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tchy>	23	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chockhy>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykchy>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchey>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:she>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:keody>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otody>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olkar>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tal>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ckhol>	22	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dan>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chs>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tchey>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otaly>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchedy>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okair>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kal>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:om>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchol>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cham>	21	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:soiin>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okody>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sinder	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:odain>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ydaiin>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qoeedy>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sinderuu	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dl>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:opchdy>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chocthy>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shaiin>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:rol>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:teey>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shecthy>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchdy>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:kchor>	20	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qockhy>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:daiiin>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ytchy>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeeo>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:tchor>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:shed>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ols>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okees>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chdal>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qotchey>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okchor>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:daldy>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cthar>	19	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okeeol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sinsein	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:dchey>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ory>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:okeeody>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ykeol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qockhey>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ychey>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheos>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokaly>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chain>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sheal>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lshey>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:pol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lchdy>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokair>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:otchor>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokchol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ky>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lky>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chkaiin>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chky>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:keol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chokchy>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:yky>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:olol>	18	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:aral>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:rar>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ror>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chokaiin>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:odal>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:chdaiin>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qody>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sinen	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:cthody>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ytal>	17	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qokeeody>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:sh>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:qoeey>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
CHE_PAYLOAD:sined	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:ychor>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:lo>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
<SOURCE:oar>	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
