locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	<SOURCE:saiichor> <SOURCE:sheor> <SOURCE:qockhody> <SOURCE:odeor> <SOURCE:yksheey> <SOURCE:cholsheody> <SOURCE:sai> CHE_PAYLOAD:sind <SOURCE:saiin>	<SOURCE:saiichor> <SOURCE:sheor> <SOURCE:qockhody> <SOURCE:odeor> <SOURCE:yksheey> <SOURCE:cholsheody> <SOURCE:sai> CHE_PAYLOAD:sind <SOURCE:saiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	<SOURCE:sheor> <SOURCE:qkeeody> <SOURCE:chol> <SOURCE:daiin> <SOURCE:ctheol> <SOURCE:olcheol> CHE_PAYLOAD:sine CHE_PAYLOAD:sind CHE_PAYLOAD:sindsei <SOURCE:okeol>	<SOURCE:sheor> <SOURCE:qkeeody> <SOURCE:chol> <SOURCE:daiin> <SOURCE:ctheol> <SOURCE:olcheol> CHE_PAYLOAD:sine CHE_PAYLOAD:sind CHE_PAYLOAD:sindsei <SOURCE:okeol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	<SOURCE:yaiin> CHE_PAYLOAD:sinenn <SOURCE:chol> <SOURCE:cholody> <SOURCE:chos> <SOURCE:olchor> <SOURCE:qokeol> <SOURCE:okeeol> CHE_PAYLOAD:sindt <SOURCE:al>	<SOURCE:yaiin> CHE_PAYLOAD:sinenn <SOURCE:chol> <SOURCE:cholody> <SOURCE:chos> <SOURCE:olchor> <SOURCE:qokeol> <SOURCE:okeeol> CHE_PAYLOAD:sindt <SOURCE:al>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	<SOURCE:chol> CHE_PAYLOAD:sind <SOURCE:cho> <SOURCE:chckheody> <SOURCE:otolchey>	<SOURCE:chol> CHE_PAYLOAD:sind <SOURCE:cho> <SOURCE:chckheody> <SOURCE:otolchey>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	<SOURCE:otear>	<SOURCE:otear>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	<SOURCE:chofary>	<SOURCE:chofary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	<SOURCE:sar> <SOURCE:char> <SOURCE:daiindy>	<SOURCE:sar> <SOURCE:char> <SOURCE:daiindy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	<SOURCE:oraro>	<SOURCE:oraro>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	<SOURCE:chalsain>	<SOURCE:chalsain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	<SOURCE:soity>	<SOURCE:soity>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	<SOURCE:sosam>	<SOURCE:sosam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	<SOURCE:tolchd>	<SOURCE:tolchd>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	<SOURCE:okcheor>	<SOURCE:okcheor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	<SOURCE:ytchol>	<SOURCE:ytchol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	<SOURCE:dykchal>	<SOURCE:dykchal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos cthoral	<SOURCE:chos> <SOURCE:cthoral>	<SOURCE:chos> <SOURCE:cthoral>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	<SOURCE:cthdeecthy> <SOURCE:sheocphy> <SOURCE:qoteody> <SOURCE:ckhoor> <SOURCE:ar> <SOURCE:chor> <SOURCE:oteey> <SOURCE:daiin> <SOURCE:qokomo>	<SOURCE:cthdeecthy> <SOURCE:sheocphy> <SOURCE:qoteody> <SOURCE:ckhoor> <SOURCE:ar> <SOURCE:chor> <SOURCE:oteey> <SOURCE:daiin> <SOURCE:qokomo>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	<SOURCE:sor> CHE_PAYLOAD:sinn <SOURCE:dair> <SOURCE:ol> CHE_PAYLOAD:sind <SOURCE:qoolkeey> <SOURCE:chol> CHE_PAYLOAD:sinn <SOURCE:qokeol> <SOURCE:chotols>	<SOURCE:sor> CHE_PAYLOAD:sinn <SOURCE:dair> <SOURCE:ol> CHE_PAYLOAD:sind <SOURCE:qoolkeey> <SOURCE:chol> CHE_PAYLOAD:sinn <SOURCE:qokeol> <SOURCE:chotols>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	<SOURCE:ykeeol> <SOURCE:chol> CHE_PAYLOAD:sin <SOURCE:eeoseeos> <SOURCE:sheeo> <SOURCE:okeol> CHE_PAYLOAD:sin <SOURCE:okeor> <SOURCE:okeol> <SOURCE:dy>	<SOURCE:ykeeol> <SOURCE:chol> CHE_PAYLOAD:sin <SOURCE:eeoseeos> <SOURCE:sheeo> <SOURCE:okeol> CHE_PAYLOAD:sin <SOURCE:okeor> <SOURCE:okeol> <SOURCE:dy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey cholkcheol qokeol okol chol chotor chso solcthy	<SOURCE:chockhey> <SOURCE:cholkcheol> <SOURCE:qokeol> <SOURCE:okol> <SOURCE:chol> <SOURCE:chotor> <SOURCE:chso> <SOURCE:solcthy>	<SOURCE:chockhey> <SOURCE:cholkcheol> <SOURCE:qokeol> <SOURCE:okol> <SOURCE:chol> <SOURCE:chotor> <SOURCE:chso> <SOURCE:solcthy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	<SOURCE:tocheo> <SOURCE:sol> CHE_PAYLOAD:sind CHE_PAYLOAD:sinnd <SOURCE:odaidy> <SOURCE:ckhod> <SOURCE:sh> <SOURCE:chod> <SOURCE:qokeol> <SOURCE:sal>	<SOURCE:tocheo> <SOURCE:sol> CHE_PAYLOAD:sind CHE_PAYLOAD:sinnd <SOURCE:odaidy> <SOURCE:ckhod> <SOURCE:sh> <SOURCE:chod> <SOURCE:qokeol> <SOURCE:sal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	<SOURCE:sain> CHE_PAYLOAD:sindend <SOURCE:chockhy> <SOURCE:chocthey> <SOURCE:kchody> <SOURCE:chockhhor> <SOURCE:chckhey> <SOURCE:dan>	<SOURCE:sain> CHE_PAYLOAD:sindend <SOURCE:chockhy> <SOURCE:chocthey> <SOURCE:kchody> <SOURCE:chockhhor> <SOURCE:chckhey> <SOURCE:dan>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	<SOURCE:chols>	<SOURCE:chols>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	<SOURCE:ycheoky> <SOURCE:shokeesy> <SOURCE:qokeey> <SOURCE:chokeol> <SOURCE:saraloaly> CHE_PAYLOAD:sind <SOURCE:ol> <SOURCE:chockhar>	<SOURCE:ycheoky> <SOURCE:shokeesy> <SOURCE:qokeey> <SOURCE:chokeol> <SOURCE:saraloaly> CHE_PAYLOAD:sind <SOURCE:ol> <SOURCE:chockhar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	<SOURCE:soral> <SOURCE:okor> <SOURCE:ol> <SOURCE:choy> <SOURCE:ly> <SOURCE:araroy> <SOURCE:okar> CHE_PAYLOAD:sinnnr CHE_PAYLOAD:sindend <SOURCE:orey>	<SOURCE:soral> <SOURCE:okor> <SOURCE:ol> <SOURCE:choy> <SOURCE:ly> <SOURCE:araroy> <SOURCE:okar> CHE_PAYLOAD:sinnnr CHE_PAYLOAD:sindend <SOURCE:orey>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	<SOURCE:daiin> CHE_PAYLOAD:sine <SOURCE:chory>	<SOURCE:daiin> CHE_PAYLOAD:sine <SOURCE:chory>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	<SOURCE:opchor>	<SOURCE:opchor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	<SOURCE:solsy>	<SOURCE:solsy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	<SOURCE:soleesos>	<SOURCE:soleesos>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	<SOURCE:ykchochdy>	<SOURCE:ykchochdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	<SOURCE:ykchdy>	<SOURCE:ykchdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	<SOURCE:dchdy>	<SOURCE:dchdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	<SOURCE:dalsy>	<SOURCE:dalsy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	<SOURCE:pcheol> <SOURCE:sheol> <SOURCE:ol> <SOURCE:shey> <SOURCE:qockhol> <SOURCE:shor> <SOURCE:yteol> <SOURCE:sheockhey> <SOURCE:qpol> CHE_PAYLOAD:sinr <SOURCE:s> <SOURCE:aiin> <SOURCE:oleeey> <SOURCE:qkeey> <SOURCE:chopcheey> CHE_PAYLOAD:sinsein <SOURCE:cpheocthy> <SOURCE:ykchy> CHE_PAYLOAD:sinn CHE_PAYLOAD:sinenn <SOURCE:dal> CHE_PAYLOAD:sin	<SOURCE:pcheol> <SOURCE:sheol> <SOURCE:ol> <SOURCE:shey> <SOURCE:qockhol> <SOURCE:shor> <SOURCE:yteol> <SOURCE:sheockhey> <SOURCE:qpol> CHE_PAYLOAD:sinr <SOURCE:s> <SOURCE:aiin> <SOURCE:oleeey> <SOURCE:qkeey> <SOURCE:chopcheey> CHE_PAYLOAD:sinsein <SOURCE:cpheocthy> <SOURCE:ykchy> CHE_PAYLOAD:sinn CHE_PAYLOAD:sinenn <SOURCE:dal> CHE_PAYLOAD:sin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	<SOURCE:kor> <SOURCE:aithy> <SOURCE:ol> <SOURCE:chs> <SOURCE:sho> <SOURCE:olcheeol> <SOURCE:kalshey> <SOURCE:okeoly> <SOURCE:oiin> <SOURCE:aiioly>	<SOURCE:kor> <SOURCE:aithy> <SOURCE:ol> <SOURCE:chs> <SOURCE:sho> <SOURCE:olcheeol> <SOURCE:kalshey> <SOURCE:okeoly> <SOURCE:oiin> <SOURCE:aiioly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	<SOURCE:dol> <SOURCE:chokeey> <SOURCE:chkey> <SOURCE:cthey> <SOURCE:okal> <SOURCE:chol> <SOURCE:kol> <SOURCE:okeey> <SOURCE:r> <SOURCE:or> <SOURCE:ol> <SOURCE:okolol> <SOURCE:olchey> <SOURCE:qokchor> <SOURCE:okey> <SOURCE:qokeol> <SOURCE:kor> <SOURCE:shey> <SOURCE:teol> <SOURCE:or> <SOURCE:aiin> <SOURCE:chol> <SOURCE:daiin>	<SOURCE:dol> <SOURCE:chokeey> <SOURCE:chkey> <SOURCE:cthey> <SOURCE:okal> <SOURCE:chol> <SOURCE:kol> <SOURCE:okeey> <SOURCE:r> <SOURCE:or> <SOURCE:ol> <SOURCE:okolol> <SOURCE:olchey> <SOURCE:qokchor> <SOURCE:okey> <SOURCE:qokeol> <SOURCE:kor> <SOURCE:shey> <SOURCE:teol> <SOURCE:or> <SOURCE:aiin> <SOURCE:chol> <SOURCE:daiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	<SOURCE:etolctheol> <SOURCE:okeor> <SOURCE:r> <SOURCE:sheol> <SOURCE:qotol> <SOURCE:sheo> <SOURCE:dol> <SOURCE:shey> <SOURCE:okeey> <SOURCE:ctheea> <SOURCE:yteeoldy> <SOURCE:kchdol> <SOURCE:sheody> <SOURCE:or> <SOURCE:ol> <SOURCE:sheor> <SOURCE:qotoiir> <SOURCE:otol> <SOURCE:sheey> <SOURCE:ssheo> <SOURCE:tchey> <SOURCE:ol> <SOURCE:dar> <SOURCE:am>	<SOURCE:etolctheol> <SOURCE:okeor> <SOURCE:r> <SOURCE:sheol> <SOURCE:qotol> <SOURCE:sheo> <SOURCE:dol> <SOURCE:shey> <SOURCE:okeey> <SOURCE:ctheea> <SOURCE:yteeoldy> <SOURCE:kchdol> <SOURCE:sheody> <SOURCE:or> <SOURCE:ol> <SOURCE:sheor> <SOURCE:qotoiir> <SOURCE:otol> <SOURCE:sheey> <SOURCE:ssheo> <SOURCE:tchey> <SOURCE:ol> <SOURCE:dar> <SOURCE:am>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	<SOURCE:ycheeo> <SOURCE:or> <SOURCE:sheeol> <SOURCE:daiin> <SOURCE:sheeol> <SOURCE:okeol> <SOURCE:ctheol> <SOURCE:shkeeo> <SOURCE:qockheol> <SOURCE:daiin> <SOURCE:shy> <SOURCE:csol> <SOURCE:okeeor> <SOURCE:ctody> <SOURCE:chkchol> <SOURCE:doteoda> <SOURCE:okeol> <SOURCE:daisin> <SOURCE:okeey> <SOURCE:okeey> <SOURCE:dairin>	<SOURCE:ycheeo> <SOURCE:or> <SOURCE:sheeol> <SOURCE:daiin> <SOURCE:sheeol> <SOURCE:okeol> <SOURCE:ctheol> <SOURCE:shkeeo> <SOURCE:qockheol> <SOURCE:daiin> <SOURCE:shy> <SOURCE:csol> <SOURCE:okeeor> <SOURCE:ctody> <SOURCE:chkchol> <SOURCE:doteoda> <SOURCE:okeol> <SOURCE:daisin> <SOURCE:okeey> <SOURCE:okeey> <SOURCE:dairin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	<SOURCE:daiin> <SOURCE:ctheol> CHE_PAYLOAD:sind <SOURCE:okor> <SOURCE:or> <SOURCE:aiin> CHE_PAYLOAD:sind <SOURCE:cho> <SOURCE:keeo> <SOURCE:dchey> <SOURCE:okol> <SOURCE:okeol> <SOURCE:dor> <SOURCE:chol> <SOURCE:chy> <SOURCE:r> <SOURCE:aiin> <SOURCE:oteol> <SOURCE:oraiin> <SOURCE:olchey> <SOURCE:oteeod> <SOURCE:sheol> <SOURCE:okeol> <SOURCE:chosaiin> <SOURCE:sheom>	<SOURCE:daiin> <SOURCE:ctheol> CHE_PAYLOAD:sind <SOURCE:okor> <SOURCE:or> <SOURCE:aiin> CHE_PAYLOAD:sind <SOURCE:cho> <SOURCE:keeo> <SOURCE:dchey> <SOURCE:okol> <SOURCE:okeol> <SOURCE:dor> <SOURCE:chol> <SOURCE:chy> <SOURCE:r> <SOURCE:aiin> <SOURCE:oteol> <SOURCE:oraiin> <SOURCE:olchey> <SOURCE:oteeod> <SOURCE:sheol> <SOURCE:okeol> <SOURCE:chosaiin> <SOURCE:sheom>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	<SOURCE:okeeol> <SOURCE:sho> <SOURCE:shody> <SOURCE:sho> <SOURCE:shol> <SOURCE:okeeeol> CHE_PAYLOAD:sind <SOURCE:sheokeey> <SOURCE:sheeor> <SOURCE:chchy> <SOURCE:chodaiin> <SOURCE:sheeckhey> <SOURCE:teeol> <SOURCE:scheol> <SOURCE:sar> <SOURCE:oeeor>	<SOURCE:okeeol> <SOURCE:sho> <SOURCE:shody> <SOURCE:sho> <SOURCE:shol> <SOURCE:okeeeol> CHE_PAYLOAD:sind <SOURCE:sheokeey> <SOURCE:sheeor> <SOURCE:chchy> <SOURCE:chodaiin> <SOURCE:sheeckhey> <SOURCE:teeol> <SOURCE:scheol> <SOURCE:sar> <SOURCE:oeeor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	<SOURCE:cphoar> <SOURCE:oaiin> <SOURCE:ypcholy> <SOURCE:daiin> <SOURCE:otaiin> <SOURCE:otaiin> <SOURCE:yfolaiin> <SOURCE:fcheolain> <SOURCE:ypchey> <SOURCE:yphoo> <SOURCE:shotey> <SOURCE:odariin> <SOURCE:sheoor> <SOURCE:sheor> <SOURCE:ckheey> <SOURCE:ykhey> <SOURCE:qokchey> <SOURCE:cholp> CHE_PAYLOAD:sind <SOURCE:dy>	<SOURCE:cphoar> <SOURCE:oaiin> <SOURCE:ypcholy> <SOURCE:daiin> <SOURCE:otaiin> <SOURCE:otaiin> <SOURCE:yfolaiin> <SOURCE:fcheolain> <SOURCE:ypchey> <SOURCE:yphoo> <SOURCE:shotey> <SOURCE:odariin> <SOURCE:sheoor> <SOURCE:sheor> <SOURCE:ckheey> <SOURCE:ykhey> <SOURCE:qokchey> <SOURCE:cholp> CHE_PAYLOAD:sind <SOURCE:dy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
