occurrence_id	page	locus	token_index	surface	quality_prefix	interfix	remainder	bare_cth_surface	in_inherited_cth_surface_deck	triple_exact_token_stable	triple_boundary_normalized	left_surface	right_surface	position	section	language	hand	working_material_de	interfix_semantics	surface_line
G632-O0011	f103v	f103v.3	6	chcthy	CH	NONE	y	cthy	1	0	0	dar	char	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain
G632-O0012	f103v	f103v.29	5	chcthy	CH	NONE	y	cthy	1	1	1	sho	sal	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	olcheeey chey lkchdy sho chcthy sal araiin qokeey
G632-O0013	f104r	f104r.2	13	chcthedy	CH	NONE	edy	cthedy	1	1	1	aiin	teedaram	MIDDLE	S	B	3	trockene CTH-Materialform; Rest edy offen	OPEN	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram
G632-O0014	f104r	f104r.40	9	chcthy	CH	NONE	y	cthy	1	1	1	oeear	olched	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin
G632-O0015	f104v	f104v.15	2	chocthy	CH	O	y	cthy	1	1	1	tolkshey	qokeochy	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	tolkshey chocthy qokeochy qokchy qotcheo qotcheo dlchd chedy tchdy qotchdy ram
G632-O0016	f104v	f104v.25	6	chcthy	CH	NONE	y	cthy	1	0	0	ar	daiin	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G632-O0017	f106v	f106v.4	4	chcthy	CH	NONE	y	cthy	1	1	1	aiin	okain	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	ycheoto lsheo aiin chcthy okain chdal chdam charam
G632-O0018	f106v	f106v.34	5	shcthy	SH	NONE	y	cthy	1	1	1	ky	otos	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam
G632-O0019	f106v	f106v.43	12	chcthy	CH	NONE	y	cthy	1	1	1	dkaiin	<END>	LAST	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	chedy okeey qokeedy okeey sheey qokaiin al al kalos chedy dkaiin chcthy
G632-O0020	f107v	f107v.4	5	shocthy	SH	O	y	cthy	1	1	1	qokain	otaiin	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dain cheky okechy qokain shocthy otaiin alkaiin
G632-O0021	f107v	f107v.15	8	chcthy	CH	NONE	y	cthy	1	1	1	otain	tarairy	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	solain qokal okeey lkaiin okain chkal otain chcthy tarairy
G632-O0022	f107v	f107v.35	4	chcthy	CH	NONE	y	cthy	1	1	1	lkey	lkar	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G632-O0023	f108v	f108v.10	11	chectham	CH	E	am	ctham	1	1	1	kay	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest am offen	OPEN	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham
G632-O0024	f108v	f108v.23	6	checthal	CH	E	al	cthal	1	1	1	daiin	cheeky	MIDDLE	S	B	3	trockene CTH-Materialform; Rest al offen	OPEN	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy
G632-O0025	f108v	f108v.48	3	checthy	CH	E	y	cthy	1	1	1	al	qol	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy
G632-O0026	f10r	f10r.3	5	chocthy	CH	O	y	cthy	1	1	1	daiin	qotchy	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qotor o tchy daiin chocthy qotchy chol or yty dy dy
G632-O0027	f10r	f10r.4	3	chcthy	CH	NONE	y	cthy	1	1	1	chaiin	ctho	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
G632-O0028	f10v	f10v.2	4	chcthor	CH	NONE	or	cthor	1	1	1	ckhy	choiin	MIDDLE	H	A	1	trockene CTH-Materialform; Rest or offen	OPEN	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin
G632-O0029	f10v	f10v.6	3	shcthy	SH	NONE	y	cthy	1	1	1	chor	qoty	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	shoiin chor shcthy qoty qotoiin qokol chor aiin
G632-O0030	f111r	f111r.2	10	chcthy	CH	NONE	y	cthy	1	1	1	shedy	lcheol	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam
G632-O0031	f111r	f111r.7	3	checthey	CH	E	ey	cthey	1	1	1	qokeey	oteedy	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om
G632-O0032	f111r	f111r.18	2	shecthey	SH	E	ey	cthey	1	1	1	daiin	oteody	MIDDLE	S	B	3	feuchte CTH-Materialform; Rest ey offen	OPEN	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched
G632-O0033	f111r	f111r.19	9	checthdy	CH	E	dy	cthdy	1	1	1	qokeeodar	qoted	MIDDLE	S	B	3	trockene CTH-Materialform; Rest dy offen	OPEN	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty
G632-O0034	f111r	f111r.20	4	checthy	CH	E	y	cthy	1	1	1	lchedy	chedey	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai
G632-O0035	f111r	f111r.26	2	shecthy	SH	E	y	cthy	1	1	1	soaiin	oteodaiin	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin
G632-O0036	f111r	f111r.31	8	checthy	CH	E	y	cthy	1	1	1	chkal	<END>	LAST	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy
G632-O0037	f111r	f111r.38	6	chcthedy	CH	NONE	edy	cthedy	1	1	1	kechedy	chedain	MIDDLE	S	B	3	trockene CTH-Materialform; Rest edy offen	OPEN	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain
G632-O0038	f111r	f111r.48	4	shecthy	SH	E	y	cthy	1	1	1	tedain	qokeedy	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim
G632-O0039	f111r	f111r.53	9	chcthydain	CH	NONE	ydain	cthydain	0	0	1	qokaiin	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest ydain offen	OPEN	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G632-O0040	f111v	f111v.2	5	shecthy	SH	E	y	cthy	1	1	1	qokair	qokeol	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy
G632-O0041	f111v	f111v.3	9	chcthar	CH	NONE	ar	cthar	1	1	1	dain	otar	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ar offen	OPEN	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim
G632-O0042	f111v	f111v.8	5	chcthey	CH	NONE	ey	cthey	1	1	1	kechy	okain	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am
G632-O0043	f111v	f111v.10	12	shcthy	SH	NONE	y	cthy	1	1	1	qoteol	ldy	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G632-O0044	f111v	f111v.19	8	shcthey	SH	NONE	ey	cthey	1	1	1	char	qoky	MIDDLE	S	B	3	feuchte CTH-Materialform; Rest ey offen	OPEN	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G632-O0045	f111v	f111v.20	8	shcthy	SH	NONE	y	cthy	1	1	1	qotain	qokshedy	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G632-O0046	f111v	f111v.24	11	chctham	CH	NONE	am	ctham	1	1	1	qokar	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest am offen	OPEN	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham
G632-O0047	f111v	f111v.35	3	chcthy	CH	NONE	y	cthy	1	1	1	okaiin	lkain	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G632-O0048	f111v	f111v.39	4	chcthy	CH	NONE	y	cthy	1	1	1	chedy	qokain	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G632-O0049	f111v	f111v.41	10	checthy	CH	E	y	cthy	1	1	1	qokeey	qotal	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal
G632-O0050	f111v	f111v.46	9	checthy	CH	E	y	cthy	1	1	1	lkeain	qotainaly	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly
G632-O0051	f112r	f112r.13	8	chcthy	CH	NONE	y	cthy	1	1	1	otaiin	oteey	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G632-O0052	f112r	f112r.21	4	chcthey	CH	NONE	ey	cthey	1	1	1	raiin	okeedy	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G632-O0053	f112r	f112r.25	10	chcthy	CH	NONE	y	cthy	1	1	1	cheety	okey	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey
G632-O0054	f112v	f112v.20	7	chocthedy	CH	O	edy	cthedy	1	0	0	qotaiin	saisal	MIDDLE	S	B	3	trockene CTH-Materialform; Rest edy offen	OPEN	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal
G632-O0055	f112v	f112v.39	9	chcthd	CH	NONE	d	cthd	1	1	1	qotain	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest d offen	OPEN	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G632-O0056	f112v	f112v.45	6	chcthy	CH	NONE	y	cthy	1	1	1	oteol	alaiin	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam
G632-O0057	f113r	f113r.23	8	chocthy	CH	O	y	cthy	1	1	1	qokal	lkchor	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin
G632-O0058	f113r	f113r.32	3	chcthal	CH	NONE	al	cthal	1	1	1	shkaiin	okshedy	MIDDLE	S	B	3	trockene CTH-Materialform; Rest al offen	OPEN	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G632-O0059	f113v	f113v.19	7	checthy	CH	E	y	cthy	1	1	1	okar	okal	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham
G632-O0060	f113v	f113v.39	9	chcthy	CH	NONE	y	cthy	1	1	1	qokain	qotam	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G632-O0061	f114r	f114r.14	3	chcthdy	CH	NONE	dy	cthdy	1	1	1	oiin	qodair	MIDDLE	S	B	3	trockene CTH-Materialform; Rest dy offen	OPEN	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary
G632-O0062	f114r	f114r.45	7	chocthy	CH	O	y	cthy	1	1	1	chedy	<END>	LAST	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dain ched chodaiin otain chdar chedy chocthy
G632-O0063	f114v	f114v.4	2	cheocthedy	CH	EO	edy	cthedy	1	1	1	qokedy	qoted	MIDDLE	S	B	3	trockene CTH-Materialform; Rest edy offen	OPEN	qokedy cheocthedy qoted qotedol chedar qotedy okeedy daiin chedaiin oky
G632-O0064	f114v	f114v.10	7	chcthdy	CH	NONE	dy	cthdy	1	1	1	dain	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest dy offen	OPEN	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy
G632-O0065	f114v	f114v.13	5	chcthain	CH	NONE	ain	cthain	1	1	1	oiiin	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest ain offen	OPEN	sheedy qoteeo s oiiin chcthain
G632-O0066	f114v	f114v.26	11	chcthey	CH	NONE	ey	cthey	1	1	1	qoeedy	<END>	LAST	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey
G632-O0067	f114v	f114v.34	5	chocthey	CH	O	ey	cthey	1	1	1	aiin	qotedal	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air
G632-O0068	f115r	f115r.15	4	chcthed	CH	NONE	ed	cthed	0	1	1	lkeodain	qokar	MIDDLE	S	B	@	trockene CTH-Materialform; Rest ed offen	OPEN	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G632-O0069	f115r	f115r.16	7	cheocthy	CH	EO	y	cthy	1	1	1	chodar	chdy	MIDDLE	S	B	@	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dshedy qotshedy dar oltedy qotar chodar cheocthy chdy qotor otchdy qotolchd
G632-O0070	f115r	f115r.17	6	cheocthy	CH	EO	y	cthy	1	1	1	daiin	dolkeedy	MIDDLE	S	B	@	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain
G632-O0071	f115r	f115r.23	7	checthy	CH	E	y	cthy	1	0	0	s	qokeeey	MIDDLE	S	B	@	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy
G632-O0072	f115v	f115v.25	7	chcthy	CH	NONE	y	cthy	1	1	1	cheodain	tchedy	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedas
G632-O0073	f115v	f115v.33	3	chcthy	CH	NONE	y	cthy	1	1	1	qotchy	chdal	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	ychedal qotchy chcthy chdal lchedy
G632-O0074	f115v	f115v.35	11	checthey	CH	E	ey	cthey	1	1	1	rain	lcham	MIDDLE	S	B	3	trockene CTH-Materialform; Rest ey offen	OPEN	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham
G632-O0075	f116r	f116r.16	7	shcthy	SH	NONE	y	cthy	1	1	1	lchedy	qotey	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam
G632-O0076	f116r	f116r.19	8	chcthy	CH	NONE	y	cthy	1	1	1	arody	rain	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain
G632-O0077	f116r	f116r.22	8	shcthy	SH	NONE	y	cthy	1	1	1	okalain	oteey	MIDDLE	S	B	3	feuchte CTH-Pflanzen-/Drogenmaterialform	OPEN	dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg
G632-O0078	f116r	f116r.24	3	chcthy	CH	NONE	y	cthy	1	1	1	okain	oty	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G632-O0079	f116r	f116r.30	4	chcthy	CH	NONE	y	cthy	1	1	1	qokain	okar	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	saraiin shey qokain chcthy okar air ollaiin okaly
G632-O0080	f116r	f116r.50	4	chcthy	CH	NONE	y	cthy	1	1	1	al	chckhy	MIDDLE	S	B	3	trockene CTH-Pflanzen-/Drogenmaterialform	OPEN	sodal ch al chcthy chckhy qol ain ary
G632-O0081	f11v	f11v.2	4	shcthy	SH	NONE	y	cthy	1	1	1	chckhy	daiin	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	shol dy chckhy shcthy daiin dam ykchy dain dchy
G632-O0082	f14v	f14v.3	4	chcthy	CH	NONE	y	cthy	1	1	1	daiin	yk	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	ychy dy daiin chcthy yk ykaiin dytchy y ky dy
G632-O0083	f15r	f15r.8	1	shocthy	SH	O	y	cthy	1	1	1	<START>	tol	FIRST	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	shocthy tol kaiin s dain ctholy
G632-O0084	f16r	f16r.5	6	shocthy	SH	O	y	cthy	1	1	1	kch	opchy	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	tchor chor chs y kch shocthy opchy ty ky
G632-O0085	f16r	f16r.12	4	shcthy	SH	NONE	y	cthy	1	1	1	kchy	shtshy	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	dy cho kchy shcthy shtshy sho tchokyd
G632-O0086	f16v	f16v.4	2	chcthody	CH	NONE	ody	cthody	1	1	1	dchol	cphod	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ody offen	OPEN	dchol chcthody cphod chotol dal
G632-O0087	f16v	f16v.8	5	chcthy	CH	NONE	y	cthy	1	1	1	daiin	qot	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	daiin chol y daiin chcthy qot char chor sholo
G632-O0088	f17v	f17v.21	5	shecthy	SH	E	y	cthy	1	1	1	or	cpheor	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	oal sheor sholor or shecthy cpheor daiin
G632-O0089	f18r	f18r.6	5	chcthy	CH	NONE	y	cthy	1	1	1	ytol	dar	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	ychy kchor dair ytol chcthy dar dar dal
G632-O0090	f18r	f18r.9	2	chcthal	CH	NONE	al	cthal	1	1	1	chol	okshal	MIDDLE	H	A	1	trockene CTH-Materialform; Rest al offen	OPEN	chol chcthal okshal chykald
G632-O0091	f19v	f19v.4	2	chcthy	CH	NONE	y	cthy	1	1	1	ytch	qotol	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	ytch chcthy qotol daiin daiin
G632-O0092	f19v	f19v.6	4	chocthy	CH	O	y	cthy	1	1	1	cthol	s	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	ychoy kchor cthol chocthy s
G632-O0093	f20v	f20v.2	6	checthy	CH	E	y	cthy	1	1	1	choiin	otol	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty
G632-O0094	f20v	f20v.3	5	chcthy	CH	NONE	y	cthy	1	1	1	shol	qoty	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	okchy sho kchol shol chcthy qoty chy tolshy qotchy
G632-O0095	f20v	f20v.7	1	shocthy	SH	O	y	cthy	1	1	1	<START>	sho	FIRST	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	shocthy sho cthy daiin sheoy tey s soaiin
G632-O0096	f20v	f20v.10	2	chocthy	CH	O	y	cthy	1	1	1	shokaiin	chol	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	shokaiin chocthy chol daiin chy chor ety
G632-O0097	f21r	f21r.11	5	chcthy	CH	NONE	y	cthy	1	1	1	tchol	otyky	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	shol chol shol tchol chcthy otyky shey yteol shody
G632-O0098	f22r	f22r.8	7	chocthy	CH	O	y	cthy	1	0	0	chotaiin	do	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor
G632-O0099	f22v	f22v.15	3	chocthy	CH	O	y	cthy	1	1	1	cthy	qokchy	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	sho cthy chocthy qokchy dory
G632-O0100	f24r	f24r.13	5	chcth	CH	NONE	BARE	cth	1	1	1	chey	s	MIDDLE	H	A	1	trockene CTH-Materialform; Rest BARE offen	OPEN	oees ol s chey chcth s ar
G632-O0101	f24v	f24v.3	5	chcth	CH	NONE	BARE	cth	1	1	1	okam	<END>	LAST	H	A	1	trockene CTH-Materialform; Rest BARE offen	OPEN	octhyl odchees oesearies okam chcth
G632-O0102	f24v	f24v.8	2	chcthy	CH	NONE	y	cthy	1	1	1	kochky	shol	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	kochky chcthy shol sain
G632-O0103	f25r	f25r.4	2	shocthy	SH	O	y	cthy	1	1	1	dchckhy	ytchey	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	dchckhy shocthy ytchey cthor s chan chaiin qotchain
G632-O0104	f26r	f26r.2	8	checthedy	CH	E	edy	cthedy	1	0	0	dy	ls	MIDDLE	H	B	2	trockene CTH-Materialform; Rest edy offen	OPEN	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls
G632-O0105	f26r	f26r.3	2	shcthy	SH	NONE	y	cthy	1	1	1	oaiin	cthedy	MIDDLE	H	B	2	feuchte Blatt-/Krautmaterialform	OPEN	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s
G632-O0106	f28r	f28r.7	4	shocthy	SH	O	y	cthy	1	1	1	shockhy	otoldy	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	sho otor shockhy shocthy otoldy dshor dol dar
G632-O0107	f29r	f29r.4	1	chocthy	CH	O	y	cthy	1	1	1	<START>	qoos	FIRST	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	chocthy qoos chos
G632-O0108	f29r	f29r.6	2	shocthy	SH	O	y	cthy	1	1	1	chokshy	shor	MIDDLE	H	A	1	feuchte Blatt-/Krautmaterialform	OPEN	chokshy shocthy shor shor daiin qokaiiin
G632-O0109	f29v	f29v.7	7	chocthy	CH	O	y	cthy	1	0	1	shdy	sheky	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	qotcho kchor daiin ykaiin dy shdy chocthy sheky
G632-O0110	f2r	f2r.13	5	chcthy	CH	NONE	y	cthy	1	1	1	daiin	<END>	LAST	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	sho ykeey chey daiin chcthy
G632-O0111	f2v	f2v.3	7	chcthy	CH	NONE	y	cthy	1	1	1	chodain	daiin	MIDDLE	H	A	1	trockene Blatt-/Krautmaterialform	OPEN	otchy chor lshy chol chody chodain chcthy daiin
G632-O0112	f30r	f30r.9	5	chcthey	CH	NONE	ey	cthey	1	1	1	keeaiin	chor	MIDDLE	H	A	1	trockene CTH-Materialform; Rest ey offen	OPEN	dchey qochar chol keeaiin chcthey chor cheky
G632-O0113	f30r	f30r.10	5	chctho	CH	NONE	o	ctho	1	1	1	qotchy	rchody	MIDDLE	H	A	1	trockene CTH-Materialform; Rest o offen	OPEN	chokchaiin dchor chkchean qotchy chctho rchody
