occurrence_id	page	locus	surface	quality_prefix	interfix	remainder	zl3b_mode	it2a_mode	rf1b_mode	triple_exact_token_stable	triple_boundary_normalized	any_internal_split_reader
G632-O0027	f10r	f10r.4	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0028	f10v	f10v.2	chcthor	CH	NONE	or	FUSED	FUSED	FUSED	1	1	0
G632-O0029	f10v	f10v.6	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0030	f111r	f111r.2	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0031	f111r	f111r.7	checthey	CH	E	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0032	f111r	f111r.18	shecthey	SH	E	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0033	f111r	f111r.19	checthdy	CH	E	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0034	f111r	f111r.20	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0035	f111r	f111r.26	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0036	f111r	f111r.31	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0037	f111r	f111r.38	chcthedy	CH	NONE	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0038	f111r	f111r.48	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0039	f111r	f111r.53	chcthydain	CH	NONE	ydain	FUSED	OTHER_BOUNDARY	OTHER_BOUNDARY	0	1	0
G632-O0040	f111v	f111v.2	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0041	f111v	f111v.3	chcthar	CH	NONE	ar	FUSED	FUSED	FUSED	1	1	0
G632-O0042	f111v	f111v.8	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0043	f111v	f111v.10	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0044	f111v	f111v.19	shcthey	SH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0045	f111v	f111v.20	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0046	f111v	f111v.24	chctham	CH	NONE	am	FUSED	FUSED	FUSED	1	1	0
G632-O0047	f111v	f111v.35	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0048	f111v	f111v.39	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0049	f111v	f111v.41	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0050	f111v	f111v.46	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0051	f112r	f112r.13	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0052	f112r	f112r.21	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0053	f112r	f112r.25	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0054	f112v	f112v.20	chocthedy	CH	O	edy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0055	f112v	f112v.39	chcthd	CH	NONE	d	FUSED	FUSED	FUSED	1	1	0
G632-O0056	f112v	f112v.45	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0057	f113r	f113r.23	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0058	f113r	f113r.32	chcthal	CH	NONE	al	FUSED	FUSED	FUSED	1	1	0
G632-O0059	f113v	f113v.19	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0060	f113v	f113v.39	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0061	f114r	f114r.14	chcthdy	CH	NONE	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0062	f114r	f114r.45	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0063	f114v	f114v.4	cheocthedy	CH	EO	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0064	f114v	f114v.10	chcthdy	CH	NONE	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0065	f114v	f114v.13	chcthain	CH	NONE	ain	FUSED	FUSED	FUSED	1	1	0
G632-O0066	f114v	f114v.26	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0067	f114v	f114v.34	chocthey	CH	O	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0068	f115r	f115r.15	chcthed	CH	NONE	ed	FUSED	FUSED	FUSED	1	1	0
G632-O0069	f115r	f115r.16	cheocthy	CH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0070	f115r	f115r.17	cheocthy	CH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0071	f115r	f115r.23	checthy	CH	E	y	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0
G632-O0072	f115v	f115v.25	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0073	f115v	f115v.33	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0074	f115v	f115v.35	checthey	CH	E	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0075	f116r	f116r.16	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0076	f116r	f116r.19	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0077	f116r	f116r.22	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0078	f116r	f116r.24	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0079	f116r	f116r.30	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0080	f116r	f116r.50	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0081	f11v	f11v.2	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0082	f14v	f14v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0083	f15r	f15r.8	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0084	f16r	f16r.5	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0085	f16r	f16r.12	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0086	f16v	f16v.4	chcthody	CH	NONE	ody	FUSED	FUSED	FUSED	1	1	0
G632-O0087	f16v	f16v.8	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0088	f17v	f17v.21	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0089	f18r	f18r.6	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0090	f18r	f18r.9	chcthal	CH	NONE	al	FUSED	FUSED	FUSED	1	1	0
G632-O0091	f19v	f19v.4	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0092	f19v	f19v.6	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0093	f20v	f20v.2	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0094	f20v	f20v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0095	f20v	f20v.7	shocthy	SH	O	y	FUSED+SPLIT_QM	FUSED+SPLIT_QM	FUSED	1	1	1
G632-O0096	f20v	f20v.10	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0097	f21r	f21r.11	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0098	f22r	f22r.8	chocthy	CH	O	y	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0099	f22v	f22v.15	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0100	f24r	f24r.13	chcth	CH	NONE	BARE	FUSED	FUSED	FUSED	1	1	0
G632-O0101	f24v	f24v.3	chcth	CH	NONE	BARE	FUSED	FUSED	FUSED	1	1	0
G632-O0102	f24v	f24v.8	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0103	f25r	f25r.4	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0104	f26r	f26r.2	checthedy	CH	E	edy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0105	f26r	f26r.3	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0106	f28r	f28r.7	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0107	f29r	f29r.4	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0108	f29r	f29r.6	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0109	f29v	f29v.7	chocthy	CH	O	y	FUSED	SPLIT_QM	FUSED	0	1	1
G632-O0110	f2r	f2r.13	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0111	f2v	f2v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0112	f30r	f30r.9	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0113	f30r	f30r.10	chctho	CH	NONE	o	FUSED	FUSED	FUSED	1	1	0
G632-O0114	f30v	f30v.1	chocthey	CH	O	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0115	f31r	f31r.8	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0116	f31r	f31r.9	shcthey	SH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0117	f32v	f32v.9	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0118	f34r	f34r.4	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0119	f34r	f34r.14	chcthedy	CH	NONE	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0120	f34v	f34v.1	chcthdy	CH	NONE	dy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0121	f34v	f34v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0122	f35v	f35v.1	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0123	f35v	f35v.5	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0124	f35v	f35v.6	chcthaiin	CH	NONE	aiin	FUSED	FUSED	FUSED	1	1	0
G632-O0125	f36v	f36v.11	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0126	f42v	f42v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0127	f43v	f43v.3	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0128	f43v	f43v.5	chcthdy	CH	NONE	dy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0129	f43v	f43v.7	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0130	f44v	f44v.3	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0131	f44v	f44v.9	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0132	f44v	f44v.12	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0133	f45r	f45r.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0134	f46r	f46r.7	chcthy	CH	NONE	y	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0
G632-O0135	f46v	f46v.12	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0136	f49r	f49r.12	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0137	f49v	f49v.6	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0138	f49v	f49v.36	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0139	f49v	f49v.46	chctho	CH	NONE	o	FUSED	FUSED	FUSED	1	1	0
G632-O0140	f4v	f4v.9	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0141	f53r	f53r.1	chocthody	CH	O	ody	FUSED	FUSED	FUSED	1	1	0
G632-O0142	f54v	f54v.6	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0143	f58r	f58r.35	sheoctham	SH	EO	am	FUSED	FUSED	FUSED	1	1	0
G632-O0144	f58r	f58r.36	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0145	f58v	f58v.13	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0146	f5r	f5r.3	chocthy	CH	O	y	FUSED	SPLIT_QM	FUSED	0	1	1
G632-O0147	f5r	f5r.4	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0148	f66r	f66r.55	chctho	CH	NONE	o	FUSED	FUSED	FUSED	1	1	0
G632-O0149	f66r	f66r.59	shcthy	SH	NONE	y	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0
G632-O0150	f66r	f66r.71	chcthedy	CH	NONE	edy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0151	f66r	f66r.72	sheocthy	SH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0152	f66r	f66r.75	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0153	f66r	f66r.76	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0154	f66r	f66r.80	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0155	f6v	f6v.6	shocthol	SH	O	ol	FUSED	FUSED	FUSED	1	1	0
G632-O0156	f75r	f75r.6	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0157	f75r	f75r.9	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0158	f75r	f75r.24	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0159	f75r	f75r.28	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0160	f75r	f75r.33	chcthedy	CH	NONE	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0161	f76r	f76r.13	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0162	f76r	f76r.24	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0163	f76r	f76r.30	shcthy	SH	NONE	y	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0164	f76r	f76r.34	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0165	f76r	f76r.35	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0166	f76r	f76r.35	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0167	f76r	f76r.42	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0168	f76v	f76v.4	shecthy	SH	E	y	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0169	f76v	f76v.5	chcthedy	CH	NONE	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0170	f76v	f76v.12	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0171	f76v	f76v.14	shcthedy	SH	NONE	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0172	f76v	f76v.15	checthey	CH	E	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0173	f77r	f77r.11	shcthey	SH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0174	f77r	f77r.26	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0175	f77v	f77v.31	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0176	f78r	f78r.6	chcthey	CH	NONE	ey	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0
G632-O0177	f78v	f78v.11	chcthy	CH	NONE	y	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0178	f78v	f78v.28	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0179	f79r	f79r.5	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0180	f79r	f79r.8	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0181	f79r	f79r.11	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0182	f79r	f79r.25	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0183	f79v	f79v.13	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0184	f80r	f80r.14	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0185	f80r	f80r.16	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0186	f80r	f80r.18	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0187	f80r	f80r.18	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0188	f80r	f80r.19	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0189	f80r	f80r.21	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0190	f80r	f80r.22	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0191	f80r	f80r.23	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0192	f80r	f80r.25	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0193	f80r	f80r.26	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0194	f80r	f80r.27	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0195	f80r	f80r.30	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0196	f80r	f80r.31	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0197	f80r	f80r.33	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0198	f80r	f80r.40	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0199	f80r	f80r.42	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0200	f80r	f80r.42	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0201	f80r	f80r.44	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0202	f80v	f80v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0203	f80v	f80v.9	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0204	f80v	f80v.10	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0205	f80v	f80v.10	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0206	f80v	f80v.17	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0207	f80v	f80v.25	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0208	f80v	f80v.34	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0209	f81r	f81r.4	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0210	f81r	f81r.7	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0211	f81r	f81r.17	checthy	CH	E	y	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0
G632-O0212	f81r	f81r.29	chcthy	CH	NONE	y	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0
G632-O0213	f81v	f81v.4	chcthy	CH	NONE	y	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0
G632-O0214	f82r	f82r.28	chcthey	CH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0215	f82v	f82v.12	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0216	f83r	f83r.8	shecthedchy	SH	E	edchy	FUSED	FUSED	FUSED	1	1	0
G632-O0217	f83r	f83r.11	shcthey	SH	NONE	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0218	f83r	f83r.14	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0219	f83r	f83r.15	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0220	f83r	f83r.15	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0221	f83r	f83r.16	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0222	f83r	f83r.23	shecthedy	SH	E	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0223	f83r	f83r.23	shecthy	SH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0224	f83r	f83r.24	checthy	CH	E	y	FUSED	FUSED	FUSED	1	1	0
G632-O0225	f83r	f83r.42	chcthdy	CH	NONE	dy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0226	f83v	f83v.2	checthedy	CH	E	edy	FUSED	FUSED	FUSED	1	1	0
G632-O0227	f83v	f83v.3	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0228	f85r1	f85r1.21	cheocthey	CH	EO	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0229	f85r1	f85r1.25	chcthdy	CH	NONE	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0230	f85r1	f85r1.30	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0231	f85r2	f85r2.1	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0232	f86v3	f86v3.6	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0233	f86v5	f86v5.5	chcthody	CH	NONE	ody	FUSED	FUSED	FUSED	1	1	0
G632-O0234	f86v6	f86v6.29	chcthdy	CH	NONE	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0235	f86v6	f86v6.40	shcthdy	SH	NONE	dy	FUSED	FUSED	FUSED	1	1	0
G632-O0236	f86v6	f86v6.43	chocthy	CH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0237	f87r	f87r.4	chcthody	CH	NONE	ody	FUSED	FUSED	FUSED	1	1	0
G632-O0238	f87r	f87r.9	shocthey	SH	O	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0239	f88r	f88r.7	chcthol	CH	NONE	ol	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0
G632-O0240	f88v	f88v.2	cheocthy	CH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0241	f88v	f88v.19	chocthey	CH	O	ey	FUSED	FUSED	FUSED	1	1	0
G632-O0242	f8r	f8r.10	cheocthy	CH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0243	f8v	f8v.2	shcthal	SH	NONE	al	FUSED	FUSED	FUSED	1	1	0
G632-O0244	f93r	f93r.21	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0245	f94v	f94v.8	sheocthy	SH	EO	y	FUSED	FUSED	FUSED	1	1	0
G632-O0246	f94v	f94v.12	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0247	f95r1	f95r1.6	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0248	f95r2	f95r2.8	chctham	CH	NONE	am	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0
G632-O0249	f95v1	f95v1.3	chcthykedy	CH	NONE	ykedy	FUSED	OTHER_BOUNDARY	ABSENT_OR_DIFFERENT	0	0	0
G632-O0250	f95v1	f95v1.12	shcthy	SH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0251	f95v1	f95v1.13	chcthy	CH	NONE	y	FUSED	FUSED	FUSED	1	1	0
G632-O0252	f96r	f96r.10	shocthody	SH	O	ody	FUSED	FUSED	FUSED	1	1	0
G632-O0253	f96v	f96v.3	chcthory	CH	NONE	ory	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0
G632-O0254	f99v	f99v.13	shocthy	SH	O	y	FUSED	FUSED	FUSED	1	1	0
G632-O0255	f9r	f9r.4	chcthod	CH	NONE	od	FUSED	FUSED	FUSED	1	1	0
