contact_id	occurrence_id	page	locus	part_surface	quality_prefix	interfix	remainder	quality_source	quality_surface	quality_axes	distance	order	prefix_axis_relation	both_triple_stable	working_part_de	working_quality_de	surface_line
G632-Q015	G632-O0039	f111r	f111r.53	chcthydain	CH	NONE	ydain	GDT627_MINIM_QUALITY_DEGREE	chaiin	DRY	3	QUALITY_BEFORE_PART	MATCHING_PREFIX_AXIS	1	trockene CTH-Materialform; Rest ydain offen	trocken, Grad III	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G632-Q016	G632-O0041	f111v	f111v.3	chcthar	CH	NONE	ar	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ar offen	kalt im qo-Qualitätsrahmen, Grad II	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim
G632-Q017	G632-O0042	f111v	f111v.8	chcthey	CH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ey offen	heiß im o-Rahmen, Grad II	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am
G632-Q018	G632-O0043	f111v	f111v.10	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G632-Q019	G632-O0044	f111v	f111v.19	shcthey	SH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Materialform; Rest ey offen	heiß im qo-Qualitätsrahmen, Grad II	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G632-Q020	G632-O0044	f111v	f111v.19	shcthey	SH	NONE	ey	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchte CTH-Materialform; Rest ey offen	heiß im qo-Qualitätsrahmen, Grad III	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G632-Q021	G632-O0045	f111v	f111v.20	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G632-Q022	G632-O0045	f111v	f111v.20	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G632-Q023	G632-O0045	f111v	f111v.20	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G632-Q024	G632-O0047	f111v	f111v.35	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad III	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G632-Q025	G632-O0048	f111v	f111v.39	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G632-Q026	G632-O0051	f112r	f112r.13	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	otaiin	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im o-Rahmen, Grad III	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G632-Q027	G632-O0054	f112v	f112v.20	chocthedy	CH	O	edy	GDT627_MINIM_QUALITY_DEGREE	qotaiin	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	trockene CTH-Materialform; Rest edy offen	kalt im qo-Qualitätsrahmen, Grad III	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal
G632-Q028	G632-O0055	f112v	f112v.39	chcthd	CH	NONE	d	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest d offen	kalt im qo-Qualitätsrahmen, Grad II	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G632-Q029	G632-O0058	f113r	f113r.32	chcthal	CH	NONE	al	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest al offen	heiß im o-Rahmen, Grad III	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G632-Q030	G632-O0059	f113v	f113v.19	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham
G632-Q031	G632-O0059	f113v	f113v.19	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad III	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham
G632-Q032	G632-O0060	f113v	f113v.39	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G632-Q033	G632-O0060	f113v	f113v.39	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	otain	COLD	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im o-Rahmen, Grad II	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G632-Q034	G632-O0062	f114r	f114r.45	chocthy	CH	O	y	GDT627_MINIM_QUALITY_DEGREE	otain	COLD	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im o-Rahmen, Grad II	dain ched chodaiin otain chdar chedy chocthy
G632-Q035	G632-O0068	f115r	f115r.15	chcthed	CH	NONE	ed	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest ed offen	kalt im qo-Qualitätsrahmen, Grad II	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G632-Q036	G632-O0070	f115r	f115r.17	cheocthy	CH	EO	y	GDT627_MINIM_QUALITY_DEGREE	qotaiin	COLD	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad III	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain
G632-Q037	G632-O0078	f116r	f116r.24	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad II	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G632-Q038	G632-O0079	f116r	f116r.30	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	saraiin shey qokain chcthy okar air ollaiin okaly
G632-Q039	G632-O0083	f15r	f15r.8	shocthy	SH	O	y	GDT627_MINIM_QUALITY_DEGREE	kaiin	HOT	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	0	feuchte Blatt-/Krautmaterialform	heiß, Grad III	shocthy tol kaiin s dain ctholy
G632-Q040	G632-O0091	f19v	f19v.4	chcthy	CH	NONE	y	GDT630_OL_QUALITY_DEGREE	qotol daiin	COLD	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	0	trockene Blatt-/Krautmaterialform	im qo-Qualitätsrahmen: kalt, Grad III	ytch chcthy qotol daiin daiin
G632-Q041	G632-O0096	f20v	f20v.10	chocthy	CH	O	y	GDT630_OL_QUALITY_DEGREE	chol daiin	DRY	1	PART_BEFORE_QUALITY	MATCHING_PREFIX_AXIS	1	trockene Blatt-/Krautmaterialform	trocken, Grad III	shokaiin chocthy chol daiin chy chor ety
G632-Q042	G632-O0130	f44v	f44v.3	shcthy	SH	NONE	y	GDT630_OL_QUALITY_DEGREE	otol daiin	COLD	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchte Blatt-/Krautmaterialform	im o-Rahmen: kalt, Grad III	tol okchor shcthy otol daiin cthy cthy
G632-Q043	G632-O0132	f44v	f44v.12	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	chaiin	DRY	1	QUALITY_BEFORE_PART	MATCHING_PREFIX_AXIS	1	trockene Blatt-/Krautmaterialform	trocken, Grad III	ychey teol chaiin chcthy ctho cthol
G632-Q044	G632-O0133	f45r	f45r.3	chcthy	CH	NONE	y	GDT630_OL_QUALITY_DEGREE	kchol daiin	DRY|HOT	1	PART_BEFORE_QUALITY	MATCHING_PREFIX_AXIS	1	trockene Blatt-/Krautmaterialform	heiß-trocken, Grad III	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G632-Q045	G632-O0147	f5r	f5r.4	chocthy	CH	O	y	GDT627_MINIM_QUALITY_DEGREE	chan	DRY	3	QUALITY_BEFORE_PART	MATCHING_PREFIX_AXIS	1	trockene Blatt-/Krautmaterialform	trocken, Grad I	otain sheody chan s cheor chocthy
G632-Q046	G632-O0156	f75r	f75r.6	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	pcheykeeor olky dar okey qokain chcthy qokeedy qoky
G632-Q047	G632-O0157	f75r	f75r.9	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokan	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad I	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal
G632-Q048	G632-O0160	f75r	f75r.33	chcthedy	CH	NONE	edy	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest edy offen	heiß im qo-Qualitätsrahmen, Grad II	qokeey l shedy qo l chedy qokain chcthedy ltedy darom
G632-Q049	G632-O0161	f76r	f76r.13	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad III	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar
G632-Q050	G632-O0169	f76v	f76v.5	chcthedy	CH	NONE	edy	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	trockene CTH-Materialform; Rest edy offen	heiß im o-Rahmen, Grad II	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg
G632-Q051	G632-O0169	f76v	f76v.5	chcthedy	CH	NONE	edy	GDT627_MINIM_QUALITY_DEGREE	otain	COLD	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Materialform; Rest edy offen	kalt im o-Rahmen, Grad II	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg
G632-Q052	G632-O0174	f77r	f77r.26	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	qoteedy qokeedy qokaiin chcthy lchedy qokaly
G632-Q053	G632-O0175	f77v	f77v.31	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy
G632-Q054	G632-O0177	f78v	f78v.11	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	qol chedy qol okeey ykal ol chdy qokain chcthy daiin
G632-Q055	G632-O0183	f79v	f79v.13	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	dain ar olshey dytain qokain checthy okeedy qokeedy ror
G632-Q056	G632-O0184	f80r	f80r.14	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
G632-Q057	G632-O0185	f80r	f80r.16	shecthy	SH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty
G632-Q058	G632-O0186	f80r	f80r.18	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G632-Q059	G632-O0187	f80r	f80r.18	shecthy	SH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G632-Q060	G632-O0188	f80r	f80r.19	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
G632-Q061	G632-O0188	f80r	f80r.19	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad II	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
G632-Q062	G632-O0191	f80r	f80r.23	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	kaiin	HOT	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	0	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß, Grad III	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar
G632-Q063	G632-O0195	f80r	f80r.30	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	dshedy qokal chcthy qokain shedy okaiin shey dainol
G632-Q064	G632-O0195	f80r	f80r.30	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okaiin	HOT	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad III	dshedy qokal chcthy qokain shedy okaiin shey dainol
G632-Q065	G632-O0197	f80r	f80r.33	shecthy	SH	E	y	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad II	solchey qokeey lkar otal olkeey okain shecthy ol
G632-Q066	G632-O0198	f80r	f80r.40	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qotain	COLD	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	kalt im qo-Qualitätsrahmen, Grad II	torolshsdy opchey shepchy qotain shcthy qokedy daly
G632-Q067	G632-O0199	f80r	f80r.42	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	y cheeytal checthy qokain qokain checthy qokain ol
G632-Q068	G632-O0200	f80r	f80r.42	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	y cheeytal checthy qokain qokain checthy qokain ol
G632-Q069	G632-O0200	f80r	f80r.42	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	y cheeytal checthy qokain qokain checthy qokain ol
G632-Q070	G632-O0199	f80r	f80r.42	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	y cheeytal checthy qokain qokain checthy qokain ol
G632-Q071	G632-O0200	f80r	f80r.42	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	y cheeytal checthy qokain qokain checthy qokain ol
G632-Q072	G632-O0201	f80r	f80r.44	checthy	CH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	qokain shckhy qokolkain chedy qokain checthy lor
G632-Q073	G632-O0202	f80v	f80v.3	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	schedy qolchedy qokaiin chcthy otaiin sheeky qol
G632-Q074	G632-O0202	f80v	f80v.3	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	otaiin	COLD	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	kalt im o-Rahmen, Grad III	schedy qolchedy qokaiin chcthy otaiin sheeky qol
G632-Q075	G632-O0204	f80v	f80v.10	shcthy	SH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
G632-Q076	G632-O0206	f80v	f80v.17	shecthy	SH	E	y	GDT627_MINIM_QUALITY_DEGREE	qokaiin	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchte CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad III	solcheol qokaiin shecthy qokal cheol dy qotlolkal chedyr
G632-Q077	G632-O0209	f81r	f81r.4	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	qokain	HOT	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im qo-Qualitätsrahmen, Grad II	dchedy qokain ol ol chcthy ykeedy al
G632-Q078	G632-O0210	f81r	f81r.7	chcthy	CH	NONE	y	GDT627_MINIM_QUALITY_DEGREE	okain	HOT	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockene CTH-Pflanzen-/Drogenmaterialform	heiß im o-Rahmen, Grad II	dshees okain chcthy otey okain
