population	scope_type	scope	occurrences	none_occurrences	none_share	e_occurrences	e_share	o_occurrences	o_share	eo_occurrences	eo_share	dominant_interfix	diagnostic_de
FUSED_ONLY	HAND	3	79	54	0.6835	16	0.2025	6	0.0759	3	0.0380	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_ONLY	HAND	5	7	5	0.7143	1	0.1429	0	0.0000	1	0.1429	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_ONLY	HAND	@	4	1	0.2500	1	0.2500	0	0.0000	2	0.5000	EO	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	B	65	36	0.5538	29	0.4462	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	C	2	2	1.0000	0	0.0000	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	H	90	52	0.5778	6	0.0667	29	0.3222	3	0.0333	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	P	7	1	0.1429	0	0.0000	4	0.5714	2	0.2857	O	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	S	77	49	0.6364	17	0.2208	6	0.0779	5	0.0649	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	SECTION	T	21	14	0.6667	4	0.1905	1	0.0476	2	0.0952	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	LANGUAGE	A	80	40	0.5000	3	0.0375	32	0.4000	5	0.0625	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	LANGUAGE	B	182	114	0.6264	53	0.2912	8	0.0440	7	0.0385	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	HAND	1	77	38	0.4935	3	0.0390	32	0.4156	4	0.0519	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	HAND	2	94	56	0.5957	35	0.3723	2	0.0213	1	0.0106	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	HAND	3	80	54	0.6750	16	0.2000	6	0.0750	4	0.0500	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	HAND	5	7	5	0.7143	1	0.1429	0	0.0000	1	0.1429	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
FUSED_PLUS_ALL_READER_SEPARATED	HAND	@	4	1	0.2500	1	0.2500	0	0.0000	2	0.5000	EO	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	B	65	36	0.5538	29	0.4462	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	C	2	2	1.0000	0	0.0000	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	H	92	53	0.5761	6	0.0652	30	0.3261	3	0.0326	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	P	7	1	0.1429	0	0.0000	4	0.5714	2	0.2857	O	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	S	78	49	0.6282	17	0.2179	6	0.0769	6	0.0769	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	SECTION	T	21	14	0.6667	4	0.1905	1	0.0476	2	0.0952	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	LANGUAGE	A	82	41	0.5000	3	0.0366	33	0.4024	5	0.0610	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	LANGUAGE	B	183	114	0.6230	53	0.2896	8	0.0437	8	0.0437	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	HAND	1	79	39	0.4937	3	0.0380	33	0.4177	4	0.0506	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	HAND	2	94	56	0.5957	35	0.3723	2	0.0213	1	0.0106	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	HAND	3	81	54	0.6667	16	0.1975	6	0.0741	5	0.0617	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	HAND	5	7	5	0.7143	1	0.1429	0	0.0000	1	0.1429	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
CONSERVATIVE_BOUNDARY_NORMALIZED	HAND	@	4	1	0.2500	1	0.2500	0	0.0000	2	0.5000	EO	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	B	65	36	0.5538	29	0.4462	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	C	2	2	1.0000	0	0.0000	0	0.0000	0	0.0000	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	H	93	53	0.5699	6	0.0645	31	0.3333	3	0.0323	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	P	7	1	0.1429	0	0.0000	4	0.5714	2	0.2857	O	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	S	78	49	0.6282	17	0.2179	6	0.0769	6	0.0769	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	SECTION	T	21	14	0.6667	4	0.1905	1	0.0476	2	0.0952	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	LANGUAGE	A	83	41	0.4940	3	0.0361	34	0.4096	5	0.0602	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	LANGUAGE	B	183	114	0.6230	53	0.2896	8	0.0437	8	0.0437	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	HAND	1	80	39	0.4875	3	0.0375	34	0.4250	4	0.0500	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	HAND	2	94	56	0.5957	35	0.3723	2	0.0213	1	0.0106	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	HAND	3	81	54	0.6667	16	0.1975	6	0.0741	5	0.0617	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	HAND	5	7	5	0.7143	1	0.1429	0	0.0000	1	0.1429	NONE	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
INCLUSIVE_LEFT_BOUNDARY	HAND	@	4	1	0.2500	1	0.2500	0	0.0000	2	0.5000	EO	E und O sind registergeprägte lokale Klassen; die Populationen halten fusionierte, all-reader-getrennte, konservativ normalisierte und inklusive linke Grenzen auseinander.
