event_id	page	record	statement_id	desk	semantic_component_parse	invariant_command_de	previous_parse	expected_card_no	selected_card_no	selection_reason	observed_surface	licensed_surfaces	card_selection_correct	surface_is_licensed
E148	f81v	B1	B1-S014	B_BATH_DESK	OL	FORTSETZEN	L+CHD+AL	PROC013	PROC013	DEFAULT_CARD	qol	cheol|chol|ol|qol|sol|tol	YES	YES
E151	f81v	B1	B1-S015	B_BATH_DESK	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	T+E+Y	PROC091	PROC091	SR04_EXCEPTION	okchedy	okchedy|qokchedy	YES	YES
E154	f81v	B1	B1-S016	B_BATH_DESK	OL	FORTSETZEN	OK+EE+Y	PROC013	PROC013	DEFAULT_CARD	qol	cheol|chol|ol|qol|sol|tol	YES	YES
E158	f81v	B1	B1-S017	B_BATH_DESK	CHD+DY	UMSETZEN; SCHLUSS	E+OL	PROC094	PROC094	SR01_EXCEPTION	dchdy	dchdy	YES	YES
E167	f82r	B2	B2-S001	B_BATH_DESK	CHD+DY	UMSETZEN; SCHLUSS	START	PROC076	PROC076	DEFAULT_CARD	dchedy	dchedy|schedy|tchedy	YES	YES
E183	f82r	B2	B2-S005	B_BATH_DESK	CHK+EE+Y	WAERMEN · LANG · DIES	O+CTH+E+OL	PROC107	PROC107	SR03_EXCEPTION	chkeey	chkeey	YES	YES
E188	f82r	B2	B2-S006	B_BATH_DESK	OK+Y	ANSETZEN · DIES	SH+E+CKH+Y	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E195	f82r	B2	B2-S010	B_BATH_DESK	OK+Y	ANSETZEN · DIES	OK+EE+Y	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E196	f82r	B2	B2-S010	B_BATH_DESK	OL	FORTSETZEN	OK+Y	PROC115	PROC115	SR07_EXCEPTION	ls	ls	YES	YES
E197	f82r	B2	B2-S010	B_BATH_DESK	SH+EE+Y	HALTEN · LANG · DIES	OL	PROC031	PROC031	DEFAULT_CARD	cheey	cheey|shey	YES	YES
E203	f82r	B2	B2-S012	B_BATH_DESK	SH+EE+Y	HALTEN · LANG · DIES	L+CH+Y	PROC031	PROC031	DEFAULT_CARD	cheey	cheey|shey	YES	YES
E239	f83r	B3	B3-S005	S_STATION_DESK	CHD+DY	UMSETZEN; SCHLUSS	START	PROC076	PROC076	DEFAULT_CARD	schedy	dchedy|schedy|tchedy	YES	YES
E240	f83r	B3	B3-S006	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	START	PROC133	PROC133	SR02_EXCEPTION	chedchy	chedchy	YES	YES
E244	f83r	B3	B3-S007	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	OK+AIIN	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E247	f83r	B3	B3-S009	S_STATION_DESK	OK+Y	ANSETZEN · DIES	START	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E251	f83r	B3	B3-S011	S_STATION_DESK	OK+Y	ANSETZEN · DIES	SH+E+CTH+CHD+Y	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E252	f83r	B3	B3-S011	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	OK+Y	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E264	f83r	B3	B3-S016	S_STATION_DESK	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	L+O	PROC091	PROC091	SR04_EXCEPTION	qokchedy	okchedy|qokchedy	YES	YES
E281	f83r	B3	B3-S022	S_STATION_DESK	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	START	PROC145	PROC145	DEFAULT_CARD	qotchedy	otchedy|qotchedy	YES	YES
E283	f83r	B3	B3-S024	S_STATION_DESK	CHD+DY	UMSETZEN; SCHLUSS	START	PROC076	PROC076	DEFAULT_CARD	tchedy	dchedy|schedy|tchedy	YES	YES
E284	f83r	B3	B3-S025	S_STATION_DESK	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	START	PROC082	PROC082	DEFAULT_CARD	qokchdy	qokchdy	YES	YES
E287	f83r	B3	B3-S026	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	L+AIIN	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E295	f83r	B3	B3-S029	S_STATION_DESK	OL	FORTSETZEN	START	PROC013	PROC013	DEFAULT_CARD	sol	cheol|chol|ol|qol|sol|tol	YES	YES
E298	f83r	B3	B3-S030	S_STATION_DESK	OK+Y	ANSETZEN · DIES	START	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E301	f83r	B3	B3-S030	S_STATION_DESK	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	CHD+AIR	PROC145	PROC145	DEFAULT_CARD	otchedy	otchedy|qotchedy	YES	YES
E304	f83r	B3	B3-S032	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	CHD+AIN	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E319	f83r	B4	B4-S003	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	START	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E321	f83r	B4	B4-S003	S_STATION_DESK	OT+Y	DANACH · DIES	OT+AL	PROC065	PROC065	DEFAULT_CARD	otchey	otchey	YES	YES
E323	f83r	B4	B4-S003	S_STATION_DESK	OK+Y	ANSETZEN · DIES	OK+EE+Y	PROC008	PROC008	DEFAULT_CARD	qoky	choky|oky|qoky	YES	YES
E324	f83r	B4	B4-S003	S_STATION_DESK	OL	FORTSETZEN	OK+Y	PROC013	PROC013	DEFAULT_CARD	tol	cheol|chol|ol|qol|sol|tol	YES	YES
E328	f83r	B4	B4-S005	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	AIN	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E333	f83r	B4	B4-S008	S_STATION_DESK	CHK+EE+Y	WAERMEN · LANG · DIES	AIIN	PROC046	PROC046	DEFAULT_CARD	cheeky	cheeky	YES	YES
E334	f83r	B4	B4-S008	S_STATION_DESK	SH+EE+Y	HALTEN · LANG · DIES	CHK+EE+Y	PROC157	PROC157	SR10_EXCEPTION	sheey	sheey	YES	YES
E342	f83r	B4	B4-S011	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	OK+AIN	PROC042	PROC042	DEFAULT_CARD	chdy	chdy|chedy	YES	YES
E343	f83r	B4	B4-S011	S_STATION_DESK	OL	FORTSETZEN	CHD+Y	PROC013	PROC013	DEFAULT_CARD	sol	cheol|chol|ol|qol|sol|tol	YES	YES
E346	f83r	B4	B4-S013	S_STATION_DESK	OK+OL	ANSETZEN · FORTSETZEN	START	PROC160	PROC160	SR05_EXCEPTION	qokol	qokol	YES	YES
E353	f83r	B4	B4-S015	S_STATION_DESK	SH+EE+Y	HALTEN · LANG · DIES	OK+AIN	PROC031	PROC031	DEFAULT_CARD	shey	cheey|shey	YES	YES
E362	f83r	B5	B5-S001	S_STATION_DESK	OT+CHD+DY	DANACH · UMSETZEN; SCHLUSS	START	PROC166	PROC166	SR08_EXCEPTION	otchdy	otchdy	YES	YES
E363	f83r	B5	B5-S002	S_STATION_DESK	OK+CHD+DY	ANSETZEN · UMSETZEN; SCHLUSS	START	PROC082	PROC082	DEFAULT_CARD	qokchdy	qokchdy	YES	YES
E366	f83r	B5	B5-S003	S_STATION_DESK	OL	FORTSETZEN	AL	PROC013	PROC013	DEFAULT_CARD	cheol	cheol|chol|ol|qol|sol|tol	YES	YES
E370	f83r	B5	B5-S003	S_STATION_DESK	OL	FORTSETZEN	AIIN	PROC013	PROC013	DEFAULT_CARD	sol	cheol|chol|ol|qol|sol|tol	YES	YES
E372	f83r	B5	B5-S003	S_STATION_DESK	CHD+Y	UMSETZEN · DIES	DA+IIN	PROC042	PROC042	DEFAULT_CARD	chedy	chdy|chedy	YES	YES
E376	f83r	B6	B6-S001	S_STATION_DESK	OL	FORTSETZEN	R+AL+Y	PROC013	PROC013	DEFAULT_CARD	ol	cheol|chol|ol|qol|sol|tol	YES	YES
E378	f83r	B6	B6-S001	S_STATION_DESK	OL	FORTSETZEN	AIIN	PROC013	PROC013	DEFAULT_CARD	ol	cheol|chol|ol|qol|sol|tol	YES	YES
