event_serial	record_unit_id	page	locus	field_id	statement_id	event_index_in_record	surface_display_only	joint_tuple_id	formal_formula_opaque	terminal_status	selected_exact_mnemonic_unchanged	strict_formal_prompt	v63_event_template	v63_event_parse_status	v64_support_class	v63_statement_parse_status	v63_field_parse_status	v62_statement_pre_state	v62_statement_post_state	register_scope	v59_local_expansion_for_comparison	v64_local_source_expansion	local_expansion_level	unsupported_nouns_reference	strongest_nonmedical_field_reading	semantic_noninheritance	source_lineage
11	H1	f10r	f10r.5	F002	H1-S002	11	qokchy	9ad66e67803a12e745de	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	gebrauche die frisch bereitete Arznei	für einen zweiten Gebrauch nimm die Flüssigkeit wieder auf	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H1_RECORD_LEDGER	zweite Färberprobe mit vorigem Bad verbinden und erwärmen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
12	H1	f10r	f10r.5	F002	H1-S002	12	qotchol	e8a6105b5c3a6220b440	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	wende sie warm an	erwärme sie nur handwarm	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H1_RECORD_LEDGER	zweite Färberprobe mit vorigem Bad verbinden und erwärmen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
13	H1	f10r	f10r.5	F002	H1-S002	13	chol	dcda95c81a5460feb191	FRAME_O(LINK)	NONCLOSE	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Mit der vorigen Zubereitung weiter	verbinde sie mit dem vorigen Ansatz	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H1_RECORD_LEDGER	zweite Färberprobe mit vorigem Bad verbinden und erwärmen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
14	H1	f10r	f10r.5	F002	H1-S002	14	cthy	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD	NONCLOSE	BEREIT?	NONE	STATE_GATE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Sobald die Zubereitung gebrauchsfertig ist	verwende sie, sobald sie bereit ist	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H1_RECORD_LEDGER	zweite Färberprobe mit vorigem Bad verbinden und erwärmen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
15	H2	f10r	f10r.6	F003	H2-S001	1	ycheor	7249edc4df3419c26999	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	sie wächst auf feuchtem Wiesengrund	nimm die oberen jungen Teile derselben Bildpflanze	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
16	H2	f10r	f10r.6	F003	H2-S001	2	cthy	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD	NONCLOSE	BEREIT?	NONE	STATE_GATE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Sobald die Zubereitung gebrauchsfertig ist	beginne, sobald das Pflanzenmaterial bereitliegt	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
17	H2	f10r	f10r.6	F003	H2-S001	3	chor	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD	NONCLOSE	ANSATZ?	NONE	LINK_ACTIVE	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Die bereitete Arbeitsflüssigkeit	setze daraus einen frischen Ansatz an	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
18	H2	f10r	f10r.6	F003	H2-S001	4	cthaiin	f3c23f42baf625639e1e	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	gib den ausgepressten Saft hinzu	gib den ausgepressten Saft hinzu	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
19	H2	f10r	f10r.6	F003	H2-S001	5	qoctholy	af816c04e65874a0f2fa	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	koche es sanft	lasse ihn gelinde einkochen	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
20	H2	f10r	f10r.6	F003	H2-S001	6	dy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	halte diese Charge als aktiven Posten	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
21	H2	f10r	f10r.6	F003	H2-S001	7	chy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	teile die gebrauchsfertige Flüssigkeit ab	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
22	H2	f10r	f10r.6	F003	H2-S001	8	taiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	NONCLOSE	MASS?	NONE	PARAMETER_ASSIGN	UNIQUE_EXACT	UNIQUE_EVENT_TEMPLATE;LOCAL_WORDING_AMBIGUOUS	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Ein vorgeschriebenes Maß	nach vorgeschriebenem Maß	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
23	H2	f10r	f10r.6	F003	H2-S001	9	shy	b921a237be883a820352	OPAQUE_PAYLOAD	NONCLOSE	UNKNOWN	NONE	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	EXEMPLAR_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	STATEMENT_ENVELOPE_ONLY;NO_EVENT_ORDER_INHERITANCE	Diese aktive Portion	bewahre diese erste Portion für die Verbindung	CREATIVE_HERBAL_EXEMPLAR;NOT_CARD_VALUE	SEE_H2_RECORD_LEDGER	erste Pigmentcharge aus Oberteilen ansetzen und abmessen	EXACT_CARD_UNCHANGED;FORMAL_CONTROL_NOT_WORD;SURFACE_DISPLAY_ONLY	V53_SELECTED_VISUAL_OWNER>V60_SELECTED_EVENT>V61_SELECTED_STATEMENT>V62_SELECTED_REGISTER>V63_SELECTED_PARSE>V64_R1
