field_id	record_unit_id	page	locus	statement_id	field_position_in_statement	event_count	event_serials	v63_primary_template	v63_ordered_template_sequence	v63_parse_status_fixed	recognized_event_count	exemplar_only_event_count	register_pre_state_statement_envelope	register_post_state_statement_envelope	local_plant_input	complete_technical_field_reading	local_plant_output	iatromedical_field_comparator	comparison_winner_from_statement	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	layer_contract	source_lineage
F011	H4	f55v	f55v.5	H4-S002	ONLY	3	61|62|63	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	H4-P01 Blattflotte	Sollmenge abteilen, weichen Blattrest heben, pressen und die Flüssigkeit seihen; beide Fraktionen schließen.	H4-P02 geseihte Flüssigkeit + Presskuchen	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	TECHNICAL	Presskuchen und Trennverfahren stehen nicht in den lizenzierten Karten.	E61@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E62@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E63@e026af581c99322fbd46:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F012	H4	f55v	f55v.11	H4-S003	ONLY	4	64|65|66|67	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	H4-R02 zweite Blattfraktion	Zweite Fraktion mit frischem Wasser waschen, warm mazerieren, seihen und als Parallelposten schließen.	H4-P03 zweite geseihte Blattflotte	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	TECHNICAL	Das ganze Feld ist UNPARSED; alle Verfahrenswörter sind lokal.	E64@f7dc90b2c31fd341f0a4:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E65@807591efc3d3f7ddbfab:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E66@2c1a5fd92b9e3c762242:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E67@1b1ffdd869fb1429ad03:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F013	H4	f55v	f55v.11	H4-S004	ONLY	6	68|69|70|71|72|73	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TARGET_ASSIGN > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	3	3	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	H4-P02 + H4-P03	Sollmenge buchen, opaken Relationsslot setzen, beide Fraktionen vergleichen, aktiven Ansatz aufnehmen, etikettieren und bedeckt lagern.	H4-P04 etikettierter Paarlagerposten	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	TIE	Der formale Relationsslot bedeutet weder Gefäß noch Vergleich; beides sind lokale Argumente.	E68@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E69@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E70@204b04837409088c48f9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E71@7a4bb8136330ee4e6e56:LINK_ACTIVE:EXACT_JOINT_TUPLE_MNEMONIC > E72@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E73@6afeb5c9ab9f6cbdea0d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F014	H5	f56r	f56r.5	H5-S001	FIRST	4	74|75|76|77	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN	AMBIGUOUS	1	3	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	H5-R01 sichtbares drüsiges Feuchtlandmaterial	Kleine Gesamtprobe sammeln, Wurzel und Kraut trennen und die Sollmenge der Krautfraktion buchen.	H5-R01 abgeteilte Krautfraktion	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß	TECHNICAL	Teilgrenze und kleine Menge sind visuell-lokale Annahmen.	E74@b9d7b6d68209a9019e7a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E75@2cc054357a929df85f64:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E76@0ec6a45e2950e8e7061d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E77@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F015	H5	f56r	f56r.7	H5-S001	LAST	5	78|79|80|81|82	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_APPLY > TARGET_ASSIGN	AMBIGUOUS	2	3	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	H5-R01 Krautfraktion	Kraut einweichen und quetschen, klebrige Flüssigkeit auffangen, aktive Charge auf Prüffläche einsetzen und danach die Zieladresse buchen.	H5-P01 Mucilage-Prüfcharge an H5-T01	nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	TECHNICAL	Mucilage, Wasser und Prüffläche sind technische Hypothesen; ACTION vor TARGET bleibt auffällig.	E78@2cc054357a929df85f64:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E79@893c570f3fa3fce99711:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E80@10488b911aae52b3b334:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E81@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E82@dd0ecaf5e27d81befffc:TARGET_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F016	H5	f56r	f56r.8	H5-S002	ONLY	4	83|84|85|86	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > EXEMPLAR_ONLY > ACTION_APPLY > EXEMPLAR_ONLY	AMBIGUOUS	1	3	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	H5-P01 aktive Prüfcharge	Aktive Charge aufnehmen, auf eine zweite Prüffläche einsetzen, lufttrocknen lassen und schließen.	H5-T02 luftgetrocknete Beschichtungsprobe	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	TECHNICAL	Die zweite Prüffläche und Beschichtungsfunktion sind stille Argumente.	E83@d665560c8ff80799a82c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E84@c10aec6d4dd877ec8bd8:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E85@276a7c2d74d1143446f4:ACTION_APPLY:EXACT_JOINT_TUPLE_MNEMONIC > E86@95987d6f198d6d247511:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F017	H5	f56r	f56r.12	H5-S003	ONLY	4	87|88|89|90	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	H5-R02 Kopf + H5-R03 schmales Blatt	Kopf- und Blattfraktion getrennt eröffnen, mit Loszeichen versehen und im Schatten trocknen.	getrennte trocknende Referenzfraktionen	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	TIE	Das Feld ist UNPARSED; Fraktionen und Trocknung stammen nur aus dem Recordmodell.	E87@ad3581d3144f69a5912d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E88@2cc054357a929df85f64:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E89@b74e9e65637b7c8538dd:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E90@1322bc176443fc2a8a86:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F018	H5	f56r	f56r.13	H5-S004	ONLY	3	91|92|93	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	getrocknete H5-R03 Blattfraktion	Getrocknete Blattfraktion wieder aufnehmen, Lagerfach zuweisen und trocken verwahren.	H5-R03 im Lagerfach H5-T04	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	IATROMEDICAL	Das Feld ist UNPARSED; Lagerziel und Wiederaufnahme kommen aus V62 plus lokaler Expansion.	E91@9ad66e67803a12e745de:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E92@087a47b5423438cd6b6a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E93@75a523fcf039b006f97b:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F019	H5	f56r	f56r.18	H5-S005	ONLY	4	94|95|96|97	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	H5-R04 frischer Pflanzenrest	Frischen Rest anfeuchten, homogenisieren und als Klebmasse im bedeckten Topf lagern.	H5-P02 frische Klebmasse	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	IATROMEDICAL	Das Feld ist UNPARSED; Binderfunktion, Wasser und Gefäß sind Zusatzannahmen.	E94@2cc054357a929df85f64:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E95@9ad66e67803a12e745de:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E96@c71c72da4e09e0833392:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E97@61a075bc54793c1c781f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
F020	H5	f56r	f56r.19	H5-S006	ONLY	3	98|99|100	COMPOSITE_SEQUENCE	SELECT_PART > EXEMPLAR_ONLY > PARAMETER_ASSIGN	AMBIGUOUS	2	1	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	H5-R05 geöffnete Blütenfraktion	Bezeichnete Blütenfraktion wählen, als Referenzteil einlegen und das Sollmaß buchen.	H5-R05 abgemessenes Referenzlos	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	TIE	Nur Auswahl und Maß sind lizenziert; Blüte und Referenzzweck kommen aus Bild und Record.	E98@faf321940aed922846a9:SELECT_PART:EXACT_JOINT_TUPLE_MNEMONIC > E99@9bb7122b386ebbc6138f:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E100@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT	PASS_EXACT_OPAQUE_ID_SEQUENCE	V63_STATUS_UNCHANGED;V62_ENVELOPE_UNCHANGED;V64_WORDS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V64_R3_PLANT_FIELD
