assumption_id	record_unit_id	layer	assumption	used_at	basis	confidence	strongest_contradiction	disposition	card_licensed	use_count_in_event_interlinear	semantic_contract
A021	H2	GENRE	glasiertes/bedecktes Gefäß	e32|e37	Salbenlagerung	LOW	Gefäß unsichtbar	KEEP_LOCAL_ONLY	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A022	H2	EXEMPLAR	weiche Salbenkonsistenz	e35|e36	Gattung	LOW	keine Zustandskarte	KEEP_LOCAL_ONLY	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A023	H2	GENRE	äußerlich gegen Geschwür/Schwellung	e38	Abiss-/Salbengattung	LOW	Gebrauch und Leiden unsichtbar	KEEP_LOCAL_ONLY	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A024	H3	IMAGE	Duftveilchen als f11r-Besitzer	F006	V53 Bildbefund + Physica-Vergleich	MEDIUM	lange gezähnte Wurzeln passen nicht	KEEP_IMAGE_WAGER	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A025	H3	IMAGE|GENRE	Blüten/junge Blätter im ersten Frühjahr	e39	Viola-Bild und Physica	MEDIUM	Teil und Saison unkartiert	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A026	H3	GENRE	reiner Wein als Kochmedium	e40	Physica I.103	HIGH_AS_ANALOGY	keine Mediumkarte	KEEP_GENRE	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A027	H3	GENRE	Tuchfiltration, Stehen, Nachseihen, Abkühlen	e41|e42|e43|e45	Physica/Rezeptpraxis	MEDIUM	nur KLAR? ist sichtbar	KEEP_TAGGED	NO	4	NEVER_PROMOTE_TO_CARD_MEANING
A028	H3	EXEMPLAR	örtliches Klarheits-/Bereitschaftskriterium	e44|e54	KLAR?/BEREIT? brauchen lokale Prüfung	MEDIUM	keine Dauer/Temperatur	KEEP_OPEN	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A029	H3	EXEMPLAR	Blüten für zweite Arznei zurückbehalten	e46|e52	V62 PREVIOUS-Mechanik + Artikelverzweigung	MEDIUM_LOW	F007 vollständig unparsed	KEEP_OPEN	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A030	H3	GENRE	Veilchenwein als Trank	e48|e49	Physica I.103	HIGH_AS_ANALOGY	kein ANWENDEN?-Anker	KEEP_GENRE	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A031	H3	GENRE	bedrücktes Gemüt und beschwerte Brust	e50	Physica I.103	HIGH_AS_ANALOGY	Indikation unsichtbar	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A032	H3	GENRE	Olivenöl für zweite Zubereitung	e53	Physica I.103	HIGH_AS_ANALOGY	Medium unsichtbar	KEEP_GENRE	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A033	H3	GENRE	äußerlich um die Lider, nicht ins Auge	e55	Physica I.103	HIGH_AS_ANALOGY	Körperstelle und Handlung unkartiert	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A034	H3	EXEMPLAR	kleines örtliches Maß	e51	MASS? plus Dosisgenre	LOW	Zahl/Einheit fehlen	KEEP_LOCAL_ONLY	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A035	H4	IMAGE	Bärlauch/Allium als f55v-Besitzer	F010	V53 Bildbefund + Allium-Verfahrensvergleich	MEDIUM	eindeutige Zwiebel fehlt	KEEP_IMAGE_WAGER	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A036	H4	IMAGE|GENRE	breite Blätter zerstoßen	e58	Bild + Allium-/Plantago-Praxis	MEDIUM	Aktion unparsed	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A037	H4	GENRE	Weißwein als Medium	e59	Bald's-eyesalve-Verfahrensanalogie	MEDIUM	Medium unsichtbar	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A038	H4	GENRE	bedeckt/kühl stehen und verwahren	e56|e60|e63	Allium-Rezeptpraxis	MEDIUM	keine Standzeit sichtbar	KEEP_TAGGED	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A039	H4	GENRE	durch Leinwand wringen und klären	e62|e63	Bald's-eyesalve-Verfahrensanalogie	MEDIUM_HIGH	F011 hat nur MASS?-Anker	KEEP_GENRE	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A040	H4	GENRE	äußere Wundwäsche	e64|e65|e67	Allium-Wundvergleich	LOW	F012 vollständig unparsed	KEEP_LOCAL_ONLY	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A041	H4	EXEMPLAR	einmal/örtliche Häufigkeit	e66	lokaler Rezeptfüller	LOW	keine Zahl sichtbar	KEEP_LOCAL_ONLY	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A042	H4	EXEMPLAR	örtliche Maße und zweite Blattportion	e57|e61|e68	MASS? plus Artikelverzweigung	LOW	keine Einheit/Teilidentität	KEEP_LOCAL_ONLY	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A043	H4	GENRE	Blätter gelinde erwärmen	e70	Plantago-/Umschlagspraxis	MEDIUM	kein TEMPERIEREN?	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A044	H4	GENRE	Honig als Träger	e72	Plantago- und Rezeptpraxis	MEDIUM	Medium unsichtbar	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A045	H4	GENRE|EXEMPLAR	warmer Umschlag an äußerer Stelle	e69|e73	Plantago-Analogie + lokaler Zielslot	MEDIUM_LOW	Relation ist formal, Ziel unbekannt	KEEP_OPEN	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A046	H5	IMAGE	Rundblättriger Sonnentau als f56r-Besitzer	F014	V53 Bildbefund	VISUAL_MEDIUM_HISTORICAL_LOW	sichere Bild-/Texttradition um 1420 ungeklärt	HIGH_RISK_IMAGE_WAGER	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A047	H5	IMAGE|GENRE	oberirdisches Kraut im Moor	e75	Drosera-Habitus/Habitat	MEDIUM	Habitat und Teil unkartiert	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A048	H5	EXEMPLAR	Ernte zu Beginn der Blüte	e76	spätere Drogenpraxis	LOW	um 1420 unbelegt	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A049	H5	EXEMPLAR	kleine örtliche Menge	e77|e100	MASS? plus Vorsichtsannahme	LOW	keine Zahl/Einheit	KEEP_LOCAL_ONLY	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A050	H5	GENRE	frische klebrige Blätter zerstoßen	e78	spätere Drosera-Hautpraxis	LOW	um 1420 unbelegt	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A051	H5	EXEMPLAR	Warze/Hühnerauge als Hautziel	e79|e80|e82	spätere Drosera-Hautpraxis	LOW	ZIEL? nennt keine Hautstelle	HIGH_RISK	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A052	H5	EXEMPLAR	nur kurze Hautanwendung	e81	Sicherheits-/Reizannahme	LOW	ANWENDEN? nennt keine Dauer	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A053	H5	GENRE	Auflage abnehmen und mit Wasser waschen	e83|e84|e86	äußere Behandlungspraxis	LOW	F016 größtenteils unparsed	HIGH_RISK	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A054	H5	EXEMPLAR	nur bei Verträglichkeit wiederholen	e85	editoriale Vorsicht	LOW	keine Bedingung sichtbar	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A055	H5	GENRE	blühende Stiele im Schatten trocknen/zerreiben	e87|e88|e89	Drogenvorratspraxis	LOW	F017 vollständig unparsed	KEEP_LOCAL_ONLY	NO	3	NEVER_PROMOTE_TO_CARD_MEANING
A056	H5	GENRE	trockene Verwahrung	e90	Drogenvorratspraxis	LOW	unparsed	KEEP_LOCAL_ONLY	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A057	H5	GENRE	schwacher Weinauszug	e91|e92	pectorale Rezeptpraxis	LOW	Drosera um 1420 unsicher	HIGH_RISK	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A058	H5	GENRE	Tuchfiltration	e93	Rezeptpraxis	MEDIUM	unparsed	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A059	H5	GENRE	Honigzusatz	e94	pectorale Rezeptpraxis	MEDIUM	unparsed	KEEP_TAGGED	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A060	H5	GENRE	gelindes Erwärmen	e95	Rezeptpraxis	LOW	kein TEMPERIEREN?	KEEP_LOCAL_ONLY	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A061	H5	GENRE	innerer Brusttrank	e96	pectorale Tradition	LOW	unparsed; ANWENDEN?-Karten stehen früher	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A062	H5	GENRE	trockener Husten als Indikation	e97	spätere Drosera-Tradition	LOW	keine sichere ca.-1420-Stelle	HIGH_RISK	NO	1	NEVER_PROMOTE_TO_CARD_MEANING
A063	H5	EXEMPLAR	je Gabe als Dosierbezug	e99|e100	ANTEIL?+MASS? und Rezeptgenre	MEDIUM_LOW	keine Gabe als Wort	KEEP_OPEN	NO	2	NEVER_PROMOTE_TO_CARD_MEANING
A064	H1|H2	IMAGE_RIVAL	Skabiose (Scabiosa columbaria)	f10r image	ähnlicher blauer Blütenkopf	MEDIUM	historische Abiss-Nahquelle schwächer	RIVAL_ONLY	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
A065	H3	IMAGE_RIVAL	Gundermann (Glechoma hederacea)	f11r image	kriechender Wuchs, gekerbte Blätter, blauviolette Blüten	MEDIUM	lange Bildwurzeln und Veilchen-Quellenfolge	RIVAL_ONLY	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
A066	H4	IMAGE_RIVAL	Breitwegerich (Plantago major)	f55v image	breite Blätter; Saft/Tuch/Wein/Honig und warme Auflage historisch belegt	HIGH_PROCESS_MEDIUM_IMAGE	doldiger Bildkopf passt Allium besser	RIVAL_ONLY	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
A067	H5	IMAGE_RIVAL	Venushaarfarn (Adiantum capillus-veneris)	f56r image	alte pektorale Tradition und eingerollte Farnachse	HIGH_PROCESS_LOW_IMAGE	runde Drüsenhaare und Blüten passen nicht	RIVAL_ONLY	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
A068	ALL	GENRE	Artikelordnung Bildbesitzer → Teil/Ernte → Zubereitung → Gebrauch	records	kompilierte Herbal-/Rezeptpraxis	MEDIUM	illustrierte Simplexartikel können statt Rezeptfolge Name/Qualität/Synonyme bieten	EDITORIAL_FRAME	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
A069	H5	HISTORICAL_RISK	Drosera-Arzneigeschichte bereits um 1420	H5 record	widersprüchliche Sekundärangaben; sichere frühe Bildbelege problematisch	LOW	SNSB nennt erste Illustration erst 1583	WITHDRAW_AS_EVIDENCE	NO	0	NEVER_PROMOTE_TO_CARD_MEANING
