event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	v63_event_template	v63_trigger_origin	v63_event_parse_status	v63_field_parse_status	v63_statement_parse_status	v62_statement_pre_state	v62_symbolic_register_effect	v62_statement_post_state	v61_inherited_local_expansion	v64_tagged_source_segment	source_layer_tags	unsupported_assumption_ids	editorial_status	semantic_contract
11	f10r	f10r.5	H1	F002	H1-S002	9ad66e67803a12e745de	qokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	gebrauche die frisch bereitete Arznei	[EXEMPLAR:nimm den frischen ersten Lauf]	EXEMPLAR	A006	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
12	f10r	f10r.5	H1	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	wende sie warm an	[GENRE:erwärme ihn gelinde]	GENRE	A011	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
13	f10r	f10r.5	H1	F002	H1-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H1:I001 fortführen]	FORMAL|REGISTER	NONE	FORMAL_ONLY_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
14	f10r	f10r.5	H1	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	Sobald die Zubereitung gebrauchsfertig ist	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Gebrauchszustand]	CARD|EXEMPLAR	A012	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
15	f10r	f10r.6	H2	F003	H2-S001	7249edc4df3419c26999	ycheor	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	sie wächst auf feuchtem Wiesengrund	[IMAGE:Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze]	IMAGE	A001|A013	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
16	f10r	f10r.6	H2	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Sobald die Zubereitung gebrauchsfertig ist	[CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen]	CARD|EXEMPLAR	A014	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
17	f10r	f10r.6	H2	F003	H2-S001	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Die bereitete Arbeitsflüssigkeit	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
18	f10r	f10r.6	H2	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	gib den ausgepressten Saft hinzu	[GENRE:zerstoße das Kraut]	GENRE	A015	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
19	f10r	f10r.6	H2	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	koche es sanft	[GENRE:presse den Saft durch ein Tuch]	GENRE	A015	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
20	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Diese aktive Portion	[EXEMPLAR:fange die erste Fraktion auf]	EXEMPLAR	A016	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
21	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Diese aktive Portion	[GENRE:gib Olivenöl hinzu]	GENRE	A017	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
22	f10r	f10r.6	H2	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Ein vorgeschriebenes Maß	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	CARD|EXEMPLAR	A018	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
23	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	shy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	Diese aktive Portion	[GENRE:erwärme gelinde]	GENRE	A019	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
24	f10r	f10r.8	H2	F004	H2-S002	10488b911aae52b3b334	qotchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	vor der Blüte gesammelt	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	IMAGE	A013|A014	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
25	f10r	f10r.8	H2	F004	H2-S002	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANSATZ?	LINK_ACTIVE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Die bereitete Arbeitsflüssigkeit	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	CARD|REGISTER	NONE	CARD_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
26	f10r	f10r.8	H2	F004	H2-S002	497cbd9c7401810ff56b	otol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	eine Handvoll	[EXEMPLAR:eine Handvoll]	EXEMPLAR	A018	EXEMPLAR_EXPANSION_ONLY	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
27	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	AMBIGUOUS	AMBIGUOUS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	FORMAL|REGISTER	NONE	FORMAL_ONLY_WITH_TAGGED_EXPANSION	EXACT_CARD_ONLY_WHEN_CARD_TAGGED;FORMAL_HAS_NO_WORD;ALL_CONCRETE_CONTENT_IMAGE_GENRE_OR_EXEMPLAR
