pair_id	left_body	terminal	surface	page	locus	token_ordinal	v65_gloss_de	v66_selected_gloss_de	typed_role	v66_selected_terminal_semantics	interpretive_contrast
M004	otai	N	otain	f86v3	f86v3.19	2	kalter Ansatz, Grad II	kalter Ansatz, Grad II	cold_preparation_value_II	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same O-T body distinguishes a selected share II from cold preparation grade II.
M005	qokaii	R	qokaiir	f105v	f105v.14	3	nimm die heiße Drogenfraktion III	nimm den heißen Drogenanteil III	hot_qo_share_III	R_INDEXED_MATERIAL_SHARE_SELECTOR	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f105r	f105r.31	11	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f107r	f107r.40	3	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f114r	f114r.26	3	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f23r	f23r.6	4	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f77r	f77r.38	4	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f86v6	f86v6.25	9	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M005	qokaii	N	qokaiin	f86v6	f86v6.31	3	heiß, Grad III	heiß, Grad III	hot_qo_value_III	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same QO-K body distinguishes selected share III from hot grade III; take is exact-whole licensed.
M006	sai	R	sair	f114r	f114r.24	11	zweite Samenfraktion	Samenanteil II	seed_share_II	R_INDEXED_MATERIAL_SHARE_SELECTOR	The same S body distinguishes a seed share from a seed batch/value.
M006	sai	N	sain	f112r	f112r.36	1	Samen, Charge II	Samen, Charge II	seed_value_II	N_HEAD_TYPED_GRADE_AMOUNT_OR_BATCH_VALUE	The same S body distinguishes a seed share from a seed batch/value.
