page	locus	section	language	hand	token_count	zl3b_line	v66_line_mode	v66_reader_mode	v65_compositional_translation_de	v66_selected_candidate	v66_selected_translation_de	v66_selected_changed_token_positions	v66_selected_changed_ordinals	v66_selected_compact_apparatus_de	v66_local_product_rivals_de	v66_status
f23r	f23r.6	H	A	1	12	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	share	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	1	6	#6 dar: abgemessene Fraktion I → abgemessener Anteil I [C007]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f24v	f24v.15	H	A	1	4	dchey kchod dchal ochdy	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f26r	f26r.2	H	B	2	9	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	ACTION_SEQUENCE	ARBEITSGANG	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	share	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f27r	f27r.9	H	A	1	7	dchey keeod shotchey chol oty chy tolg	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f30r	f30r.9	H	A	1	7	dchey qochar chol keeaiin chcthey chor cheky	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; erste Trockenfraktion nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f49r	f49r.16	H	A	1	4	qocho cheey dchey qotchody	ACTION_SEQUENCE	ARBEITSGANG	Getrocknete Droge nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	share	Getrocknete Droge nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f56r	f56r.6	H	A	1	6	ykcho dy dchey keey daiin y	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	share	Hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f75r	f75r.3	B	B	2	9	qokain chal orchey qey kain sheeky ltain olkar or	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; Fraktion I des heißen Holzansatzes; Drogenportion.	share	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; Anteil I des heißen Holzansatzes; Drogenportion.	1	8	#8 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	R004: Anteil I des heißen Holzauszugs	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f76v	f76v.10	B	B	2	10	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	share	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f77r	f77r.38	B	B	2	9	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	ACTION_SEQUENCE	ARBEITSGANG	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	share	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f77v	f77v.7	B	B	2	11	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	ACTION_SEQUENCE	ARBEITSGANG	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	share	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f7r	f7r.2	H	A	1	9	dcheey keo r shor dold dchey kchey otchy cheody	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.	share	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f80r	f80r.17	B	B	2	13	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	ACTION_SEQUENCE	ARBEITSGANG	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; Fraktion I des heißen Holzansatzes; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	share	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heißer Drogenanteil I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; Anteil I des heißen Holzansatzes; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	2	5|9	#5 qokar: heiße Drogenfraktion I → heißer Drogenanteil I [H013] || #9 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	R001: Anteil I des heißen Holzauszugs	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f80v	f80v.27	B	B	2	10	pshol kain olkar shey qokain dal oltaiin okain shal qoty	NOMINAL_REGISTER	ZUSTANDSLISTE	Eingeweichtes Pulver; heiß, Grad II; Fraktion I des heißen Holzansatzes; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	share	Eingeweichtes Pulver; heiß, Grad II; Anteil I des heißen Holzansatzes; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	1	3	#3 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f80v	f80v.35	B	B	2	12	tol oltain olkar y qol qol kain okiin ol kain shey ldy	ACTION_SEQUENCE	ARBEITSGANG	Kalt; Holzansatz, kalt auf Stufe II; Fraktion I des heißen Holzansatzes; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	share	Kalt; Holzansatz, kalt auf Stufe II; Anteil I des heißen Holzansatzes; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	1	3	#3 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	R006: Anteil I des heißen Holzauszugs	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f83v	f83v.12	B	B	2	11	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; Fraktion I des heißen Holzansatzes; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	share	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; Anteil I des heißen Holzansatzes; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	1	8	#8 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	R002: Anteil I des heißen Holzauszugs	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f85r2	f85r2.5	C	B	2	3	ockhdar olkar shoral	NOMINAL_REGISTER	ZUSTANDSLISTE	Erste abgemessene Fraktion der Arzneizubereitung; Fraktion I des heißen Holzansatzes; Blütenrohdroge I.	share	Erste abgemessene Fraktion der Arzneizubereitung; Anteil I des heißen Holzansatzes; Blütenrohdroge I.	1	2	#2 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v3	f86v3.13	C	B	2	11	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der Fraktion I des heißen Holzansatzes; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	share	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen des Anteils I des heißen Holzansatzes; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	2	5|6	#5 qodaiin: drei Portionen der folgenden Fraktion → drei Portionen des folgenden Anteils [O002] || #6 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011] || #5–6 qodaiin|olkar: gebunden → drei Portionen des Anteils I des heißen Holzansatzes [B001]	R003: drei Portionen des Anteils I des heißen Holzauszugs	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v3	f86v3.18	C	B	2	7	pchedaiin dchedy qokchdy qopchol shol sheody solkam	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	share	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v3	f86v3.19	C	B	2	10	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessener Anteil I; drei fertig abgeteilte Teile.	1	9	#9 dar: abgemessene Fraktion I → abgemessener Anteil I [C007]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v5	f86v5.2	T	B	2	12	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	ACTION_SEQUENCE	ARBEITSGANG	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	share	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heißer Drogenanteil I; feucht am Anfang des Grades; heißer Drogenanteil I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	2	3|5	#3 qokar: heiße Drogenfraktion I → heißer Drogenanteil I [H013] || #5 qokar: heiße Drogenfraktion I → heißer Drogenanteil I [H013]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v5	f86v5.24	T	B	2	9	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Fraktion I des Ansatzes; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; Fraktion I des heißen Holzansatzes; kalter Ansatz, Grad III.	share	Anteil I des Ansatzes; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; Anteil I des heißen Holzansatzes; kalter Ansatz, Grad III.	2	1|8	#1 oar: Fraktion I des Ansatzes → Anteil I des Ansatzes [H003] || #8 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v5	f86v5.4	T	B	2	11	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessene Fraktion I; Fraktion I des heißen Holzansatzes; Maßeinheit I.	share	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessener Anteil I; Anteil I des heißen Holzansatzes; Maßeinheit I.	2	9|10	#9 dar: abgemessene Fraktion I → abgemessener Anteil I [C007] || #10 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v6	f86v6.25	T	B	2	10	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	ACTION_SEQUENCE	ARBEITSGANG	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; Fraktion I des heißen Holzansatzes; Fraktion I abmessen; erhitze hiervon auf Stufe III; Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; ein Maß der ersten Drogenfraktion.	share	Hiervon bis zur Endstufe abkühlen; heißer Drogenanteil I; Anteil I des heißen Holzansatzes; Drogenanteil I abmessen; erhitze hiervon auf Stufe III; Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; ein Maß der ersten Drogenfraktion.	3	2|3|4	#2 qokar: heiße Drogenfraktion I → heißer Drogenanteil I [H013] || #3 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011] || #4 qodar: Fraktion I abmessen → Drogenanteil I abmessen [H015]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v6	f86v6.31	T	B	2	11	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; Fraktion I des heißen Holzansatzes; fertige heiß-trockene Drogenportion; Fraktion I des heißen Ansatzes; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Drogenmaterial als Portion.	share	Abgemessener Anteil II; Trockenpulver in Grundform; heiß, Grad III; Anteil I des heißen Holzansatzes; fertige heiß-trockene Drogenportion; Anteil I des heißen Ansatzes; Rohstoffklasse I; abgemessener Anteil I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Drogenmaterial als Portion.	4	1|4|6|8	#1 dair: abgemessene Fraktion II → abgemessener Anteil II [C008] || #4 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011] || #6 okar: Fraktion I des heißen Ansatzes → Anteil I des heißen Ansatzes [H006] || #8 dar: abgemessene Fraktion I → abgemessener Anteil I [C007]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v6	f86v6.4	T	B	2	13	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; Fraktion I des heißen Holzansatzes; ein Maß Rohdroge I.	share	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; Anteil I des heißen Holzansatzes; ein Maß Rohdroge I.	1	12	#12 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f86v6	f86v6.5	T	B	2	12	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	NOMINAL_REGISTER	ZUSTANDSLISTE	Kalte Drogenfraktion I; Holzstoff; trocken; Fraktion I des heißen Holzansatzes; drei Portionen davon; trockene Fraktion I; Drogenportion; kaltes Mazerat in der Mitte des Grades; heiße Drogenfraktion I; Trockenpulver, Form I; kalt angesetzte Charge, leicht angewärmt; kalte Drogenfraktion I.	share	Kalter Drogenanteil I; Holzstoff; trocken; Anteil I des heißen Holzansatzes; drei Portionen davon; trockene Fraktion I; Drogenportion; kaltes Mazerat in der Mitte des Grades; heißer Drogenanteil I; Trockenpulver, Form I; kalt angesetzte Charge, leicht angewärmt; kalter Drogenanteil I.	4	1|4|9|12	#1 tar: kalte Drogenfraktion I → kalter Drogenanteil I [C004] || #4 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011] || #9 qokar: heiße Drogenfraktion I → heißer Drogenanteil I [H013] || #12 qotar: kalte Drogenfraktion I → kalter Drogenanteil I [H014] || #4–5 olkar|daiin: gebunden → Anteil I des heißen Holzansatzes; drei Portionen davon [B002]	R005: Anteil I des heißen Holzauszugs; drei Portionen davon	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
f88r	f88r.19	P	A	1	8	dchey chokol daiin qoekol qoekol qockhol okol cheol	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Absud aus Trockengut; Qualitätsgrad III dieses heißen Absuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Absud aus Trockengut; Qualitätsgrad III dieses heißen Absuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION
