event_id	diagram_unit	physical_page	locus	surface	visible_owner_de	component_recipe	address_reading_de	diagram_model
P912-E1111	f81v	f81v	f81v.28	otain	gemeinsames Bad- und Beckenfeld	OT+AIN	gemeinsames Bad- und Beckenfeld: nächster Platz, Einheit.	GEMEINSAMES_BADFELD
P912-E1112	f81v	f81v	f81v.28	olkal	gemeinsames Bad- und Beckenfeld	OL+K+AL	gemeinsames Bad- und Beckenfeld: gleiche Reihe weiter, Wert zuordnen, Zielplatz.	GEMEINSAMES_BADFELD
P912-E1185	f82r	f82r	f82r.10	oroldair	mehrere lokale Bad- und Leitungsstationen	OR+OL+D_ADDR+AIR	mehrere lokale Bad- und Leitungsstationen: Eintragsklasse, gleiche Reihe weiter, Unterplatz, Ringlauf.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1392	f82r	f82r	f82r.34	okor	mehrere lokale Bad- und Leitungsstationen	OK+OR	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Eintragsklasse.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1393	f82r	f82r	f82r.35	darol	mehrere lokale Bad- und Leitungsstationen	DA+R+OL	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1394	f82r	f82r	f82r.36	okal	mehrere lokale Bad- und Leitungsstationen	OK+AL	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1395	f82r	f82r	f82r.37	okaldy	mehrere lokale Bad- und Leitungsstationen	OK+AL+DY	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz, Eintrag schließen.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1396	f82r	f82r	f82r.38	darary	mehrere lokale Bad- und Leitungsstationen	DA+R+AR+Y	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, Quell- oder Bezugsstelle, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1397	f82r	f82r	f82r.39	okairady	mehrere lokale Bad- und Leitungsstationen	OK+AIR+A_ADDR+D_ADDR+Y	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Ringlauf, lokale Adresse, Unterplatz, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1398	f82r	f82r	f82r.40	sororl	mehrere lokale Bad- und Leitungsstationen	S+OR+OR+L	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Eintragsklasse, Verbindung.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1399	f82r	f82r	f82r.41	olkoky	mehrere lokale Bad- und Leitungsstationen	OL+K+OK+Y	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, Wert zuordnen, Platz aktivieren, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1400	f82r	f82r	f82r.42	sokoly	mehrere lokale Bad- und Leitungsstationen	S+OK+OL+Y	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Platz aktivieren, gleiche Reihe weiter, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1401	f82r	f82r	f82r.43	dolol	mehrere lokale Bad- und Leitungsstationen	D_ADDR+OL+OL	mehrere lokale Bad- und Leitungsstationen: Unterplatz, gleiche Reihe weiter.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1402	f82r	f82r	f82r.44	olaiin	mehrere lokale Bad- und Leitungsstationen	OL+AIIN	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, verzeichneter Sollwert.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1403	f82r	f82r	f82r.45	okeear	mehrere lokale Bad- und Leitungsstationen	OK+EE+AR	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, zweiter Grad, Quell- oder Bezugsstelle.	LOKALE_BAD_UND_LEITUNGSSTATIONEN
P912-E1718	f83r	f83r	f83r.45	chtorol	lokale Becken-, Figuren- und Verbindungsstationen	CH+T+OR+OL	lokale Becken-, Figuren- und Verbindungsstationen: Klassenkennung, Platz einstellen, Eintragsklasse, gleiche Reihe weiter.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN
P912-E1719	f83r	f83r	f83r.46	olsaiin	lokale Becken-, Figuren- und Verbindungsstationen	OL+S+AIIN	lokale Becken-, Figuren- und Verbindungsstationen: gleiche Reihe weiter, Klasse wählen, verzeichneter Sollwert.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN
P912-E1731	f83r	f83r	f83r.50	sasoldal	lokale Becken-, Figuren- und Verbindungsstationen	S+A_ADDR+S+OL+DA+L	lokale Becken-, Figuren- und Verbindungsstationen: Klasse wählen, lokale Adresse, Klasse wählen, gleiche Reihe weiter, zweite Stufe, Verbindung.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN
P912-E1732	f83r	f83r	f83r.51	darolsy	lokale Becken-, Figuren- und Verbindungsstationen	DA+R+OL+S+Y	lokale Becken-, Figuren- und Verbindungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter, Klasse wählen, dieser Platz.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN
P912-E1749	f67r2	f67r2	f67r2.1	ykshy	zwei lokale Himmelsraeder	Y+K+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1750	f67r2	f67r2	f67r2.1	s	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1751	f67r2	f67r2	f67r2.1	aram	zwei lokale Himmelsraeder	AR+AM_ADDR	zwei lokale Himmelsraeder: Quell- oder Bezugsstelle, Innenplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1752	f67r2	f67r2	f67r2.2	ykecho	zwei lokale Himmelsraeder	Y+K+E+CH+O	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Klassenkennung, Reihe aufrufen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1753	f67r2	f67r2	f67r2.2	ols	zwei lokale Himmelsraeder	OL+S	zwei lokale Himmelsraeder: gleiche Reihe weiter, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1754	f67r2	f67r2	f67r2.2	eesydy	zwei lokale Himmelsraeder	EE+S+Y+D_ADDR+Y	zwei lokale Himmelsraeder: zweiter Grad, Klasse wählen, dieser Platz, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1755	f67r2	f67r2	f67r2.3	ey	zwei lokale Himmelsraeder	E+Y	zwei lokale Himmelsraeder: erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1756	f67r2	f67r2	f67r2.3	shs	zwei lokale Himmelsraeder	SH+S	zwei lokale Himmelsraeder: Bezug halten, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1757	f67r2	f67r2	f67r2.3	okar	zwei lokale Himmelsraeder	OK+AR	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1758	f67r2	f67r2	f67r2.4	shekchy	zwei lokale Himmelsraeder	SH+E+K+CH+Y	zwei lokale Himmelsraeder: Bezug halten, erster Grad, Wert zuordnen, Klassenkennung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1759	f67r2	f67r2	f67r2.4	sykos	zwei lokale Himmelsraeder	S+Y+K+O+S_ADDR	zwei lokale Himmelsraeder: Klasse wählen, dieser Platz, Wert zuordnen, Reihe aufrufen, Sternbezug.	ZWEI_HIMMELSRAD_REGISTER
P912-E1760	f67r2	f67r2	f67r2.5	ykeody	zwei lokale Himmelsraeder	Y+K+E+O+DY	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1761	f67r2	f67r2	f67r2.5	okchy	zwei lokale Himmelsraeder	OK+Y	zwei lokale Himmelsraeder: Platz aktivieren, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1762	f67r2	f67r2	f67r2.6	dchetay	zwei lokale Himmelsraeder	D_ADDR+CH+E+T+A_ADDR+Y	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1763	f67r2	f67r2	f67r2.7	ykchy	zwei lokale Himmelsraeder	Y+K+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1764	f67r2	f67r2	f67r2.7	kchey	zwei lokale Himmelsraeder	K+CH+E+Y	zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1765	f67r2	f67r2	f67r2.7	ykchys	zwei lokale Himmelsraeder	Y+K+CH+Y+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1766	f67r2	f67r2	f67r2.8	chkchdar	zwei lokale Himmelsraeder	CHK+CHD+AR	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1767	f67r2	f67r2	f67r2.9	ykar	zwei lokale Himmelsraeder	Y+K+AR	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1768	f67r2	f67r2	f67r2.9	ykaly	zwei lokale Himmelsraeder	Y+K+AL+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1769	f67r2	f67r2	f67r2.10	lkshy	zwei lokale Himmelsraeder	L+K+SH+Y	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1770	f67r2	f67r2	f67r2.10	kchy	zwei lokale Himmelsraeder	K+Y	zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1771	f67r2	f67r2	f67r2.10	okar	zwei lokale Himmelsraeder	OK+AR	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1772	f67r2	f67r2	f67r2.11	chky	zwei lokale Himmelsraeder	CHK+Y	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1773	f67r2	f67r2	f67r2.11	chykchs	zwei lokale Himmelsraeder	CH+Y+K+CH+S	zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1774	f67r2	f67r2	f67r2.11	chy	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1775	f67r2	f67r2	f67r2.12	ykees	zwei lokale Himmelsraeder	Y+K+EE+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1776	f67r2	f67r2	f67r2.12	ykchos	zwei lokale Himmelsraeder	Y+K+CH+O+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1784	f67r2	f67r2	f67r2.15	dolchsody	zwei lokale Himmelsraeder	D_ADDR+OL+CH+S_ADDR+O+DY	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1804	f67r2	f67r2	f67r2.22	okal	zwei lokale Himmelsraeder	OK+AL	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1818	f67r2	f67r2	f67r2.28	okain	zwei lokale Himmelsraeder	OK+AIN	zwei lokale Himmelsraeder: Platz aktivieren, Einheit.	ZWEI_HIMMELSRAD_REGISTER
P912-E1819	f67r2	f67r2	f67r2.28	am	zwei lokale Himmelsraeder	AM_ADDR	zwei lokale Himmelsraeder: Innenplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1824	f67r2	f67r2	f67r2.31	opcholdy	zwei lokale Himmelsraeder	O+P+OL+D_ADDR+Y	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1832	f67r2	f67r2	f67r2.34	ofar	zwei lokale Himmelsraeder	O+LOCAL_CHAR_F+AR	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1833	f67r2	f67r2	f67r2.34	oeoldan	zwei lokale Himmelsraeder	O+E+OL+D_ADDR+AN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.	ZWEI_HIMMELSRAD_REGISTER
P912-E1840	f67r2	f67r2	f67r2.37	ytoaiin	zwei lokale Himmelsraeder	Y+T+O+AIIN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER
P912-E1866	f67r2	f67r2	f67r2.47	yfain	zwei lokale Himmelsraeder	Y+LOCAL_CHAR_F+AIN	zwei lokale Himmelsraeder: dieser Platz, f-Zeichen, Einheit.	ZWEI_HIMMELSRAD_REGISTER
P912-E1876	f67r2	f67r2	f67r2.52	qotoear	zwei lokale Himmelsraeder	OT+O+E+AR	zwei lokale Himmelsraeder: nächster Platz, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1877	f67r2	f67r2	f67r2.53	dchdar	zwei lokale Himmelsraeder	D_ADDR+CHD+AR	zwei lokale Himmelsraeder: Unterplatz, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1878	f67r2	f67r2	f67r2.54	y	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1879	f67r2	f67r2	f67r2.54	saldal	zwei lokale Himmelsraeder	S+AL+DA+L	zwei lokale Himmelsraeder: Klasse wählen, Zielplatz, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER
P912-E1880	f67r2	f67r2	f67r2.55	ytodal	zwei lokale Himmelsraeder	Y+T+O+DA+L	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER
P912-E1881	f67r2	f67r2	f67r2.56	tol	zwei lokale Himmelsraeder	T+OL	zwei lokale Himmelsraeder: Platz einstellen, gleiche Reihe weiter.	ZWEI_HIMMELSRAD_REGISTER
P912-E1882	f67r2	f67r2	f67r2.56	daiin	zwei lokale Himmelsraeder	AIIN	zwei lokale Himmelsraeder: verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER
P912-E1883	f67r2	f67r2	f67r2.57	otar	zwei lokale Himmelsraeder	OT+AR	zwei lokale Himmelsraeder: nächster Platz, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1884	f67r2	f67r2	f67r2.57	dy	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1885	f67r2	f67r2	f67r2.58	cho	zwei lokale Himmelsraeder	HO	zwei lokale Himmelsraeder: Teil.	ZWEI_HIMMELSRAD_REGISTER
P912-E1886	f67r2	f67r2	f67r2.58	dal	zwei lokale Himmelsraeder	AL	zwei lokale Himmelsraeder: Zielplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1887	f67r2	f67r2	f67r2.58	g	zwei lokale Himmelsraeder	G_LABEL	zwei lokale Himmelsraeder: g-Zeichen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1888	f67r2	f67r2	f67r2.59	ytchodly	zwei lokale Himmelsraeder	Y+T+CH+O+D_ADDR+L+Y	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, Verbindung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1889	f67r2	f67r2	f67r2.60	octhys	zwei lokale Himmelsraeder	O+CTH+Y+S	zwei lokale Himmelsraeder: Reihe aufrufen, Bereitschaftsklasse, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1890	f67r2	f67r2	f67r2.61	ytokar	zwei lokale Himmelsraeder	Y+T+OK+AR	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1891	f67r2	f67r2	f67r2.62	otolor	zwei lokale Himmelsraeder	OT+OL+OR	zwei lokale Himmelsraeder: nächster Platz, gleiche Reihe weiter, Eintragsklasse.	ZWEI_HIMMELSRAD_REGISTER
P912-E1892	f67r2	f67r2	f67r2.63	okodar	zwei lokale Himmelsraeder	OK+O+DA+R	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER
P912-E1893	f67r2	f67r2	f67r2.64	s	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1894	f67r2	f67r2	f67r2.64	air	zwei lokale Himmelsraeder	AIR	zwei lokale Himmelsraeder: Ringlauf.	ZWEI_HIMMELSRAD_REGISTER
P912-E1895	f67r2	f67r2	f67r2.65	soear	zwei lokale Himmelsraeder	S+O+E+AR	zwei lokale Himmelsraeder: Klasse wählen, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1896	f67r2	f67r2	f67r2.66	cpheey	zwei lokale Himmelsraeder	CPH+EE+Y	zwei lokale Himmelsraeder: Gegenplatz, zweiter Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1897	f67r2	f67r2	f67r2.67	okodar	zwei lokale Himmelsraeder	OK+O+DA+R	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER
P912-E1898	f67r2	f67r2	f67r2.68	oepchod	zwei lokale Himmelsraeder	O+E+P+CH+O+D_ADDR	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, Eintrag beginnen, Klassenkennung, Reihe aufrufen, Unterplatz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1899	f67r2	f67r2	f67r2.69	s	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER
P912-E1900	f67r2	f67r2	f67r2.69	ay	zwei lokale Himmelsraeder	A_ADDR+Y	zwei lokale Himmelsraeder: lokale Adresse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER
P912-E1901	f67r2	f67r2	f67r2.70	osar	zwei lokale Himmelsraeder	O+S+AR	zwei lokale Himmelsraeder: Reihe aufrufen, Klasse wählen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER
P912-E1902	f67r2	f67r2	f67r2.71	oran	zwei lokale Himmelsraeder	OR+AN	zwei lokale Himmelsraeder: Eintragsklasse, Zusatzklasse.	ZWEI_HIMMELSRAD_REGISTER
P912-E1970	f68r1	f68r1	f68r1.8	okodaly	mehrteiliger Sternatlas mit lokalen Zentren	OK+O+DA+L+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Reihe aufrufen, zweite Stufe, Verbindung, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1971	f68r1	f68r1	f68r1.9	odchecthy	mehrteiliger Sternatlas mit lokalen Zentren	O+D_ADDR+CH+E+CTH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Unterplatz, Klassenkennung, erster Grad, Bereitschaftsklasse, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1972	f68r1	f68r1	f68r1.10	otcheody	mehrteiliger Sternatlas mit lokalen Zentren	OT+CHEO+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, lokaler Eintrag, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1973	f68r1	f68r1	f68r1.11	okoaly	mehrteiliger Sternatlas mit lokalen Zentren	OK+O+AL+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Reihe aufrufen, Zielplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1974	f68r1	f68r1	f68r1.12	chocfhy	mehrteiliger Sternatlas mit lokalen Zentren	CH+O+CFH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Klassenkennung, Reihe aufrufen, Trennklasse, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1975	f68r1	f68r1	f68r1.13	octhey	mehrteiliger Sternatlas mit lokalen Zentren	O+CTH+E+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Bereitschaftsklasse, erster Grad, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1976	f68r1	f68r1	f68r1.14	otshey	mehrteiliger Sternatlas mit lokalen Zentren	OT+SH+E+Y	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, Bezug halten, erster Grad, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1977	f68r1	f68r1	f68r1.15	otydy	mehrteiliger Sternatlas mit lokalen Zentren	OT+Y+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, dieser Platz, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1978	f68r1	f68r1	f68r1.16	okear	mehrteiliger Sternatlas mit lokalen Zentren	OK+E+AR	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle.	MEHRTEILIGER_STERNATLAS
P912-E1979	f68r1	f68r1	f68r1.17	cphocthy	mehrteiliger Sternatlas mit lokalen Zentren	CPH+O+CTH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Gegenplatz, Reihe aufrufen, Bereitschaftsklasse, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1980	f68r1	f68r1	f68r1.18	ytchody	mehrteiliger Sternatlas mit lokalen Zentren	Y+T+CH+O+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1981	f68r1	f68r1	f68r1.19	otys	mehrteiliger Sternatlas mit lokalen Zentren	OT+Y+S	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, dieser Platz, Klasse wählen.	MEHRTEILIGER_STERNATLAS
P912-E1982	f68r1	f68r1	f68r1.20	olor	mehrteiliger Sternatlas mit lokalen Zentren	OL+OR	mehrteiliger Sternatlas mit lokalen Zentren: gleiche Reihe weiter, Eintragsklasse.	MEHRTEILIGER_STERNATLAS
P912-E1983	f68r1	f68r1	f68r1.21	ockhy	mehrteiliger Sternatlas mit lokalen Zentren	O+CKH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Verbindungsweg, dieser Platz.	MEHRTEILIGER_STERNATLAS
P912-E1984	f68r1	f68r1	f68r1.22	ofcheor	mehrteiliger Sternatlas mit lokalen Zentren	O+LOCAL_CHAR_F+CHEO+R	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, f-Zeichen, lokaler Eintrag, Zustandsmarke.	MEHRTEILIGER_STERNATLAS
P912-E1985	f68r1	f68r1	f68r1.23	otchdy	mehrteiliger Sternatlas mit lokalen Zentren	OT+CHD+DY	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, zum nächsten Platz wechseln, Eintrag schließen.	MEHRTEILIGER_STERNATLAS
P912-E1986	f68r1	f68r1	f68r1.24	otykchs	mehrteiliger Sternatlas mit lokalen Zentren	OT+Y+K+CH+S	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	MEHRTEILIGER_STERNATLAS
