source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v85_reading_id	v85_lexical_core_de	v85_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v85_audit_decision	v85_evidence_class	v85_open_semantic_slots
AR016	chal#1	chal	Rohstoffklasse I, trocken am Gradanfang	2	2	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	REVISED_IN_V85	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	chal#1	trockenes Material I, Anfangsstufe	trockenes Material I, Anfangsstufe	38	W1_WEAK_WORKING	46	W2_PROVISIONAL_WORKING	46	W2_PROVISIONAL_WORKING	H0_NONE	Zwei aktive Positionen sowie 35 dreifach reader-exakte GDT656-Atlaspositionen tragen die CH-Trocken-/AL-I-Schnittmenge.	CH und AL bleiben familiengebundene Analysefelder; keine Stoffidentitaet ist bekannt.	REVISE	ATLAS_FAMILY_INTERSECTION	MATERIAL_IDENTITY
AR017	char#1	char	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	char#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenfraktion I; lebender Rivale: Anteil I des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR022	chdar#1	chdar	abgemessener trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chdar#1	abgemessener trockener Drogenanteil I	abgemessener trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: abgemessene Trockenfraktion I, Anfangsstufe; lebender Rivale: abgemessener Anteil I des Trockenguts	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR024	chear#1	chear	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chear#1	trockener Drogenanteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: trockene Fraktion I; lebender Rivale: trocken gebundene Sortierklasse I	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR025	checkhy#1	checkhy	trockenes Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	checkhy#1	trockenes Arzneikompositum am Gradanfang	trockenes Arzneikompositum am Gradanfang	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR028	chedaiin#1	chedaiin	abgemessene Trockendroge, Dosis III	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chedaiin#1	abgemessene Trockendroge, Dosis III	abgemessene Trockendroge, Dosis III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR032	cheockhy#1	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cheockhy#1	trocken angesetztes Arzneikompositum am Gradanfang	trocken angesetztes Arzneikompositum am Gradanfang	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR034	cheol#1	cheol	trockener Drogenstoff	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	REVISED_IN_V85	EXACT_WHOLE_IDENTITY_RETREAT	DROGE	cheol#1	trockenes Material	trockenes Material	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	Die exakte E+OL-Ganzform traegt nach GDT642 einen nominalen Kopf; GDT684 sieht MATERIAL_ROLE und STATE_DRY, GDT685 verbietet nur den Rueckexport eines universalen OL-Kopfes.	Singleton; Drogenidentitaet und freie CH/E/OL-Wortwerte sind nicht belegt.	REVISE	EXACT_WHOLE_STATE_INTERSECTION	MATERIAL_IDENTITY
AR035	cheop#1	cheop	bis zur Mittelstufe getrocknet	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	REVISED_IN_V85	BOUND_COMPOUND_CORE_CONTEXT	ACTIVE_PROCESS_WORDING	cheop#1	trocken, Mittelstufe	bis zur Mittelstufe getrockneter Pulverstoff	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	H0_NONE	GDT684 traegt STATE_DRY und VALUE_GRADE; IT2a und RF1b binden diese einzige Stelle laut GDT683 mit dem folgenden ol zu cheop ol.	OP besitzt keinen freien Wert; die Ganzform ist nur als linke Compoundkomponente beobachtet.	REVISE	BOUND_COMPOUND_REPAIR	PATIENT|OP_VALUE
AR037	ches#1	ches	trockenes Drogenmaterial, Mittelstufe	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	REVISED_IN_V85	EXACT_WHOLE_IDENTITY_RETREAT	DROGE	ches#1	trocken, Mittelstufe	trockenes Material, Mittelstufe	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT684 traegt MATERIAL_ROLE, STATE_DRY und VALUE_GRADE; der neue Kern behaelt genau Trockenheit und Mittelstufe.	Singleton; finales S und Materialidentitaet bleiben offen.	REVISE	EXACT_WHOLE_STATE_INTERSECTION	MATERIAL_IDENTITY|FINAL_S_VALUE
AR040	chockhy#1	chockhy	trockene Arzneizubereitung, Gradanfang	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chockhy#1	trockene Arzneizubereitung, Gradanfang	trockene Arzneizubereitung, Gradanfang	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Arzneikompositum im Trockenansatz am Gradanfang; lebender Rivale: Trockenansatz des Arzneikompositums	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR041	chodaiin#1	chodaiin	Trockenansatz, Dosis III	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chodaiin#1	Trockenansatz, Dosis III	Trockenansatz, Dosis III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR042	chody#1	chody	leicht getrocknete Zubereitung, abgeschlossen	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chody#1	leicht getrocknete Zubereitung, abgeschlossen	leicht getrocknete Zubereitung, abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenansatz, abgeschlossen; lebender Rivale: Trockenrückstand|Trockengut	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR045	cholches#1	cholches	nachgetrocknetes Drogenmaterial, Mittelstufe	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	REVISED_IN_V85	EXACT_WHOLE_IDENTITY_RETREAT	DROGE	cholches#1	nachgetrocknet, Mittelstufe	nachgetrocknetes Material, Mittelstufe	29	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	Die exakte Ganzform traegt zweimal sichtbare Trockenstruktur sowie MATERIAL_ROLE, STATE_DRY und VALUE_GRADE; nur der Drogenkopf wird entfernt.	Singleton; nach- bleibt eine Ganzwortlesung, keine frei exportierte Reihenfolge von CHOL und CHES.	REVISE	EXACT_WHOLE_STATE_INTERSECTION	MATERIAL_IDENTITY|INTERNAL_ORDER
AR046	cholkain#1	cholkain	Trockengut, heiß auf Stufe II	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cholkain#1	Trockengut, heiß auf Stufe II	Trockengut, heiß auf Stufe II	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR047	chopo#1	chopo	Pulverzubereitung aus Trockengut	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chopo#1	Pulverzubereitung aus Trockengut	Pulverzubereitung aus Trockengut	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Pulvermischung aus Trockenextrakt	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR049	chos#1	chos	eine Charge Trockenansatz	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chos#1	eine Charge Trockenansatz	eine Charge Trockenansatz	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR050	chotar#1	chotar	Anteil I des abgekühlten Trockenansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chotar#1	Anteil I des abgekühlten Trockenansatzes	Anteil I des abgekühlten Trockenansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgekühlter Trockenextrakt I	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR051	chpcheey#1	chpcheey	nachgetrocknetes Pulver, Form II	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chpcheey#1	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR052	chs#1	chs	Trockengut, Grundform	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	chs#1	Trockengut, Grundform	Trockengut, Grundform	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR057	ckhy#1	ckhy	Arzneikompositum am Gradanfang	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ckhy#1	Arzneikompositum am Gradanfang	Arzneikompositum am Gradanfang	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR059	cpheesy#1	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cpheesy#1	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR060	cphochy#1	cphochy	leicht angetrocknetes Arzneikompositum im Ansatz	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cphochy#1	leicht angetrocknetes Arzneikompositum im Ansatz	leicht angetrocknetes Arzneikompositum im Ansatz	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
AR061	cphy#1	cphy	Arzneikompositum in Grundform	1	1	CURRENT_DEBT_ONLY	4	CKH_CPH_EXACT_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	cphy#1	Arzneikompositum in Grundform	Arzneikompositum in Grundform	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	HELD_FOR_LATER_REPAIR	INHERITED_V84	NOT_EVALUATED
