page	locus	word_index	surface_word	paradigm_schema	word_class	construction_roles	begins_q	has_H	has_OK	has_AI_N	seen_as_label
f58r	f58r.36	4	chcthy	chcthy	OTHER	NONE	0	0	0	0	0
f58r	f58r.36	5	ykeeshy	y+kee+chy	OTHER	NONE	0	1	0	0	0
f58r	f58r.36	6	shoekar	shoe+kar	OTHER	NONE	0	0	0	0	0
f58r	f58r.37	0	opolkeor	o+pol+ke+or	OTHER	NONE	0	0	0	0	0
f58r	f58r.37	1	olchocfhy	ol+cho+cfhy	OTHER	NONE	0	0	0	0	0
f58r	f58r.37	2	cphol	cphol	OTHER	NONE	0	0	0	0	0
f58r	f58r.37	3	chykaldy	chy+kar+dy	OTHER	NONE	0	1	0	0	0
f58r	f58r.37	4	cholols	chol+ol+s	OTHER	NONE	0	1	0	0	0
f58r	f58r.37	5	chkaiin	chkaiin	OTHER	NONE	0	0	0	1	0
f58r	f58r.37	6	olfcham	ol+fcham	OTHER	NONE	0	0	0	0	0
f58r	f58r.38	0	s	s	OTHER	NONE	0	0	0	0	1
f58r	f58r.38	1	ysheos	y+che+os	OTHER	NONE	0	1	0	0	0
f58r	f58r.38	2	okaly	okaly	OK	NONE	0	0	1	0	1
f58r	f58r.38	3	cheos	che+os	OTHER	NONE	0	1	0	0	0
f58r	f58r.38	4	otey	otey	OTHER	NONE	0	0	0	0	1
f58r	f58r.38	5	ykar	y+kar	OTHER	NONE	0	0	0	0	1
f58r	f58r.38	6	ls	l+s	OTHER	NONE	0	0	0	0	0
