page	locus	word_index	surface	formal_translation	production_class	root_family	root_action	state_role	bound_q	position	production_mode	production_source	production_operation	semantic_gloss	signature_roundtrip	production_roundtrip
f1r	f1r.2	1	sory	START · SELECT(s) · PLAIN_FORM · EDIT<f1r.1:6=shory;sub@1:sh>s>	DERIVED_EDIT	s	SELECT	PLAIN_FORM	0	START	EDIT	f1r.1:6=shory	sub@1:sh>s	UNGROUNDED	True	True
f1r	f1r.2	2	ckhar	MIDDLE · SELECT(ckh) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ckh	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.2	3	or	MIDDLE · SELECT(or) · PLAIN_FORM · SPLIT_SUFFIX<f1r.1:9=kor;split_suffix>	DERIVED_SPLIT_SUFFIX	or	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_SUFFIX	f1r.1:9=kor	split_suffix	UNGROUNDED	True	True
f1r	f1r.2	4	y	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · COPY<f1r.1:8=y;exact>	DERIVED_COPY	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f1r.1:8=y	exact	UNGROUNDED	True	True
f1r	f1r.2	5	kair	MIDDLE · SELECT(kair) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	kair	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.2	6	chtaiin	MIDDLE · SELECT(cht) · RESOLVE · EDIT<f1r.1:4=ataiin;sub@1:a>ch>	DERIVED_EDIT	cht	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.1:4=ataiin	sub@1:a>ch	UNGROUNDED	True	True
f1r	f1r.2	7	shar	MIDDLE · SELECT(H) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.2	8	ase	MIDDLE · SELECT(a) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	a	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.2	9	cthar	MIDDLE · SELECT(cth) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cth	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.2	10	cthar	MIDDLE · REPEAT1(cth) · RESOLVE · COPY<f1r.2:9=cthar;exact>	DERIVED_COPY	cth	REPEAT1	RESOLVE	0	MIDDLE	COPY	f1r.2:9=cthar	exact	UNGROUNDED	True	True
f1r	f1r.2	11	dan	END · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.3	1	syaiir	START · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.3	2	sheky	MIDDLE · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.3	3	or	MIDDLE · SELECT(or) · PLAIN_FORM · COPY<f1r.2:3=or;exact>	DERIVED_COPY	or	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f1r.2:3=or	exact	UNGROUNDED	True	True
f1r	f1r.3	4	ykaiin	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · EDIT<f1r.2:6=chtaiin;sub@1:ch>y,sub@2:t>k>	DERIVED_EDIT	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.2:6=chtaiin	sub@1:ch>y,sub@2:t>k	UNGROUNDED	True	True
f1r	f1r.3	5	shod	MIDDLE · SELECT(shod) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	shod	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.3	6	cthoary	MIDDLE · SELECT(ctho) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ctho	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.3	7	cthes	MIDDLE · SELECT(cthes) · PLAIN_FORM · EDIT<f1r.1:7=cthres;del@2:r>	DERIVED_EDIT	cthes	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.1:7=cthres	del@2:r	UNGROUNDED	True	True
f1r	f1r.3	8	daraiin	MIDDLE · SELECT(dar) · RESOLVE · EDIT<f1r.1:4=ataiin;ins@1:d,sub@2:t>r>	DERIVED_EDIT	dar	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.1:4=ataiin	ins@1:d,sub@2:t>r	UNGROUNDED	True	True
f1r	f1r.3	9	sy	END · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.4	1	soiin	START · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.4	2	oteey	MIDDLE · SELECT(ot) · RELAY · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ot	SELECT	RELAY	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.4	3	oteos	MIDDLE · REPEAT1(ot) · PLAIN_FORM · EDIT<f1r.4:2=oteey;sub@4:e>o,sub@5:y>s>	DERIVED_EDIT	ot	REPEAT1	PLAIN_FORM	0	MIDDLE	EDIT	f1r.4:2=oteey	sub@4:e>o,sub@5:y>s	UNGROUNDED	True	True
f1r	f1r.4	4	roloty	MIDDLE · SELECT(r) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	r	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.4	5	cthiar	MIDDLE · SELECT(cthi) · RESOLVE · EDIT<f1r.2:10=cthar;ins@2:i>	DERIVED_EDIT	cthi	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.2:10=cthar	ins@2:i	UNGROUNDED	True	True
f1r	f1r.4	6	daiin	MIDDLE · SELECT(d) · RESOLVE · EDIT<f1r.3:8=daraiin;del@2:a,del@3:r>	DERIVED_EDIT	d	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.3:8=daraiin	del@2:a,del@3:r	UNGROUNDED	True	True
f1r	f1r.4	7	okaiin	MIDDLE · SELECT(ok) · RESOLVE · EDIT<f1r.3:4=ykaiin;sub@1:y>o>	DERIVED_EDIT	ok	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.3:4=ykaiin	sub@1:y>o	UNGROUNDED	True	True
f1r	f1r.4	8	or	MIDDLE · SELECT(or) · PLAIN_FORM · COPY<f1r.3:3=or;exact>	DERIVED_COPY	or	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f1r.3:3=or	exact	UNGROUNDED	True	True
f1r	f1r.4	9	okan	END · ECHO2(ok) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	ECHO2	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.5	1	sair	START · SELECT(sair) · PLAIN_FORM · EDIT<f1r.2:5=kair;sub@1:k>s>	DERIVED_EDIT	sair	SELECT	PLAIN_FORM	0	START	EDIT	f1r.2:5=kair	sub@1:k>s	UNGROUNDED	True	True
f1r	f1r.5	2	y	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.5	3	chear	MIDDLE · SELECT(H) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.5	4	cthaiin	MIDDLE · SELECT(cth) · RESOLVE · EDIT<f1r.4:6=daiin;sub@1:d>cth>	DERIVED_EDIT	cth	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.4:6=daiin	sub@1:d>cth	UNGROUNDED	True	True
f1r	f1r.5	5	cphar	MIDDLE · SELECT(cph) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cph	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.5	6	cfhaiin	END · SELECT(cfh) · RESOLVE · EDIT<f1r.4:6=daiin;sub@1:d>cfh>	DERIVED_EDIT	cfh	SELECT	RESOLVE	0	END	EDIT	f1r.4:6=daiin	sub@1:d>cfh	UNGROUNDED	True	True
f1r	f1r.6	1	ydaraishy	SINGLE · SELECT(EMPTY) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	PLAIN_FORM	0	SINGLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	1	odar	START · SELECT(od) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	od	SELECT	RESOLVE	0	START	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	2	shol	MIDDLE · SELECT(H) · RESOLVE · COPY<f1r.1:5=shol;exact>	DERIVED_COPY	H	SELECT	RESOLVE	0	MIDDLE	COPY	f1r.1:5=shol	exact	UNGROUNDED	True	True
f1r	f1r.7	3	cphoy	MIDDLE · SELECT(cpho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cpho	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	4	oydar	MIDDLE · SELECT(o) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	o	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	5	sh	MIDDLE · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	6	s	MIDDLE · SELECT(s) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.7	7	cfhoaiin	MIDDLE · SELECT(cfho) · RESOLVE · EDIT<f1r.5:6=cfhaiin;ins@2:o>	DERIVED_EDIT	cfho	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.5:6=cfhaiin	ins@2:o	UNGROUNDED	True	True
f1r	f1r.7	8	shodary	END · SELECT(shod) · RESOLVE · EDIT<f1r.3:6=cthoary;sub@1:cth>sh,ins@3:d>	DERIVED_EDIT	shod	SELECT	RESOLVE	0	END	EDIT	f1r.3:6=cthoary	sub@1:cth>sh,ins@3:d	UNGROUNDED	True	True
f1r	f1r.8	1	yshey	START · SELECT(EMPTY) · OPEN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	OPEN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	2	shody	MIDDLE · SELECT(shod) · PLAIN_FORM · EDIT<f1r.7:8=shodary;del@4:a,del@5:r>	DERIVED_EDIT	shod	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.7:8=shodary	del@4:a,del@5:r	UNGROUNDED	True	True
f1r	f1r.8	3	okchoy	MIDDLE · SELECT(ok) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	4	otchol	MIDDLE · SELECT(ot) · PLAIN_FORM · EDIT<f1r.8:3=okchoy;sub@2:k>t,sub@5:y>l>	DERIVED_EDIT	ot	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.8:3=okchoy	sub@2:k>t,sub@5:y>l	UNGROUNDED	True	True
f1r	f1r.8	5	chocthy	MIDDLE · SELECT(cho) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cho	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	6	os	MIDDLE · SELECT(os) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	os	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	7	chy	MIDDLE · SELECT(H) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	8	dain	MIDDLE · SELECT(d) · RESOLVE · EDIT<f1r.4:6=daiin;del@3:i>	DERIVED_EDIT	d	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.4:6=daiin	del@3:i	UNGROUNDED	True	True
f1r	f1r.8	9	chor	MIDDLE · ECHO2(H) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	H	ECHO2	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.8	10	kos	END · SELECT(k) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	k	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.9	1	daiin	START · SELECT(d) · RESOLVE · COPY<f1r.4:6=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	START	COPY	f1r.4:6=daiin	exact	UNGROUNDED	True	True
f1r	f1r.9	2	shos	MIDDLE · SELECT(shos) · PLAIN_FORM · EDIT<f1r.8:10=kos;sub@1:k>sh>	DERIVED_EDIT	shos	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.8:10=kos	sub@1:k>sh	UNGROUNDED	True	True
f1r	f1r.9	3	cfhol	MIDDLE · SELECT(cfh) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cfh	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.9	4	shody	END · SELECT(shod) · PLAIN_FORM · COPY<f1r.8:2=shody;exact>	DERIVED_COPY	shod	SELECT	PLAIN_FORM	0	END	COPY	f1r.8:2=shody	exact	UNGROUNDED	True	True
f1r	f1r.10	1	dain	START · SELECT(d) · RESOLVE · COPY<f1r.8:8=dain;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	START	COPY	f1r.8:8=dain	exact	UNGROUNDED	True	True
f1r	f1r.10	2	os	MIDDLE · SELECT(os) · PLAIN_FORM · COPY<f1r.8:6=os;exact>	DERIVED_COPY	os	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f1r.8:6=os	exact	UNGROUNDED	True	True
f1r	f1r.10	3	teody	END · SELECT(t) · PLAIN_FORM · EDIT<f1r.9:4=shody;ins@1:t,sub@1:sh>e>	DERIVED_EDIT	t	SELECT	PLAIN_FORM	0	END	EDIT	f1r.9:4=shody	ins@1:t,sub@1:sh>e	UNGROUNDED	True	True
f1r	f1r.11	1	ydain	START · SELECT(EMPTY) · PLAIN_FORM · EDIT<f1r.10:1=dain;ins@1:y>	DERIVED_EDIT	EMPTY	SELECT	PLAIN_FORM	0	START	EDIT	f1r.10:1=dain	ins@1:y	UNGROUNDED	True	True
f1r	f1r.11	2	cphesaiin	MIDDLE · SELECT(cphes) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cphes	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.11	3	ols	MIDDLE · SELECT(ol) · PLAIN_FORM · EDIT<f1r.10:2=os;ins@2:l>	DERIVED_EDIT	ol	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.10:2=os	ins@2:l	UNGROUNDED	True	True
f1r	f1r.11	4	cphey	MIDDLE · SELECT(cph) · RELAY · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cph	SELECT	RELAY	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.11	5	ytain	MIDDLE · SELECT(EMPTY) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	EMPTY	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.11	6	shoshy	MIDDLE · SELECT(sho) · PLAIN_FORM · EDIT<f1r.9:4=shody;sub@3:d>sh>	DERIVED_EDIT	sho	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.9:4=shody	sub@3:d>sh	UNGROUNDED	True	True
f1r	f1r.11	7	cphodal	MIDDLE · SELECT(cphod) · RESOLVE · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cphod	SELECT	RESOLVE	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.11	8	es	END · SELECT(es) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	es	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.12	1	oksho	START · SELECT(ok) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	ok	SELECT	PLAIN_FORM	0	START	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.12	2	kshoy	MIDDLE · SELECT(k) · PLAIN_FORM · EDIT<f1r.12:1=oksho;del@1:o,ins@5:y>	DERIVED_EDIT	k	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.12:1=oksho	del@1:o,ins@5:y	UNGROUNDED	True	True
f1r	f1r.12	3	otairin	MIDDLE · SELECT(otairi) · PLAIN_FORM · EDIT<f1r.4:7=okaiin;sub@2:k>t,ins@5:r>	DERIVED_EDIT	otairi	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.4:7=okaiin	sub@2:k>t,ins@5:r	UNGROUNDED	True	True
f1r	f1r.12	4	oteol	MIDDLE · SELECT(ot) · PLAIN_FORM · EDIT<f1r.8:4=otchol;sub@3:ch>e>	DERIVED_EDIT	ot	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.8:4=otchol	sub@3:ch>e	UNGROUNDED	True	True
f1r	f1r.12	5	okan	MIDDLE · SELECT(ok) · PLAIN_FORM · COPY<f1r.4:9=okan;exact>	DERIVED_COPY	ok	SELECT	PLAIN_FORM	0	MIDDLE	COPY	f1r.4:9=okan	exact	UNGROUNDED	True	True
f1r	f1r.12	6	shodain	MIDDLE · SELECT(shod) · RESOLVE · EDIT<f1r.11:1=ydain;ins@1:sh,sub@1:y>o>	DERIVED_EDIT	shod	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.11:1=ydain	ins@1:sh,sub@1:y>o	UNGROUNDED	True	True
f1r	f1r.12	7	sckhey	MIDDLE · SELECT(s) · OPEN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	s	SELECT	OPEN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.12	8	daiin	END · SELECT(d) · RESOLVE · COPY<f1r.9:1=daiin;exact>	DERIVED_COPY	d	SELECT	RESOLVE	0	END	COPY	f1r.9:1=daiin	exact	UNGROUNDED	True	True
f1r	f1r.13	1	shoy	START · SELECT(sho) · PLAIN_FORM · SPLIT_SUFFIX<f1r.12:2=kshoy;split_suffix>	DERIVED_SPLIT_SUFFIX	sho	SELECT	PLAIN_FORM	0	START	SPLIT_SUFFIX	f1r.12:2=kshoy	split_suffix	UNGROUNDED	True	True
f1r	f1r.13	2	ckhey	MIDDLE · SELECT(ckh) · RELAY · SPLIT_SUFFIX<f1r.12:7=sckhey;split_suffix>	DERIVED_SPLIT_SUFFIX	ckh	SELECT	RELAY	0	MIDDLE	SPLIT_SUFFIX	f1r.12:7=sckhey	split_suffix	UNGROUNDED	True	True
f1r	f1r.13	3	kodaiin	MIDDLE · SELECT(k) · PLAIN_FORM · EDIT<f1r.12:8=daiin;ins@1:k,ins@1:o>	DERIVED_EDIT	k	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.12:8=daiin	ins@1:k,ins@1:o	UNGROUNDED	True	True
f1r	f1r.13	4	cphy	MIDDLE · SELECT(cph) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cph	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.13	5	cphodaiils	MIDDLE · SELECT(cphodaiil) · PLAIN_FORM · EDIT<f1r.11:7=cphodal;ins@5:i,ins@5:i,ins@6:s>	DERIVED_EDIT	cphodaiil	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.11:7=cphodal	ins@5:i,ins@5:i,ins@6:s	UNGROUNDED	True	True
f1r	f1r.13	6	cthey	MIDDLE · SELECT(cth) · RELAY · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cth	SELECT	RELAY	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.13	7	sho	MIDDLE · SELECT(sho) · PLAIN_FORM · SPLIT_PREFIX<f1r.12:6=shodain;split_prefix>	DERIVED_SPLIT_PREFIX	sho	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_PREFIX	f1r.12:6=shodain	split_prefix	UNGROUNDED	True	True
f1r	f1r.13	8	oldain	MIDDLE · SELECT(ol) · PLAIN_FORM · EDIT<f1r.12:6=shodain;sub@1:sh>o,sub@2:o>l>	DERIVED_EDIT	ol	SELECT	PLAIN_FORM	0	MIDDLE	EDIT	f1r.12:6=shodain	sub@1:sh>o,sub@2:o>l	UNGROUNDED	True	True
f1r	f1r.13	9	d	END · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	END	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.14	1	dain	START · SELECT(d) · RESOLVE · SPLIT_SUFFIX<f1r.13:8=oldain;split_suffix>	DERIVED_SPLIT_SUFFIX	d	SELECT	RESOLVE	0	START	SPLIT_SUFFIX	f1r.13:8=oldain	split_suffix	UNGROUNDED	True	True
f1r	f1r.14	2	oiin	MIDDLE · SELECT(oii) · PLAIN_FORM · SPLIT_SUFFIX<f1r.4:1=soiin;split_suffix>	DERIVED_SPLIT_SUFFIX	oii	SELECT	PLAIN_FORM	0	MIDDLE	SPLIT_SUFFIX	f1r.4:1=soiin	split_suffix	UNGROUNDED	True	True
f1r	f1r.14	3	chol	MIDDLE · SELECT(H) · RESOLVE · SPLIT_SUFFIX<f1r.8:4=otchol;split_suffix>	DERIVED_SPLIT_SUFFIX	H	SELECT	RESOLVE	0	MIDDLE	SPLIT_SUFFIX	f1r.8:4=otchol	split_suffix	UNGROUNDED	True	True
f1r	f1r.14	4	odaiin	MIDDLE · SELECT(od) · RESOLVE · SPLIT_SUFFIX<f1r.13:3=kodaiin;split_suffix>	DERIVED_SPLIT_SUFFIX	od	SELECT	RESOLVE	0	MIDDLE	SPLIT_SUFFIX	f1r.13:3=kodaiin	split_suffix	UNGROUNDED	True	True
f1r	f1r.14	5	chodain	MIDDLE · SELECT(chod) · RESOLVE · EDIT<f1r.14:4=odaiin;ins@1:ch,del@4:i>	DERIVED_EDIT	chod	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.14:4=odaiin	ins@1:ch,del@4:i	UNGROUNDED	True	True
f1r	f1r.14	6	chdy	MIDDLE · SELECT(chd) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	chd	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.14	7	okain	MIDDLE · SELECT(ok) · RESOLVE · EDIT<f1r.4:7=okaiin;del@4:i>	DERIVED_EDIT	ok	SELECT	RESOLVE	0	MIDDLE	EDIT	f1r.4:7=okaiin	del@4:i	UNGROUNDED	True	True
f1r	f1r.14	8	dn	MIDDLE · SELECT(d) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	d	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.14	9	cthy	MIDDLE · SELECT(cth) · PLAIN_FORM · NEAR_FORM_EMIT	NEAR_FORM_EMIT	cth	SELECT	PLAIN_FORM	0	MIDDLE	LITERAL		literal	UNGROUNDED	True	True
f1r	f1r.14	10	kod	END · SELECT(k) · PLAIN_FORM · SPLIT_PREFIX<f1r.13:3=kodaiin;split_prefix>	DERIVED_SPLIT_PREFIX	k	SELECT	PLAIN_FORM	0	END	SPLIT_PREFIX	f1r.13:3=kodaiin	split_prefix	UNGROUNDED	True	True
