page	locus	word_index	surface	root_family	root_action	position	state_role	bound_q	unit_count	signature_code	signature_reconstruction	signature_roundtrip	structural_reading	production_mode	production_source	production_operation	production_roundtrip	chosen_bits	literal_bits	strict_first	strict_last
f1r	f1r.2	5	kair	kair	SELECT	MIDDLE	PLAIN_FORM	0	1	kair|q0|NONE|NONE|NONE|NONE	kair	True	MIDDLE:SELECT:kair:PLAIN_FORM	LITERAL		literal	True	26.8167852415475	26.8167852415475	kair|q0|NONE|NONE|NONE|NONE	kair|q0|NONE|NONE|NONE|NONE
f1r	f1r.2	6	chtaiin	cht	SELECT	MIDDLE	RESOLVE	0	1	cht|q0|NONE|NONE|AII|N	chtaiin	True	MIDDLE:SELECT:cht:RESOLVE	EDIT	f1r.1:4=ataiin	sub@1:a>ch	True	22.954196310386877	36.725177862321246	cht|q0|NONE|NONE|AII|N	cht|q0|NONE|NONE|AII|N
f1r	f1r.2	7	shar	H	SELECT	MIDDLE	RESOLVE	0	1	sh|q0|NONE|NONE|AR|NONE	shar	True	MIDDLE:SELECT:H:RESOLVE	LITERAL		literal	True	21.862588931160623	21.862588931160623	sh|q0|NONE|NONE|AR|NONE	sh|q0|NONE|NONE|AR|NONE
f1r	f1r.2	8	ase	a	SELECT	MIDDLE	PLAIN_FORM	0	3	a|q0|NONE|NONE|NONE|NONE+s|q0|NONE|NONE|NONE|NONE+e|q0|NONE|NONE|NONE|NONE	ase	True	MIDDLE:SELECT:a:PLAIN_FORM	LITERAL		literal	True	21.862588931160623	21.862588931160623	a|q0|NONE|NONE|NONE|NONE	e|q0|NONE|NONE|NONE|NONE
f1r	f1r.2	9	cthar	cth	SELECT	MIDDLE	RESOLVE	0	1	cth|q0|NONE|NONE|AR|NONE	cthar	True	MIDDLE:SELECT:cth:RESOLVE	LITERAL		literal	True	21.862588931160623	21.862588931160623	cth|q0|NONE|NONE|AR|NONE	cth|q0|NONE|NONE|AR|NONE
f1r	f1r.2	10	cthar	cth	REPEAT1	MIDDLE	RESOLVE	0	1	cth|q0|NONE|NONE|AR|NONE	cthar	True	MIDDLE:REPEAT1:cth:RESOLVE	COPY	f1r.2:9=cthar	exact	True	4.0	21.862588931160623	cth|q0|NONE|NONE|AR|NONE	cth|q0|NONE|NONE|AR|NONE
f1r	f1r.2	11	dan	d	SELECT	END	PLAIN_FORM	0	1	d|q0|NONE|NONE|A|N	dan	True	END:SELECT:d:PLAIN_FORM	LITERAL		literal	True	21.862588931160623	21.862588931160623	d|q0|NONE|NONE|A|N	d|q0|NONE|NONE|A|N
f1r	f1r.3	1	syaiir	s	SELECT	START	PLAIN_FORM	0	2	s|q0|NONE|NONE|NONE|Y+aiir|q0|NONE|NONE|NONE|NONE	syaiir	True	START:SELECT:s:PLAIN_FORM	LITERAL		literal	True	36.725177862321246	36.725177862321246	s|q0|NONE|NONE|NONE|Y	aiir|q0|NONE|NONE|NONE|NONE
f1r	f1r.3	2	sheky	H	SELECT	MIDDLE	PLAIN_FORM	0	2	sh|q0|NONE|E|NONE|NONE+k|q0|NONE|NONE|NONE|Y	sheky	True	MIDDLE:SELECT:H:PLAIN_FORM	LITERAL		literal	True	26.8167852415475	26.8167852415475	sh|q0|NONE|E|NONE|NONE	k|q0|NONE|NONE|NONE|Y
f1r	f1r.3	3	or	or	SELECT	MIDDLE	PLAIN_FORM	0	1	or|q0|NONE|NONE|NONE|NONE	or	True	MIDDLE:SELECT:or:PLAIN_FORM	COPY	f1r.2:3=or	exact	True	10.0	14.90839262077375	or|q0|NONE|NONE|NONE|NONE	or|q0|NONE|NONE|NONE|NONE
f1r	f1r.3	4	ykaiin	EMPTY	SELECT	MIDDLE	PLAIN_FORM	0	2	EMPTY|q0|NONE|NONE|NONE|Y+k|q0|NONE|NONE|AII|N	ykaiin	True	MIDDLE:SELECT:EMPTY:PLAIN_FORM	EDIT	f1r.2:6=chtaiin	sub@1:ch>y,sub@2:t>k	True	33.90839262077375	36.725177862321246	EMPTY|q0|NONE|NONE|NONE|Y	k|q0|NONE|NONE|AII|N
f1r	f1r.3	5	shod	shod	SELECT	MIDDLE	PLAIN_FORM	0	1	shod|q0|NONE|NONE|NONE|NONE	shod	True	MIDDLE:SELECT:shod:PLAIN_FORM	LITERAL		literal	True	21.862588931160623	21.862588931160623	shod|q0|NONE|NONE|NONE|NONE	shod|q0|NONE|NONE|NONE|NONE
f1r	f1r.3	6	cthoary	ctho	SELECT	MIDDLE	RESOLVE	0	1	ctho|q0|NONE|NONE|AR|Y	cthoary	True	MIDDLE:SELECT:ctho:RESOLVE	LITERAL		literal	True	31.770981551934376	31.770981551934376	ctho|q0|NONE|NONE|AR|Y	ctho|q0|NONE|NONE|AR|Y
f1r	f1r.3	7	cthes	cthes	SELECT	MIDDLE	PLAIN_FORM	0	1	cthes|q0|NONE|NONE|NONE|NONE	cthes	True	MIDDLE:SELECT:cthes:PLAIN_FORM	EDIT	f1r.1:7=cthres	del@2:r	True	19.0	21.862588931160623	cthes|q0|NONE|NONE|NONE|NONE	cthes|q0|NONE|NONE|NONE|NONE
f1r	f1r.3	8	daraiin	dar	SELECT	MIDDLE	RESOLVE	0	1	dar|q0|NONE|NONE|AII|N	daraiin	True	MIDDLE:SELECT:dar:RESOLVE	EDIT	f1r.1:4=ataiin	ins@1:d,sub@2:t>r	True	35.90839262077375	43.67937417270812	dar|q0|NONE|NONE|AII|N	dar|q0|NONE|NONE|AII|N
f1r	f1r.3	9	sy	s	SELECT	END	PLAIN_FORM	0	1	s|q0|NONE|NONE|NONE|Y	sy	True	END:SELECT:s:PLAIN_FORM	LITERAL		literal	True	14.90839262077375	14.90839262077375	s|q0|NONE|NONE|NONE|Y	s|q0|NONE|NONE|NONE|Y
f1r	f1r.4	1	soiin	s	SELECT	START	PLAIN_FORM	0	2	s|q0|NONE|NONE|NONE|NONE+oii|q0|NONE|NONE|NONE|N	soiin	True	START:SELECT:s:PLAIN_FORM	LITERAL		literal	True	31.770981551934376	31.770981551934376	s|q0|NONE|NONE|NONE|NONE	oii|q0|NONE|NONE|NONE|N
f1r	f1r.4	2	oteey	ot	SELECT	MIDDLE	RELAY	0	1	ot|q0|NONE|EE|NONE|Y	oteey	True	MIDDLE:SELECT:ot:RELAY	LITERAL		literal	True	31.770981551934376	31.770981551934376	ot|q0|NONE|EE|NONE|Y	ot|q0|NONE|EE|NONE|Y
f1r	f1r.4	3	oteos	ot	REPEAT1	MIDDLE	PLAIN_FORM	0	2	ot|q0|NONE|E|NONE|NONE+os|q0|NONE|NONE|NONE|NONE	oteos	True	MIDDLE:REPEAT1:ot:PLAIN_FORM	EDIT	f1r.4:2=oteey	sub@4:e>o,sub@5:y>s	True	27.908392620773753	31.770981551934376	ot|q0|NONE|E|NONE|NONE	os|q0|NONE|NONE|NONE|NONE
f1r	f1r.4	4	roloty	r	SELECT	MIDDLE	PLAIN_FORM	0	3	r|q0|NONE|NONE|NONE|NONE+ol|q0|NONE|NONE|NONE|NONE+ot|q0|NONE|NONE|NONE|Y	roloty	True	MIDDLE:SELECT:r:PLAIN_FORM	LITERAL		literal	True	36.725177862321246	36.725177862321246	r|q0|NONE|NONE|NONE|NONE	ot|q0|NONE|NONE|NONE|Y
f1r	f1r.4	5	cthiar	cthi	SELECT	MIDDLE	RESOLVE	0	1	cthi|q0|NONE|NONE|AR|NONE	cthiar	True	MIDDLE:SELECT:cthi:RESOLVE	EDIT	f1r.2:10=cthar	ins@2:i	True	21.954196310386877	26.8167852415475	cthi|q0|NONE|NONE|AR|NONE	cthi|q0|NONE|NONE|AR|NONE
f1r	f1r.4	6	daiin	d	SELECT	MIDDLE	RESOLVE	0	1	d|q0|NONE|NONE|AII|N	daiin	True	MIDDLE:SELECT:d:RESOLVE	EDIT	f1r.3:8=daraiin	del@2:a,del@3:r	True	22.0	31.770981551934376	d|q0|NONE|NONE|AII|N	d|q0|NONE|NONE|AII|N
f1r	f1r.4	7	okaiin	ok	SELECT	MIDDLE	RESOLVE	0	1	ok|q0|NONE|NONE|AII|N	okaiin	True	MIDDLE:SELECT:ok:RESOLVE	EDIT	f1r.3:4=ykaiin	sub@1:y>o	True	22.954196310386877	36.725177862321246	ok|q0|NONE|NONE|AII|N	ok|q0|NONE|NONE|AII|N
f1r	f1r.4	8	or	or	SELECT	MIDDLE	PLAIN_FORM	0	1	or|q0|NONE|NONE|NONE|NONE	or	True	MIDDLE:SELECT:or:PLAIN_FORM	COPY	f1r.3:3=or	exact	True	10.0	14.90839262077375	or|q0|NONE|NONE|NONE|NONE	or|q0|NONE|NONE|NONE|NONE
f1r	f1r.4	9	okan	ok	ECHO2	END	PLAIN_FORM	0	1	ok|q0|NONE|NONE|A|N	okan	True	END:ECHO2:ok:PLAIN_FORM	LITERAL		literal	True	26.8167852415475	26.8167852415475	ok|q0|NONE|NONE|A|N	ok|q0|NONE|NONE|A|N
f1r	f1r.5	1	sair	sair	SELECT	START	PLAIN_FORM	0	1	sair|q0|NONE|NONE|NONE|NONE	sair	True	START:SELECT:sair:PLAIN_FORM	EDIT	f1r.2:5=kair	sub@1:k>s	True	24.954196310386877	26.8167852415475	sair|q0|NONE|NONE|NONE|NONE	sair|q0|NONE|NONE|NONE|NONE
f1r	f1r.5	2	y	EMPTY	SELECT	MIDDLE	PLAIN_FORM	0	1	EMPTY|q0|NONE|NONE|NONE|Y	y	True	MIDDLE:SELECT:EMPTY:PLAIN_FORM	LITERAL		literal	True	9.954196310386875	9.954196310386875	EMPTY|q0|NONE|NONE|NONE|Y	EMPTY|q0|NONE|NONE|NONE|Y
f1r	f1r.5	3	chear	H	SELECT	MIDDLE	RESOLVE	0	1	ch|q0|NONE|E|AR|NONE	chear	True	MIDDLE:SELECT:H:RESOLVE	LITERAL		literal	True	26.8167852415475	26.8167852415475	ch|q0|NONE|E|AR|NONE	ch|q0|NONE|E|AR|NONE
f1r	f1r.5	4	cthaiin	cth	SELECT	MIDDLE	RESOLVE	0	1	cth|q0|NONE|NONE|AII|N	cthaiin	True	MIDDLE:SELECT:cth:RESOLVE	EDIT	f1r.4:6=daiin	sub@1:d>cth	True	20.954196310386877	31.770981551934376	cth|q0|NONE|NONE|AII|N	cth|q0|NONE|NONE|AII|N
f1r	f1r.5	5	cphar	cph	SELECT	MIDDLE	RESOLVE	0	1	cph|q0|NONE|NONE|AR|NONE	cphar	True	MIDDLE:SELECT:cph:RESOLVE	LITERAL		literal	True	21.862588931160623	21.862588931160623	cph|q0|NONE|NONE|AR|NONE	cph|q0|NONE|NONE|AR|NONE
f1r	f1r.5	6	cfhaiin	cfh	SELECT	END	RESOLVE	0	1	cfh|q0|NONE|NONE|AII|N	cfhaiin	True	END:SELECT:cfh:RESOLVE	EDIT	f1r.4:6=daiin	sub@1:d>cfh	True	22.954196310386877	31.770981551934376	cfh|q0|NONE|NONE|AII|N	cfh|q0|NONE|NONE|AII|N
f1r	f1r.6	1	ydaraishy	EMPTY	SELECT	SINGLE	PLAIN_FORM	0	3	EMPTY|q0|NONE|NONE|NONE|Y+dar|q0|NONE|NONE|AI|NONE+sh|q0|NONE|NONE|NONE|Y	ydaraishy	True	SINGLE:SELECT:EMPTY:PLAIN_FORM	LITERAL		literal	True	48.633570483095	48.633570483095	EMPTY|q0|NONE|NONE|NONE|Y	sh|q0|NONE|NONE|NONE|Y
f1r	f1r.7	1	odar	od	SELECT	START	RESOLVE	0	1	od|q0|NONE|NONE|AR|NONE	odar	True	START:SELECT:od:RESOLVE	LITERAL		literal	True	26.8167852415475	26.8167852415475	od|q0|NONE|NONE|AR|NONE	od|q0|NONE|NONE|AR|NONE
f1r	f1r.7	2	shol	H	SELECT	MIDDLE	RESOLVE	0	1	sh|q0|NONE|NONE|OL|NONE	shol	True	MIDDLE:SELECT:H:RESOLVE	COPY	f1r.1:5=shol	exact	True	14.0	21.862588931160623	sh|q0|NONE|NONE|OL|NONE	sh|q0|NONE|NONE|OL|NONE
f1r	f1r.7	3	cphoy	cpho	SELECT	MIDDLE	PLAIN_FORM	0	1	cpho|q0|NONE|NONE|NONE|Y	cphoy	True	MIDDLE:SELECT:cpho:PLAIN_FORM	LITERAL		literal	True	21.862588931160623	21.862588931160623	cpho|q0|NONE|NONE|NONE|Y	cpho|q0|NONE|NONE|NONE|Y
f1r	f1r.7	4	oydar	o	SELECT	MIDDLE	PLAIN_FORM	0	2	o|q0|NONE|NONE|NONE|Y+d|q0|NONE|NONE|AR|NONE	oydar	True	MIDDLE:SELECT:o:PLAIN_FORM	LITERAL		literal	True	31.770981551934376	31.770981551934376	o|q0|NONE|NONE|NONE|Y	d|q0|NONE|NONE|AR|NONE
f1r	f1r.7	5	sh	H	SELECT	MIDDLE	PLAIN_FORM	0	1	sh|q0|NONE|NONE|NONE|NONE	sh	True	MIDDLE:SELECT:H:PLAIN_FORM	LITERAL		literal	True	9.954196310386875	9.954196310386875	sh|q0|NONE|NONE|NONE|NONE	sh|q0|NONE|NONE|NONE|NONE
f1r	f1r.7	6	s	s	SELECT	MIDDLE	PLAIN_FORM	0	1	s|q0|NONE|NONE|NONE|NONE	s	True	MIDDLE:SELECT:s:PLAIN_FORM	LITERAL		literal	True	9.954196310386875	9.954196310386875	s|q0|NONE|NONE|NONE|NONE	s|q0|NONE|NONE|NONE|NONE
f1r	f1r.7	7	cfhoaiin	cfho	SELECT	MIDDLE	RESOLVE	0	1	cfho|q0|NONE|NONE|AII|N	cfhoaiin	True	MIDDLE:SELECT:cfho:RESOLVE	EDIT	f1r.5:6=cfhaiin	ins@2:o	True	22.954196310386877	36.725177862321246	cfho|q0|NONE|NONE|AII|N	cfho|q0|NONE|NONE|AII|N
f1r	f1r.7	8	shodary	shod	SELECT	END	RESOLVE	0	1	shod|q0|NONE|NONE|AR|Y	shodary	True	END:SELECT:shod:RESOLVE	EDIT	f1r.3:6=cthoary	sub@1:cth>sh,ins@3:d	True	35.90839262077375	36.725177862321246	shod|q0|NONE|NONE|AR|Y	shod|q0|NONE|NONE|AR|Y
f1r	f1r.8	1	yshey	EMPTY	SELECT	START	OPEN_FORM	0	2	EMPTY|q0|NONE|NONE|NONE|Y+sh|q0|NONE|E|NONE|Y	yshey	True	START:SELECT:EMPTY:OPEN_FORM	LITERAL		literal	True	26.8167852415475	26.8167852415475	EMPTY|q0|NONE|NONE|NONE|Y	sh|q0|NONE|E|NONE|Y
f1r	f1r.8	2	shody	shod	SELECT	MIDDLE	PLAIN_FORM	0	1	shod|q0|NONE|NONE|NONE|Y	shody	True	MIDDLE:SELECT:shod:PLAIN_FORM	EDIT	f1r.7:8=shodary	del@4:a,del@5:r	True	20.0	26.8167852415475	shod|q0|NONE|NONE|NONE|Y	shod|q0|NONE|NONE|NONE|Y
f1r	f1r.8	3	okchoy	ok	SELECT	MIDDLE	PLAIN_FORM	0	2	ok|q0|NONE|NONE|NONE|NONE+cho|q0|NONE|NONE|NONE|Y	okchoy	True	MIDDLE:SELECT:ok:PLAIN_FORM	LITERAL		literal	True	31.770981551934376	31.770981551934376	ok|q0|NONE|NONE|NONE|NONE	cho|q0|NONE|NONE|NONE|Y
f1r	f1r.8	4	otchol	ot	SELECT	MIDDLE	PLAIN_FORM	0	2	ot|q0|NONE|NONE|NONE|NONE+ch|q0|NONE|NONE|OL|NONE	otchol	True	MIDDLE:SELECT:ot:PLAIN_FORM	EDIT	f1r.8:3=okchoy	sub@2:k>t,sub@5:y>l	True	27.908392620773753	31.770981551934376	ot|q0|NONE|NONE|NONE|NONE	ch|q0|NONE|NONE|OL|NONE
f1r	f1r.8	5	chocthy	cho	SELECT	MIDDLE	PLAIN_FORM	0	2	cho|q0|NONE|NONE|NONE|NONE+cth|q0|NONE|NONE|NONE|Y	chocthy	True	MIDDLE:SELECT:cho:PLAIN_FORM	LITERAL		literal	True	26.8167852415475	26.8167852415475	cho|q0|NONE|NONE|NONE|NONE	cth|q0|NONE|NONE|NONE|Y
f1r	f1r.8	6	os	os	SELECT	MIDDLE	PLAIN_FORM	0	1	os|q0|NONE|NONE|NONE|NONE	os	True	MIDDLE:SELECT:os:PLAIN_FORM	LITERAL		literal	True	14.90839262077375	14.90839262077375	os|q0|NONE|NONE|NONE|NONE	os|q0|NONE|NONE|NONE|NONE
f1r	f1r.8	7	chy	H	SELECT	MIDDLE	PLAIN_FORM	0	1	ch|q0|NONE|NONE|NONE|Y	chy	True	MIDDLE:SELECT:H:PLAIN_FORM	LITERAL		literal	True	14.90839262077375	14.90839262077375	ch|q0|NONE|NONE|NONE|Y	ch|q0|NONE|NONE|NONE|Y
f1r	f1r.8	8	dain	d	SELECT	MIDDLE	RESOLVE	0	1	d|q0|NONE|NONE|AI|N	dain	True	MIDDLE:SELECT:d:RESOLVE	EDIT	f1r.4:6=daiin	del@3:i	True	20.0	26.8167852415475	d|q0|NONE|NONE|AI|N	d|q0|NONE|NONE|AI|N
f1r	f1r.8	9	chor	H	ECHO2	MIDDLE	RESOLVE	0	1	ch|q0|NONE|NONE|OR|NONE	chor	True	MIDDLE:ECHO2:H:RESOLVE	LITERAL		literal	True	21.862588931160623	21.862588931160623	ch|q0|NONE|NONE|OR|NONE	ch|q0|NONE|NONE|OR|NONE
f1r	f1r.8	10	kos	k	SELECT	END	PLAIN_FORM	0	2	k|q0|NONE|NONE|NONE|NONE+os|q0|NONE|NONE|NONE|NONE	kos	True	END:SELECT:k:PLAIN_FORM	LITERAL		literal	True	21.862588931160623	21.862588931160623	k|q0|NONE|NONE|NONE|NONE	os|q0|NONE|NONE|NONE|NONE
f1r	f1r.9	1	daiin	d	SELECT	START	RESOLVE	0	1	d|q0|NONE|NONE|AII|N	daiin	True	START:SELECT:d:RESOLVE	COPY	f1r.4:6=daiin	exact	True	12.0	31.770981551934376	d|q0|NONE|NONE|AII|N	d|q0|NONE|NONE|AII|N
f1r	f1r.9	2	shos	shos	SELECT	MIDDLE	PLAIN_FORM	0	1	shos|q0|NONE|NONE|NONE|NONE	shos	True	MIDDLE:SELECT:shos:PLAIN_FORM	EDIT	f1r.8:10=kos	sub@1:k>sh	True	17.954196310386877	21.862588931160623	shos|q0|NONE|NONE|NONE|NONE	shos|q0|NONE|NONE|NONE|NONE
f1r	f1r.9	3	cfhol	cfh	SELECT	MIDDLE	RESOLVE	0	1	cfh|q0|NONE|NONE|OL|NONE	cfhol	True	MIDDLE:SELECT:cfh:RESOLVE	LITERAL		literal	True	21.862588931160623	21.862588931160623	cfh|q0|NONE|NONE|OL|NONE	cfh|q0|NONE|NONE|OL|NONE
f1r	f1r.9	4	shody	shod	SELECT	END	PLAIN_FORM	0	1	shod|q0|NONE|NONE|NONE|Y	shody	True	END:SELECT:shod:PLAIN_FORM	COPY	f1r.8:2=shody	exact	True	10.0	26.8167852415475	shod|q0|NONE|NONE|NONE|Y	shod|q0|NONE|NONE|NONE|Y
f1r	f1r.10	1	dain	d	SELECT	START	RESOLVE	0	1	d|q0|NONE|NONE|AI|N	dain	True	START:SELECT:d:RESOLVE	COPY	f1r.8:8=dain	exact	True	8.0	26.8167852415475	d|q0|NONE|NONE|AI|N	d|q0|NONE|NONE|AI|N
f1r	f1r.10	2	os	os	SELECT	MIDDLE	PLAIN_FORM	0	1	os|q0|NONE|NONE|NONE|NONE	os	True	MIDDLE:SELECT:os:PLAIN_FORM	COPY	f1r.8:6=os	exact	True	10.0	14.90839262077375	os|q0|NONE|NONE|NONE|NONE	os|q0|NONE|NONE|NONE|NONE
f1r	f1r.10	3	teody	t	SELECT	END	PLAIN_FORM	0	2	t|q0|NONE|E|NONE|NONE+od|q0|NONE|NONE|NONE|Y	teody	True	END:SELECT:t:PLAIN_FORM	EDIT	f1r.9:4=shody	ins@1:t,sub@1:sh>e	True	29.908392620773753	31.770981551934376	t|q0|NONE|E|NONE|NONE	od|q0|NONE|NONE|NONE|Y
f1r	f1r.11	1	ydain	EMPTY	SELECT	START	PLAIN_FORM	0	2	EMPTY|q0|NONE|NONE|NONE|Y+d|q0|NONE|NONE|AI|N	ydain	True	START:SELECT:EMPTY:PLAIN_FORM	EDIT	f1r.10:1=dain	ins@1:y	True	18.954196310386877	31.770981551934376	EMPTY|q0|NONE|NONE|NONE|Y	d|q0|NONE|NONE|AI|N
f1r	f1r.11	2	cphesaiin	cphes	SELECT	MIDDLE	RESOLVE	0	1	cphes|q0|NONE|NONE|AII|N	cphesaiin	True	MIDDLE:SELECT:cphes:RESOLVE	LITERAL		literal	True	43.67937417270812	43.67937417270812	cphes|q0|NONE|NONE|AII|N	cphes|q0|NONE|NONE|AII|N
f1r	f1r.11	3	ols	ol	SELECT	MIDDLE	PLAIN_FORM	0	2	ol|q0|NONE|NONE|NONE|NONE+s|q0|NONE|NONE|NONE|NONE	ols	True	MIDDLE:SELECT:ol:PLAIN_FORM	EDIT	f1r.10:2=os	ins@2:l	True	19.954196310386877	21.862588931160623	ol|q0|NONE|NONE|NONE|NONE	s|q0|NONE|NONE|NONE|NONE
f1r	f1r.11	4	cphey	cph	SELECT	MIDDLE	RELAY	0	1	cph|q0|NONE|E|NONE|Y	cphey	True	MIDDLE:SELECT:cph:RELAY	LITERAL		literal	True	21.862588931160623	21.862588931160623	cph|q0|NONE|E|NONE|Y	cph|q0|NONE|E|NONE|Y
f1r	f1r.11	5	ytain	EMPTY	SELECT	MIDDLE	PLAIN_FORM	0	2	EMPTY|q0|NONE|NONE|NONE|Y+t|q0|NONE|NONE|AI|N	ytain	True	MIDDLE:SELECT:EMPTY:PLAIN_FORM	LITERAL		literal	True	31.770981551934376	31.770981551934376	EMPTY|q0|NONE|NONE|NONE|Y	t|q0|NONE|NONE|AI|N
f1r	f1r.11	6	shoshy	sho	SELECT	MIDDLE	PLAIN_FORM	0	2	sho|q0|NONE|NONE|NONE|NONE+sh|q0|NONE|NONE|NONE|Y	shoshy	True	MIDDLE:SELECT:sho:PLAIN_FORM	EDIT	f1r.9:4=shody	sub@3:d>sh	True	22.954196310386877	26.8167852415475	sho|q0|NONE|NONE|NONE|NONE	sh|q0|NONE|NONE|NONE|Y
f1r	f1r.11	7	cphodal	cphod	SELECT	MIDDLE	RESOLVE	0	1	cphod|q0|NONE|NONE|AL|NONE	cphodal	True	MIDDLE:SELECT:cphod:RESOLVE	LITERAL		literal	True	31.770981551934376	31.770981551934376	cphod|q0|NONE|NONE|AL|NONE	cphod|q0|NONE|NONE|AL|NONE
