statement_id	record_unit_id	page	statement_ordinal_in_record	start_locus	start_field	end_locus	end_field	constituent_fields	entry_boundary_id	entry_boundary_class	selected_short_card_skeleton	concrete_source_clause	required_roles	explicit_required_roles	missing_roles_needed	unresolved_required_roles	input_picture_owner	picture_owner_needed	picture_owner_resolution	picture_owner_evidence	picture_owner_operation	next_picture_owner	input_active_preparation_or_item	active_preparation_or_item_needed	active_preparation_or_item_resolution	active_preparation_or_item_evidence	active_preparation_or_item_operation	next_active_preparation_or_item	input_target_or_station	target_or_station_needed	target_or_station_resolution	target_or_station_evidence	target_or_station_operation	next_target_or_station	input_previous_item_reference	previous_item_reference_needed	previous_item_reference_resolution	previous_item_reference_evidence	previous_item_reference_operation	next_previous_item_reference	exact_next_register_state	strongest_register_alternative	semantic_guard
H4-S002	H4	f55v	2	f55v.5	F011	f55v.5	F011	F011	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F011[MASS?]	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_H4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H4	ITEM_H4_001	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	ITEM_H4_001	UNRESOLVED_TARGET_H4_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_H4_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_H4;ACTIVE_PREPARATION_OR_ITEM=ITEM_H4_001;TARGET_OR_STATION=TARGET_H4_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H4-S003	H4	f55v	3	f55v.11	F012	f55v.11	F012	F012	H4-LB01	START_NEW_CLAUSE	F012[∅]	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_H4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H4	ITEM_H4_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_H4_002	TARGET_H4_001	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_TARGET	UNRESOLVED_TARGET_H4_002	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_H4_001	PICTURE_OWNER=OWNER_H4;ACTIVE_PREPARATION_OR_ITEM=ITEM_H4_002;TARGET_OR_STATION=UNRESOLVED_TARGET_H4_002;PREVIOUS_ITEM_REFERENCE=ITEM_H4_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H4-S004	H4	f55v	4	f55v.11	F013	f55v.11	F013	F013	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F013[MASS? ANSATZ?]	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER	NONE	OWNER_H4	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H4	ITEM_H4_002	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_H4_002	UNRESOLVED_TARGET_H4_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_TARGET_H4_002	ITEM_H4_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_H4_001	PICTURE_OWNER=OWNER_H4;ACTIVE_PREPARATION_OR_ITEM=ITEM_H4_002;TARGET_OR_STATION=UNRESOLVED_TARGET_H4_002;PREVIOUS_ITEM_REFERENCE=ITEM_H4_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S001	H5	f56r	1	f56r.5	F014	f56r.7	F015	F014|F015	NONE	RECORD_START	F014[MASS?] > F015[ANWENDEN? ZIEL?]	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß || nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	NONE	NONE	OWNER_H5	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_H5	UNSET	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	ITEM_H5_001	UNSET	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_H5_001	UNSET	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_H5_001	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_001;TARGET_OR_STATION=TARGET_H5_001;PREVIOUS_ITEM_REFERENCE=ITEM_H5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S002	H5	f56r	2	f56r.8	F016	f56r.8	F016	F016	H5-LB02	RESUME_ACTIVE_ITEM	F016[ANWENDEN?]	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|PREVIOUS_ITEM_REFERENCE	NONE	OWNER_H5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H5	ITEM_H5_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESUME	ITEM_H5_001	TARGET_H5_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_H5_002	ITEM_H5_001	YES	INHERITED	BOUNDARY	RESUME_REFERENCE	ITEM_H5_001	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_001;TARGET_OR_STATION=TARGET_H5_002;PREVIOUS_ITEM_REFERENCE=ITEM_H5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S003	H5	f56r	3	f56r.12	F017	f56r.12	F017	F017	H5-LB03	NEXT_PARALLEL_CELL	F017[∅]	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_H5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H5	ITEM_H5_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_H5_002	TARGET_H5_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	RESET_TO_UNSET	UNSET	ITEM_H5_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_H5_001	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_002;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_H5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S004	H5	f56r	4	f56r.13	F018	f56r.13	F018	F018	H5-LB04	RESUME_ACTIVE_ITEM	F018[∅]	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER|TARGET_OR_STATION	TARGET_OR_STATION	OWNER_H5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H5	ITEM_H5_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESUME	ITEM_H5_002	UNSET	YES	UNRESOLVED	BOUNDARY	INTRODUCE_UNRESOLVED	UNRESOLVED_TARGET_H5_001	ITEM_H5_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_H5_001	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_002;TARGET_OR_STATION=UNRESOLVED_TARGET_H5_001;PREVIOUS_ITEM_REFERENCE=ITEM_H5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S005	H5	f56r	5	f56r.18	F019	f56r.18	F019	F019	H5-LB05	NEXT_PARALLEL_CELL	F019[∅]	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_H5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H5	ITEM_H5_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_H5_003	UNRESOLVED_TARGET_H5_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	RESET_TO_UNSET	UNSET	ITEM_H5_001	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_H5_001	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_003;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_H5_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
H5-S006	H5	f56r	6	f56r.19	F020	f56r.19	F020	F020	H5-LB06	NEXT_PARALLEL_CELL	F020[ANTEIL? MASS?]	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER	NONE	OWNER_H5	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_H5	ITEM_H5_003	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_H5_004	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	ITEM_H5_001	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_H5_003	PICTURE_OWNER=OWNER_H5;ACTIVE_PREPARATION_OR_ITEM=ITEM_H5_004;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_H5_003	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S001	B1	f81v	1	f81v.2	F021	f81v.2	F021	F021	NONE	RECORD_START	F021[SPÜLEN?]	spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B1	YES	EXPLICIT	EXEMPLAR_ONLY	INTRODUCED_AT_RECORD_INITIALIZATION	OWNER_B1	UNSET	YES	UNRESOLVED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_UNRESOLVED	UNRESOLVED_ITEM_B1_001	UNSET	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B1_001	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B1_001;TARGET_OR_STATION=TARGET_B1_001;PREVIOUS_ITEM_REFERENCE=UNSET	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S002	B1	f81v	2	f81v.2	F022	f81v.7	F023	F022|F023	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F022[ZIEL?] > F023[VORIGES? MASS? MASS?]	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	UNRESOLVED_ITEM_B1_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B1_001	TARGET_B1_001	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_002	UNSET	YES	UNRESOLVED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	REFERENCE_EXPLICIT	UNRESOLVED_ITEM_B1_001	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_001;TARGET_OR_STATION=TARGET_B1_002;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B1_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S003	B1	f81v	3	f81v.7	F024	f81v.17	F025	F024|F025	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F024[∅] > F025[∅]	Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_001	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_001	TARGET_B1_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B1_002	UNRESOLVED_ITEM_B1_001	YES	UNRESOLVED	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	UNRESOLVED_ITEM_B1_001	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_001;TARGET_OR_STATION=TARGET_B1_002;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B1_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S004	B1	f81v	4	f81v.17	F026	f81v.17	F026	F026	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F026[∅]	rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER|TARGET_OR_STATION|PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_001	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_001	TARGET_B1_002	YES	INHERITED	EXEMPLAR_ONLY	CARRY	TARGET_B1_002	UNRESOLVED_ITEM_B1_001	YES	UNRESOLVED	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	UNRESOLVED_ITEM_B1_001	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_001;TARGET_OR_STATION=TARGET_B1_002;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B1_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S005	B1	f81v	5	f81v.17	F027	f81v.17	F027	F027	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F027[∅]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_001	YES	EXPLICIT	EXEMPLAR_ONLY	CARRY_EXPLICIT_REASSERTION	ITEM_B1_001	TARGET_B1_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_TARGET	TARGET_B1_003	UNRESOLVED_ITEM_B1_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	UNRESOLVED_ITEM_B1_001	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_001;TARGET_OR_STATION=TARGET_B1_003;PREVIOUS_ITEM_REFERENCE=UNRESOLVED_ITEM_B1_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S006	B1	f81v	6	f81v.17	F028	f81v.17	F028	F028	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F028[∅]	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_001	YES	EXPLICIT	EXEMPLAR_ONLY	RESET_TO_EXPLICIT_NEW_ITEM	ITEM_B1_002	TARGET_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	TARGET_B1_003	UNRESOLVED_ITEM_B1_001	NO	NOT_REQUIRED	EXEMPLAR_ONLY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B1_001	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_002;TARGET_OR_STATION=TARGET_B1_003;PREVIOUS_ITEM_REFERENCE=ITEM_B1_001	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S007	B1	f81v	7	f81v.18	F029	f81v.18	F029	F029	B1-LB03	NEXT_PARALLEL_CELL	F029[∅]	erwärme es einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_002	YES	UNRESOLVED	BOUNDARY+EXEMPLAR_ONLY	RESET_TO_UNRESOLVED_ITEM	UNRESOLVED_ITEM_B1_002	TARGET_B1_003	NO	NOT_REQUIRED	EXEMPLAR_ONLY	RESET_TO_UNSET	UNSET	ITEM_B1_001	NO	NOT_REQUIRED	BOUNDARY	ARCHIVE_ACTIVE_ON_RESET	ITEM_B1_002	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=UNRESOLVED_ITEM_B1_002;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_B1_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S008	B1	f81v	8	f81v.18	F030	f81v.18	F030	F030	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F030[∅]	Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	ACTIVE_PREPARATION_OR_ITEM|PREVIOUS_ITEM_REFERENCE	PICTURE_OWNER	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	UNRESOLVED_ITEM_B1_002	YES	EXPLICIT	EXEMPLAR_ONLY	RESOLVE_AND_RESET_EXPLICIT	ITEM_B1_003	UNSET	NO	NOT_REQUIRED	EXEMPLAR_ONLY	KEEP_UNSET	UNSET	ITEM_B1_002	YES	EXPLICIT	EXEMPLAR_ONLY	REFERENCE_EXPLICIT	ITEM_B1_002	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_003;TARGET_OR_STATION=UNSET;PREVIOUS_ITEM_REFERENCE=ITEM_B1_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
B1-S009	B1	f81v	9	f81v.18	F031	f81v.18	F031	F031	NONE	WITHIN_LOCUS_FIELD_BOUNDARY	F031[SPÜLEN?]	spüle die bezeichnete Stelle einmal und beende den Schritt	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM|TARGET_OR_STATION	TARGET_OR_STATION	PICTURE_OWNER|ACTIVE_PREPARATION_OR_ITEM	NONE	OWNER_B1	YES	INHERITED	EXEMPLAR_ONLY	CARRY	OWNER_B1	ITEM_B1_003	YES	INHERITED	SELECTED_MNEMONIC+EXEMPLAR_ONLY	CARRY	ITEM_B1_003	UNSET	YES	EXPLICIT	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INTRODUCE_EXPLICIT	TARGET_B1_004	ITEM_B1_002	NO	NOT_REQUIRED	EXEMPLAR_ONLY	CARRY_UNUSED	ITEM_B1_002	PICTURE_OWNER=OWNER_B1;ACTIVE_PREPARATION_OR_ITEM=ITEM_B1_003;TARGET_OR_STATION=TARGET_B1_004;PREVIOUS_ITEM_REFERENCE=ITEM_B1_002	ACTIVE could reset instead of carry, or carry instead of reset; TARGET may denote apparatus rather than body; PREVIOUS may be discourse-only.	ANONYMOUS_RECORD_LOCAL_STATE_ONLY;SELECTED_MNEMONIC_MARKS_SLOT_NOT_REFERENT;EXEMPLAR_CUE_NOT_CARD_MEANING
