statement_id	record_unit_id	page	statement_ordinal	entry_boundary_class	selected_short_card_skeleton	pre_owner	pre_active_item	pre_target	pre_previous_item	register_operations	resolved_previous_for_voriges	post_owner	post_active_item	post_target	post_previous_item	required_silent_slots	evidence_channels	creative_source_clause	status
H4-S002	H4	f55v	2	WITHIN_LOCUS_FIELD_BOUNDARY	F011[MASS?]	OWNER_H4	ITEM_H4_01	NONE	NONE	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H4	ITEM_H4_01	NONE	ITEM_H4_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H4-S003	H4	f55v	3	START_NEW_CLAUSE	F012[∅]	OWNER_H4	ITEM_H4_01	NONE	ITEM_H4_01	CARRY_OWNER|STORE_PREVIOUS_ITEM|INTRODUCE_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H4	ITEM_H4_02	NONE	ITEM_H4_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=START_NEW_CLAUSE|EXACT_V60_SHORT_CARD	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H4-S004	H4	f55v	4	WITHIN_LOCUS_FIELD_BOUNDARY	F013[MASS? ANSATZ?]	OWNER_H4	ITEM_H4_02	NONE	ITEM_H4_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H4	ITEM_H4_02	NONE	ITEM_H4_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S001	H5	f56r	1	RECORD_START	F014[MASS?] > F015[ANWENDEN? ZIEL?]	OWNER_H5	NONE	NONE	NONE	CARRY_OWNER|INTRODUCE_ACTIVE_ITEM|INTRODUCE_TARGET_SLOT	NOT_SELECTED	OWNER_H5	ITEM_H5_01	TARGET_H5_01	NONE	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=RECORD_START|EXACT_V60_SHORT_CARD	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß || nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S002	H5	f56r	2	RESUME_ACTIVE_ITEM	F016[ANWENDEN?]	OWNER_H5	ITEM_H5_01	TARGET_H5_01	NONE	CARRY_OWNER|STORE_PREVIOUS_STATE|RESUME_ACTIVE_ITEM|CARRY_TARGET	NOT_SELECTED	OWNER_H5	ITEM_H5_01	TARGET_H5_01	ITEM_H5_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=RESUME_ACTIVE_ITEM|EXACT_V60_SHORT_CARD	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S003	H5	f56r	3	NEXT_PARALLEL_CELL	F017[∅]	OWNER_H5	ITEM_H5_01	TARGET_H5_01	ITEM_H5_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=NEXT_PARALLEL_CELL|EXACT_V60_SHORT_CARD	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S004	H5	f56r	4	RESUME_ACTIVE_ITEM	F018[∅]	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	CARRY_OWNER|STORE_PREVIOUS_STATE|RESUME_ACTIVE_ITEM	NOT_SELECTED	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=RESUME_ACTIVE_ITEM|EXACT_V60_SHORT_CARD	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S005	H5	f56r	5	NEXT_PARALLEL_CELL	F019[∅]	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=NEXT_PARALLEL_CELL|EXACT_V60_SHORT_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
H5-S006	H5	f56r	6	NEXT_PARALLEL_CELL	F020[ANTEIL? MASS?]	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_H5	ITEM_H5_01	NONE	ITEM_H5_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=NEXT_PARALLEL_CELL|EXACT_V60_SHORT_CARD	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S001	B1	f81v	1	RECORD_START	F021[SPÜLEN?]	OWNER_B1	NONE	NONE	NONE	CARRY_OWNER|INTRODUCE_ACTIVE_ITEM	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	NONE	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=RECORD_START|EXACT_V60_SHORT_CARD	spüle die bezeichnete Stelle einmal und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S002	B1	f81v	2	WITHIN_LOCUS_FIELD_BOUNDARY	F022[ZIEL?] > F023[VORIGES? MASS? MASS?]	OWNER_B1	ITEM_B1_01	NONE	NONE	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET|INTRODUCE_TARGET_SLOT|SELECT_PREVIOUS_ITEM	ITEM_B1_01	OWNER_B1	ITEM_B1_01	TARGET_B1_01	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT|PREVIOUS_ITEM_ANTECEDENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S003	B1	f81v	3	WITHIN_LOCUS_FIELD_BOUNDARY	F024[∅] > F025[∅]	OWNER_B1	ITEM_B1_01	TARGET_B1_01	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S004	B1	f81v	4	WITHIN_LOCUS_FIELD_BOUNDARY	F026[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S005	B1	f81v	5	WITHIN_LOCUS_FIELD_BOUNDARY	F027[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S006	B1	f81v	6	WITHIN_LOCUS_FIELD_BOUNDARY	F028[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S007	B1	f81v	7	NEXT_PARALLEL_CELL	F029[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=NEXT_PARALLEL_CELL|EXACT_V60_SHORT_CARD	erwärme es einmal und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S008	B1	f81v	8	WITHIN_LOCUS_FIELD_BOUNDARY	F030[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S009	B1	f81v	9	WITHIN_LOCUS_FIELD_BOUNDARY	F031[SPÜLEN?]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	spüle die bezeichnete Stelle einmal und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S010	B1	f81v	10	WITHIN_LOCUS_FIELD_BOUNDARY	F032[SPÜLEN?]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	spüle die bezeichnete Stelle einmal und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S011	B1	f81v	11	WITHIN_LOCUS_FIELD_BOUNDARY	F033[ANWENDEN?]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	durch die verbundenen Läufe ; Die aktive Portion verwenden	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S012	B1	f81v	12	START_NEW_CLAUSE	F034[∅]	OWNER_B1	ITEM_B1_01	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_ITEM|INTRODUCE_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_01	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=START_NEW_CLAUSE|EXACT_V60_SHORT_CARD	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S013	B1	f81v	13	WITHIN_LOCUS_FIELD_BOUNDARY	F035[∅]	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_01	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	wasche einmal und beende diesen Durchgang	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S014	B1	f81v	14	WITHIN_LOCUS_FIELD_BOUNDARY	F036[∅]	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S015	B1	f81v	15	NEXT_PARALLEL_CELL	F037[∅]	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=NEXT_PARALLEL_CELL|EXACT_V60_SHORT_CARD	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S016	B1	f81v	16	WITHIN_LOCUS_FIELD_BOUNDARY	F038[TEMPERIEREN?]	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET	NOT_SELECTED	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
B1-S017	B1	f81v	17	WITHIN_LOCUS_FIELD_BOUNDARY	F039[ZIEL?]	OWNER_B1	ITEM_B1_02	NONE	ITEM_B1_02	CARRY_OWNER|STORE_PREVIOUS_STATE|CARRY_ACTIVE_ITEM|RESET_TARGET|INTRODUCE_TARGET_SLOT	NOT_SELECTED	OWNER_B1	ITEM_B1_02	TARGET_B1_02	ITEM_B1_02	PICTURE_OWNER_REFERENT|ACTIVE_ITEM_REFERENT|TARGET_REFERENT	RECORD_MEMBERSHIP_OWNER|ENTRY=WITHIN_LOCUS_FIELD_BOUNDARY|EXACT_V60_SHORT_CARD	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	ANONYMOUS_REGISTER_TRACE_NOT_CARD_MEANING
