statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_loci	constituent_fields	physical_line_count	event_count	entry_boundary_class	exit_boundary_class	internal_cross_line_boundaries	selected_short_card_skeleton_unchanged	record_reset	owner_id_before	owner_action	owner_id_after	active_item_id_before	active_item_kind_before	active_item_action	active_item_reset_reason	active_item_id_after	active_item_kind_after	target_id_before	target_required	target_action	target_id_after	previous_register_before	previous_required	previous_action	previous_binding	previous_register_after	exact_voriges_occurrences	exact_voriges_binding	required_silent_argument_count	required_silent_argument_slots	marked_german_source_clause	concrete_workshop_reading_unchanged	historical_ellipsis_mechanism	strongest_list_or_form_rival	confidence	status	source_lineage
H4-S002	H4	f55v	2	f55v.5	F011	1	3	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F011[MASS?]	NO	H4:O01	CARRY_RECORD_OWNER	H4:O01	H4:I01	SIMPLEX_DERIVATIVE_OR_PREPARATION	CARRY_ACTIVE_ITEM	NONE	H4:I01	SIMPLEX_OR_PREPARATION_UNRESOLVED	NONE	YES	INTRODUCE_PICTURED_OR_LOCALLY_NAMED_TARGET	H4:T01	NONE	NO	NONE	NONE	NONE	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=H4:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H4:I01;SIMPLEX_OR_PREPARATION_UNRESOLVED] [STILL:TARGET=H4:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weichen Rest abteilen [Ganzfeldexemplar H4, Feld 2/4]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H4-S003	H4	f55v	3	f55v.11	F012	1	4	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F012[∅]	NO	H4:O01	CARRY_RECORD_OWNER	H4:O01	H4:I01	SIMPLEX_OR_PREPARATION_UNRESOLVED	RESET_TO_NEW_ITEM:SECOND_MEDICINAL_USE	SECOND_MEDICINAL_USE	H4:I02	SIMPLEX_DERIVATIVE_OR_PREPARATION	H4:T01	NO	CARRY_TARGET_UNMENTIONED	H4:T01	NONE	NO	NONE	NONE	H4:I01	0	NONE	2	OWNER|ACTIVE_ITEM	[STILL:OWNER=H4:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H4:I02;SIMPLEX_DERIVATIVE_OR_PREPARATION] für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=NEXT_PARALLEL_CELL: beide Linien können als zwei gleichrangige Fraktionen desselben Blattes gelten.; NONMEDICAL=zwei Arbeitsfraktionen vergleichen [Ganzfeldexemplar H4, Feld 3/4]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H4-S004	H4	f55v	4	f55v.11	F013	1	6	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	NONE	F013[MASS? ANSATZ?]	NO	H4:O01	CARRY_RECORD_OWNER	H4:O01	H4:I02	SIMPLEX_DERIVATIVE_OR_PREPARATION	CARRY_AND_RECAST_AS_PREPARATION	NONE	H4:I02	SIMPLEX_DERIVATIVE_OR_PREPARATION	H4:T01	YES	RESUME_OR_CARRY_TARGET	H4:T01	H4:I01	NO	NONE	NONE	H4:I01	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=H4:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H4:I02;SIMPLEX_DERIVATIVE_OR_PREPARATION] [STILL:TARGET=H4:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Fraktionen buchen [Ganzfeldexemplar H4, Feld 4/4]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S001	H5	f56r	1	f56r.5|f56r.7	F014|F015	2	9	RECORD_START	RESUME_ACTIVE_ITEM	H5-LB01	F014[MASS?] > F015[ANWENDEN? ZIEL?]	YES	NONE	INTRODUCE_FROM_PICTURE_OR_RECORD_HEADER	H5:O01	NONE	NONE	INTRODUCE_ACTIVE_ITEM	NONE	H5:I01	SIMPLEX_OR_PLANT_PART	NONE	YES	INTRODUCE_PICTURED_OR_LOCALLY_NAMED_TARGET	H5:T01	NONE	NO	NONE	NONE	NONE	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I01;SIMPLEX_OR_PLANT_PART] [STILL:TARGET=H5:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß || nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß || nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=RESUME_ACTIVE_ITEM: F015 könnte eine neue Klausel mit demselben Pflanzenteil beginnen.; NONMEDICAL=klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 1/7] || klebriges Feuchtlandmaterial übernehmen [Ganzfeldexemplar H5, Feld 2/7]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S002	H5	f56r	2	f56r.8	F016	1	4	RESUME_ACTIVE_ITEM	NEXT_PARALLEL_CELL	NONE	F016[ANWENDEN?]	NO	H5:O01	CARRY_RECORD_OWNER	H5:O01	H5:I01	SIMPLEX_OR_PLANT_PART	RESUME_ACTIVE_ITEM	NONE	H5:I01	SIMPLEX_DERIVATIVE_OR_PREPARATION	H5:T01	YES	RESUME_OR_CARRY_TARGET	H5:T01	NONE	YES	RESUME_ACTIVE_ITEM_AS_ANTECEDENT	H5:I01	H5:I01	0	NONE	4	OWNER|ACTIVE_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I01;SIMPLEX_DERIVATIVE_OR_PREPARATION] [STILL:TARGET=H5:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] [STILL:PREVIOUS=H5:I01;ANTECEDENT_ID_ONLY] von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=CONTINUE_SAME_CLAUSE: der Zeilenreset kann bloßer Reflow innerhalb derselben Anwendung sein.; NONMEDICAL=klein dosieren [Ganzfeldexemplar H5, Feld 3/7]	.44	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S003	H5	f56r	3	f56r.12	F017	1	4	NEXT_PARALLEL_CELL	RESUME_ACTIVE_ITEM	NONE	F017[∅]	NO	H5:O01	CARRY_RECORD_OWNER	H5:O01	H5:I01	SIMPLEX_DERIVATIVE_OR_PREPARATION	RESET_TO_NEW_ITEM:NEXT_PLANT_PART_CELL	NEXT_PLANT_PART_CELL	H5:I02	SIMPLEX_OR_PLANT_PART	H5:T01	NO	CARRY_TARGET_UNMENTIONED	H5:T01	H5:I01	NO	NONE	NONE	H5:I01	0	NONE	2	OWNER|ACTIVE_ITEM	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I02;SIMPLEX_OR_PLANT_PART] ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=START_NEW_CLAUSE: die neue Linie kann statt einer Parallelzelle einen neuen Rezeptabschnitt eröffnen.; NONMEDICAL=klein dosieren [Ganzfeldexemplar H5, Feld 4/7]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S004	H5	f56r	4	f56r.13	F018	1	3	RESUME_ACTIVE_ITEM	NEXT_PARALLEL_CELL	NONE	F018[∅]	NO	H5:O01	CARRY_RECORD_OWNER	H5:O01	H5:I02	SIMPLEX_OR_PLANT_PART	RESUME_ACTIVE_ITEM	NONE	H5:I02	SIMPLEX_DERIVATIVE_OR_PREPARATION	H5:T01	YES	RESUME_OR_CARRY_TARGET	H5:T01	H5:I01	YES	RESUME_ACTIVE_ITEM_AS_ANTECEDENT	H5:I02	H5:I02	0	NONE	4	OWNER|ACTIVE_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I02;SIMPLEX_DERIVATIVE_OR_PREPARATION] [STILL:TARGET=H5:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] [STILL:PREVIOUS=H5:I02;ANTECEDENT_ID_ONLY] gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=START_NEW_CLAUSE: frisch und getrocknet können zwei unabhängige Zubereitungen bezeichnen.; NONMEDICAL=Materialprobe trennen [Ganzfeldexemplar H5, Feld 5/7]	.44	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S005	H5	f56r	5	f56r.18	F019	1	4	NEXT_PARALLEL_CELL	NEXT_PARALLEL_CELL	NONE	F019[∅]	NO	H5:O01	CARRY_RECORD_OWNER	H5:O01	H5:I02	SIMPLEX_DERIVATIVE_OR_PREPARATION	RESET_TO_NEW_ITEM:NEXT_HONEY_PREPARATION	NEXT_HONEY_PREPARATION	H5:I03	SIMPLEX_DERIVATIVE_OR_PREPARATION	H5:T01	NO	CARRY_TARGET_UNMENTIONED	H5:T01	H5:I02	NO	NONE	NONE	H5:I02	0	NONE	2	OWNER|ACTIVE_ITEM	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I03;SIMPLEX_DERIVATIVE_OR_PREPARATION] nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=RESUME_ACTIVE_ITEM: F019 kann den in F018 verwahrten Rest wieder aufnehmen.; NONMEDICAL=Materialprobe trennen [Ganzfeldexemplar H5, Feld 6/7]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
H5-S006	H5	f56r	6	f56r.19	F020	1	3	NEXT_PARALLEL_CELL	RECORD_END	NONE	F020[ANTEIL? MASS?]	NO	H5:O01	CARRY_RECORD_OWNER	H5:O01	H5:I03	SIMPLEX_DERIVATIVE_OR_PREPARATION	RESET_TO_NEW_ITEM:SELECTED_BLOSSOM_PORTION	SELECTED_BLOSSOM_PORTION	H5:I04	SIMPLEX_OR_PLANT_PART	H5:T01	NO	CARRY_TARGET_UNMENTIONED	H5:T01	H5:I02	NO	NONE	NONE	H5:I03	0	NONE	2	OWNER|ACTIVE_ITEM	[STILL:OWNER=H5:O01;PICTURED_SIMPLEX] [STILL:ACTIVE=H5:I04;SIMPLEX_OR_PLANT_PART] Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	Bildlemma hält den Simplex; recipe/item gliedert Handlungen; idem/de-eodem/praedictum dienen nur als historische Ellipsenvergleiche.	SEGMENTATION=CONTINUE_SAME_CLAUSE: F020 könnte nur den Anteil der vorherigen Honigmischung spezifizieren.; NONMEDICAL=trocknen und lagern [Ganzfeldexemplar H5, Feld 7/7]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S001	B1	f81v	1	f81v.2	F021	1	1	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F021[SPÜLEN?]	YES	NONE	INTRODUCE_FROM_PICTURE_OR_RECORD_HEADER	B1:O01	NONE	NONE	INTRODUCE_ACTIVE_ITEM	NONE	B1:I01	WORKING_FLUID_BATCH_OR_CONTENTS	NONE	YES	INTRODUCE_PICTURED_OR_LOCALLY_NAMED_TARGET	B1:T01	NONE	NO	NONE	NONE	NONE	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I01;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T01;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] spüle die bezeichnete Stelle einmal und beende den Schritt	spüle die bezeichnete Stelle einmal und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 1/24]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S002	B1	f81v	2	f81v.2|f81v.7	F022|F023	2	19	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B1-LB01	F022[ZIEL?] > F023[VORIGES? MASS? MASS?]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I01	WORKING_FLUID_BATCH_OR_CONTENTS	RESET_TO_NEW_ITEM:NEXT_MEASURED_BATCH	NEXT_MEASURED_BATCH	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T01	YES	RESET_TO_NEW_TARGET_OR_STATION	B1:T02	NONE	YES	BIND_EXACT_VORIGES_TO_ANONYMOUS_ANTECEDENT	B1:I02	B1:I02	1	B1:I02	4	OWNER|ACTIVE_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I02;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T02;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] [STILL:PREVIOUS=B1:I02;ANTECEDENT_ID_ONLY] [EXACT:VORIGES?→B1:I02;ANTECEDENT_TYPE_STILL_SILENT] beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=RESUME_ACTIVE_ITEM: F023 kann eine neue Klausel mit demselben Ansatz sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 2/24] || Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 3/24]	.58	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S003	B1	f81v	3	f81v.7|f81v.17	F024|F025	2	2	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B1-LB02	F024[∅] > F025[∅]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	CARRY_THROUGH_REFLOWED_STATEMENT	NONE	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T02	YES	RESUME_OR_CARRY_TARGET	B1:T02	B1:I02	YES	BIND_LOCAL_PRIOR_ITEM_ANAPHORA	B1:I02	B1:I02	0	NONE	4	OWNER|ACTIVE_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I02;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T02;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] [STILL:PREVIOUS=B1:I02;ANTECEDENT_ID_ONLY] Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=RESUME_ACTIVE_ITEM: die minimale F024 kann ein Verweisfeld vor einer neuen Klausel sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 4/24] || Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 5/24]	.44	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S004	B1	f81v	4	f81v.17	F026	1	3	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F026[∅]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	CARRY_ACTIVE_ITEM	NONE	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T02	YES	RESUME_OR_CARRY_TARGET	B1:T02	B1:I02	YES	BIND_LOCAL_PRIOR_ITEM_ANAPHORA	B1:I02	B1:I02	0	NONE	4	OWNER|ACTIVE_ITEM|TARGET_OR_STATION|PREVIOUS_ITEM	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I02;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T02;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] [STILL:PREVIOUS=B1:I02;ANTECEDENT_ID_ONLY] rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 6/24]	.44	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S005	B1	f81v	5	f81v.17	F027	1	1	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F027[∅]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	CARRY_ACTIVE_ITEM	NONE	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T02	YES	RESET_TO_NEW_TARGET_OR_STATION	B1:T03	B1:I02	NO	NONE	NONE	B1:I02	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I02;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T03;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 7/24]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S006	B1	f81v	6	f81v.17	F028	1	4	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	NONE	F028[∅]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I02	WORKING_FLUID_BATCH_OR_CONTENTS	RESET_TO_NEW_ITEM:NEW_MEASURED_VESSEL_PORTION	NEW_MEASURED_VESSEL_PORTION	B1:I03	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T03	YES	RESET_TO_NEW_TARGET_OR_STATION	B1:T04	B1:I02	NO	NONE	NONE	B1:I02	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I03;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T04;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 8/24]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
B1-S007	B1	f81v	7	f81v.18	F029	1	1	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F029[∅]	NO	B1:O01	CARRY_RECORD_OWNER	B1:O01	B1:I03	WORKING_FLUID_BATCH_OR_CONTENTS	RESET_TO_NEW_ITEM:NEXT_PARALLEL_HEATING_CELL	NEXT_PARALLEL_HEATING_CELL	B1:I04	WORKING_FLUID_BATCH_OR_CONTENTS	B1:T04	YES	RESET_TO_NEW_TARGET_OR_STATION	B1:T05	B1:I02	NO	NONE	NONE	B1:I03	0	NONE	3	OWNER|ACTIVE_ITEM|TARGET_OR_STATION	[STILL:OWNER=B1:O01;PICTURED_APPARATUS_OR_PATIENT_UNRESOLVED] [STILL:ACTIVE=B1:I04;WORKING_FLUID_BATCH_OR_CONTENTS] [STILL:TARGET=B1:T05;DESTINATION_BODY_SITE_OR_STATION_UNRESOLVED] erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt	Bildzelle hält Apparat/Patient, Arbeitsflüssigkeit und Station; kurze Bade- oder Gefäßanweisung lässt wiederholte Argumente aus.	SEGMENTATION=START_NEW_CLAUSE: statt Parallelzellen kann hier ein neuer Prozessabschnitt beginnen.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 9/24]	.36	ANONYMOUS_REFERENT_EDITORIAL_LAYER;NO_NEW_CARD_MEANING	V60_SELECTED_DECK+V61_SELECTED_116_STATEMENTS>V62_R2
