boundary_id	record_unit_id	page	boundary_ordinal_in_record	from_locus	to_locus	from_field	to_field	classification_unchanged	from_statement_id	to_statement_id	same_statement	carry_operation	owner_id_from_to	active_item_id_from_to	target_id_from_to	selected_short_skeleton	exact_voriges_occurrences	exact_voriges_binding	f82_edge_copy	visible_edge_copy	edge_copy_mechanism	marked_boundary_reading	historical_mechanism	strongest_list_or_form_rival	confidence	status	source_lineage
H5-LB05	H5	f56r	5	f56r.13	f56r.18	F018	F019	NEXT_PARALLEL_CELL	H5-S004	H5-S005	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	H5:O01→H5:O01	H5:I02→H5:I03	H5:T01→H5:T01	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=H5:O01] [STILL:ACTIVE=H5:I03] gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten || nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F019 kann den in F018 verwahrten Rest wieder aufnehmen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
H5-LB06	H5	f56r	6	f56r.18	f56r.19	F019	F020	NEXT_PARALLEL_CELL	H5-S005	H5-S006	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	H5:O01→H5:O01	H5:I03→H5:I04	H5:T01→H5:T01	∅ > ANTEIL? MASS?	0	NONE	NO	NONE	NONE	[STILL:OWNER=H5:O01] [STILL:ACTIVE=H5:I04] nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt || Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: F020 könnte nur den Anteil der vorherigen Honigmischung spezifizieren.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB01	B1	f81v	1	f81v.2	f81v.7	F022	F023	CONTINUE_SAME_CLAUSE	B1-S002	B1-S002	YES	CARRY_SAME_CLAUSE	B1:O01→B1:O01	B1:I02→B1:I02	B1:T02→B1:T02	ZIEL? > VORIGES? MASS? MASS?	1	B1:I02	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I02] beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F023 kann eine neue Klausel mit demselben Ansatz sein.	.58	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB02	B1	f81v	2	f81v.7	f81v.17	F024	F025	CONTINUE_SAME_CLAUSE	B1-S003	B1-S003	YES	CARRY_SAME_CLAUSE	B1:O01→B1:O01	B1:I02→B1:I02	B1:T02→B1:T02	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I02] Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: die minimale F024 kann ein Verweisfeld vor einer neuen Klausel sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB03	B1	f81v	3	f81v.17	f81v.18	F028	F029	NEXT_PARALLEL_CELL	B1-S006	B1-S007	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	B1:O01→B1:O01	B1:I03→B1:I04	B1:T04→B1:T05	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I04] gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen || erwärme es einmal und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	START_NEW_CLAUSE: statt Parallelzellen kann hier ein neuer Prozessabschnitt beginnen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB04	B1	f81v	4	f81v.18	f81v.21	F033	F034	START_NEW_CLAUSE	B1-S011	B1-S012	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B1:O01→B1:O01	B1:I04→B1:I05	B1:T06→B1:T06	ANWENDEN? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I05] durch die verbundenen Läufe ; Die aktive Portion verwenden || beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: Anwendung und Spülung können gleichrangige Workcells sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB05	B1	f81v	5	f81v.21	f81v.24	F036	F037	NEXT_PARALLEL_CELL	B1-S014	B1-S015	NO	CARRY_OWNER_RESET_ITEM_AND_OR_TARGET	B1:O01→B1:O01	B1:I05→B1:I06	B1:T07→B1:T08	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I06] rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf || fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: dieselbe Apparatur kann über den Zeilenreset weiterlaufen.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B1-LB06	B1	f81v	6	f81v.24	f81v.27	F040	F041	CONTINUE_SAME_CLAUSE	B1-S018	B1-S018	YES	CARRY_SAME_CLAUSE	B1:O01→B1:O01	B1:I06→B1:I06	B1:T09→B1:T09	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B1:O01] [STILL:ACTIVE=B1:I06] fülle danach das Gefäß || wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F041 kann eine neue Zielzelle nach dem Füllen sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB01	B2	f82r	1	f82r.2	f82r.3	F048	F049	CONTINUE_SAME_CLAUSE	B2-S004	B2-S004	YES	CARRY_SAME_CLAUSE	B2:O01→B2:O01	B2:I02→B2:I02	B2:T03→B2:T03	∅ > TEMPERIEREN?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I02] mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter || temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F049 kann eine neue Klausel am zweiten Becken sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB02	B2	f82r	2	f82r.3	f82r.4	F050	F051	CONTINUE_SAME_CLAUSE	B2-S005	B2-S005	YES	CARRY_SAME_CLAUSE	B2:O01→B2:O01	B2:I03→B2:I03	B2:T04→B2:T04	∅ > ∅	0	NONE	YES	qokaiin→qokaiin	ANTICIPATORY_COPY_OR_RESUMPTION;NO_CARD_GLOSS	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I03] fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten || beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: der doppelte Postenbeginn kann absichtliche Wiederaufnahme statt echter Satzfortsetzung sein.	.70	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB03	B2	f82r	3	f82r.4	f82r.7	F052	F053	START_NEW_CLAUSE	B2-S006	B2-S007	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B2:O01→B2:O01	B2:I03→B2:I04	B2:T04→B2:T04	ANWENDEN? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I04] das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden || gib sauberes Wasser hinzu und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: Anwendung und Nachfüllen können benachbarte eigenständige Workcells sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB04	B2	f82r	4	f82r.7	f82r.19	F056	F057	UNRESOLVED	B2-S010	B2-S011	NO	UNRESOLVED_CARRY_OR_RESET	B2:O01→B2:O01	B2:I04→B2:I04	B2:T05→B2:T05	TEMPERIEREN? ANWENDEN? KLAR? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I04] temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft || gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: die klare Flüssigkeit aus F056 kann unmittelbar in F057 dosiert werden.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB05	B2	f82r	5	f82r.19	f82r.23	F058	F059	CONTINUE_SAME_CLAUSE	B2-S012	B2-S012	YES	CARRY_SAME_CLAUSE	B2:O01→B2:O01	B2:I04→B2:I04	B2:T05→B2:T05	∅ > KLAR? TEMPERIEREN? MASS?	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I04] ziehe die klare Flüssigkeit ab || Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	RESUME_ACTIVE_ITEM: F059 kann eine neue Verwendung der zuvor abgezogenen Flüssigkeit sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB06	B2	f82r	6	f82r.23	f82r.26	F061	F062	START_NEW_CLAUSE	B2-S014	B2-S015	NO	CARRY_OWNER_RESET_PROCESS_PHASE	B2:O01→B2:O01	B2:I04→B2:I05	B2:T07→B2:T07	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I05] schließe den unteren Ablauf || beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: die Apparaturhandlung kann trotz lokalem Phasenende ein durchgehender Zyklus sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B2-LB07	B2	f82r	7	f82r.26	f82r.27	F063	F064	CONTINUE_SAME_CLAUSE	B2-S016	B2-S016	YES	CARRY_SAME_CLAUSE	B2:O01→B2:O01	B2:I06→B2:I06	B2:T07→B2:T07	ZIEL? MASS? > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B2:O01] [STILL:ACTIVE=B2:I06] An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser || ziehe es ab und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	NEXT_PARALLEL_CELL: F064 kann die erste von sieben unabhängigen Schlussvarianten sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
B3-LB01	B3	f83r	1	f83r.3	f83r.6	F074	F075	RESUME_ACTIVE_ITEM	B3-S004	B3-S005	NO	RESUME_IN_NEW_CLAUSE	B3:O01→B3:O01	B3:I02→B3:I02	B3:T04→B3:T04	∅ > ∅	0	NONE	NO	NONE	NONE	[STILL:OWNER=B3:O01] [STILL:ACTIVE=B3:I02] beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz || spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	idem/de eodem/praedictum oder wiederholter recipe-/item-Anfang sind nur Vergleichsmechanismen; keine Form wird damit gleichgesetzt.	CONTINUE_SAME_CLAUSE: Reinigung kann der direkte nächste Bestandteil des begonnenen Postens sein.	.40	REFERENT_CARRY_HYPOTHESIS;NO_NEW_CARD_MEANING	V61_SELECTED_46_BOUNDARIES+V62_R2_ANONYMOUS_REGISTERS
