edge_id	record_unit_id	from_statement_id	to_statement_id	from_register	to_register	anonymous_value	edge_type	entry_boundary_class	evidence	role_resolution_at_target	semantic_guard
EDGE_0039	H4	H4-S003	H4-S004	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H4_001	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0040	H5	RECORD_INIT_H5	H5-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0041	H5	H5-S001	H5-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	INHERITED_CARRY_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0042	H5	H5-S001	H5-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H5_001	RESUME_USED	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0043	H5	H5-S001	H5-S002	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H5_001	INPUT_CARRY_THEN_RESET	RESUME_ACTIVE_ITEM	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0044	H5	H5-S001	H5-S002	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H5_001	RESUME_USED	RESUME_ACTIVE_ITEM	BOUNDARY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0045	H5	H5-S002	H5-S003	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0046	H5	H5-S002	H5-S003	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H5_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0047	H5	H5-S002	H5-S003	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_H5_002	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0048	H5	H5-S002	H5-S003	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H5_001	EXPLICIT_REASSERTION	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0049	H5	H5-S003	H5-S004	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	INHERITED_CARRY_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0050	H5	H5-S003	H5-S004	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H5_002	RESUME_USED	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0051	H5	H5-S003	H5-S004	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H5_001	EXPLICIT_REASSERTION	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0052	H5	H5-S004	H5-S005	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0053	H5	H5-S004	H5-S005	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H5_002	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0054	H5	H5-S004	H5-S005	TARGET_OR_STATION	TARGET_OR_STATION	UNRESOLVED_TARGET_H5_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0055	H5	H5-S004	H5-S005	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H5_001	EXPLICIT_REASSERTION	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0056	H5	H5-S005	H5-S006	PICTURE_OWNER	PICTURE_OWNER	OWNER_H5	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0057	H5	H5-S005	H5-S006	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_H5_003	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0058	H5	H5-S005	H5-S006	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_H5_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0059	H5	H5-S005	H5-S006	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	ITEM_H5_003	ARCHIVE_ACTIVE_AS_PREVIOUS	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0060	B1	RECORD_INIT_B1	B1-S001	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	RECORD_INITIALIZATION	RECORD_START	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0061	B1	B1-S001	B1-S002	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0062	B1	B1-S001	B1-S002	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	UNRESOLVED_ITEM_B1_001	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0063	B1	B1-S001	B1-S002	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_001	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0064	B1	B1-S001	B1-S002	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	UNRESOLVED_ITEM_B1_001	ACTIVE_USED_AS_PREVIOUS_REFERENCE	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0065	B1	B1-S002	B1-S003	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0066	B1	B1-S002	B1-S003	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_001	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0067	B1	B1-S002	B1-S003	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_002	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0068	B1	B1-S002	B1-S003	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	UNRESOLVED_ITEM_B1_001	UNRESOLVED_CARRY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0069	B1	B1-S003	B1-S004	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0070	B1	B1-S003	B1-S004	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_001	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0071	B1	B1-S003	B1-S004	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_002	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0072	B1	B1-S003	B1-S004	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	UNRESOLVED_ITEM_B1_001	UNRESOLVED_CARRY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0073	B1	B1-S004	B1-S005	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0074	B1	B1-S004	B1-S005	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_001	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0075	B1	B1-S004	B1-S005	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_002	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0076	B1	B1-S004	B1-S005	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	UNRESOLVED_ITEM_B1_001	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0077	B1	B1-S005	B1-S006	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0078	B1	B1-S005	B1-S006	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_001	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0079	B1	B1-S005	B1-S006	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_003	AVAILABLE_UNUSED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0080	B1	B1-S005	B1-S006	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	UNRESOLVED_ITEM_B1_001	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0081	B1	B1-S005	B1-S006	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	ITEM_B1_001	ARCHIVE_ACTIVE_AS_PREVIOUS	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0082	B1	B1-S006	B1-S007	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0083	B1	B1-S006	B1-S007	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_002	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	BOUNDARY+EXEMPLAR_ONLY	UNRESOLVED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0084	B1	B1-S006	B1-S007	TARGET_OR_STATION	TARGET_OR_STATION	TARGET_B1_003	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0085	B1	B1-S006	B1-S007	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_B1_001	INPUT_CARRY_THEN_RESET	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0086	B1	B1-S006	B1-S007	ACTIVE_PREPARATION_OR_ITEM	PREVIOUS_ITEM_REFERENCE	ITEM_B1_002	ARCHIVE_ACTIVE_AS_PREVIOUS	NEXT_PARALLEL_CELL	BOUNDARY	NOT_REQUIRED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0087	B1	B1-S007	B1-S008	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0088	B1	B1-S007	B1-S008	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	UNRESOLVED_ITEM_B1_002	INPUT_CARRY_THEN_RESET	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0089	B1	B1-S007	B1-S008	PREVIOUS_ITEM_REFERENCE	PREVIOUS_ITEM_REFERENCE	ITEM_B1_002	EXPLICIT_REASSERTION	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	EXPLICIT	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0090	B1	B1-S008	B1-S009	PICTURE_OWNER	PICTURE_OWNER	OWNER_B1	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
EDGE_0091	B1	B1-S008	B1-S009	ACTIVE_PREPARATION_OR_ITEM	ACTIVE_PREPARATION_OR_ITEM	ITEM_B1_003	INHERITED_CARRY_USED	WITHIN_LOCUS_FIELD_BOUNDARY	SELECTED_MNEMONIC+EXEMPLAR_ONLY	INHERITED	STATE_EDGE_ONLY;NO_CARD_REFERENT
