record_unit_id	register	anonymous_values	value_count	initialization	semantic_status
B3	TARGET_OR_STATION	TARGET_B3_01|TARGET_B3_02	2	EXACT_ZIEL_SLOT_ONLY	TARGET_ID_UNGROUNDED
B3	PREVIOUS_ITEM	DERIVED_FROM_ACTIVE_HISTORY	1	ON_ACTIVE_ITEM_REPLACEMENT	ANTECEDENT_UNGROUNDED
B4	PICTURE_OWNER	OWNER_B4	1	RECORD_START_FROM_IMAGE_OR_LAYOUT	REFERENT_UNGROUNDED
B4	ACTIVE_ITEM_OR_PREPARATION	ITEM_B4_01|ITEM_B4_02|ITEM_B4_03|ITEM_B4_04	4	SOURCE_STATEMENT_TRANSITION	REFERENT_UNGROUNDED
B4	TARGET_OR_STATION	TARGET_B4_01	1	EXACT_ZIEL_SLOT_ONLY	TARGET_ID_UNGROUNDED
B4	PREVIOUS_ITEM	DERIVED_FROM_ACTIVE_HISTORY	3	ON_ACTIVE_ITEM_REPLACEMENT	ANTECEDENT_UNGROUNDED
B5	PICTURE_OWNER	OWNER_B5	1	RECORD_START_FROM_IMAGE_OR_LAYOUT	REFERENT_UNGROUNDED
B5	ACTIVE_ITEM_OR_PREPARATION	ITEM_B5_01	1	SOURCE_STATEMENT_TRANSITION	REFERENT_UNGROUNDED
B5	TARGET_OR_STATION	TARGET_B5_01	1	EXACT_ZIEL_SLOT_ONLY	TARGET_ID_UNGROUNDED
B5	PREVIOUS_ITEM	DERIVED_FROM_ACTIVE_HISTORY	0	ON_ACTIVE_ITEM_REPLACEMENT	ANTECEDENT_UNGROUNDED
B6	PICTURE_OWNER	OWNER_B6	1	RECORD_START_FROM_IMAGE_OR_LAYOUT	REFERENT_UNGROUNDED
B6	ACTIVE_ITEM_OR_PREPARATION	ITEM_B6_01	1	SOURCE_STATEMENT_TRANSITION	REFERENT_UNGROUNDED
B6	TARGET_OR_STATION	NONE	0	EXACT_ZIEL_SLOT_ONLY	TARGET_ID_UNGROUNDED
B6	PREVIOUS_ITEM	DERIVED_FROM_ACTIVE_HISTORY	0	ON_ACTIVE_ITEM_REPLACEMENT	ANTECEDENT_UNGROUNDED
