family	word	syntax_values	source_valid_values	excluded_values	scope	independent_meaning_capacity
FUNCTIONAL	pdalshdy	INIT	INIT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qetal	AT_MOST_ONE	AT_MOST_ONE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokal	TRAVEL_TOGETHER	TRAVEL_TOGETHER		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokchedy	UNATTENDED	UNATTENDED		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokedol	FAR_BANK	FAR_BANK		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokedy	C,G,W	C,G,W		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokeedy	C,CONVEY_OUT,FIRST_CARGO,G,OTHER_CARGO,W	CONVEY_OUT	C,FIRST_CARGO,G,OTHER_CARGO,W	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qokeey	TAKE_OUT	TAKE_OUT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qoky	FERRY,LIKEWISE,RETURN_EXCLUDING	FERRY	LIKEWISE,RETURN_EXCLUDING	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qotedaiin	LEAVE	LEAVE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qotedy	OUTWARD	OUTWARD		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	qoteedy	B	B		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	saiin	C,FIRST_CARGO,G,OTHER_CARGO,W	C,FIRST_CARGO,G,OTHER_CARGO,W		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	sain	WHEN	WHEN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	sar	UNSAFE	UNSAFE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	schedair	CONVEY_OUT,FERRY,LIKEWISE,RETURN_EXCLUDING	LIKEWISE	CONVEY_OUT,FERRY,RETURN_EXCLUDING	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shdy	WITHOUT_HARM	WITHOUT_HARM		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shecthedy	JOINING_RESULT	JOINING_RESULT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shecthy	REST_CARGO	REST_CARGO		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shedaiin	PAIRS	PAIRS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shedy	M	M		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shey	EXAMPLE	EXAMPLE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	shocphedy	CARGOS	CARGOS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	soiiin	THUS	THUS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	sol	THEN	THEN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	soldy	HARM	HARM		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	solkeedy	WITH_TRIP	WITH_TRIP		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
FUNCTIONAL	tchedy	FINALLY	FINALLY		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	chckhdy	WOULD_BE	WOULD_BE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	checthy	ALL	ALL		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	ched	WITHOUT_AGENT	WITHOUT_AGENT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	chedain	FERRY,LIKEWISE,NEXT,RETURN_EXCLUDING	NEXT	FERRY,LIKEWISE,RETURN_EXCLUDING	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	chedy	C,FIRST_CARGO,G,OTHER_CARGO,W	C,FIRST_CARGO,G,W	OTHER_CARGO	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	cheeety	FERRY,RETURN_EXCLUDING	RETURN_EXCLUDING	FERRY	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	chety	UNHARMED	UNHARMED		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	dal	BESIDES	BESIDES		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	lchedy	C,G,W	C,G,W		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	ldy	ALONE	ALONE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	lkedy	PAIRED_WITH	PAIRED_WITH		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	ockhey	FORBIDDEN	FORBIDDEN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	olsaly	ATTENDED_BY	ATTENDED_BY		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	opshedy	HOME	HOME		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	otaiin	THERE	THERE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	otchedy	C,FIRST_CARGO,G,NEXT,OTHER_CARGO,W	OTHER_CARGO	C,FIRST_CARGO,G,NEXT,W	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	otedy	RETURN	RETURN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	otor	COLOC	COLOC		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	otshdy	GOAL	GOAL		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	pdalshdy	INIT	INIT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qetal	AT_MOST_ONE	AT_MOST_ONE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokal	TRAVEL_TOGETHER	TRAVEL_TOGETHER		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokchedy	UNATTENDED	UNATTENDED		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokedol	FAR_BANK	FAR_BANK		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokedy	C,G,W	C,G,W		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokeedy	C,CONVEY_OUT,FIRST_CARGO,G,W	CONVEY_OUT	C,FIRST_CARGO,G,W	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qokeey	TAKE_OUT	TAKE_OUT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qoky	FERRY,LIKEWISE,RETURN_EXCLUDING	FERRY	LIKEWISE,RETURN_EXCLUDING	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qotedaiin	LEAVE	LEAVE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qotedy	OUTWARD	OUTWARD		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	qoteedy	B	B		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	saiin	C,FIRST_CARGO,G,OTHER_CARGO,W	C,FIRST_CARGO,G,W	OTHER_CARGO	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	sain	WHEN	WHEN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	sar	UNSAFE	UNSAFE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	schedair	CONVEY_OUT,FERRY,LIKEWISE,RETURN_EXCLUDING	LIKEWISE	CONVEY_OUT,FERRY,RETURN_EXCLUDING	EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shdy	WITHOUT_HARM	WITHOUT_HARM		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shecthedy	JOINING_RESULT	JOINING_RESULT		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shecthy	REST_CARGO	REST_CARGO		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shedaiin	PAIRS	PAIRS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shedy	M	M		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shey	EXAMPLE	EXAMPLE		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	shocphedy	CARGOS	CARGOS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	soiiin	THUS	THUS		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	sol	THEN	THEN		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	soldy	HARM	HARM		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	solkeedy	WITH_TRIP	WITH_TRIP		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
BIJECTIVE	tchedy	FINALLY	FINALLY		EXHAUSTIVE_WITHIN_FIXED_SOURCE_MODEL	0
