held_form_id	form	opaque_head_id	body	head_occupancy	occurrences	reader_exact_occurrences	formal705_slots	sem570_slots	w23_axis195_slots	line_first	line_middle	line_last	exact_line_first	exact_line_middle	exact_line_last	position_exceptions	position_exception_rate	discovery_body_decision	discovery_body_score_not_probability	discovery_form_gate	discovery_form_decision	w23_body_decision	w23_body_score_not_probability	w23_form_gate	w23_form_decision	discovery_working_whole_de	licensed_working_whole_de	renderer_license	renderer_scope	unconditional_global_export	literal_head_lexeme_credit	literal_body_lexeme_credit	component_export_credit
G737-F020	saly	H2	aly	2	3	2	3	3	2	1	1	1	0	1	1	2	0.666667	UNDECIDABLE	2	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F021	raly	H3	aly	2	3	2	3	2	0	0	2	1	0	2	0	0	0.000000	UNDECIDABLE	2	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F022	saraiin	H2	araiin	2	3	1	0	0	0	2	0	1	1	0	0	1	0.333333	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F023	raraiin	H3	araiin	2	4	3	3	2	1	0	3	1	0	3	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F024	saral	H2	aral	2	3	2	1	1	0	2	1	0	2	0	0	1	0.333333	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F025	raral	H3	aral	2	1	1	0	0	0	1	0	0	1	0	0	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F026	saram	H2	aram	3	1	0	0	0	0	0	0	1	0	0	0	1	1.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F027	raram	H3	aram	3	3	3	1	1	0	0	0	3	0	0	3	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F028	laram	H4	aram	3	1	0	0	0	0	0	0	1	0	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F029	sary	H2	ary	2	7	5	4	3	1	1	2	4	0	2	3	6	0.857143	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F030	rary	H3	ary	2	3	3	3	2	1	1	1	1	1	1	1	1	0.333333	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F031	pchaiin	H1	chaiin	2	1	1	1	0	0	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F032	schaiin	H2	chaiin	2	1	1	1	1	0	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F033	pchal	H1	chal	2	3	0	0	0	0	1	1	1	0	0	0	2	0.666667	UNDECIDABLE	2	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F034	lchal	H4	chal	2	6	6	8	6	4	0	6	0	0	6	0	0	0.000000	UNDECIDABLE	2	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F035	pchar	H1	char	3	4	2	3	3	3	2	1	1	1	1	0	2	0.500000	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F036	schar	H2	char	3	1	1	1	0	0	0	1	0	0	1	0	1	1.000000	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F037	lchar	H4	char	3	3	3	4	4	1	1	1	1	1	1	1	1	0.333333	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F038	pchdaiin	H1	chdaiin	2	3	2	2	2	1	3	0	0	2	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F039	lchdaiin	H4	chdaiin	2	2	0	0	0	0	0	2	0	0	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F040	pchdal	H1	chdal	2	1	1	1	1	0	0	1	0	0	1	0	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F041	lchdal	H4	chdal	2	2	1	1	1	1	1	1	0	1	0	0	1	0.500000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F042	pchdol	H1	chdol	2	2	2	2	2	1	1	1	0	1	1	0	1	0.500000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F043	lchdol	H4	chdol	2	1	1	2	1	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F044	pcheam	H1	cheam	2	1	1	0	0	0	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F045	lcheam	H4	cheam	2	3	3	1	1	1	0	0	3	0	0	3	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F046	pchear	H1	chear	2	2	2	2	2	1	1	0	1	1	0	1	1	0.500000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F047	lchear	H4	chear	2	1	1	2	2	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F048	pched	H1	ched	3	1	1	1	1	1	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F049	rched	H3	ched	3	1	1	1	1	0	0	0	1	0	0	1	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F050	lched	H4	ched	3	6	6	4	3	1	0	2	4	0	2	4	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F051	pchedair	H1	chedair	2	1	0	0	0	0	1	0	0	0	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F052	schedair	H2	chedair	2	1	1	1	1	1	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F053	pchedal	H1	chedal	2	5	4	3	1	0	5	0	0	4	0	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F054	lchedal	H4	chedal	2	1	1	2	2	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F055	pchedar	H1	chedar	3	10	6	4	1	0	9	1	0	6	0	0	1	0.100000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F056	rchedar	H3	chedar	3	1	1	1	0	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F057	lchedar	H4	chedar	3	2	1	1	1	1	0	2	0	0	1	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F058	pcheedy	H1	cheedy	2	1	1	0	0	0	1	0	0	1	0	0	0	0.000000	SUPPORTED_FAMILY_ONLY	4	0	UNDECIDABLE	SUPPORTED_FAMILY_ONLY	4	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F059	lcheedy	H4	cheedy	2	9	6	9	7	3	0	9	0	0	6	0	0	0.000000	SUPPORTED_FAMILY_ONLY	4	1	SUPPORTED_SCOPED_WHOLE	SUPPORTED_FAMILY_ONLY	4	1	SUPPORTED_SCOPED_WHOLE	Trockenresultat II; Träger offen	Trockenresultat II; Träger offen	1	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCES	0	0	0	0
G737-F060	schees	H2	chees	2	1	0	0	0	0	0	1	0	0	0	0	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F061	rchees	H3	chees	2	1	1	2	1	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F062	pcheody	H1	cheody	2	5	4	6	4	2	3	2	0	2	2	0	2	0.400000	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F063	lcheody	H4	cheody	2	1	1	2	1	1	0	1	0	0	1	0	0	0.000000	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F064	pcheol	H1	cheol	2	10	10	10	7	2	6	4	0	6	4	0	4	0.400000	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	SUPPORTED_FAMILY_ONLY	6	1	SUPPORTED_SCOPED_WHOLE	trocken; Träger offen	trocken; Träger offen	1	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCES	0	0	0	0
G737-F065	lcheol	H4	cheol	2	8	8	12	11	3	2	6	0	2	6	0	2	0.250000	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	SUPPORTED_FAMILY_ONLY	6	1	SUPPORTED_SCOPED_WHOLE	trocken; Träger offen	trocken; Träger offen	1	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCES	0	0	0	0
G737-F066	pcheor	H1	cheor	2	4	4	4	2	0	4	0	0	4	0	0	0	0.000000	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	UNDECIDABLE	6	0	UNDECIDABLE	trocken; Teil-/Portionsträger offen	NONE	0	NONE	0	0	0	0
G737-F067	lcheor	H4	cheor	2	2	2	4	4	2	0	2	0	0	2	0	0	0.000000	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	UNDECIDABLE	6	0	UNDECIDABLE	trocken; Teil-/Portionsträger offen	NONE	0	NONE	0	0	0	0
G737-F068	pcheos	H1	cheos	2	3	2	2	2	2	1	2	0	1	1	0	2	0.666667	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F069	lcheos	H4	cheos	2	1	1	1	1	0	1	0	0	1	0	0	1	1.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F070	pches	H1	ches	3	1	0	0	0	0	1	0	0	0	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F071	sches	H2	ches	3	1	1	2	2	0	0	1	0	0	1	0	1	1.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F072	rches	H3	ches	3	2	0	0	0	0	0	2	0	0	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F073	rchl	H3	chl	2	1	1	1	0	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F074	lchl	H4	chl	2	2	2	2	2	1	0	1	1	0	1	1	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F075	pcho	H1	cho	3	4	2	2	2	0	3	1	0	2	0	0	1	0.250000	UNDECIDABLE	4	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F076	scho	H2	cho	3	1	1	2	2	2	0	1	0	0	1	0	1	1.000000	UNDECIDABLE	4	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F077	lcho	H4	cho	3	6	3	2	2	0	1	5	0	0	3	0	1	0.166667	UNDECIDABLE	4	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F078	pchodain	H1	chodain	2	3	2	1	1	1	3	0	0	2	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F079	schodain	H2	chodain	2	1	1	1	1	1	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F080	pchody	H1	chody	3	5	3	3	3	1	2	3	0	1	2	0	3	0.600000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F081	rchody	H3	chody	3	1	1	1	0	0	0	0	1	0	0	1	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F082	lchody	H4	chody	3	2	1	2	1	1	0	2	0	0	1	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F083	pchor	H1	chor	3	12	10	9	5	2	7	5	0	7	3	0	5	0.416667	UNDECIDABLE	4	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F084	schor	H2	chor	3	3	3	2	2	1	2	1	0	2	1	0	1	0.333333	UNDECIDABLE	4	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F085	lchor	H4	chor	3	4	2	1	1	0	2	2	0	1	1	0	2	0.500000	UNDECIDABLE	4	0	UNDECIDABLE	CONTRADICTED_FAMILY_TRANSFER	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F086	schos	H2	chos	2	1	1	1	1	1	0	0	1	0	0	1	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F087	rchos	H3	chos	2	1	1	1	1	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F088	pchoy	H1	choy	2	1	0	0	0	0	0	0	1	0	0	0	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F089	schoy	H2	choy	2	1	0	0	0	0	1	0	0	0	0	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F090	rchr	H3	chr	2	1	1	2	2	2	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F091	lchr	H4	chr	2	1	1	0	0	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F092	rchs	H3	chs	2	1	1	1	0	0	0	1	0	0	1	0	0	0.000000	UNDECIDABLE	2	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F093	lchs	H4	chs	2	2	2	3	3	1	0	2	0	0	2	0	0	0.000000	UNDECIDABLE	2	0	UNDECIDABLE	UNDECIDABLE	2	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F094	pdaiin	H1	daiin	2	3	2	2	2	1	2	1	0	2	0	0	1	0.333333	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F095	ldaiin	H4	daiin	2	4	2	2	2	2	0	2	2	0	2	0	0	0.000000	UNDECIDABLE	3	0	UNDECIDABLE	UNDECIDABLE	3	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F096	pdal	H1	dal	2	1	1	1	1	0	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F097	sdal	H2	dal	2	1	0	0	0	0	0	1	0	0	0	0	1	1.000000	UNDECIDABLE	-1	0	UNDECIDABLE	UNDECIDABLE	-1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F098	pdar	H1	dar	2	2	1	1	1	0	2	0	0	1	0	0	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F099	ldar	H4	dar	2	5	4	2	1	0	0	4	1	0	3	1	0	0.000000	UNDECIDABLE	1	0	UNDECIDABLE	UNDECIDABLE	1	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F100	pdol	H1	dol	2	1	1	0	0	0	1	0	0	1	0	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F101	ldol	H4	dol	2	2	1	0	0	0	0	1	1	0	1	0	0	0.000000	UNDECIDABLE	0	0	UNDECIDABLE	UNDECIDABLE	0	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
G737-F102	skaiin	H2	kaiin	2	3	3	4	3	1	1	2	0	1	2	0	2	0.666667	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_EXACT_WHOLE_EXCEPTION	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_EXACT_WHOLE_EXCEPTION	Wärme-/Verarbeitungsstufe III	Wärme-/Verarbeitungsstufe III	1	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCES	0	0	0	0
G737-F103	lkaiin	H4	kaiin	2	48	43	57	42	15	1	44	3	1	39	3	1	0.020833	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	SUPPORTED_FAMILY_ONLY	7	1	SUPPORTED_SCOPED_WHOLE	Wärme-/Verarbeitungsstufe III	Wärme-/Verarbeitungsstufe III	1	EXACT_COMPLETE_SURFACE_AT_ENUMERATED_OCCURRENCES	0	0	0	0
G737-F104	skain	H2	kain	2	1	1	2	2	1	0	1	0	0	1	0	1	1.000000	SUPPORTED_FAMILY_ONLY	7	0	UNDECIDABLE	SUPPORTED_FAMILY_ONLY	7	0	UNDECIDABLE	NONE	NONE	0	NONE	0	0	0	0
