host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	packet_event_ids	packet_count	action_root	action_slot_id	gdt584_rule_id	written_slot_count	carrier_slot_count	carrier_roots	carrier_slot_ids	gdt587_packet_rule_id	paragraph_boundary	gdt584_reader_clause_de	gdt587_reader_clause_de	reader_clause_changed	written_packet_slot_ids	gdt587_exact_host_trace_de	guard
11	G407-S001	11	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0007@5:S	G407-E0007	G407-E0007|G407-E0008	2	S	RUNNING:G407-E0007@5	S_SOURCE_SORT_OUT	2	1	Y	RUNNING:G407-E0008@1	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Arbeitsgut aus	Sondere das Arbeitsmaterial aus	YES	RUNNING:G407-E0007@5|RUNNING:G407-E0008@1	[RUNNING:G407-E0007@5=S:Sondere aus|ACTION:G407-E0007@5:S] [RUNNING:G407-E0008@1=Y:Arbeitsmaterial|ACTION:G407-E0007@5:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
12	G407-S001	12	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0009@1:K	G407-E0009	G407-E0009	1	K	RUNNING:G407-E0009@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib den Ansatz zu	Gib den Ansatz zu	NO	RUNNING:G407-E0009@1|RUNNING:G407-E0009@2	[RUNNING:G407-E0009@1=K:Gib zu|ACTION:G407-E0009@1:K] [RUNNING:G407-E0009@2=OR:Ansatz|ACTION:G407-E0009@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
13	G407-S001	13	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0010@1:SH	G407-E0010	G407-E0010	1	SH	RUNNING:G407-E0010@1	SH_SOURCE_REST	3	1	Y	RUNNING:G407-E0010@4	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut an der Arbeitsstelle ruhen	Lass das Arbeitsmaterial an der Arbeitsstelle ruhen	YES	RUNNING:G407-E0010@1|RUNNING:G407-E0010@3|RUNNING:G407-E0010@4	[RUNNING:G407-E0010@1=SH:Lass ruhen|ACTION:G407-E0010@1:SH] [RUNNING:G407-E0010@3=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0010@1:SH] [RUNNING:G407-E0010@4=Y:Arbeitsmaterial|ACTION:G407-E0010@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
14	G407-S001	14	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	CONTROL:G407-E0010@2:OL	G407-E0010	G407-E0010	1	CONTROL	NONE	CONTROL_READER_REALIZATION	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	RUNNING:G407-E0010@2	[RUNNING:G407-E0010@2=OL:weiter im selben Arbeitsgang|CONTROL:G407-E0010@2:OL]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
15	G407-S001	15	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0011@1:S	G407-E0011	G407-E0011	1	S	RUNNING:G407-E0011@1	S_SOURCE_SORT_OUT	3	2	OR|Y	RUNNING:G407-E0011@2|RUNNING:G407-E0011@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere den Ansatz und das Arbeitsgut aus	Sondere den Ansatz und das Arbeitsmaterial aus	YES	RUNNING:G407-E0011@1|RUNNING:G407-E0011@2|RUNNING:G407-E0011@3	[RUNNING:G407-E0011@1=S:Sondere aus|ACTION:G407-E0011@1:S] [RUNNING:G407-E0011@2=OR:Ansatz|ACTION:G407-E0011@1:S] [RUNNING:G407-E0011@3=Y:Arbeitsmaterial|ACTION:G407-E0011@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
16	G407-S001	16	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0012@1:CH	G407-E0012	G407-E0012	1	CH	RUNNING:G407-E0012@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0012@1	[RUNNING:G407-E0012@1=CH:Entnimm|ACTION:G407-E0012@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
17	G407-S001	17	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0012@2:K	G407-E0012	G407-E0012|G407-E0013|G407-E0014	3	K	RUNNING:G407-E0012@2	GDT582_RETAINED_NON_TARGET	4	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib den Ansatz und das Arbeitsgut von der Quelle oder aus dem Ausgangsgefäß zu	Gib den Ansatz und das Arbeitsgut von der Quelle oder aus dem Ausgangsgefäß zu	NO	RUNNING:G407-E0012@2|RUNNING:G407-E0012@3|RUNNING:G407-E0013@1|RUNNING:G407-E0014@1	[RUNNING:G407-E0012@2=K:Gib zu|ACTION:G407-E0012@2:K] [RUNNING:G407-E0012@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0012@2:K] [RUNNING:G407-E0013@1=OR:Ansatz|ACTION:G407-E0012@2:K] [RUNNING:G407-E0014@1=Y:Arbeitsgut|ACTION:G407-E0012@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
18	G407-S001	18	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0015@1:K	G407-E0015	G407-E0015	1	K	RUNNING:G407-E0015@1	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib entlang des Arbeitswegs zu	Gib entlang des Arbeitswegs zu	NO	RUNNING:G407-E0015@1|RUNNING:G407-E0015@2	[RUNNING:G407-E0015@1=K:Gib zu|ACTION:G407-E0015@1:K] [RUNNING:G407-E0015@2=AIR:entlang des Arbeitswegs|ACTION:G407-E0015@1:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
19	G407-S001	19	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0016@1:CH	G407-E0016	G407-E0016	1	CH	RUNNING:G407-E0016@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0016@1	[RUNNING:G407-E0016@1=CH:Entnimm|ACTION:G407-E0016@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
20	G407-S001	20	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0016@2:T	G407-E0016	G407-E0016	1	T	RUNNING:G407-E0016@2	T_SOURCE_FIX	2	1	AIIN	RUNNING:G407-E0016@3	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege das Flüssigkeitsmaß fest	Lege die Flüssigkeitsmenge fest	YES	RUNNING:G407-E0016@2|RUNNING:G407-E0016@3	[RUNNING:G407-E0016@2=T:Lege fest|ACTION:G407-E0016@2:T] [RUNNING:G407-E0016@3=AIIN:Flüssigkeitsmenge|ACTION:G407-E0016@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
21	G407-S001	21	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0017@1:SH	G407-E0017	G407-E0017	1	SH	RUNNING:G407-E0017@1	SH_SOURCE_REST	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut von der Quelle oder aus dem Ausgangsgefäß ruhen	Lass das Arbeitsgut von der Quelle oder aus dem Ausgangsgefäß ruhen	NO	RUNNING:G407-E0017@1|RUNNING:G407-E0017@2	[RUNNING:G407-E0017@1=SH:Lass ruhen|ACTION:G407-E0017@1:SH] [RUNNING:G407-E0017@2=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0017@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
22	G407-S001	22	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0018@2:S	G407-E0018	G407-E0018	1	S	RUNNING:G407-E0018@2	S_SOURCE_SORT_OUT	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Material auf Grad I und an der Hauptstelle aus	Sondere das Material auf Grad I und an der Hauptstelle aus	NO	RUNNING:G407-E0018@1|RUNNING:G407-E0018@2|RUNNING:G407-E0018@3	[RUNNING:G407-E0018@1=A_ADDR:an der Hauptstelle|ACTION:G407-E0018@2:S] [RUNNING:G407-E0018@2=S:Sondere aus|ACTION:G407-E0018@2:S] [RUNNING:G407-E0018@3=E:auf Grad I|ACTION:G407-E0018@2:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
23	G407-S001	23	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0019@1:CH	G407-E0019	G407-E0019	1	CH	RUNNING:G407-E0019@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0019@1	[RUNNING:G407-E0019@1=CH:Entnimm|ACTION:G407-E0019@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
24	G407-S001	24	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0019@2:T	G407-E0019	G407-E0019	1	T	RUNNING:G407-E0019@2	T_SOURCE_FIX	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege die Arbeitsbedingung von der Quelle oder aus dem Ausgangsgefäß fest	Lege die Arbeitsbedingung von der Quelle oder aus dem Ausgangsgefäß fest	NO	RUNNING:G407-E0019@2|RUNNING:G407-E0019@3	[RUNNING:G407-E0019@2=T:Lege fest|ACTION:G407-E0019@2:T] [RUNNING:G407-E0019@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0019@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
25	G407-S001	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0020@1:CH	G407-E0020	G407-E0020	1	CH	RUNNING:G407-E0020@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0020@1	[RUNNING:G407-E0020@1=CH:Entnimm|ACTION:G407-E0020@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
26	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0020@2:T	G407-E0020	G407-E0020|G407-E0021	2	T	RUNNING:G407-E0020@2	T_SOURCE_FIX	3	1	AIN	RUNNING:G407-E0021@1	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege die Portion von der Quelle oder aus dem Ausgangsgefäß fest	Lege die Teilmenge von der Quelle oder aus dem Ausgangsgefäß fest	YES	RUNNING:G407-E0020@2|RUNNING:G407-E0020@3|RUNNING:G407-E0021@1	[RUNNING:G407-E0020@2=T:Lege fest|ACTION:G407-E0020@2:T] [RUNNING:G407-E0020@3=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0020@2:T] [RUNNING:G407-E0021@1=AIN:Teilmenge|ACTION:G407-E0020@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
27	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0022@1:S	G407-E0022	G407-E0022	1	S	RUNNING:G407-E0022@1	S_SOURCE_SORT_OUT	2	1	Y	RUNNING:G407-E0022@2	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Sondere das Arbeitsgut aus	Sondere das Arbeitsmaterial aus	YES	RUNNING:G407-E0022@1|RUNNING:G407-E0022@2	[RUNNING:G407-E0022@1=S:Sondere aus|ACTION:G407-E0022@1:S] [RUNNING:G407-E0022@2=Y:Arbeitsmaterial|ACTION:G407-E0022@1:S]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
28	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0022@4:R	G407-E0022	G407-E0022	1	R	RUNNING:G407-E0022@4	GDT582_RETAINED_NON_TARGET	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Kennzeichne oder prüfe auf der bezeichneten Stufe	Kennzeichne oder prüfe auf der bezeichneten Stufe	NO	RUNNING:G407-E0022@3|RUNNING:G407-E0022@4	[RUNNING:G407-E0022@3=IIN:auf der bezeichneten Stufe|ACTION:G407-E0022@4:R] [RUNNING:G407-E0022@4=R:Kennzeichne oder prüfe|ACTION:G407-E0022@4:R]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
29	G407-S001	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0023@1:SH	G407-E0023	G407-E0023	1	SH	RUNNING:G407-E0023@1	SH_SOURCE_REST	2	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut auf Grad I ruhen	Lass das Arbeitsgut auf Grad I ruhen	NO	RUNNING:G407-E0023@1|RUNNING:G407-E0023@2	[RUNNING:G407-E0023@1=SH:Lass ruhen|ACTION:G407-E0023@1:SH] [RUNNING:G407-E0023@2=E:auf Grad I|ACTION:G407-E0023@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
30	G407-S001	30	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0023@3:K	G407-E0023	G407-E0023|G407-E0024	2	K	RUNNING:G407-E0023@3	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib das Arbeitsgut und den Ansatz zu	Gib das Arbeitsgut und den Ansatz zu	NO	RUNNING:G407-E0023@3|RUNNING:G407-E0023@4|RUNNING:G407-E0024@1	[RUNNING:G407-E0023@3=K:Gib zu|ACTION:G407-E0023@3:K] [RUNNING:G407-E0023@4=Y:Arbeitsgut|ACTION:G407-E0023@3:K] [RUNNING:G407-E0024@1=OR:Ansatz|ACTION:G407-E0023@3:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
31	G407-S001	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0025@2:K	G407-E0025	G407-E0025	1	K	RUNNING:G407-E0025@2	GDT582_RETAINED_NON_TARGET	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Gib das Arbeitsgut und das Flüssigkeitsmaß zu	Gib das Arbeitsgut und das Flüssigkeitsmaß zu	NO	RUNNING:G407-E0025@1|RUNNING:G407-E0025@2|RUNNING:G407-E0025@3	[RUNNING:G407-E0025@1=Y:Arbeitsgut|ACTION:G407-E0025@2:K] [RUNNING:G407-E0025@2=K:Gib zu|ACTION:G407-E0025@2:K] [RUNNING:G407-E0025@3=AIIN:Flüssigkeitsmaß|ACTION:G407-E0025@2:K]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
32	G407-S001	32	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0026@1:SH	G407-E0026	G407-E0026	1	SH	RUNNING:G407-E0026@1	SH_SOURCE_REST	3	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lass das Arbeitsgut in Arbeitsform und an der Arbeitsstelle ruhen	Lass das Arbeitsgut in Arbeitsform und an der Arbeitsstelle ruhen	NO	RUNNING:G407-E0026@1|RUNNING:G407-E0026@2|RUNNING:G407-E0026@3	[RUNNING:G407-E0026@1=SH:Lass ruhen|ACTION:G407-E0026@1:SH] [RUNNING:G407-E0026@2=O:in Arbeitsform|ACTION:G407-E0026@1:SH] [RUNNING:G407-E0026@3=D_ADDR:an der Arbeitsstelle|ACTION:G407-E0026@1:SH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
33	G407-S001	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0027@1:CH	G407-E0027	G407-E0027	1	CH	RUNNING:G407-E0027@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0027@1	[RUNNING:G407-E0027@1=CH:Entnimm|ACTION:G407-E0027@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
34	G407-S001	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0027@2:T	G407-E0027	G407-E0027	1	T	RUNNING:G407-E0027@2	T_SOURCE_FIX	4	1	Y	RUNNING:G407-E0027@5	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Lege das Arbeitsgut in Arbeitsform und von der Quelle oder aus dem Ausgangsgefäß fest	Lege das Arbeitsgut in Arbeitsform und von der Quelle oder aus dem Ausgangsgefäß fest	NO	RUNNING:G407-E0027@2|RUNNING:G407-E0027@3|RUNNING:G407-E0027@4|RUNNING:G407-E0027@5	[RUNNING:G407-E0027@2=T:Lege fest|ACTION:G407-E0027@2:T] [RUNNING:G407-E0027@3=O:in Arbeitsform|ACTION:G407-E0027@2:T] [RUNNING:G407-E0027@4=AR:von der Quelle oder aus dem Ausgangsgefäß|ACTION:G407-E0027@2:T] [RUNNING:G407-E0027@5=Y:Arbeitsgut|ACTION:G407-E0027@2:T]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
35	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ACTION:G407-E0028@1:CH	G407-E0028	G407-E0028	1	CH	RUNNING:G407-E0028@1	GDT582_RETAINED_NON_TARGET	1	0	NONE	NONE	DEFAULT_GDT584_OBJECT_COMPOSITION	NONE	Entnimm	Entnimm	NO	RUNNING:G407-E0028@1	[RUNNING:G407-E0028@1=CH:Entnimm|ACTION:G407-E0028@1:CH]	FIXED_GDT584_GOVERNOR_PACKET__OCCURRENCE_NOUN_AND_PACKET_READER_ONLY
