assignment_ordinal	carrier_slot_id	action_slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	carrier_root	portable_carrier_core	primary_governor_key	action_root	gdt584_rule_id	carrier_root_signature	same_root_written_slot_count	gdt582_default_de	gdt584_base_lemma_de	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_disposition	gdt587_rationale	gdt587_packet_rule_id	circularity_note	guard
11	RUNNING:G407-E0027@5	RUNNING:G407-E0027@2	RUNNING_ATOM	G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	5	Y	POSTEN	ACTION:G407-E0027@2:T	T	T_SOURCE_FIX	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	BASE_RETAINED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
12	RUNNING:G407-E0029@3	RUNNING:G407-E0028@4	RUNNING_ATOM	G407-E0029	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	3	AIIN	WERT	ACTION:G407-E0028@4:S	S	S_SOURCE_SORT_OUT	Y+AIIN	1	Flüssigkeitsmaß	Flüssigkeitsmaß	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	ACTION_NARROWED	resting and sorting select a working liquid; fixing selects its quantity	SOURCE_LIQUID_FROM_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
13	RUNNING:G407-E0030@1	RUNNING:G407-E0028@4	RUNNING_ATOM	G407-E0030	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sy	1	Y	POSTEN	ACTION:G407-E0028@4:S	S	S_SOURCE_SORT_OUT	Y+AIIN	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	SOURCE_LIQUID_FROM_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
14	RUNNING:G407-E0032@3	RUNNING:G407-E0031@1	RUNNING_ATOM	G407-E0032	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteey	3	Y	POSTEN	ACTION:G407-E0031@1:S	S	S_SOURCE_SORT_OUT	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
15	RUNNING:G407-E0036@1	RUNNING:G407-E0035@2	RUNNING_ATOM	G407-E0036	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daiin	1	AIIN	WERT	ACTION:G407-E0035@2:T	T	T_SOURCE_FIX	AIIN	1	Flüssigkeitsmaß	Flüssigkeitsmaß	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	ACTION_NARROWED	resting and sorting select a working liquid; fixing selects its quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
16	RUNNING:G407-E0041@1	RUNNING:G407-E0040@1	RUNNING_ATOM	G407-E0041	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	1	Y	POSTEN	ACTION:G407-E0040@1:S	S	S_SOURCE_SORT_OUT	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
17	RUNNING:G407-E0043@3	RUNNING:G407-E0043@2	RUNNING_ATOM	G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	3	AIIN	WERT	ACTION:G407-E0043@2:T	T	T_SOURCE_FIX	AIIN	1	Flüssigkeitsmaß	Flüssigkeitsmaß	SOURCE_LIQUID_OR_MEASURE	Flüssigkeitsmenge	die Flüssigkeitsmenge	der Flüssigkeitsmenge	ACTION_NARROWED	resting and sorting select a working liquid; fixing selects its quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
18	RUNNING:G407-E0046@1	RUNNING:G407-E0046@6	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	1	Y	POSTEN	ACTION:G407-E0046@6:SH	SH	SH_SOURCE_REST	Y	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
19	RUNNING:G407-E0046@7	RUNNING:G407-E0046@6	RUNNING_ATOM	G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	7	Y	POSTEN	ACTION:G407-E0046@6:SH	SH	SH_SOURCE_REST	Y	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
20	RUNNING:G407-E0054@5	RUNNING:G407-E0054@1	RUNNING_ATOM	G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	5	Y	POSTEN	ACTION:G407-E0054@1:SH	SH	SH_SOURCE_REST	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
21	RUNNING:G407-E0055@1	RUNNING:G407-E0055@2	RUNNING_ATOM	G407-E0055	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	1	Y	POSTEN	ACTION:G407-E0055@2:SH	SH	SH_SOURCE_REST	Y	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
22	RUNNING:G407-E0055@4	RUNNING:G407-E0055@2	RUNNING_ATOM	G407-E0055	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	4	Y	POSTEN	ACTION:G407-E0055@2:SH	SH	SH_SOURCE_REST	Y	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
23	RUNNING:G407-E0059@5	RUNNING:G407-E0059@4	RUNNING_ATOM	G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	5	Y	POSTEN	ACTION:G407-E0059@4:T	T	T_SOURCE_FIX	Y+AIN	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	BASE_RETAINED	physical source actions select material; fixing retains the broader work item	SOURCE_PART_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
24	RUNNING:G407-E0061@1	RUNNING:G407-E0059@4	RUNNING_ATOM	G407-E0061	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chy	1	Y	POSTEN	ACTION:G407-E0059@4:T	T	T_SOURCE_FIX	Y+AIN	2	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	BASE_RETAINED	physical source actions select material; fixing retains the broader work item	SOURCE_PART_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
25	RUNNING:G407-E0062@1	RUNNING:G407-E0059@4	RUNNING_ATOM	G407-E0062	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	1	AIN	ANTEIL	ACTION:G407-E0059@4:T	T	T_SOURCE_FIX	Y+AIN	1	Portion	Portion	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	ACTION_NARROWED	the part carrier is realized as a partial quantity in source operations	SOURCE_PART_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
26	RUNNING:G407-E0065@1	RUNNING:G407-E0064@3	RUNNING_ATOM	G407-E0065	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	daiin	1	AIIN	WERT	ACTION:G407-E0064@3:S	S	S_SOURCE_SORT_OUT	AIIN	1	Flüssigkeitsmaß	Flüssigkeitsmaß	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	ACTION_NARROWED	resting and sorting select a working liquid; fixing selects its quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
27	RUNNING:G407-E0073@5	RUNNING:G407-E0073@4	RUNNING_ATOM	G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	5	AIIN	WERT	ACTION:G407-E0073@4:S	S	S_SOURCE_SORT_OUT	AIIN	1	Flüssigkeitsmaß	Flüssigkeitsmaß	SOURCE_LIQUID_OR_MEASURE	Arbeitsflüssigkeit	die Arbeitsflüssigkeit	der Arbeitsflüssigkeit	ACTION_NARROWED	resting and sorting select a working liquid; fixing selects its quantity	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
28	RUNNING:G407-E0076@1	RUNNING:G407-E0076@2	RUNNING_ATOM	G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	1	Y	POSTEN	ACTION:G407-E0076@2:T	T	T_SOURCE_FIX	Y+AIN	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsgut	das Arbeitsgut	des Arbeitsguts	BASE_RETAINED	physical source actions select material; fixing retains the broader work item	SOURCE_PART_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
29	RUNNING:G407-E0076@3	RUNNING:G407-E0076@2	RUNNING_ATOM	G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	3	AIN	ANTEIL	ACTION:G407-E0076@2:T	T	T_SOURCE_FIX	Y+AIN	1	Portion	Portion	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	ACTION_NARROWED	the part carrier is realized as a partial quantity in source operations	SOURCE_PART_OF_MATERIAL	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
30	RUNNING:G407-E0077@4	RUNNING:G407-E0077@3	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	4	Y	POSTEN	ACTION:G407-E0077@3:SH	SH	SH_SOURCE_REST	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
31	RUNNING:G407-E0081@4	RUNNING:G407-E0081@2	RUNNING_ATOM	G407-E0081	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	4	Y	POSTEN	ACTION:G407-E0081@2:SH	SH	SH_SOURCE_REST	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
32	RUNNING:G407-E0085@4	RUNNING:G407-E0085@1	RUNNING_ATOM	G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	4	AIN	ANTEIL	ACTION:G407-E0085@1:SH	SH	SH_SOURCE_REST	AIN	1	Portion	Portion	SOURCE_PART	Teilmenge	die Teilmenge	der Teilmenge	ACTION_NARROWED	the part carrier is realized as a partial quantity in source operations	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
33	RUNNING:G407-E0088@3	RUNNING:G407-E0088@1	RUNNING_ATOM	G407-E0088	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	3	Y	POSTEN	ACTION:G407-E0088@1:SH	SH	SH_SOURCE_REST	Y	1	Arbeitsgut	Arbeitsgut	SOURCE_ACTION_OBJECT	Arbeitsmaterial	das Arbeitsmaterial	des Arbeitsmaterials	ACTION_NARROWED	physical source actions select material; fixing retains the broader work item	DEFAULT_GDT584_OBJECT_COMPOSITION	EDITORIAL_ACTION_CONDITIONED_READING__NOT_INDEPENDENT_ROOT_CONFIRMATION	EXACT_CARRIER_SLOT_AND_ACTION_GOVERNOR__PORTABLE_ROOT_UNCHANGED__NO_NEW_PAGE_SURFACE_SEGMENT_OR_NAME
