role_ordinal	surface	final_working_recipe	event_count	physical_pages	event_ids	content_roles	observed_domain	corrected_lock_scope	gdt538_old_lock_scope	scope_changed_from_gdt538	canonical_workshop_phrase_de	controlled_order_reading_de	role_collision_count	guard
11	cheda	CHD+A_ADDR	1	f31r	G515-E0192	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Bearbeiten; hier.	bearbeiten → [hier: A-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
12	chedaiir	CHD+IIN+R	1	f66r	G515-E0392	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Bearbeiten und markieren; auf der bezeichneten Stufe.	bearbeiten → [Stufe] → markieren.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
13	cheeo	CH+EE+O	1	f66r	G515-E0322	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen; auf Grad II; zur Ausführung.	nehmen → [Grad II] → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
14	chefchy	CH+E+LOCAL_CHAR_F+CH+Y	1	f66r	G515-E0304	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten zweimal nehmen; auf Grad I; hier.	nehmen → [Grad I] → [hier: f-Kennmarke] → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
15	chekchy	CH+K+Y	1	f66r	G515-E0426	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen und geben.	nehmen → geben → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
16	chekeey	CH+K+EE+Y	1	f66r	G515-E0325	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen und geben; auf Grad II.	nehmen → geben → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
17	chekeody	CH+K+E+O+DY	1	f66r	G515-E0350	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen und geben; auf Grad I; zur Ausführung; abschließen.	nehmen → geben → [Grad I] → [Ausführung] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
18	cheod	CH+E+O+D_ADDR	1	f31r	G515-E0207	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen; auf Grad I; zur Ausführung; hier.	nehmen → [Grad I] → [Ausführung] → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
19	chepakeo	CH+E+P+A_ADDR+K+E+O	1	f31r	G515-E0157	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen, einsetzen und geben; auf Grad I; hier; erneut auf Grad I; zur Ausführung.	nehmen → [Grad I] → einsetzen → [hier: A-Adresse] → geben → [Grad I] → [Ausführung].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
20	chepos	CH+E+P+O+S	1	f31r	G515-E0191	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen, einsetzen und wählen; auf Grad I; zur Ausführung.	nehmen → [Grad I] → einsetzen → [Ausführung] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
21	cheta	CH+E+T+A_ADDR	1	f66r	G515-E0380	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen und einstellen; auf Grad I; hier.	nehmen → [Grad I] → einstellen → [hier: A-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
22	choekeey	CH+O+E+K+EE+Y	1	f66r	G515-E0348	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen und geben; zur Ausführung; auf Grad I; auf Grad II.	nehmen → [Ausführung] → [Grad I] → geben → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
23	choiin	CH+O+IIN	1	f20v	G515-E0079	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen; zur Ausführung; auf der bezeichneten Stufe.	nehmen → [Ausführung] → [Stufe].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
24	cholpchd	OL+P+CHD	1	f66r	G515-E0307	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Fortsetzen; einsetzen und bearbeiten.	fortsetzen → einsetzen → bearbeiten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
25	choraiin	CH+OR+AIIN	1	f4r	G515-E0017	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Die Einheit und den Wert nehmen.	nehmen → Einheit → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
26	choraly	CH+OR+AL+Y	1	f20v	G515-E0125	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Die Einheit und den Posten nehmen; am Zielort.	nehmen → Einheit → Zielort → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
27	chory	CH+OR+Y	1	f20v	G515-E0150	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Die Einheit und den Posten nehmen.	nehmen → Einheit → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
28	chpady	CH+P+A_ADDR+DY	1	f4r	G515-E0002	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen und einsetzen; hier; abschließen.	nehmen → einsetzen → [hier: A-Adresse] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
29	chxar	CH+LOCAL_X+AR	1	f66r	G515-E0438	LOCAL_NAME_WITH_FUNCTION_SHELL_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen; mit lokalem X-Zeichen-/Namenskern; vom Ausgang.	nehmen → [lokaler X-Zeichen-/Namenskern] → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
30	ckhochy	CH+K+O+CH+Y	1	f4r	G515-E0049	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen, geben und erneut nehmen; zur Ausführung.	nehmen → geben → [Ausführung] → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
31	cphaiin	CH+P+AIIN	1	f4r	G515-E0056	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Wert nehmen und einsetzen.	nehmen → einsetzen → Wert.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
32	cpholdy	CH+P+OL+DY	1	f4r	G515-E0047	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen und einsetzen; fortsetzen; abschließen.	nehmen → einsetzen → fortsetzen → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
33	cthdy	CH+T+D_ADDR+Y	1	f66r	G515-E0320	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten nehmen und einstellen; hier.	nehmen → einstellen → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
34	cthom	CH+T+O+M_LOCAL	1	f4r	G515-E0042	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Nehmen und einstellen; zur Ausführung; hier.	nehmen → einstellen → [Ausführung] → [hier: lokale m-Marke].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
35	da	DA	1	f31r	G515-E0174	LOCAL_CLASS_OR_NAME_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Auf der zweiten Stufe.	[zweite Stufe].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
36	dairal	D_ADDR+AIR+AL	1	f66r	G515-E0469	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; entlang der Bahn; am Zielort.	[hier: D-Adresse] → Bahn → Zielort.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
37	dairody	D_ADDR+AIR+O+DY	1	f66r	G515-E0425	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; entlang der Bahn; zur Ausführung; abschließen.	[hier: D-Adresse] → Bahn → [Ausführung] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
38	dairykodas	D_ADDR+AIR+Y+K+O+DA+S	1	f66r	G515-E0364	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	[hier: D-Adresse] → Bahn → Posten → geben → [Ausführung] → [zweite Stufe] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
39	dalalshedy	AL+AL+SH+E+DY	1	f66r	G515-E0379	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	Zielort → Zielort → halten → [Grad I] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
40	dalcheeeky	AL+CH+K+EEE+Y	1	f66r	G515-E0423	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Am Zielort; den Posten nehmen und geben; auf Grad III.	Zielort → nehmen → geben → [Grad III] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
41	dalky	AL+K+Y	1	f66r	G515-E0367	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Am Zielort; den Posten geben.	Zielort → geben → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
42	dalol	AL+OL	1	f66r	G515-E0569	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Am Zielort; fortsetzen.	Zielort → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
43	dard	D_ADDR+AR+D_ADDR	1	f66r	G515-E0385	COORDINATE_OR_CATALOGUE_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; vom Ausgang; erneut hier.	[hier: D-Adresse] → Ausgang → [hier: D-Adresse].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
44	dcheey	D_ADDR+CH+EE+Y	1	f31r	G515-E0158	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; den Posten nehmen; auf Grad II.	[hier: D-Adresse] → nehmen → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
45	dcheol	D_ADDR+CH+E+O+L	1	f66r	G515-E0518	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	[hier: D-Adresse] → nehmen → [Grad I] → [Ausführung] → Verbindung.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
46	dkar	D_ADDR+K+AR	1	f66r	G515-E0587	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; geben; vom Ausgang.	[hier: D-Adresse] → geben → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
47	doiiin	D_ADDR+O+IIN	1	f20v	G515-E0108	LOCAL_CLASS_OR_NAME_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; zur Ausführung; auf der bezeichneten Stufe.	[hier: D-Adresse] → [Ausführung] → [Stufe].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
48	dolarshy	D_ADDR+OL+AR+SH+Y	1	f66r	G515-E0470	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; fortsetzen; vom Ausgang; den Posten halten.	[hier: D-Adresse] → fortsetzen → Ausgang → halten → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
49	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	1	f66r	G515-E0366	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	[hier: D-Adresse] → halten → fortsetzen → [zweite Stufe] → [Stufe] → markieren.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
50	dyky	D_ADDR+Y+K+Y	1	f66r	G515-E0352	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; beide Posten geben.	[hier: D-Adresse] → Posten → geben → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
51	dytcheey	D_ADDR+Y+T+CH+EE+Y	1	f4r	G515-E0038	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; beide Posten einstellen und nehmen; auf Grad II.	[hier: D-Adresse] → Posten → einstellen → nehmen → [Grad II] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
52	f	LOCAL_CHAR_F	4	f66r	G515-E0276|G515-E0282|G515-E0283|G515-E0288	MARGINAL_SIGN_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Hier.	[hier: f-Kennmarke].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
53	faiis	LOCAL_CHAR_F+IIN+S	1	f20v	G515-E0065	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; auf der bezeichneten Stufe; wählen.	[hier: f-Kennmarke] → [Stufe] → wählen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
54	fary	LOCAL_CHAR_F+AR+Y	1	f66r	G515-E0261	MARGINAL_LABEL_CARD	LOCAL_RECORD	LOCAL_RECORD_ONLY	PROSE_STREAM_ONLY	YES	Hier; vom Ausgang; Posten.	[hier: f-Kennmarke] → Ausgang → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
55	fchdar	LOCAL_CHAR_F+CHD+AR	1	f66r	G515-E0440	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; bearbeiten; vom Ausgang.	[hier: f-Kennmarke] → bearbeiten → Ausgang.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
56	fchedyr	LOCAL_CHAR_F+CHD+Y+R	1	f66r	G515-E0418	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; den Posten bearbeiten und markieren.	[hier: f-Kennmarke] → bearbeiten → Posten → markieren.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
57	folchol	LOCAL_CHAR_F+OL+OL	1	f20v	G515-E0100	ITINERARY_OR_ADDRESS_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; zweimal fortsetzen.	[hier: f-Kennmarke] → fortsetzen → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
58	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	f20v	G515-E0104	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Hier; den Posten halten und nehmen; zur Ausführung; hier.	[hier: f-Kennmarke] → halten → [Ausführung] → [hier: D-Adresse] → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
59	kardy	K+AR+DY	1	f66r	G515-E0394	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Geben; vom Ausgang; abschließen.	geben → Ausgang → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
60	kcheeky	K+CH+EE+K+Y	1	f66r	G515-E0476	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben, nehmen und erneut geben; auf Grad II.	geben → nehmen → [Grad II] → geben → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
61	kcheody	K+CH+E+O+D_ADDR+Y	1	f66r	G515-E0437	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	geben → nehmen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
62	kchody	K+CH+O+D_ADDR+Y	1	f66r	G515-E0360	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und nehmen; zur Ausführung; hier.	geben → nehmen → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
63	kechody	K+E+CH+O+D_ADDR+Y	1	f66r	G515-E0501	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	geben → [Grad I] → nehmen → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
64	keedey	K+EE+D_ADDR+E+Y	1	f31r	G515-E0151	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben; auf Grad II; hier; auf Grad I.	geben → [Grad II] → [hier: D-Adresse] → [Grad I] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
65	keeol	K+EE+OL	1	f31r	G515-E0182	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Geben; auf Grad II; fortsetzen.	geben → [Grad II] → fortsetzen.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
66	keody	K+E+O+D_ADDR+Y	3	f20v|f66r	G515-E0133|G515-E0482|G515-E0484	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben; auf Grad I; zur Ausführung; hier.	geben → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
67	kodalchy	K+O+D_ADDR+AL+CH+Y	1	f4r	G515-E0001	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	geben → [Ausführung] → [hier: D-Adresse] → Zielort → nehmen → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
68	kodary	K+O+D_ADDR+AR+Y	1	f66r	G515-E0346	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Den Posten geben; zur Ausführung; hier; vom Ausgang.	geben → [Ausführung] → [hier: D-Adresse] → Ausgang → Posten.	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
69	kody	K+O+DY	1	f66r	G515-E0576	ORDERED_INSTRUCTION_CARD	PROSE_STREAM	PROSE_STREAM_ONLY	PROSE_STREAM_ONLY	NO	Geben; zur Ausführung; abschließen.	geben → [Ausführung] → [Schluss].	0	OBSERVED_FOUR_PAGE_ROLE_ONLY__NO_FUTURE_ROLE_PREDICTION
