statement_ordinal	statement_id	physical_page	register	prose_block_id	owner_id	owner_de	locus_start	locus_end	event_count	event_ids	surface_sequence	final_recipe_sequence	controlled_order_sequence_de	target_event_count	final_recipe_change_count	inherited_action_event_count	inherited_argument_event_count	contextual_working_reading_de	end_mode	all_events_backprojected	cross_statement_inheritance	guard
11	G515-S011	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.6	f31r.6	2	G515-E0188|G515-E0189	tshokeody qokedy	T+SH+OK+E+O+D_ADDR+Y | OK+E+DY	einstellen → halten → setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → [Schluss].	1	0	0	1	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
12	G515-S012	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.6	f31r.6	1	G515-E0190	qotedy	OT+E+DY	danach → [Grad I] → [Schluss].	0	0	0	0	Danach: auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
13	G515-S013	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.6	f31r.7	10	G515-E0191|G515-E0192|G515-E0193|G515-E0194|G515-E0195|G515-E0196|G515-E0197|G515-E0198|G515-E0199|G515-E0200	chepos cheda s aiin dal ykeedar saiin checkhey sheol qokedy	CH+E+P+O+S | CHD+A_ADDR | S | AIIN | AL | Y+K+EE+D_ADDR+AR | S+AIIN | CH+E+CH+K+E+Y | SH+E+OL | OK+E+DY	nehmen → [Grad I] → einsetzen → [Ausführung] → wählen. || bearbeiten → [hier: A-Adresse]. || wählen. || Wert. || Zielort. || Posten → geben → [Grad II] → [hier: D-Adresse] → Ausgang. || wählen → Wert. || nehmen → [Grad I] → nehmen → geben → [Grad I] → Posten. || halten → [Grad I] → fortsetzen. || setzen → [Grad I] → [Schluss].	3	0	2	3	Nimm, setze ein und wähle; auf Grad I und zur Ausführung. Bearbeite; an der bezeichneten Stelle. Wähle. Im laufenden Satz wähle den Arbeitswert. Im laufenden Satz wähle den Arbeitswert [wie zuvor]; zur Zielstelle. Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle. Wähle den Arbeitswert. Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I [außen] und auf Grad I [innen]. Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
14	G515-S014	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.7	f31r.7	3	G515-E0201|G515-E0202|G515-E0203	ykeedy chedy ldy	Y+K+EE+D_ADDR+Y | CHD+Y | L+DY	Posten → geben → [Grad II] → [hier: D-Adresse] → Posten. || bearbeiten → Posten. || Verbindung → [Schluss].	0	0	1	1	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; auf Grad II; an der bezeichneten Stelle. Bearbeite den Pflanzenposten. Im laufenden Satz bearbeite den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
15	G515-S015	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.8	f31r.8	1	G515-E0204	shedy	SH+E+DY	halten → [Grad I] → [Schluss].	0	0	0	0	Halte; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
16	G515-S016	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.8	f31r.8	1	G515-E0205	qokedy	OK+E+DY	setzen → [Grad I] → [Schluss].	0	0	0	0	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
17	G515-S017	f31r	HERBAL	F31R_PROSE_02	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.8	f31r.9	9	G515-E0206|G515-E0207|G515-E0208|G515-E0209|G515-E0210|G515-E0211|G515-E0212|G515-E0213|G515-E0214	cheol cheod qokeody cheol checthy daiir sheeo shcthey okeol	CH+E+O+L | CH+E+O+D_ADDR | OK+E+O+D_ADDR+Y | CH+E+O+L | CH+T+Y | DA+IIN+R | SH+EE+O | SH+CH+T+E+Y | OK+E+OL	nehmen → [Grad I] → [Ausführung] → Verbindung. || nehmen → [Grad I] → [Ausführung] → [hier: D-Adresse]. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || nehmen → [Grad I] → [Ausführung] → Verbindung. || nehmen → einstellen → Posten. || [zweite Stufe] → [Stufe] → markieren. || halten → [Grad II] → [Ausführung]. || halten → nehmen → einstellen → [Grad I] → Posten. || setzen → [Grad I] → fortsetzen.	1	0	0	4	Nimm; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung. Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und zur Ausführung. Nimm den Pflanzenposten und stelle den Pflanzenposten ein. Markiere den Pflanzenposten [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe. Halte den Pflanzenposten [wie zuvor]; auf Grad II und zur Ausführung. Halte den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; auf Grad I. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; führe fort.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
18	G515-S018	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.10	f31r.10	3	G515-E0215|G515-E0216|G515-E0217	tol shso okedy	T+OL | SH+S+O | OK+E+DY	einstellen → fortsetzen. || halten → wählen → [Ausführung]. || setzen → [Grad I] → [Schluss].	1	0	0	0	Stelle ein; führe fort. Halte und wähle; zur Ausführung. Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
19	G515-S019	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.10	f31r.10	1	G515-E0218	okedy	OK+E+DY	setzen → [Grad I] → [Schluss].	0	0	0	0	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
20	G515-S020	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.10	f31r.10	1	G515-E0219	qokedy	OK+E+DY	setzen → [Grad I] → [Schluss].	0	0	0	0	Setze im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
21	G515-S021	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.10	f31r.10	1	G515-E0220	qokeedy	OK+EE+DY	setzen → [Grad II] → [Schluss].	0	0	0	0	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
22	G515-S022	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.10	f31r.12	14	G515-E0221|G515-E0222|G515-E0223|G515-E0224|G515-E0225|G515-E0226|G515-E0227|G515-E0228|G515-E0229|G515-E0230|G515-E0231|G515-E0232|G515-E0233|G515-E0234	dar shedshey olsheol qokchy dal chey deey kchy keey okaiiin ykeey qoaiin yches okedy	D_ADDR+AR | SH+E+D_ADDR+SH+E+Y | OL+K+E+OL | OK+Y | AL | Y | D_ADDR+EE+Y | K+Y | K+EE+Y | OK+A_ADDR+LOCAL_CHAR_I+IIN | Y+K+EE+Y | CARRIER_Q+O+AIIN | Y+CH+E+S | OK+E+DY	[hier: D-Adresse] → Ausgang. || halten → [Grad I] → [hier: D-Adresse] → halten → [Grad I] → Posten. || fortsetzen → geben → [Grad I] → fortsetzen. || setzen → Posten. || Zielort. || Posten. || [hier: D-Adresse] → [Grad II] → Posten. || geben → Posten. || geben → [Grad II] → Posten. || setzen → [hier: A-Adresse] → [lokale Variante i] → [Stufe]. || Posten → geben → [Grad II] → Posten. || [Beginnmarker] → [Ausführung] → Wert. || Posten → nehmen → [Grad I] → wählen. || setzen → [Grad I] → [Schluss].	2	0	4	4	Vom Ausgangsmaterial; an der bezeichneten Stelle. Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle. Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort. Setze den Pflanzenposten im Arbeitsgang an. Im laufenden Satz setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an. Im laufenden Satz setze den Pflanzenposten im Arbeitsgang an; auf Grad II; an der bezeichneten Stelle. Gib den Pflanzenposten zu. Gib den Pflanzenposten zu; auf Grad II. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante i. Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; auf Grad II. Im laufenden Satz gib den Arbeitswert zu; mit Beginnmarker und zur Ausführung. Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
23	G515-S023	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.12	f31r.13	5	G515-E0235|G515-E0236|G515-E0237|G515-E0238|G515-E0239	sheey chedaiin dar olsheor qoekedy	SH+EE+Y | CHD+AIIN | D_ADDR+AR | OL+SH+E+OR | CARRIER_Q+O+E+K+E+DY	halten → [Grad II] → Posten. || bearbeiten → Wert. || [hier: D-Adresse] → Ausgang. || fortsetzen → halten → [Grad I] → Einheit. || [Beginnmarker] → [Ausführung] → [Grad I] → geben → [Grad I] → [Schluss].	2	0	1	2	Halte den Pflanzenposten; auf Grad II. Bearbeite den Arbeitswert. Im laufenden Satz bearbeite den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; an der bezeichneten Stelle. Halte die Arbeitseinheit; auf Grad I; führe fort. Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
24	G515-S024	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.13	f31r.13	1	G515-E0240	otedy	OT+E+DY	danach → [Grad I] → [Schluss].	0	0	0	0	Danach: auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
25	G515-S025	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.13	f31r.13	1	G515-E0241	ykedy	Y+K+E+DY	Posten → geben → [Grad I] → [Schluss].	0	0	0	0	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
26	G515-S026	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.13	f31r.14	6	G515-E0242|G515-E0243|G515-E0244|G515-E0245|G515-E0246|G515-E0247	dals saiis or chedy daiin okeedy	AL+S | S+A_ADDR+IIN+S | OR | CHD+Y | AIIN | OK+EE+DY	Zielort → wählen. || wählen → [hier: A-Adresse] → [Stufe] → wählen. || Einheit. || bearbeiten → Posten. || Wert. || setzen → [Grad II] → [Schluss].	1	1	2	1	Wähle; zur Zielstelle. Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle. Im laufenden Satz wähle die Arbeitseinheit. Bearbeite den Pflanzenposten. Im laufenden Satz bearbeite den Arbeitswert. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
27	G515-S027	f31r	HERBAL	F31R_PROSE_03	F31R_WHOLE_PLANT	die abgebildete Ganzpflanze liefert das konkrete Sachnomen	f31r.15	f31r.16	6	G515-E0248|G515-E0249|G515-E0250|G515-E0251|G515-E0252|G515-E0253	yshedair sheol cheky okedam oteor aiicthy	Y+SH+E+D_ADDR+AIR | SH+E+OL | CH+K+E+Y | OK+E+D_ADDR+AM_ADDR | OT+E+OR | AIIN+CH+T+Y	Posten → halten → [Grad I] → [hier: D-Adresse] → Bahn. || halten → [Grad I] → fortsetzen. || nehmen → geben → [Grad I] → Posten. || setzen → [Grad I] → [hier: D-Adresse] → [hier: AM-Adresse]. || danach → [Grad I] → Einheit. || Wert → nehmen → einstellen → Posten.	3	1	1	2	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle. Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort. Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle. Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I. Nimm den Arbeitswert und den Pflanzenposten und stelle den Arbeitswert und den Pflanzenposten ein.	PROSE_BLOCK_OPEN_END	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
28	G515-S028	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.50	f66r.50	2	G515-E0300|G515-E0301	pdaiin oteedy	P+AIIN | OT+EE+DY	einsetzen → Wert. || danach → [Grad II] → [Schluss].	1	0	1	1	Setze den Kennwert ein. Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
29	G515-S029	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.50	f66r.50	1	G515-E0302	opchedy	O+P+CHD+DY	[Ausführung] → einsetzen → bearbeiten → [Schluss].	0	0	0	0	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
30	G515-S030	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.50	f66r.50	3	G515-E0303|G515-E0304|G515-E0305	chap chefchy shddy	CH+A_ADDR+P | CH+E+LOCAL_CHAR_F+CH+Y | SH+D_ADDR+DY	nehmen → [hier: A-Adresse] → einsetzen. || nehmen → [Grad I] → [hier: f-Kennmarke] → nehmen → Posten. || halten → [hier: D-Adresse] → [Schluss].	3	0	0	1	Entnimm und setze ein; an der bezeichneten Stelle. Entnimm den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I; an der bezeichneten Stelle. Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
31	G515-S031	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.50	f66r.51	8	G515-E0306|G515-E0307|G515-E0308|G515-E0309|G515-E0310|G515-E0311|G515-E0312|G515-E0313	ypches cholpchd okedals sair shekey qokeedar okal okedy	Y+P+CH+E+S | OL+P+CHD | OK+AL+S | S+AIR | SH+E+K+E+Y | OK+EE+D_ADDR+AR | OK+AL | OK+E+DY	Posten → einsetzen → nehmen → [Grad I] → wählen. || fortsetzen → einsetzen → bearbeiten. || setzen → Zielort → wählen. || wählen → Bahn. || halten → [Grad I] → geben → [Grad I] → Posten. || setzen → [Grad II] → [hier: D-Adresse] → Ausgang. || setzen → Zielort. || setzen → [Grad I] → [Schluss].	5	0	0	6	Setze den laufenden Eintrag ein, entnimm den laufenden Eintrag und wähle den laufenden Eintrag; auf Grad I. Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort. Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte. Wähle den laufenden Eintrag [wie zuvor]; entlang der Lesebahn. Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I [außen] und auf Grad I [innen]. Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle. Trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte. Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
32	G515-S032	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.51	f66r.51	1	G515-E0314	qokeedy	OK+EE+DY	setzen → [Grad II] → [Schluss].	0	0	0	0	Trage ein; auf Grad II; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
33	G515-S033	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.51	f66r.51	2	G515-E0315|G515-E0316	qokal okedy	OK+AL | OK+E+DY	setzen → Zielort. || setzen → [Grad I] → [Schluss].	0	0	0	0	Trage ein; zur Zielspalte. Trage ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
34	G515-S034	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.51	f66r.52	2	G515-E0317|G515-E0318	qokshd ykshedy	OK+SH+D_ADDR | Y+K+SH+E+DY	setzen → halten → [hier: D-Adresse]. || Posten → geben → halten → [Grad I] → [Schluss].	2	0	0	0	Trage ein und halte fest; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
35	G515-S035	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.52	f66r.52	1	G515-E0319	chady	CH+A_ADDR+DY	nehmen → [hier: A-Adresse] → [Schluss].	1	0	0	0	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
36	G515-S036	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.52	f66r.53	10	G515-E0320|G515-E0321|G515-E0322|G515-E0323|G515-E0324|G515-E0325|G515-E0326|G515-E0327|G515-E0328|G515-E0329	cthdy qokees cheeo okcho dy chekeey chedy chckhy shdy qotedy	CH+T+D_ADDR+Y | OK+EE+S | CH+EE+O | OK+CH+O | Y | CH+K+EE+Y | CHD+Y | CH+K+Y | SH+D_ADDR+Y | OT+E+DY	nehmen → einstellen → [hier: D-Adresse] → Posten. || setzen → [Grad II] → wählen. || nehmen → [Grad II] → [Ausführung]. || setzen → nehmen → [Ausführung]. || Posten. || nehmen → geben → [Grad II] → Posten. || bearbeiten → Posten. || nehmen → geben → Posten. || halten → [hier: D-Adresse] → Posten. || danach → [Grad I] → [Schluss].	4	0	2	4	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; an der bezeichneten Stelle. Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II. Entnimm den laufenden Eintrag [wie zuvor]; auf Grad II und zur Ausführung. Trage den laufenden Eintrag [wie zuvor] ein und entnimm den laufenden Eintrag [wie zuvor]; zur Ausführung. Im laufenden Satz entnimm den laufenden Eintrag. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II. Bearbeite den laufenden Eintrag. Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu. Halte den laufenden Eintrag fest; an der bezeichneten Stelle. Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
37	G515-S037	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.53	f66r.53	5	G515-E0330|G515-E0331|G515-E0332|G515-E0333|G515-E0334	chdy chedy qotedal chcpheor ykady	CHD+Y | CHD+Y | OT+E+AL | CH+CH+P+E+OR | Y+K+A_ADDR+DY	bearbeiten → Posten. || bearbeiten → Posten. || danach → [Grad I] → Zielort. || nehmen → nehmen → einsetzen → [Grad I] → Einheit. || Posten → geben → [hier: A-Adresse] → [Schluss].	2	0	1	1	Bearbeite den laufenden Eintrag. Bearbeite den laufenden Eintrag. Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I. Entnimm die Eintragseinheit, entnimm die Eintragseinheit und setze die Eintragseinheit ein; auf Grad I. Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
38	G515-S038	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.53	f66r.54	11	G515-E0335|G515-E0336|G515-E0337|G515-E0338|G515-E0339|G515-E0340|G515-E0341|G515-E0342|G515-E0343|G515-E0344|G515-E0345	dar qotey kol ar qokeeody qokeody qokeody qokar sheky qokeeody okedy	D_ADDR+AR | OT+E+Y | K+OL | AR | OK+EE+O+D_ADDR+Y | OK+E+O+D_ADDR+Y | OK+E+O+D_ADDR+Y | OK+AR | SH+E+K+Y | OK+EE+O+D_ADDR+Y | OK+E+DY	[hier: D-Adresse] → Ausgang. || danach → [Grad I] → Posten. || geben → fortsetzen. || Ausgang. || setzen → [Grad II] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → Ausgang. || halten → [Grad I] → geben → Posten. || setzen → [Grad II] → [Ausführung] → [hier: D-Adresse] → Posten. || setzen → [Grad I] → [Schluss].	0	0	1	4	Von der Ausgangszeile; an der bezeichneten Stelle. Danach: Bezug: den laufenden Eintrag; auf Grad I. Ordne den laufenden Eintrag [wie zuvor] zu; führe fort. Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile. Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag ein; auf Grad I und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile. Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I. Trage den laufenden Eintrag ein; auf Grad II und zur Ausführung; an der bezeichneten Stelle. Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
39	G515-S039	f66r	SOURCE_SECTION_T	F66R_PROSE_01	F66R_TEXT_BLOCK_01	sichtbarer Prosablock; kein Gegenstandsname wird ergaenzt	f66r.54	f66r.55	2	G515-E0346|G515-E0347	kodary ykeeody	K+O+D_ADDR+AR+Y | Y+K+EE+O+DY	geben → [Ausführung] → [hier: D-Adresse] → Ausgang → Posten. || Posten → geben → [Grad II] → [Ausführung] → [Schluss].	1	0	0	0	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle. Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	LICENSED_DY_CLOSE	YES	NO	COMPLETE_FOUR_PAGE_WORKING_STATEMENT__NO_PLAINTEXT_CLAIM
