definitive_record_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	bundle_ids	locus_sequence	surface_sequence	active_model_sequence	model_change_count	context_decided_tie_count	order_occurrence_count	order_scope_trace_de	definitive_record_reading_de	event_count	all_events_have_default	claim_status
G479-R017	G475-R017	f72r	CELESTIAL	1	PAGE_START	1	G474-B017	f72r1.2	oshodady	INSTRUCTION	0	0	0	NONE	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R018	G475-R018	f72r	CELESTIAL	2	UNMARKED_NEW_LOCUS	1	G474-B018	f72r1.3	chdaiirdainy	CATALOGUE	0	0	0	NONE	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R019	G475-R019	f72r	CELESTIAL	3	UNMARKED_NEW_LOCUS	1	G474-B019	f72r1.4	oaiin|ar|ary	COORDINATE	0	0	0	NONE	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R020	G475-R020	f72r	CELESTIAL	4	UNMARKED_NEW_LOCUS	1	G474-B020	f72r1.5	okalam	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R021	G475-R021	f72r	CELESTIAL	5	UNMARKED_NEW_LOCUS	1	G474-B021	f72r1.6	ytalshdy	INSTRUCTION	0	0	0	NONE	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R022	G475-R022	f72r	CELESTIAL	6	UNMARKED_NEW_LOCUS	1	G474-B022	f72r1.7	char|alif	CATALOGUE	0	0	0	NONE	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R023	G475-R023	f72r	CELESTIAL	7	EXPLICIT_NEXT_SIBLING_OT	1	G474-B023	f72r1.8	otaraldy	COORDINATE	0	0	1	OT:danach Ausgang	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R024	G475-R024	f72r	CELESTIAL	8	EXPLICIT_NEXT_SIBLING_OT	1	G474-B024	f72r1.9	otaiin|otain	COORDINATE	0	0	2	OT:danach Wert | OT:danach Anteil	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R025	G475-R025	f72r	CELESTIAL	9	EXPLICIT_NEXT_SIBLING_OT	1	G474-B025	f72r1.10	otalef|ys|ainam	INSTRUCTION	0	0	1	OT:danach Zielort	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle. Reihenfolge konkret: OT — danach Zielort.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R026	G475-R026	f72r	CELESTIAL	10	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B026	f72r1.11	ochol|sharam	INSTRUCTION	0	0	1	OL:Ausführung weiterführen	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle. Reihenfolge konkret: OL — Ausführung weiterführen.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R027	G475-R027	f72r	CELESTIAL	11	UNMARKED_NEW_LOCUS	1	G474-B027	f72r1.13	ofaralar	COORDINATE	0	0	0	NONE	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R028	G475-R028	f72r	CELESTIAL	12	EXPLICIT_NEXT_SIBLING_OT	1	G474-B028	f72r1.14	otchoshy	CATALOGUE	0	0	1	OT:danach Sternstelle »cho«	Sternstelle »cho« — Folgevermerk, Postenangabe. Reihenfolge konkret: OT — danach Sternstelle »cho«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R029	G475-R029	f72r	CELESTIAL	13	EXPLICIT_NEXT_SIBLING_OT	1	G474-B029	f72r1.15	otchdal	CATALOGUE	0	0	1	OT:danach Sternstelle »ch«	Sternstelle »ch« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Sternstelle »ch«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R030	G475-R030	f72r	CELESTIAL	14	UNMARKED_NEW_LOCUS	1	G474-B030	f72r1.16	okeey|ary	INSTRUCTION	0	0	0	NONE	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R031	G475-R031	f72r	CELESTIAL	15	EXPLICIT_NEXT_SIBLING_OT	1	G474-B031	f72r1.17	otainy	COORDINATE	0	0	1	OT:danach Anteil	Adressspur: danach → Sektoranteil → Positionsposten. Reihenfolge konkret: OT — danach Anteil.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R032	G475-R032	f72r	CELESTIAL	16	UNMARKED_NEW_LOCUS	1	G474-B032	f72r2.1	ofchdamy	CATALOGUE	0	0	0	NONE	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R033	G475-R033	f72r	CELESTIAL	17	UNMARKED_NEW_LOCUS	1	G474-B033	f72r2.2	oklairdy	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R034	G475-R034	f72r	CELESTIAL	18	UNMARKED_NEW_LOCUS	1	G474-B034	f72r2.3	okaram	INSTRUCTION	0	0	0	NONE	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R035	G475-R035	f72r	CELESTIAL	19	UNMARKED_NEW_LOCUS	1	G474-B035	f72r2.4	okairy	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R036	G475-R036	f72r	CELESTIAL	20	UNMARKED_NEW_LOCUS	1	G474-B036	f72r2.5	okealar	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R037	G475-R037	f72r	CELESTIAL	21	EXPLICIT_NEXT_SIBLING_OT	1	G474-B037	f72r2.7	otaraldy	COORDINATE	0	0	1	OT:danach Ausgang	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R038	G475-R038	f72r	CELESTIAL	22	UNMARKED_NEW_LOCUS	1	G474-B038	f72r2.8	okalar	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R039	G475-R039	f72r	CELESTIAL	23	UNMARKED_NEW_LOCUS	1	G474-B039	f72r2.9	okal	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R040	G475-R040	f72r	CELESTIAL	24	UNMARKED_NEW_LOCUS	1	G474-B040	f72r2.10	okaly	INSTRUCTION	0	0	0	NONE	Setze den Positionsposten zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R041	G475-R041	f72r	CELESTIAL	25	UNMARKED_NEW_LOCUS	1	G474-B041	f72r2.11	okal	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R042	G475-R042	f72r	CELESTIAL	26	UNMARKED_NEW_LOCUS	1	G474-B042	f72r2.12	okeey|ary	INSTRUCTION	0	0	0	NONE	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R043	G475-R043	f72r	CELESTIAL	27	EXPLICIT_NEXT_SIBLING_OT	1	G474-B043	f72r2.13	oteeary	CATALOGUE	0	0	1	OT:danach Sternstelle »ee«	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R044	G475-R044	f72r	CELESTIAL	28	EXPLICIT_NEXT_SIBLING_OT	1	G474-B044	f72r2.14	otair|dy	COORDINATE	0	0	1	OT:danach Bahn	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten. Reihenfolge konkret: OT — danach Bahn.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R045	G475-R045	f72r	CELESTIAL	29	UNMARKED_NEW_LOCUS	1	G474-B045	f72r2.15	okaircham	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R046	G475-R046	f72r	CELESTIAL	30	UNMARKED_NEW_LOCUS	1	G474-B046	f72r2.16	okeal	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »e« zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R047	G475-R047	f72r	CELESTIAL	31	EXPLICIT_NEXT_SIBLING_OT	1	G474-B047	f72r2.17	otar	COORDINATE	0	0	1	OT:danach Ausgang	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R048	G475-R048	f72r	CELESTIAL	32	UNMARKED_NEW_LOCUS	1	G474-B048	f72r2.18	okaly	INSTRUCTION	0	0	0	NONE	Setze den Positionsposten zur Zielposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R049	G475-R049	f72r	CELESTIAL	33	UNMARKED_NEW_LOCUS	1	G474-B049	f72r2.19	orary	CATALOGUE	0	0	0	NONE	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R050	G475-R050	f72r	CELESTIAL	34	UNMARKED_NEW_LOCUS	1	G474-B050	f72r2.20	okyd	INSTRUCTION	0	0	0	NONE	Setze den Sternstelleneintrag »yd«.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R051	G475-R051	f72r	CELESTIAL	35	EXPLICIT_NEXT_SIBLING_OT	1	G474-B051	f72r2.21	otolam	COORDINATE	0	0	2	OT:danach Fortsetzung | OL:Folgeschritt in bezeichnete Stelle weiterführen	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R052	G475-R052	f72r	CELESTIAL	36	EXPLICIT_NEXT_SIBLING_OT	1	G474-B052	f72r2.23	otal	COORDINATE	0	0	1	OT:danach Zielort	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R053	G475-R053	f72r	CELESTIAL	37	UNMARKED_NEW_LOCUS	1	G474-B053	f72r2.24	ralal	CATALOGUE	0	0	0	NONE	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R054	G475-R054	f72r	CELESTIAL	38	UNMARKED_NEW_LOCUS	1	G474-B054	f72r2.25	okam	INSTRUCTION	0	0	0	NONE	Setze den Eintrag an der bezeichneten Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R055	G475-R055	f72r	CELESTIAL	39	EXPLICIT_NEXT_SIBLING_OT	1	G474-B055	f72r2.26	otalshy	COORDINATE	0	0	1	OT:danach Zielort	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R056	G475-R056	f72r	CELESTIAL	40	UNMARKED_NEW_LOCUS	1	G474-B056	f72r2.27	okaldy	INSTRUCTION	0	0	0	NONE	Setze den Eintrag zur Zielposition, und schließe den Schritt.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R057	G475-R057	f72r	CELESTIAL	41	UNMARKED_NEW_LOCUS	1	G474-B057	f72r2.28	chosar	CATALOGUE	0	0	0	NONE	Sternstelle »chos« — Ausgangszuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R058	G475-R058	f72r	CELESTIAL	42	EXPLICIT_NEXT_SIBLING_OT	1	G474-B058	f72r2.29	otam	COORDINATE	0	0	1	OT:danach bezeichnete Stelle	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R059	G475-R059	f72r	CELESTIAL	43	UNMARKED_NEW_LOCUS	1	G474-B059	f72r2.30	ainaly	CATALOGUE	0	0	0	NONE	Sternstelle »ain« — Zielzuordnung, Postenangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R060	G475-R060	f72r	CELESTIAL	44	UNMARKED_NEW_LOCUS	3	G474-B060|G474-B061|G474-B062	f72r2.31|f72r3.2|f72r3.3	okarcham|olkalaiin|olalsy	INSTRUCTION|INSTRUCTION|COORDINATE	1	1	2	OL:weiter mit Sternstelle »k« || OL:weiter mit Zielort	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle. Im selben Arbeitsgang: Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«. Dazugehörige Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R061	G475-R061	f72r	CELESTIAL	45	UNMARKED_NEW_LOCUS	1	G474-B063	f72r3.4	oraiinam	CATALOGUE	0	0	0	NONE	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R062	G475-R062	f72r	CELESTIAL	46	UNMARKED_NEW_LOCUS	1	G474-B064	f72r3.5	osarsheeeo	INSTRUCTION	0	0	0	NONE	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R063	G475-R063	f72r	CELESTIAL	47	EXPLICIT_NEXT_SIBLING_OT	1	G474-B065	f72r3.6	oto|aiin	COORDINATE	0	0	1	OT:danach Ausführung	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Ausführung.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R064	G475-R064	f72r	CELESTIAL	48	UNMARKED_NEW_LOCUS	1	G474-B066	f72r3.7	opoiiinoin|al|ches	INSTRUCTION	0	0	0	NONE	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R065	G475-R065	f72r	CELESTIAL	49	UNMARKED_NEW_LOCUS	1	G474-B067	f72r3.8	ypaiin|alaly	CATALOGUE	0	0	0	NONE	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R066	G475-R066	f72r	CELESTIAL	50	EXPLICIT_NEXT_SIBLING_OT	1	G474-B068	f72r3.9	oteey|daiin	COORDINATE	0	0	1	OT:danach Grad II	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Grad II.	2	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R067	G475-R067	f72r	CELESTIAL	51	UNMARKED_NEW_LOCUS	1	G474-B069	f72r3.10	oeeodaiin	CATALOGUE	0	0	0	NONE	Sternstelle »oeeo« — Wertangabe.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R068	G475-R068	f72r	CELESTIAL	52	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	G474-B070	f72r3.11	ofsholdy	INSTRUCTION	0	0	1	OL:Halten in Sternstelle »dy« weiterführen	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R069	G475-R069	f72r	CELESTIAL	53	UNMARKED_NEW_LOCUS	2	G474-B071|G474-B072	f72r3.12|f72r3.13	opoeey|okaiin|ykolairol	INSTRUCTION|INSTRUCTION	2	2	2	OL:Sternstelle »yk« in Bahn weiterführen | OL:Bahn weiterführen	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert. Im selben Arbeitsgang: Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	3	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R070	G475-R070	f72r	CELESTIAL	54	UNMARKED_NEW_LOCUS	1	G474-B073	f72r3.15	oralkam	CATALOGUE	0	0	0	NONE	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
G479-R071	G475-R071	f72r	CELESTIAL	55	UNMARKED_NEW_LOCUS	1	G474-B074	f72r3.16	ytairal	CATALOGUE	0	0	0	NONE	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	1	YES	DEFINITIVE_LOCAL_MICRORECORD_WORKING_READING__NO_PLAINTEXT_CLAIM
