event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	operation_roots	atomic_reading_de	operation_order	form_owner_boundary_status
E038	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC025	chodaiin	CH+O+AIIN	CH	ENTNEHMEN · ARBEITSGANG · SOLLMASS	CH	UNCHANGED
E045	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	CH	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	CH	UNCHANGED
E049	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	K	ZUGEBEN · DIES	K	UNCHANGED
E053	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC037	okchol	OK+OL	OK	ANSETZEN · WEITER	OK	UNCHANGED
E056	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E058	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	K	DIES · ZUGEBEN · PORTION	K	UNCHANGED
E059	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	K	DIES · ZUGEBEN · NACHGABE	K	UNCHANGED
E062	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E064	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	K	DIES · ZUGEBEN · SOLLMASS	K	UNCHANGED
E065	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	CH	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	CH	UNCHANGED
E069	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC048	okal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E074	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC051	chochor	HO+CH+OR	CH	ZUTAT · ENTNEHMEN · ANSATZ	CH	UNCHANGED
E079	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC054	kchol	K+OL	K	ZUGEBEN · WEITER	K	UNCHANGED
E080	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC020	otchor	OT+CH+OR	CH	DANACH · ENTNEHMEN · ANSATZ	CH	UNCHANGED
E081	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E085	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E086	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	CH	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	CH	UNCHANGED
E089	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC059	kchey	K+E+Y	K	ZUGEBEN · KURZ · DIES	K	UNCHANGED
E090	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC060	qokokchy	OK+OK+Y	OK	ANSETZEN · ANSETZEN · DIES	OK	UNCHANGED
E091	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E092	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC061	chokcheo	OK+CH+E+O	OK+CH	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	OKTHENCH	UNCHANGED
E093	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC062	kchal	K+AL	K	ZUGEBEN · ZIELSTELLE	K	UNCHANGED
E095	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC011	chokchy	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E096	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC063	kchoar	K+HO+AR	K	ZUGEBEN · ZUTAT · QUELLE	K	UNCHANGED
E099	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC066	keol	K+E+OL	K	ZUGEBEN · KURZ · WEITER	K	UNCHANGED
E101	f81v	B1	B1-S001	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E102	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	okaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	kair	K+AIR	K	ZUGEBEN · WASSER	K	UNCHANGED
E104	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	okal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E107	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	kain	K+AIN	K	ZUGEBEN · PORTION	K	UNCHANGED
E108	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	olkain	OL+K+AIN	K	WEITER · ZUGEBEN · PORTION	K	UNCHANGED
E117	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	qokeedal	OK+EE+AL	OK	ANSETZEN · LANG · ZIELSTELLE	OK	UNCHANGED
E120	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC076	schedy	CHD+DY	CHD	UMSETZEN · SCHLUSS	CHD	UNCHANGED
E122	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	sshkchdy	SH+K+CHD+DY	K+CHD	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	KTHENCHD	UNCHANGED
E123	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E126	f81v	B1	B1-S005	gemeinsame zweireihige Figuren-/Beckenstation	PROC079	qolchedy	OL+CHD+DY	CHD	WEITER · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E127	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E131	f81v	B1	B1-S007	gemeinsame zweireihige Figuren-/Beckenstation	PROC082	qokchdy	OK+CHD+DY	OK+CHD	ANSETZEN · UMSETZEN · SCHLUSS	OKTHENCHD	UNCHANGED
E137	f81v	B1	B1-S009	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E138	f81v	B1	B1-S010	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E140	f81v	B1	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E142	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC085	qokey	OK+E+Y	OK	ANSETZEN · KURZ · DIES	OK	UNCHANGED
E145	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E147	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC088	lchedal	L+CHD+AL	CHD	WEITERLEITEN · UMSETZEN · ZIELSTELLE	CHD	UNCHANGED
E151	f81v	B1	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	PROC091	okchedy	OK+CHD+DY	OK+CHD	ANSETZEN · UMSETZEN · SCHLUSS	OKTHENCHD	UNCHANGED
E152	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E153	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC092	okeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E158	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	PROC094	dchdy	CHD+DY	CHD	UMSETZEN · SCHLUSS	CHD	UNCHANGED
E167	f82r	B2	B2-S001	oberes Beckenpaar mit Zylinder	PROC076	dchedy	CHD+DY	CHD	UMSETZEN · SCHLUSS	CHD	UNCHANGED
E168	f82r	B2	B2-S002	oberes Beckenpaar mit Zylinder	PROC079	qolchedy	OL+CHD+DY	CHD	WEITER · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E169	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E171	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E172	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E174	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	PROC102	lched	L+CHD	CHD	WEITERLEITEN · UMSETZEN	CHD	UNCHANGED
E175	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E177	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC104	qokaly	OK+AL+Y	OK	ANSETZEN · ZIELSTELLE · DIES	OK	UNCHANGED
E180	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E181	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E186	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E188	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E191	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	PROC113	qokar	OK+AR	OK	ANSETZEN · QUELLE	OK	UNCHANGED
E194	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E195	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E198	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E200	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E201	f82r	B2	B2-S011	mittlere rechte unklare Station	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E202	f82r	B2	B2-S012	mittlere rechte unklare Station	PROC116	lchy	L+CH+Y	CH	WEITERLEITEN · ENTNEHMEN · DIES	CH	UNCHANGED
E205	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E209	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	PROC119	qokeeedy	OK+EEE+DY	OK	ANSETZEN · VOLL · SCHLUSS	OK	UNCHANGED
E210	f82r	B2	B2-S013	unteres grünes Mehrfigurenbecken	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E213	f82r	B2	B2-S015	kleine Randstationen des unteren Beckens	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E215	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC123	lchedar	L+CHD+AR	CHD	WEITERLEITEN · UMSETZEN · QUELLE	CHD	UNCHANGED
E216	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC124	ches	CH+E+S	CH	ENTNEHMEN · KURZ · TEIL	CH	UNCHANGED
E219	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E220	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC085	okey	OK+E+Y	OK	ANSETZEN · KURZ · DIES	OK	UNCHANGED
E221	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	PROC125	pchedy	P+CHD+DY	CHD	EINFUELLEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E224	f82r	B2	B2-S018	kleine Randstationen des unteren Beckens	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E227	f82r	B2	B2-S021	kleine Randstationen des unteren Beckens	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E228	f82r	B2	B2-S022	kleine Randstationen des unteren Beckens	PROC130	lochedy	L+O+CHD+DY	CHD	WEITERLEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E235	f83r	B3	B3-S003	obere offene Fächerstation am Rand	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E236	f83r	B3	B3-S004	obere offene Fächerstation am Rand	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E239	f83r	B3	B3-S005	mittlere Randfigur im runden Gefäß	PROC076	schedy	CHD+DY	CHD	UMSETZEN · SCHLUSS	CHD	UNCHANGED
E240	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	PROC133	chedchy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E241	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	OK	UNCHANGED
E242	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	PROC079	olchedy	OL+CHD+DY	CHD	WEITER · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E243	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E244	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E245	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E246	f83r	B3	B3-S008	mittlere Randfigur im runden Gefäß	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E247	f83r	B3	B3-S009	mittlere Randfigur im runden Gefäß	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E248	f83r	B3	B3-S010	untere Randfigur im korbartigen Gefäß	PROC134	pchedal	P+CHD+AL	CHD	EINFUELLEN · UMSETZEN · ZIELSTELLE	CHD	UNCHANGED
E250	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	PROC136	shecthedchy	SH+E+CTH+CHD+Y	CHD	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	CHD	UNCHANGED
E251	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E252	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E256	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E257	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC069	chkain	K+AIN	K	ZUGEBEN · PORTION	K	UNCHANGED
E259	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E260	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	PROC138	okair	OK+AIR	OK	ANSETZEN · WASSER	OK	UNCHANGED
E262	f83r	B3	B3-S015	untere Randfigur im korbartigen Gefäß	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E264	f83r	B3	B3-S016	unverbundener Zwischenbereich	PROC091	qokchedy	OK+CHD+DY	OK+CHD	ANSETZEN · UMSETZEN · SCHLUSS	OKTHENCHD	UNCHANGED
E265	f83r	B3	B3-S017	unverbundener Zwischenbereich	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E267	f83r	B3	B3-S019	unverbundener Zwischenbereich	PROC141	qokshedy	OK+SH+E+DY	OK	ANSETZEN · HALTEN · KURZ · SCHLUSS	OK	UNCHANGED
E269	f83r	B3	B3-S020	unverbundener Zwischenbereich	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E270	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	OK	UNCHANGED
E280	f83r	B3	B3-S021	unverbundener Zwischenbereich	PROC144	dalchdy	AL+CHD+DY	CHD	ZIELSTELLE · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E281	f83r	B3	B3-S022	unverbundener Zwischenbereich	PROC145	qotchedy	OT+CHD+DY	CHD	DANACH · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E282	f83r	B3	B3-S023	unverbundener Zwischenbereich	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E283	f83r	B3	B3-S024	unverbundener Zwischenbereich	PROC076	tchedy	CHD+DY	CHD	UMSETZEN · SCHLUSS	CHD	UNCHANGED
E284	f83r	B3	B3-S025	unverbundener Zwischenbereich	PROC082	qokchdy	OK+CHD+DY	OK+CHD	ANSETZEN · UMSETZEN · SCHLUSS	OKTHENCHD	UNCHANGED
E287	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E288	f83r	B3	B3-S026	unverbundener Zwischenbereich	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E293	f83r	B3	B3-S028	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E294	f83r	B3	B3-S028	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E297	f83r	B3	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E298	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E300	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC150	schedair	CHD+AIR	CHD	UMSETZEN · WASSER	CHD	UNCHANGED
E301	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC145	otchedy	OT+CHD+DY	CHD	DANACH · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E302	f83r	B3	B3-S031	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E303	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC151	chedain	CHD+AIN	CHD	UMSETZEN · PORTION	CHD	UNCHANGED
E304	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E315	f83r	B4	B4-S001	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E317	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E318	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E319	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E322	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · DIES	OK	UNCHANGED
E323	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC008	qoky	OK+Y	OK	ANSETZEN · DIES	OK	UNCHANGED
E326	f83r	B4	B4-S004	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC155	qokylddy	OK+Y+LD+DY	OK	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	OK	UNCHANGED
E328	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E329	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG · SCHLUSS	OK	UNCHANGED
E335	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ · SCHLUSS	OK	UNCHANGED
E340	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC158	okeeol	OK+EE+OL	OK	ANSETZEN · LANG · WEITER	OK	UNCHANGED
E341	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E342	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC042	chdy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
E344	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	PROC159	lkedy	L+K+E+DY	K	WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	K	UNCHANGED
E345	f83r	B4	B4-S012	linke Hauptstation mit offenem Fransenlauf	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E346	f83r	B4	B4-S013	linke Hauptstation mit offenem Fransenlauf	PROC160	qokol	OK+OL	OK	ANSETZEN · WEITER	OK	UNCHANGED
E352	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	OK	UNCHANGED
E354	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC069	kain	K+AIN	K	ZUGEBEN · PORTION	K	UNCHANGED
E355	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	PROC163	chckhal	CH+CKH+AL	CH	ENTNEHMEN · DURCHLASS · ZIELSTELLE	CH	UNCHANGED
E357	f83r	B4	B4-S015	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E358	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC070	qolkain	OL+K+AIN	K	WEITER · ZUGEBEN · PORTION	K	UNCHANGED
E360	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC165	skar	K+AR	K	ZUGEBEN · QUELLE	K	UNCHANGED
E362	f83r	B5	B5-S001	linke Fransenstation im B5-Nachtrag	PROC166	otchdy	OT+CHD+DY	CHD	DANACH · UMSETZEN · SCHLUSS	CHD	UNCHANGED
E363	f83r	B5	B5-S002	linke Fransenstation im B5-Nachtrag	PROC082	qokchdy	OK+CHD+DY	OK+CHD	ANSETZEN · UMSETZEN · SCHLUSS	OKTHENCHD	UNCHANGED
E368	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC168	chdal	CHD+AL	CHD	UMSETZEN · ZIELSTELLE	CHD	UNCHANGED
E372	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	PROC042	chedy	CHD+Y	CHD	UMSETZEN · DIES	CHD	UNCHANGED
