exact_card_id	semantic_family	component_recipe	reading_de	operation_roots	registered_surfaces	events	semantic_status
PROC026	SEM025	T+SH+OL	ANWENDEN · HALTEN · WEITER	NONE	tshol	1	UNCHANGED
PROC027	SEM026	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	NONE	schoal	1	UNCHANGED
PROC028	SEM027	CFH+Y	AUSWRINGEN · DIES	NONE	cfhy	1	UNCHANGED
PROC029	SEM028	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	NONE	shfydaiin	1	UNCHANGED
PROC030	SEM029	P+Y	EINFUELLEN · DIES	NONE	cphy	1	UNCHANGED
PROC031	SEM030	SH+EE+Y	HALTEN · LANG · DIES	NONE	cheey|shey	4	UNCHANGED
PROC157	SEM030	SH+EE+Y	HALTEN · LANG · DIES	NONE	sheey	1	UNCHANGED
PROC032	SEM031	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	CH	tchody	1	UNCHANGED__PARADIGM_CONFIRMED
PROC033	SEM032	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	NONE	shoyty	1	UNCHANGED
PROC034	SEM033	RESUME_CARD	WIEDERAUFNEHMEN	NONE	dchol|schol	2	UNCHANGED
PROC035	SEM034	K+Y	ZUGEBEN · DIES	K	kchy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC036	SEM035	OT+Y	DANACH · DIES	NONE	qotchy	1	UNCHANGED
PROC065	SEM035	OT+Y	DANACH · DIES	NONE	otchey	2	UNCHANGED
PROC037	SEM036	OK+OL	ANSETZEN · WEITER	OK	okchol	1	UNCHANGED__PARADIGM_CONFIRMED
PROC160	SEM036	OK+OL	ANSETZEN · WEITER	OK	qokol	1	UNCHANGED__PARADIGM_CONFIRMED
PROC038	SEM037	OK+AIIN	ANSETZEN · SOLLMASS	OK	okaiin|qokaiin	9	UNCHANGED__PARADIGM_CONFIRMED
PROC039	SEM038	Y+K+AIN	DIES · ZUGEBEN · PORTION	K	ykain	1	UNCHANGED__PARADIGM_CONFIRMED
PROC040	SEM039	Y+K+AN	DIES · ZUGEBEN · NACHGABE	K	ykan	1	UNCHANGED__PARADIGM_CONFIRMED
PROC041	SEM040	O+DY	ARBEITSGANG · SCHLUSS	NONE	ody	1	UNCHANGED
PROC042	SEM041	CHD+Y	UMSETZEN · DIES	CHD	chdy|chedy	11	UNCHANGED__PARADIGM_CONFIRMED
PROC133	SEM041	CHD+Y	UMSETZEN · DIES	CHD	chedchy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC043	SEM042	TALAM	VERWAHREN	NONE	talam	1	UNCHANGED
PROC044	SEM043	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	K	ykaiin	1	UNCHANGED__PARADIGM_CONFIRMED
PROC045	SEM044	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	CH	cheoar	1	UNCHANGED__PARADIGM_CONFIRMED
PROC046	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	NONE	cheeky	2	UNCHANGED
PROC107	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	NONE	chkeey	1	UNCHANGED
PROC047	SEM046	OL+DY	WEITER · SCHLUSS	NONE	oldy	2	UNCHANGED
PROC048	SEM047	OK+AL	ANSETZEN · ZIELSTELLE	OK	okal|qokal	6	UNCHANGED__PARADIGM_CONFIRMED
PROC049	SEM048	OL+T+Y	WEITER · ANWENDEN · DIES	NONE	oltchy	1	UNCHANGED
PROC050	SEM049	OR+AIN	ANSATZ · PORTION	NONE	orain	1	UNCHANGED
PROC051	SEM050	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	CH	chochor	1	UNCHANGED__PARADIGM_CONFIRMED
PROC052	SEM051	HO	ZUTAT	NONE	cho|sho	4	UNCHANGED
PROC053	SEM052	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	NONE	chodaly	1	UNCHANGED
PROC054	SEM053	K+OL	ZUGEBEN · WEITER	K	kchol	1	UNCHANGED__PARADIGM_CONFIRMED
PROC055	SEM054	AL	ZIELSTELLE	NONE	al|chal|cheal|dal|sal|tal	10	UNCHANGED
PROC056	SEM055	HO+Y	ZUTAT · DIES	NONE	choy	1	UNCHANGED
PROC057	SEM056	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	CH	cheeckhody	1	UNCHANGED__PARADIGM_CONFIRMED
PROC058	SEM057	SH	HALTEN	NONE	sh	1	UNCHANGED
PROC059	SEM058	K+E+Y	ZUGEBEN · KURZ · DIES	K	kchey	1	UNCHANGED__PARADIGM_CONFIRMED
PROC060	SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	OK	qokokchy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC061	SEM060	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	OK+CH	chokcheo	1	UNCHANGED__PARADIGM_CONFIRMED
PROC062	SEM061	K+AL	ZUGEBEN · ZIELSTELLE	K	kchal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC063	SEM062	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	K	kchoar	1	UNCHANGED__PARADIGM_CONFIRMED
PROC064	SEM063	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	NONE	sotodan	1	UNCHANGED
PROC066	SEM064	K+E+OL	ZUGEBEN · KURZ · WEITER	K	keol	1	UNCHANGED__PARADIGM_CONFIRMED
PROC067	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OK	qokedy	8	UNCHANGED__PARADIGM_CONFIRMED
PROC068	SEM066	K+AIR	ZUGEBEN · WASSER	K	kair	1	UNCHANGED__PARADIGM_CONFIRMED
PROC069	SEM067	K+AIN	ZUGEBEN · PORTION	K	chkain|kain	3	UNCHANGED__PARADIGM_CONFIRMED
PROC070	SEM068	OL+K+AIN	WEITER · ZUGEBEN · PORTION	K	olkain|qolkain	2	UNCHANGED__PARADIGM_CONFIRMED
PROC071	SEM069	R+OL	KUEHLEN · WEITER	NONE	rol	1	UNCHANGED
PROC072	SEM070	L	WEITERLEITEN	NONE	dl	2	UNCHANGED
PROC073	SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	NONE	sheckhal	1	UNCHANGED
PROC074	SEM072	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	OK	qokeedal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC075	SEM073	CKH+Y	DURCHLASS · DIES	NONE	chckhy|shckhy	4	UNCHANGED
PROC076	SEM074	CHD+DY	UMSETZEN · SCHLUSS	CHD	dchedy|schedy|tchedy	4	UNCHANGED__PARADIGM_CONFIRMED
PROC094	SEM074	CHD+DY	UMSETZEN · SCHLUSS	CHD	dchdy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC077	SEM075	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	K+CHD	sshkchdy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC078	SEM076	SHED+DY	ABSETZEN · SCHLUSS	NONE	cheedy|shedy|tedy	12	UNCHANGED
PROC079	SEM077	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	CHD	olchedy|qolchedy	3	UNCHANGED__PARADIGM_CONFIRMED
PROC080	SEM078	OK+AIN	ANSETZEN · PORTION	OK	okain|qokain	7	UNCHANGED__PARADIGM_CONFIRMED
PROC081	SEM079	R+AL	KUEHLEN · ZIELSTELLE	NONE	ral	1	UNCHANGED
PROC082	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OK+CHD	qokchdy	3	UNCHANGED__PARADIGM_CONFIRMED
PROC091	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OK+CHD	okchedy|qokchedy	2	UNCHANGED__PARADIGM_CONFIRMED
PROC083	SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	NONE	cheky	3	UNCHANGED
PROC084	SEM082	LSH+O	WASCHEN · ARBEITSGANG	NONE	lsho	1	UNCHANGED
PROC085	SEM083	OK+E+Y	ANSETZEN · KURZ · DIES	OK	okey|qokey	2	UNCHANGED__PARADIGM_CONFIRMED
PROC086	SEM084	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	NONE	lshedy	2	UNCHANGED
PROC087	SEM085	SOLK+Y	AUFFANGEN · DIES	NONE	qolky	1	UNCHANGED
PROC088	SEM086	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	CHD	lchedal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC089	SEM087	OT+AR	DANACH · QUELLE	NONE	otar	1	UNCHANGED
PROC090	SEM088	T+E+Y	ANWENDEN · KURZ · DIES	NONE	ytey	1	UNCHANGED
PROC092	SEM089	OK+EE+Y	ANSETZEN · LANG · DIES	OK	okeey|qokeey	7	UNCHANGED__PARADIGM_CONFIRMED
PROC093	SEM090	E+OL	KURZ · WEITER	NONE	teol	1	UNCHANGED
PROC095	SEM091	L+Y	WEITERLEITEN · DIES	NONE	ly	1	UNCHANGED
PROC096	SEM092	SH+E+OL	HALTEN · KURZ · WEITER	NONE	dsheol	1	UNCHANGED
PROC097	SEM093	O+IIN	ARBEITSGANG · ARBEITSSTUFE	NONE	oiiin|soiiin	2	UNCHANGED
PROC098	SEM094	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	NONE	olkeedy|solkeedy	3	UNCHANGED
PROC099	SEM095	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	NONE	shckhedy	3	UNCHANGED
PROC100	SEM096	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OK	qokeedy	10	UNCHANGED__PARADIGM_CONFIRMED
PROC101	SEM097	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	NONE	lcheckhy	1	UNCHANGED
PROC102	SEM098	L+CHD	WEITERLEITEN · UMSETZEN	CHD	lched	1	UNCHANGED__PARADIGM_CONFIRMED
PROC103	SEM099	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	NONE	lcheckhedy	1	UNCHANGED
PROC104	SEM100	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	OK	qokaly	1	UNCHANGED__PARADIGM_CONFIRMED
PROC105	SEM101	SOLK+AIIN	AUFFANGEN · SOLLMASS	NONE	solkaiin	1	UNCHANGED
PROC106	SEM102	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	NONE	octheol	1	UNCHANGED
PROC108	SEM103	L+DY	WEITERLEITEN · SCHLUSS	NONE	ldy	2	UNCHANGED
PROC109	SEM104	OT+EE+Y	DANACH · LANG · DIES	NONE	oteey	2	UNCHANGED
PROC110	SEM105	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	NONE	sheckhy	1	UNCHANGED
PROC111	SEM106	SH+E+DY	HALTEN · KURZ · SCHLUSS	NONE	dshedy	1	UNCHANGED
PROC112	SEM107	OT+AIIN	DANACH · SOLLMASS	NONE	otaiin|sotaiin	3	UNCHANGED
PROC113	SEM108	OK+AR	ANSETZEN · QUELLE	OK	qokar	1	UNCHANGED__PARADIGM_CONFIRMED
PROC114	SEM109	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	NONE	solshedy	1	UNCHANGED
PROC116	SEM110	L+CH+Y	WEITERLEITEN · ENTNEHMEN · DIES	CH	lchy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC117	SEM111	CTH+E+Y	BEREITEN · KURZ · DIES	NONE	qcthey|shcthey	2	UNCHANGED
PROC118	SEM112	L+EE+Y	WEITERLEITEN · LANG · DIES	NONE	lcheey	1	UNCHANGED
PROC119	SEM113	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	OK	qokeeedy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC120	SEM114	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	CHD	lchedy	8	UNCHANGED__PARADIGM_CONFIRMED
PROC121	SEM115	L+AR	WEITERLEITEN · QUELLE	NONE	lar	1	UNCHANGED
PROC122	SEM116	SH+E+Y	HALTEN · KURZ · DIES	NONE	tshey	1	UNCHANGED
PROC123	SEM117	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	CHD	lchedar	1	UNCHANGED__PARADIGM_CONFIRMED
PROC124	SEM118	CH+E+S	ENTNEHMEN · KURZ · TEIL	CH	ches	1	UNCHANGED__PARADIGM_CONFIRMED
PROC125	SEM119	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	CHD	pchedy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC126	SEM120	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	NONE	rsheal	1	UNCHANGED
PROC127	SEM121	AL+DY	ZIELSTELLE · SCHLUSS	NONE	daldy	1	UNCHANGED
PROC128	SEM122	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	NONE	rshedy	1	UNCHANGED
PROC129	SEM123	OT+EE+DY	DANACH · LANG · SCHLUSS	NONE	qoteedy	2	UNCHANGED
PROC130	SEM124	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	CHD	lochedy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC131	SEM125	OT+AL	DANACH · ZIELSTELLE	NONE	otal|qotal	3	UNCHANGED
PROC132	SEM126	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	NONE	chkeedy	1	UNCHANGED
PROC134	SEM127	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	CHD	pchedal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC135	SEM128	OT+E+DY	DANACH · KURZ · SCHLUSS	NONE	otedy	2	UNCHANGED
PROC136	SEM129	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	CHD	shecthedchy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC137	SEM130	AR+Y	QUELLE · DIES	NONE	chary	1	UNCHANGED
PROC138	SEM131	OK+AIR	ANSETZEN · WASSER	OK	okair	1	UNCHANGED__PARADIGM_CONFIRMED
PROC139	SEM132	SH+EE+DY	HALTEN · LANG · SCHLUSS	NONE	sheedy	1	UNCHANGED
PROC140	SEM133	L+O	WEITERLEITEN · ARBEITSGANG	NONE	lo	1	UNCHANGED
PROC141	SEM134	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	OK	qokshedy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC142	SEM135	SHED+AL	ABSETZEN · ZIELSTELLE	NONE	shedal	2	UNCHANGED
PROC143	SEM136	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	NONE	shecthy	1	UNCHANGED
PROC144	SEM137	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	CHD	dalchdy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC145	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	CHD	otchedy|qotchedy	2	UNCHANGED__PARADIGM_CONFIRMED
PROC166	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	CHD	otchdy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC146	SEM139	EE+AR	LANG · QUELLE	NONE	cheedar	1	UNCHANGED
PROC147	SEM140	L+AIIN	WEITERLEITEN · SOLLMASS	NONE	chldaiin	1	UNCHANGED
PROC148	SEM141	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	NONE	chealror	1	UNCHANGED
PROC149	SEM142	EEE+T+Y	VOLL · ANWENDEN · DIES	NONE	cheeety	1	UNCHANGED
PROC150	SEM143	CHD+AIR	UMSETZEN · WASSER	CHD	schedair	1	UNCHANGED__PARADIGM_CONFIRMED
PROC151	SEM144	CHD+AIN	UMSETZEN · PORTION	CHD	chedain	1	UNCHANGED__PARADIGM_CONFIRMED
PROC152	SEM145	OT+E+AIIN	DANACH · KURZ · SOLLMASS	NONE	qotedaiin	1	UNCHANGED
PROC153	SEM146	OL+AL+Y	WEITER · ZIELSTELLE · DIES	NONE	olsaly	1	UNCHANGED
PROC154	SEM147	OL+Y	WEITER · DIES	NONE	qolchey	1	UNCHANGED
PROC155	SEM148	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	OK	qokylddy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC156	SEM149	AIN	PORTION	NONE	dain	2	UNCHANGED
PROC158	SEM150	OK+EE+OL	ANSETZEN · LANG · WEITER	OK	okeeol	1	UNCHANGED__PARADIGM_CONFIRMED
PROC159	SEM151	L+K+E+DY	WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	K	lkedy	1	UNCHANGED__PARADIGM_CONFIRMED
PROC161	SEM152	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	NONE	qockhey	1	UNCHANGED
PROC162	SEM153	AIR+Y+DY	WASSER · DIES · SCHLUSS	NONE	dairydy	1	UNCHANGED
PROC163	SEM154	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	CH	chckhal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC164	SEM155	SOLK+E+Y	AUFFANGEN · KURZ · DIES	NONE	solkey	1	UNCHANGED
PROC165	SEM156	K+AR	ZUGEBEN · QUELLE	K	skar	1	UNCHANGED__PARADIGM_CONFIRMED
PROC167	SEM157	L+OL	WEITERLEITEN · WEITER	NONE	lol	1	UNCHANGED
PROC168	SEM158	CHD+AL	UMSETZEN · ZIELSTELLE	CHD	chdal	1	UNCHANGED__PARADIGM_CONFIRMED
PROC169	SEM159	DA+IIN	ZWEIT · ARBEITSSTUFE	NONE	daiiin	1	UNCHANGED
PROC170	SEM160	SOLK+EE+Y	AUFFANGEN · LANG · DIES	NONE	solkeey	1	UNCHANGED
PROC171	SEM161	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	K	qekey	1	UNCHANGED__PARADIGM_CONFIRMED
PROC172	SEM162	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	NONE	raly	1	UNCHANGED
PROC173	SEM163	L+AL+OR	WEITERLEITEN · ZIELSTELLE · ANSATZ	NONE	ldalor	1	UNCHANGED
