model	edition	source_group_id	locus	raw	gloss	role	left_raw	right_raw	left_separator	right_separator	full_line	full_model_line	assessment
R	ZL3b	ZL3b|f77r.43|G004	f77r.43	cheedy	bewegt sich	MOTION	ol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	d / chee / ol cheedy qotaiin qoteedy qotedy raiin	⟦d⟧ / ⟦chee⟧ / ⟦ol⟧ bewegt sich ⟦qotaiin⟧ warm aus der Mündung ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.44|G004	f77r.44	cheedy	bewegt sich	MOTION	qol	qokear	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f77r.44|G006	f77r.44	cheey	dieser Stoff	MATERIAL_ANAPHOR	qokear	loly	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	ZL3b	ZL3b|f29v.2|G006	f29v.2	chey	wenn	CONDITION	cthy	cthold	DEFINITE_SPACE	DEFINITE_SPACE	qotcheaiin s chol chol cthy chey cthold // ytchor dary	⟦qotcheaiin⟧ ⟦s⟧ ⟦chol⟧ ⟦chol⟧ ⟦cthy⟧ wenn ⟦cthold⟧ // ⟦ytchor⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.9|G005	f77r.9	chey	wenn	CONDITION	qokol	qopchedy	DEFINITE_SPACE	DEFINITE_SPACE	pol darair ol qokol chey qopchedy qopchedy dylches olkedy loly	⟦pol⟧ ⟦darair⟧ ⟦ol⟧ ⟦qokol⟧ wenn ⟦qopchedy⟧ ⟦qopchedy⟧ ⟦dylches⟧ ⟦olkedy⟧ ⟦loly⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.18|G002	f77r.18	cheedy	bewegt sich	MOTION	daiin	lshey	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qol⟧ ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.18|G009	f77r.18	cheedy	bewegt sich	MOTION	qol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qol⟧ ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.19|G009	f77r.19	chey	wenn	CONDITION	laiin		DEFINITE_SPACE	LINE_END	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	fließt ⟦lchey⟧ ⟦lsheey⟧ fließt fließt ⟦qokar⟧ ⟦qokeey⟧ ⟦laiin⟧ wenn	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.22|G008	f77r.22	cheey	dieser Stoff	MATERIAL_ANAPHOR	chedaiin	okedy	DEFINITE_SPACE	DEFINITE_SPACE	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	warm ⟦al⟧ dorthin ⟦r⟧ ⟦oin⟧ ⟦chy⟧ ⟦chedaiin⟧ dieser Stoff ⟦okedy⟧ ⟦qoky⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.32|G006	f77r.32	cheey	dieser Stoff	MATERIAL_ANAPHOR	chealor	qetaiin	DEFINITE_SPACE	DEFINITE_SPACE	qor ain cheol ol chealor cheey qetaiin dary	⟦qor⟧ ⟦ain⟧ ⟦cheol⟧ ⟦ol⟧ ⟦chealor⟧ dieser Stoff ⟦qetaiin⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.37|G001	f77r.37	teeolain	Gemisch	MATERIAL		chey	LINE_START	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.37|G002	f77r.37	chey	wenn	CONDITION	teeolain	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.37|G005	f77r.37	cheedy	bewegt sich	MOTION	qokain	cheey	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.37|G006	f77r.37	cheey	dieser Stoff	MATERIAL_ANAPHOR	cheedy	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist bewegt sich dieser Stoff dorthin	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.39|G002	f77r.39	cheey	dieser Stoff	MATERIAL_ANAPHOR	olaiin	sheckhey	DEFINITE_SPACE	DEFINITE_SPACE	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	⟦olaiin⟧ dieser Stoff ⟦sheckhey⟧ ⟦lsheey⟧ ⟦qykaiin⟧ ⟦sheedy⟧ ⟦laiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.43|G003	f77r.43	cheedy	bewegt sich	MOTION	ol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	dchee ol cheedy qotaiin qoteedy qotedy raiin	⟦dchee⟧ ⟦ol⟧ bewegt sich ⟦qotaiin⟧ warm aus der Mündung ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.44|G004	f77r.44	cheedy	bewegt sich	MOTION	qol	qokear	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f77r.44|G006	f77r.44	cheey	dieser Stoff	MATERIAL_ANAPHOR	qokear	loly	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	IT2a	IT2a|f29v.2|G005	f29v.2	chey	wenn	CONDITION	cthy	cthold	DEFINITE_SPACE	DEFINITE_SPACE	qotcheaiin schol chol cthy chey cthold // ytchor dary	⟦qotcheaiin⟧ ⟦schol⟧ ⟦chol⟧ ⟦cthy⟧ wenn ⟦cthold⟧ // ⟦ytchor⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.9|G003	f77r.9	chey	wenn	CONDITION	qokol	qopchedy	DEFINITE_SPACE	DEFINITE_SPACE	poldarairol qokol chey qopchedy qopchedy dylches olkedy loly	⟦poldarairol⟧ ⟦qokol⟧ wenn ⟦qopchedy⟧ ⟦qopchedy⟧ ⟦dylches⟧ ⟦olkedy⟧ ⟦loly⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.18|G002	f77r.18	cheedy	bewegt sich	MOTION	daiin	lshey	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol@221;r chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qol@221;r⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.18|G008	f77r.18	cheedy	bewegt sich	MOTION	qol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol@221;r chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ bewegt sich ⟦lshey⟧ ⟦qol@221;r⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ bewegt sich ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.19|G009	f77r.19	chey	wenn	CONDITION	laiin		DEFINITE_SPACE	LINE_END	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	fließt ⟦lchey⟧ ⟦lsheey⟧ fließt fließt ⟦qokar⟧ ⟦qokeey⟧ ⟦laiin⟧ wenn	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.22|G008	f77r.22	cheey	dieser Stoff	MATERIAL_ANAPHOR	che@152;aiin	okedy	DEFINITE_SPACE	DEFINITE_SPACE	qoteedy al lchedy r oin chy che@152;aiin cheey okedy qoky	warm ⟦al⟧ dorthin ⟦r⟧ ⟦oin⟧ ⟦chy⟧ ⟦che@152;aiin⟧ dieser Stoff ⟦okedy⟧ ⟦qoky⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.32|G006	f77r.32	cheey	dieser Stoff	MATERIAL_ANAPHOR	chealor	qeteiiin	DEFINITE_SPACE	DEFINITE_SPACE	qor ain cheol ol chealor cheey qeteiiin dary	⟦qor⟧ ⟦ain⟧ ⟦cheol⟧ ⟦ol⟧ ⟦chealor⟧ dieser Stoff ⟦qeteiiin⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.37|G001	f77r.37	teeolain	Gemisch	MATERIAL		chey	LINE_START	DEFINITE_SPACE	teeolain chey qotee@152;y qokain cheedy cheey lche@152;y	Gemisch wenn ⟦qotee@152;y⟧ ist bewegt sich dieser Stoff ⟦lche@152;y⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.37|G002	f77r.37	chey	wenn	CONDITION	teeolain	qotee@152;y	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qotee@152;y qokain cheedy cheey lche@152;y	Gemisch wenn ⟦qotee@152;y⟧ ist bewegt sich dieser Stoff ⟦lche@152;y⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.37|G005	f77r.37	cheedy	bewegt sich	MOTION	qokain	cheey	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qotee@152;y qokain cheedy cheey lche@152;y	Gemisch wenn ⟦qotee@152;y⟧ ist bewegt sich dieser Stoff ⟦lche@152;y⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.37|G006	f77r.37	cheey	dieser Stoff	MATERIAL_ANAPHOR	cheedy	lche@152;y	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qotee@152;y qokain cheedy cheey lche@152;y	Gemisch wenn ⟦qotee@152;y⟧ ist bewegt sich dieser Stoff ⟦lche@152;y⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.39|G002	f77r.39	cheey	dieser Stoff	MATERIAL_ANAPHOR	olaiin	sheckhey	DEFINITE_SPACE	DEFINITE_SPACE	olaiin cheey sheckhey lsheey qykaiin shee@152;y laiin	⟦olaiin⟧ dieser Stoff ⟦sheckhey⟧ ⟦lsheey⟧ ⟦qykaiin⟧ ⟦shee@152;y⟧ ⟦laiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.43|G003	f77r.43	cheedy	bewegt sich	MOTION	ol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	dchee ol cheedy qotaiin qoteedy qote@152;y raiin	⟦dchee⟧ ⟦ol⟧ bewegt sich ⟦qotaiin⟧ warm ⟦qote@152;y⟧ ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.44|G004	f77r.44	cheedy	bewegt sich	MOTION	qol	qoke@221;r	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qoke@221;r cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qoke@221;r⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f77r.44|G006	f77r.44	cheey	dieser Stoff	MATERIAL_ANAPHOR	qoke@221;r	loly	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qoke@221;r cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ bewegt sich ⟦qoke@221;r⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
R	RF1b	RF1b|f29v.2|G006	f29v.2	chey	wenn	CONDITION	cthy	cthold	DEFINITE_SPACE	DEFINITE_SPACE	qotcheaiin s chol chol cthy chey cthold // ytchor dary	⟦qotcheaiin⟧ ⟦s⟧ ⟦chol⟧ ⟦chol⟧ ⟦cthy⟧ wenn ⟦cthold⟧ // ⟦ytchor⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.9|G004	f77r.9	chey	wenn	CONDITION	qokol	qopchedy	DEFINITE_SPACE	DEFINITE_SPACE	poldarais / ol qokol chey qopchedy qopchedy dylches olkedy loly	⟦poldarais⟧ / ⟦ol⟧ ⟦qokol⟧ wenn ⟦qopchedy⟧ ⟦qopchedy⟧ ⟦dylches⟧ ⟦olkedy⟧ ⟦loly⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.18|G002	f77r.18	cheedy	ruht	REST_STATE	daiin	lshey	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qo / l / or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ ruht ⟦lshey⟧ ⟦qo⟧ / ⟦l⟧ / ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ ruht ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.18|G010	f77r.18	cheedy	ruht	REST_STATE	qol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qo / l / or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ ruht ⟦lshey⟧ ⟦qo⟧ / ⟦l⟧ / ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ ruht ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.19|G009	f77r.19	chey	wenn	CONDITION	laiin		DEFINITE_SPACE	LINE_END	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	fließt ⟦lchey⟧ ⟦lsheey⟧ fließt fließt ⟦qokar⟧ ⟦qokeey⟧ ⟦laiin⟧ wenn	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.22|G008	f77r.22	cheey	dieser Stoff	MATERIAL_ANAPHOR	chedaiin	okedy	DEFINITE_SPACE	DEFINITE_SPACE	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	warm ⟦al⟧ später ⟦r⟧ ⟦oin⟧ ⟦chy⟧ ⟦chedaiin⟧ dieser Stoff ⟦okedy⟧ ⟦qoky⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.32|G006	f77r.32	cheey	dieser Stoff	MATERIAL_ANAPHOR	chealor	qet[eiiin:aiin]	DEFINITE_SPACE	DEFINITE_SPACE	qor ain cheol ol chealor cheey qet[eiiin:aiin] d[a:y]ry	⟦qor⟧ ⟦ain⟧ ⟦cheol⟧ ⟦ol⟧ ⟦chealor⟧ dieser Stoff ⟦qet[eiiin:aiin]⟧ ⟦d[a:y]ry⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.37|G001	f77r.37	teeolain	Gemisch	MATERIAL		chey	LINE_START	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist ruht dieser Stoff später	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.37|G002	f77r.37	chey	wenn	CONDITION	teeolain	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist ruht dieser Stoff später	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.37|G005	f77r.37	cheedy	ruht	REST_STATE	qokain	cheey	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist ruht dieser Stoff später	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.37|G006	f77r.37	cheey	dieser Stoff	MATERIAL_ANAPHOR	cheedy	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	teeolain chey qoteedy qokain cheedy cheey lchedy	Gemisch wenn warm ist ruht dieser Stoff später	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.39|G002	f77r.39	cheey	dieser Stoff	MATERIAL_ANAPHOR	olaiin	sheckhey	DEFINITE_SPACE	DEFINITE_SPACE	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	⟦olaiin⟧ dieser Stoff ⟦sheckhey⟧ ⟦lsheey⟧ ⟦qykaiin⟧ ⟦sheedy⟧ ⟦laiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.43|G004	f77r.43	cheedy	ruht	REST_STATE	ol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	d / chee / ol cheedy qotaiin qoteedy qotedy raiin	⟦d⟧ / ⟦chee⟧ / ⟦ol⟧ ruht ⟦qotaiin⟧ warm aus der Mündung ⟦raiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.44|G004	f77r.44	cheedy	ruht	REST_STATE	qol	qokear	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ ruht ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f77r.44|G006	f77r.44	cheey	dieser Stoff	MATERIAL_ANAPHOR	qokear	loly	DEFINITE_SPACE	DEFINITE_SPACE	sheey qepchedy qol cheedy qokear cheey loly dy	⟦sheey⟧ ⟦qepchedy⟧ ⟦qol⟧ ruht ⟦qokear⟧ dieser Stoff ⟦loly⟧ ⟦dy⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	ZL3b	ZL3b|f29v.2|G006	f29v.2	chey	wenn	CONDITION	cthy	cthold	DEFINITE_SPACE	DEFINITE_SPACE	qotcheaiin s chol chol cthy chey cthold // ytchor dary	⟦qotcheaiin⟧ ⟦s⟧ ⟦chol⟧ ⟦chol⟧ ⟦cthy⟧ wenn ⟦cthold⟧ // ⟦ytchor⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.9|G005	f77r.9	chey	wenn	CONDITION	qokol	qopchedy	DEFINITE_SPACE	DEFINITE_SPACE	pol darair ol qokol chey qopchedy qopchedy dylches olkedy loly	⟦pol⟧ ⟦darair⟧ ⟦ol⟧ ⟦qokol⟧ wenn ⟦qopchedy⟧ ⟦qopchedy⟧ ⟦dylches⟧ ⟦olkedy⟧ ⟦loly⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.18|G002	f77r.18	cheedy	ruht	REST_STATE	daiin	lshey	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ ruht ⟦lshey⟧ ⟦qol⟧ ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ ruht ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.18|G009	f77r.18	cheedy	ruht	REST_STATE	qol	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin	⟦daiin⟧ ruht ⟦lshey⟧ ⟦qol⟧ ⟦or⟧ ⟦chees⟧ ⟦sheckhedy⟧ ⟦qol⟧ ruht ⟦qotaiin⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.19|G009	f77r.19	chey	wenn	CONDITION	laiin		DEFINITE_SPACE	LINE_END	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	fließt ⟦lchey⟧ ⟦lsheey⟧ fließt fließt ⟦qokar⟧ ⟦qokeey⟧ ⟦laiin⟧ wenn	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.22|G008	f77r.22	cheey	dieser Stoff	MATERIAL_ANAPHOR	chedaiin	okedy	DEFINITE_SPACE	DEFINITE_SPACE	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	warm ⟦al⟧ später ⟦r⟧ ⟦oin⟧ ⟦chy⟧ ⟦chedaiin⟧ dieser Stoff ⟦okedy⟧ ⟦qoky⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
T	IT2a	IT2a|f77r.32|G006	f77r.32	cheey	dieser Stoff	MATERIAL_ANAPHOR	chealor	qetaiin	DEFINITE_SPACE	DEFINITE_SPACE	qor ain cheol ol chealor cheey qetaiin dary	⟦qor⟧ ⟦ain⟧ ⟦cheol⟧ ⟦ol⟧ ⟦chealor⟧ dieser Stoff ⟦qetaiin⟧ ⟦dary⟧	EXPOSED_HYPOTHESIS_NOT_CONFIRMED
