timing	chol	world	target	form	object	patient	axis	value	prior_index	prior_kind	prior_location	prior_form	prior_status	prior_assertion	prior_before	prior_after	prior_debts	row_status
O	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	52	MATERIAL	f17v.19:4	cthor	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	53	ACTION	f17v.19:2	chey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.19:3	recorded
I	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	45	MATERIAL	f17v.17:6	cthor	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	46	ACTION	f17v.17:3	she	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.17:5	recorded
I	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	52	MATERIAL	f17v.19:4	cthor	SAME_FORM_REMENTION		{}	{}	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|B|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.17:6	f17v.19:4	thermal	warm	53	ACTION	f17v.19:2	chey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.19:3	recorded
O	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
O	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
O	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
I	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
I	D	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
O	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
O	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
I	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
I	H	E|ZL3b|J|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
O	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
O	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
I	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
I	D	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
O	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
O	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	15	MATERIAL	f17v.7:4	cheor	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	16	ACTION	f17v.7:2	chkeey	NO_STATE_TRANSITION_MODELLED		{}	{}	UNREAD_BETWEEN:f17v.7:3	recorded
I	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	17	ACTION	f17v.8:1	qokeey	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION	recorded
I	H	E|ZL3b|M|f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.7:4	f17v.20:3	thermal	warm	54	MATERIAL	f17v.20:3	cheor	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	H	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
O	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	15	MATERIAL	f86v5.22:1	ykaiin	SAME_FORM_REMENTION		"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
I	D	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	16	PROCESSED_NOMINAL	f86v5.22:1	ykaiin	MATCH	PHYSICAL:thermal=warm	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	thermal	cold	10	MATERIAL	f86v5.21:4	okaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	12	MATERIAL	f86v5.21:6	ytaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	thermal	cold	13	BARE_NOMINAL	f86v5.21:6	ytaiin	INITIAL_CONSTRAINT	CONSTITUTION:thermal=cold	{}	"{""CONSTITUTION:thermal"":""cold""}"		recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	6	MATERIAL	f86v5.20:6	ykaiin	EXTERNAL_PORTION		{}	{}		recorded
O	H	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	f86v5.20:6	f86v5.22:1	thermal	warm	7	PROCESSED_NOMINAL	f86v5.20:6	ykaiin	INITIAL_CONSTRAINT	PHYSICAL:thermal=warm	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
