group_serial	page	locus	event_index	opaque_local_id	surface_display_only	canonical_namespace_id	local_image_owner	local_content_class	interface_role	instrument_reading_de	possible_condition_use_de	memory_atlas_rival_de	prose_dictionary_import	cross_section_pointer	orientation_or_rotation	f68_f69_key
14	f67r2	f67r2.6	1	A1:G014	dchetay	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_06	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
15	f67r2	f67r2.7	1	A1:G015	ykchy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_07	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
16	f67r2	f67r2.7	2	A1:G016	kchey	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_07	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
17	f67r2	f67r2.7	3	A1:G017	ykchys	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_07	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
18	f67r2	f67r2.8	1	A1:G018	chkchdar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_08	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
19	f67r2	f67r2.9	1	A1:G019	ykar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_09	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
20	f67r2	f67r2.9	2	A1:G020	ykaly	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_09	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
21	f67r2	f67r2.10	1	A1:G021	lkshy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_10	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
22	f67r2	f67r2.10	2	A1:G022	kchy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_10	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
23	f67r2	f67r2.10	3	A1:G023	okar	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_10	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
24	f67r2	f67r2.11	1	A1:G024	chky	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_11	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
25	f67r2	f67r2.11	2	A1:G025	chykchs	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_11	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
26	f67r2	f67r2.11	3	A1:G026	chy	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_11	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
27	f67r2	f67r2.12	1	A1:G027	ykees	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_12	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
28	f67r2	f67r2.12	2	A1:G028	ykchos	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_12	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	SELECTABLE_CELESTIAL_SLOT	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
29	f67r2	f67r2.13	1	A1:G029	opodchol	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_01	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
30	f67r2	f67r2.13	2	A1:G030	s	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_01	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
31	f67r2	f67r2.13	3	A1:G031	ain	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_01	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
32	f67r2	f67r2.13	4	A1:G032	aldy	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_01	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
33	f67r2	f67r2.14	1	A1:G033	soeey	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_02	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
34	f67r2	f67r2.14	2	A1:G034	doiin	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_02	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
35	f67r2	f67r2.14	3	A1:G035	oldy	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_02	RIGHT_WHEEL_LOCAL_RING_RUBRIC	LOCAL_INSTRUMENT_LEGEND	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	gegliederte Himmels-Lehrtafel ohne praktischen Entscheidungszweck	NONE	NONE	NONE	NONE
36	f67r2	f67r2.15	1	A1:G036	dolchsody	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_15	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
37	f67r2	f67r2.16	1	A1:G037	odaeiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
38	f67r2	f67r2.16	2	A1:G038	okoes	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
39	f67r2	f67r2.16	3	A1:G039	oekain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
40	f67r2	f67r2.16	4	A1:G040	y	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
41	f67r2	f67r2.17	1	A1:G041	otchey	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_17	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
42	f67r2	f67r2.17	2	A1:G042	soraiir	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_17	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
43	f67r2	f67r2.17	3	A1:G043	dy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_17	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
44	f67r2	f67r2.18	1	A1:G044	qopchy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
45	f67r2	f67r2.18	2	A1:G045	daiin	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
46	f67r2	f67r2.18	3	A1:G046	dal	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
47	f67r2	f67r2.19	1	A1:G047	ydchos	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
48	f67r2	f67r2.19	2	A1:G048	ain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
49	f67r2	f67r2.19	3	A1:G049	ar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
50	f67r2	f67r2.19	4	A1:G050	amy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
51	f67r2	f67r2.20	1	A1:G051	chocfhy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_20	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
52	f67r2	f67r2.20	2	A1:G052	saral	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_20	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
53	f67r2	f67r2.21	1	A1:G053	sain	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_21	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
54	f67r2	f67r2.21	2	A1:G054	am	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_21	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
55	f67r2	f67r2.21	3	A1:G055	ar	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_21	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
56	f67r2	f67r2.22	1	A1:G056	okal	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_22	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
57	f67r2	f67r2.23	1	A1:G057	oparchy	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_23	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	SELECTABLE_CELESTIAL_SLOT	linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	eigenstaendiges Stern-Merkbild ohne Verbindung zum rechten Rad	NONE	NONE	NONE	NONE
