internal_occurrence_id	source_event_id	physical_page	surface	prior_hybrid_status	internal_stem_id	internal_stem	component_recipe	literal_working_value_de	character_start_zero_based	character_end_exclusive	left_surface	right_surface	selection_rule
G461-O029	P1008-E0409	f72r	oralkam	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I04	al	AL	ZIELORT	2	4	or	kam	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O030	P1008-E0410	f72r	ytairal	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I01	air	AIR	BAHN	2	5	yt	al	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O031	P1008-E0418	f72r	ykaraiin	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	2	4	yk	aiin	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O032	P1008-E0421	f72r	orara	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	2	4	or	a	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O033	P1008-E0424	f72r	olfsheoral	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I09	sh	SH	HALTEN	3	5	olf	eoral	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O034	P1008-E0452	f72r	opalal	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I04	al	AL	ZIELORT	2	4	op	al	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O035	P1008-E0453	f72r	yfary	WHOLE_LEARNED_LABEL	G461-I05	ar	AR	AUSGANG	2	4	yf	y	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O036	P1008-E0457	f72r	octho	WHOLE_LEARNED_LABEL	G461-I02	cth	CH+T	NEHMEN · EINSTELLEN	1	4	o	o	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O037	P1003-E0081	f77r	darchdar	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	1	3	d	chdar	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O038	P1003-E0088	f77r	dotedy	WHOLE_LEARNED_LABEL	G461-I08	ot	OT	DANACH	1	3	d	edy	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O039	P1003-E0413	f88v	okalyd	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I04	al	AL	ZIELORT	2	4	ok	yd	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O040	P1003-E0418	f88v	otokol	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I06	ok	OK	SETZEN	2	4	ot	ol	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O041	P1003-E0554	f88v	daramdal	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	1	3	d	amdal	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O042	P1003-E0555	f88v	otydary	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I03	dar	D_ADDR+AR	HIER · AUSGANG	3	6	oty	y	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O043	P1003-E0557	f88v	dararda	OWNER_FAMILY_STEM_ONLY	G461-I05	ar	AR	AUSGANG	1	3	d	arda	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O044	P1003-E0557	f88v	dararda	OWNER_FAMILY_STEM_ONLY	G461-I05	ar	AR	AUSGANG	3	5	dar	da	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O045	P1008-E1042	f89r	ararchodaiin	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	2	4	ar	chodaiin	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O046	P1008-E1176	f89r	saldam	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I04	al	AL	ZIELORT	1	3	s	dam	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O047	P1008-E1177	f89r	sydarary	OWNER_FAMILY_STEM_ONLY	G461-I03	dar	D_ADDR+AR	HIER · AUSGANG	2	5	sy	ary	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O048	P1008-E1177	f89r	sydarary	OWNER_FAMILY_STEM_ONLY	G461-I05	ar	AR	AUSGANG	5	7	sydar	y	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O049	P1008-E1182	f89r	saloiinsheol	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I04	al	AL	ZIELORT	1	3	s	oiinsheol	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O050	P1008-E1182	f89r	saloiinsheol	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I09	sh	SH	HALTEN	7	9	saloiin	eol	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O051	P1008-E1301	f89r	okshdchos	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I09	sh	SH	HALTEN	2	4	ok	dchos	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O052	P1008-E1412	f89r	ytarem	WHOLE_LEARNED_LABEL	G461-I05	ar	AR	AUSGANG	2	4	yt	em	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
G461-O053	P1008-E1413	f89r	otolarol	FUNCTION_EDGE_PLUS_LEARNED_CORE	G461-I05	ar	AR	AUSGANG	4	6	otol	ol	LONGEST_THEN_LEFTMOST_NONOVERLAPPING_INTERNAL_CHANNEL
