carrier	raw_complete	all28_stable_complete	core13	semantic_credit	component_export_credit	eody_raw_occurrences	eody_stable_occurrences	eody_stable_physical_folios	eol_raw_occurrences	eol_stable_occurrences	eol_stable_physical_folios	edy_raw_occurrences	edy_stable_occurrences	edy_stable_physical_folios	ol_raw_occurrences	ol_stable_occurrences	ol_stable_physical_folios	eligible_events	eody_eligible_events	eol_eligible_events	edy_eligible_events	ol_eligible_events
chockh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
chocph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chocth	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
chof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chofch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chok	1	1	0	0	0	3	2	2	3	3	3	4	2	2	3	3	3	8	1	3	2	2
chokch	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	4	4	0	0	0	0	0
choke	0	0	0	0	0	1	1	1	0	0	0	2	2	2	0	0	0	0	0	0	0	0
chokeeod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
cholch	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
cholke	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
cholksh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
cholsh	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chopch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
chor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0
chorsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chosarosh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chot	0	0	0	0	0	0	0	0	2	2	2	1	1	1	7	5	5	0	0	0	0	0
chotch	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0
chotsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
choypsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chpch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
chpshe	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
chsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
cht	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	4	4	0	0	0	0	0
chtch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chtor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
chyt	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ckh	1	1	0	0	0	5	5	4	4	4	4	2	1	1	17	16	14	25	5	3	1	16
ckhe	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cph	1	1	0	0	0	2	1	1	2	2	2	8	5	5	11	10	9	18	1	2	5	10
cphod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
cphokch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
cth	1	1	1	0	0	4	4	4	8	7	7	11	8	7	51	50	33	65	4	6	8	47
cthocth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cthod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
cthosh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
d	1	0	0	0	0	1	0	0	1	1	1	3	2	2	76	64	50	0	0	0	0	0
daii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
daiin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
daiis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
dain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
dair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
dal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	0	0
dalalsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dalch	0	0	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0
daldal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
dalk	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
dalsh	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
dalt	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
darailch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
darch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
darot	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dch	1	1	0	0	0	2	2	2	8	7	7	26	15	15	21	20	20	44	2	7	15	20
dchckh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dche	0	0	0	0	0	1	1	1	1	1	1	3	3	3	0	0	0	0	0	0	0	0
dcheeok	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcheke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dcheok	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dchok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
dchor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
de	0	0	0	0	0	0	0	0	1	1	1	4	1	1	0	0	0	0	0	0	0	0
dee	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
deeolt	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
deeomch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
desh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dk	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
dlsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
dolch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dolche	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dolfch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dolke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dolsh	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0
dot	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dpch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dsh	1	1	0	0	0	2	2	2	9	9	9	29	19	16	3	3	3	33	2	9	19	3
dshe	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0
dtsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
dych	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
dyk	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dyke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
dyt	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
e	1	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0
ech	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ee	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0
eeche	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
eed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
eeyk	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
efch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ek	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
es	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
et	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
fch	1	1	0	0	0	3	2	2	1	1	1	9	4	4	2	1	1	8	2	1	4	1
fche	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fched	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
fchocth	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
folch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
fsh	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
k	1	1	1	0	0	18	13	11	18	16	14	42	16	12	30	20	20	58	10	15	14	19
kal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
kalch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
kas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kch	1	1	1	0	0	5	3	3	4	4	4	22	9	9	24	19	16	34	3	4	8	19
kche	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
kchedsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
kchol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ke	0	0	0	0	0	8	2	2	10	6	6	59	22	16	0	0	0	0	0	0	0	0
kech	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
kee	0	0	0	0	0	1	0	0	1	1	1	6	0	0	0	0	0	0	0	0	0	0
keede	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
keeod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kodsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
kolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
koleear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
kolk	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
kolsh	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ksh	1	1	0	0	0	4	3	3	2	2	2	5	1	1	2	2	2	8	3	2	1	2
kshe	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0
kshot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	31	22	0	0	0	0	0
laror	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lch	1	1	0	0	0	1	1	1	8	8	7	116	75	31	3	3	3	82	1	8	70	3
lchcph	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lchd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lche	0	0	0	0	0	0	0	0	0	0	0	9	6	6	0	0	0	0	0	0	0	0
lcheckh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lchedyk	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lcheolsh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ld	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
lf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lfch	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
lfche	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lk	1	1	0	0	0	4	4	3	5	4	4	26	15	10	3	2	2	25	4	4	15	2
lkal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lkch	0	0	0	0	0	0	0	0	1	1	1	15	11	9	0	0	0	0	0	0	0	0
lke	0	0	0	0	0	5	2	2	2	2	2	37	23	13	0	0	0	0	0	0	0	0
lkealsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lkech	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
lked	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lkee	0	0	0	0	0	1	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0
lkeed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lkeesh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lklch	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
lkod	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lksh	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
lo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
loch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lok	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
loke	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
lolch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lolk	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
lolsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lpch	0	0	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0
lpche	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lpych	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
lsh	1	0	0	0	0	3	3	3	1	1	1	38	24	15	1	0	0	0	0	0	0	0
lshe	0	0	0	0	0	0	0	0	0	0	0	7	4	3	0	0	0	0	0	0	0	0
lsheckh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
lt	0	0	0	0	0	0	0	0	0	0	0	5	3	3	0	0	0	0	0	0	0	0
ltch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lte	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0
m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
o	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0
och	0	0	0	0	0	0	0	0	0	0	0	8	2	2	3	3	3	0	0	0	0	0
oche	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ockh	0	0	0	0	0	1	0	0	0	0	0	5	3	3	0	0	0	0	0	0	0	0
ocph	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
octh	1	0	0	0	0	2	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
od	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
odch	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ode	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
odee	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
odshch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
oe	0	0	0	0	0	1	0	0	0	0	0	6	5	4	0	0	0	0	0	0	0	0
oech	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oee	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oek	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oeke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
oepch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
ofch	0	0	0	0	0	0	0	0	1	1	1	6	5	5	1	1	1	0	0	0	0	0
oiin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ok	1	1	1	0	0	21	12	10	44	41	24	87	47	26	53	50	39	121	10	30	36	45
okal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
okalch	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
okar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
okarch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
okch	1	1	0	0	0	2	1	1	1	1	1	23	13	10	10	9	7	22	1	1	13	7
okchok	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
oke	0	0	0	0	0	7	6	6	7	6	6	94	49	29	0	0	0	0	0	0	0	0
okearch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
okech	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	1	1	0	0	0	0	0
okee	0	0	0	0	0	1	1	1	0	0	0	7	4	4	0	0	0	0	0	0	0	0
okeedyq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
okeeyte	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
okesh	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
oko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
okoke	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
okol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
oksh	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0	0	0
ol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	13	0	0	0	0	0
olch	0	0	0	0	0	2	2	2	5	4	4	34	20	15	0	0	0	0	0	0	0	0
olche	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
ole	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0
olee	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
olfch	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
olk	1	0	0	0	0	1	0	0	7	7	6	22	15	13	3	3	2	0	0	0	0	0
olkch	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0
olkchoke	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
olke	0	0	0	0	0	5	4	4	2	1	1	42	25	18	0	0	0	0	0	0	0	0
olkee	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
olkeealkch	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
olkolsh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
olksh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oloe	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
oloee	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
olor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
