null_family	null_id	model_id	target_axis	carrier	section	language	hand	targetfree_line_length_bin	stratum_events	offset_mod_n	moved_labels	identity_labels	flipped_source_carriers
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	kch	H	A	1	2	10	1	0	10	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	kch	H	A	1	3	8	1	4	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	kch	S	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	kch	T	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	B	B	2	2	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	B	B	2	3	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	A	1	2	17	1	6	11	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	A	1	3	8	1	4	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	B	2	2	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	P	A	1	2	12	1	8	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	P	A	1	3	8	1	4	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	S	B	3	2	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	S	B	3	3	15	1	6	9	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ok	T	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	B	B	2	2	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	B	B	2	3	4	1	2	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	A	1	1	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	A	1	2	19	1	6	13	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	A	1	3	10	1	2	8	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	B	2	2	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	B	2	3	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	H	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	P	A	1	2	4	1	2	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	P	A	1	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	S	A	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	S	B	3	3	16	1	6	10	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	T	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	ot	T	B	2	3	4	1	0	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	B	B	2	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	B	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	B	B	2	3	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	H	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	H	A	1	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	P	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	P	A	1	3	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	pch	S	B	3	3	4	1	2	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	B	B	2	1	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	B	B	2	2	10	1	0	10	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	B	B	2	3	7	1	2	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	A	1	2	14	1	6	8	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	A	1	3	11	1	2	9	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	B	2	2	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	B	2	3	4	1	0	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	H	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	P	A	1	2	11	1	6	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	P	A	1	3	9	1	4	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	S	A	3	3	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	S	B	3	2	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	S	B	3	3	14	1	8	6	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	S	B	@	3	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	T	B	2	3	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qok	T	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	B	B	2	2	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	B	B	2	3	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	H	A	1	2	7	1	0	7	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	H	A	1	3	6	1	2	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	H	B	5	3	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	P	A	1	2	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	P	A	1	3	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	S	B	3	3	9	1	2	7	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	T	B	2	3	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	qot	T	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	B	B	2	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	B	B	2	2	8	1	4	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	B	B	2	3	12	1	6	6	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	A	1	1	7	1	2	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	A	1	2	44	1	6	38	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	A	1	3	28	1	4	24	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	B	2	2	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	B	2	3	8	1	2	6	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	H	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	P	A	1	2	7	1	4	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	P	A	1	3	4	1	0	4	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	S	A	3	3	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	S	B	3	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	S	B	3	2	4	1	2	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	S	B	3	3	20	1	8	12	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	S	B	@	3	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	T	B	2	3	7	1	2	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	T	B	5	2	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	sh	T	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	B	B	2	2	4	1	2	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	B	B	2	3	6	1	4	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	A	1	2	9	1	4	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	A	1	3	3	1	2	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	B	2	3	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	H	B	5	3	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	P	A	1	2	2	1	2	0	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	S	A	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	S	B	3	3	5	1	2	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	t	T	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	B	B	2	2	2	1	0	2	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	C	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	H	A	1	2	5	1	2	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	H	A	1	3	5	1	0	5	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	P	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	S	B	3	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	tch	S	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	yt	H	A	1	2	8	1	2	6	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	yt	H	A	1	3	3	1	0	3	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	yt	H	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	yt	P	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K01	M01_L_TO_L	L	yt	T	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	B	B	2	2	11	2	2	9	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	B	B	2	3	10	2	4	6	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	C	B	2	2	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	H	A	1	1	15	2	6	9	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	H	A	1	2	82	2	14	68	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	H	A	1	3	39	2	6	33	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	H	B	2	3	8	2	6	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	H	B	3	3	3	2	0	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	P	A	1	2	13	2	6	7	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	P	A	1	3	9	2	4	5	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	S	A	3	3	5	2	4	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	S	B	3	2	12	2	10	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	S	B	3	3	52	2	20	32	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	S	B	@	3	4	2	4	0	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	T	B	2	3	8	2	4	4	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ch	T	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	B	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	H	A	1	1	11	2	2	9	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	H	A	1	2	26	2	2	24	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	H	A	1	3	6	2	0	6	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	P	A	1	2	3	2	2	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	P	A	1	3	4	2	4	0	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	cth	S	B	3	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	B	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	B	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	H	A	1	2	13	2	10	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	H	A	1	3	8	2	6	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	H	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	S	A	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	S	B	3	3	5	2	2	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	k	T	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	B	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	H	A	1	1	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	H	A	1	2	10	2	0	10	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	H	A	1	3	8	2	8	0	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	S	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	kch	T	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	B	B	2	2	3	2	0	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	B	B	2	3	3	2	2	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	A	1	2	17	2	6	11	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	A	1	3	8	2	4	4	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	B	2	2	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	P	A	1	2	12	2	4	8	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	P	A	1	3	8	2	6	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	S	B	3	2	3	2	2	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	S	B	3	3	15	2	10	5	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ok	T	B	2	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	B	B	2	2	3	2	2	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	B	B	2	3	4	2	2	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	A	1	1	3	2	0	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	A	1	2	19	2	8	11	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	A	1	3	10	2	2	8	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	B	2	2	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	B	2	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	H	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	P	A	1	2	4	2	2	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	P	A	1	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	S	A	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	S	B	3	3	16	2	6	10	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	T	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	ot	T	B	2	3	4	2	0	4	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	B	B	2	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	B	B	2	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	B	B	2	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	H	A	1	1	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	H	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	H	A	1	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	P	A	1	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	P	A	1	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	S	B	3	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	pch	S	B	3	3	4	2	2	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	B	B	2	1	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	B	B	2	2	10	2	0	10	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	B	B	2	3	7	2	2	5	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	A	1	2	14	2	6	8	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	A	1	3	11	2	2	9	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	B	2	2	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	B	2	3	4	2	0	4	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	B	3	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	B	5	2	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	H	B	5	3	1	0	0	1	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	P	A	1	2	11	2	4	7	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	P	A	1	3	9	2	6	3	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	S	A	3	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	S	B	3	2	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	S	B	3	3	14	2	6	8	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	S	B	@	3	2	0	0	2	NA
C01_TARGET_LABEL_ROTATION	K02	M01_L_TO_L	L	qok	T	B	2	3	3	2	0	3	NA
