surface	raw35_four_cell_member	thin9_pair_member	deduplicated_overlap6	quarantine_rule	substring_rule	semantic_credit	component_export_credit
qoteol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
qotol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
shedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
sheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
sheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
shol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tchedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tcheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tcheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tchol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
teody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
teol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
tol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ychedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ycheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ycheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ychol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ykedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ykeody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ykeol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ykol	1	1	1	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
yshedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ysheody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ysheol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
yshol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ytal	0	1	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ytedy	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
yteody	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
yteol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
ytol	1	0	0	EXACT_COMPLETE_SURFACE_ONLY	0	0	0
