row_type	rival_id	rank	total_points	evidence_id	metric	observed_value	operator	threshold	points_available	points_awarded	passed	working_theory	historical_sources	selection_credit	semantic_credit
HISTORICAL_SOURCE	NONE	8	NA	TACUINUM_ONB_2644	RECORD_CHANNEL	LEARNED_HEAD_WITH_ORDERED_REPEATED_FIELDS	NA	NA	0	0	NA	GOOD_RECORD_GRAMMAR_NO_OPTIONAL_INTERNAL_SLOT	https://onb.digital/result/10D7929A	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	9	NA	MEDICAL_BREVIGRAPHS	NONE	PREFIX_CORE_SUFFIX_ABBREVIATION_AND_SPECIALIST_SIGNS	NA	NA	0	0	NA	BREVIGRAPH_OR_ORTHOGRAPHY_NULL	https://reunido.uniovi.es/index.php/SELIM/article/download/13301/12036/28090	TOPOLOGY_ONLY	0
HISTORICAL_SOURCE	NONE	10	NA	GNM_HS_80061	NONE	SPORADIC_METAL_AND_OPERATION_SIGNS	NA	NA	0	0	NA	WEAK_NEGATIVE_CODEBOOK_COMPARATOR	https://www.kdih.badw.de/datenbank/handschrift/2/1/7	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	AMOUNT_L	CLEAN_EXACT_ORDINAL_CONTACT	0.860985886684	NA	NA	0	0	NA	"{""absolute_log_or"":""0.860985886684"",""axis"":""L"",""base_contact"":4,""base_no_contact"":637,""contact_kind"":""AMOUNT"",""contact_physical_folios"":7,""expanded_contact"":4,""expanded_no_contact"":269,""haldane_log_or"":""0.860985886684"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":0}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	AMOUNT_DY	CLEAN_EXACT_ORDINAL_CONTACT	2.69691577849	NA	NA	0	0	NA	"{""absolute_log_or"":""2.69691577849"",""axis"":""DY"",""base_contact"":1,""base_no_contact"":714,""contact_kind"":""AMOUNT"",""contact_physical_folios"":4,""expanded_contact"":4,""expanded_no_contact"":144,""haldane_log_or"":""2.69691577849"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":1}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	QUALITY_L	CLEAN_EXACT_ORDINAL_CONTACT	NA	NA	NA	0	0	NA	"{""absolute_log_or"":""NA"",""axis"":""L"",""base_contact"":0,""base_no_contact"":641,""contact_kind"":""QUALITY"",""contact_physical_folios"":0,""expanded_contact"":0,""expanded_no_contact"":273,""haldane_log_or"":""NA"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":0}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	QUALITY_DY	CLEAN_EXACT_ORDINAL_CONTACT	NA	NA	NA	0	0	NA	"{""absolute_log_or"":""NA"",""axis"":""DY"",""base_contact"":0,""base_no_contact"":715,""contact_kind"":""QUALITY"",""contact_physical_folios"":0,""expanded_contact"":0,""expanded_no_contact"":148,""haldane_log_or"":""NA"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":0}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	PART_L	CLEAN_EXACT_ORDINAL_CONTACT	0.94132523793	NA	NA	0	0	NA	"{""absolute_log_or"":""0.94132523793"",""axis"":""L"",""base_contact"":59,""base_no_contact"":582,""contact_kind"":""PART"",""contact_physical_folios"":48,""expanded_contact"":10,""expanded_no_contact"":263,""haldane_log_or"":""-0.94132523793"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":1}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	PART_DY	CLEAN_EXACT_ORDINAL_CONTACT	0.853554353008	NA	NA	0	0	NA	"{""absolute_log_or"":""0.853554353008"",""axis"":""DY"",""base_contact"":11,""base_no_contact"":704,""contact_kind"":""PART"",""contact_physical_folios"":10,""expanded_contact"":5,""expanded_no_contact"":143,""haldane_log_or"":""0.853554353008"",""selection_credit"":""TOPOLOGY_ONLY"",""winning_axis"":0}"	NONE	TOPOLOGY_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	FORMULA_L	CLEAN_EXACT_ORDINAL_CONTACT	1.1138677134	NA	NA	0	0	NA	"{""absolute_log_or"":""1.1138677134"",""axis"":""L"",""base_contact"":3,""base_no_contact"":638,""contact_kind"":""FORMULA"",""contact_physical_folios"":7,""expanded_contact"":4,""expanded_no_contact"":269,""haldane_log_or"":""1.1138677134"",""selection_credit"":""AUDIT_ONLY"",""winning_axis"":1}"	NONE	AUDIT_ONLY	0
CONTACT_AUDIT	NONE	NA	NA	FORMULA_DY	CLEAN_EXACT_ORDINAL_CONTACT	0.472385750459	NA	NA	0	0	NA	"{""absolute_log_or"":""0.472385750459"",""axis"":""DY"",""base_contact"":1,""base_no_contact"":714,""contact_kind"":""FORMULA"",""contact_physical_folios"":1,""expanded_contact"":0,""expanded_no_contact"":148,""haldane_log_or"":""0.472385750459"",""selection_credit"":""AUDIT_ONLY"",""winning_axis"":0}"	NONE	AUDIT_ONLY	0
