common_occurrence_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	family_id	common_nucleus_de	register_expansion_de	selected_path_echo
C014	PROSE	f10r	E037	H2-S003	NOT_REQUIRED	dy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	YES
C015	PROSE	f11r	E044	H3-S001	NOT_REQUIRED	shey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	klarer Auszug	NO
C016	PROSE	f11r	E048	H3-S003	NOT_REQUIRED	chy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C017	PROSE	f11r	E049	H3-S003	NOT_REQUIRED	kchy	F11_KCH_PROCESS	BEARBEITEN	diesen Posten bearbeiten	NO
C018	PROSE	f11r	E050	H3-S003	NOT_REQUIRED	dy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	YES
C019	PROSE	f11r	E051	H3-S003	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C020	PROSE	f11r	E055	H3-S004	NOT_REQUIRED	dy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	YES
C021	PROSE	f55v	E060	H4-S001	NOT_REQUIRED	ody	F12_ODY_WITHDRAW	ZURÜCKNEHMEN	kühlen	NO
C022	PROSE	f55v	E061	H4-S002	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C023	PROSE	f55v	E067	H4-S003	NOT_REQUIRED	oldy	F19_OL_CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen	YES
C024	PROSE	f55v	E068	H4-S004	NOT_REQUIRED	aiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	YES
C025	PROSE	f55v	E069	H4-S004	NOT_REQUIRED	okal	F14_OK_AL_TARGET	AM ZIEL SETZEN	dort ansetzen	NO
C026	PROSE	f55v	E071	H4-S004	NOT_REQUIRED	or	F16_OR_SET	ANSATZ	Ansatz	NO
C027	PROSE	f55v	E072	H4-S004	NOT_REQUIRED	y	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C028	PROSE	f56r	E075	H5-S001	NOT_REQUIRED	cho	F06_HO_INPUT	EINGANGSPOSTEN	Zutat	YES
C029	PROSE	f56r	E077	H5-S001	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C030	PROSE	f56r	E081	H5-S001	NOT_REQUIRED	choky	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	aktuellen Posten ansetzen	NO
C031	PROSE	f56r	E082	H5-S001	NOT_REQUIRED	dal	F03_AL_TARGET	ZUM ZIEL	dorthin	YES
C032	PROSE	f56r	E085	H5-S002	NOT_REQUIRED	choky	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	aktuellen Posten ansetzen	NO
C033	PROSE	f56r	E088	H5-S003	NOT_REQUIRED	cho	F06_HO_INPUT	EINGANGSPOSTEN	Zutat	YES
C034	PROSE	f56r	E089	H5-S003	NOT_REQUIRED	kchey	F11_KCH_PROCESS	KURZ BEARBEITEN	diesen Posten kurz bearbeiten	NO
C035	PROSE	f56r	E091	H5-S004	NOT_REQUIRED	okchy	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	Posten zur Weiterbearbeitung ansetzen	NO
C036	PROSE	f56r	E098	H5-S006	NOT_REQUIRED	otchey	F18_OT_FOLLOW	NÄCHSTER POSTEN	nächster Teilposten	NO
C037	PROSE	f56r	E100	H5-S006	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C038	PROSE	f81v	E104	B1-S002	NOT_REQUIRED	okal	F14_OK_AL_TARGET	AM ZIEL SETZEN	dort ansetzen	NO
C039	PROSE	f81v	E105	B1-S002	NOT_REQUIRED	sar	F02_AR_SOURCE	VOM AUSGANG	aus dem Ansatz	NO
C040	PROSE	f81v	E106	B1-S002	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C041	PROSE	f81v	E110	B1-S002	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C042	PROSE	f81v	E113	B1-S002	NOT_REQUIRED	olor	F16_OR_SET	FORTGESETZTER ANSATZ	Fortsetzungsansatz	NO
C043	PROSE	f81v	E114	B1-S002	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C044	PROSE	f81v	E116	B1-S002	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C045	PROSE	f81v	E118	B1-S002	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C046	PROSE	f81v	E124	B1-S004	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C047	PROSE	f81v	E132	B1-S008	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C048	PROSE	f81v	E133	B1-S008	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C049	PROSE	f81v	E135	B1-S008	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C050	PROSE	f81v	E149	B1-S014	NOT_REQUIRED	otar	F18_OT_FOLLOW	DANACH VOM AUSGANG	danach von dort	NO
C051	PROSE	f81v	E153	B1-S016	NOT_REQUIRED	okeey	F15_OK_GRADE	LANGE STUFE SETZEN	länger ansetzen	YES
C052	PROSE	f81v	E156	B1-S017	NOT_REQUIRED	sal	F03_AL_TARGET	ZUM ZIEL	dorthin	NO
C053	PROSE	f82r	E170	B2-S003	NOT_REQUIRED	dy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	YES
C054	PROSE	f82r	E185	B2-S006	NOT_REQUIRED	oteey	F18_OT_FOLLOW	NÄCHSTER POSTEN; LANGE STUFE	langer Folgeposten	NO
C055	PROSE	f82r	E197	B2-S010	NOT_REQUIRED	cheey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	klarer Auszug	YES
C056	PROSE	f82r	E198	B2-S011	NOT_REQUIRED	okain	F13_OK_AIN_ADD	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben	NO
C057	PROSE	f82r	E199	B2-S011	NOT_REQUIRED	char	F02_AR_SOURCE	VOM AUSGANG	aus dem Ansatz	NO
C058	PROSE	f82r	E200	B2-S011	NOT_REQUIRED	okain	F13_OK_AIN_ADD	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben	NO
C059	PROSE	f82r	E203	B2-S012	NOT_REQUIRED	cheey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	klarer Auszug	YES
C060	PROSE	f82r	E207	B2-S012	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C061	PROSE	f82r	E208	B2-S012	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C062	PROSE	f82r	E209	B2-S012	NOT_REQUIRED	qokeeedy	F15_OK_GRADE	VOLLSTÄNDIG SETZEN; SCHLUSS	vollständig ansetzen; Schluss	NO
C063	PROSE	f82r	E214	B2-S016	NOT_REQUIRED	cheal	F03_AL_TARGET	ZUM ZIEL	dorthin	NO
C064	PROSE	f82r	E217	B2-S016	NOT_REQUIRED	aiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	YES
C065	PROSE	f82r	E218	B2-S016	NOT_REQUIRED	oteey	F18_OT_FOLLOW	NÄCHSTER POSTEN; LANGE STUFE	langer Folgeposten	NO
C066	PROSE	f82r	E220	B2-S016	NOT_REQUIRED	okey	F15_OK_GRADE	KURZE STUFE SETZEN	kurz ansetzen	YES
C067	PROSE	f83r	E232	B3-S003	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C068	PROSE	f83r	E233	B3-S003	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C069	PROSE	f83r	E234	B3-S003	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C070	PROSE	f83r	E238	B3-S004	NOT_REQUIRED	dar	F02_AR_SOURCE	VOM AUSGANG	aus dem Ansatz	NO
C071	PROSE	f83r	E254	B3-S012	NOT_REQUIRED	sor	F16_OR_SET	ANSATZ	Ansatz	NO
C072	PROSE	f83r	E268	B3-S020	NOT_REQUIRED	dal	F03_AL_TARGET	ZUM ZIEL	dorthin	YES
C073	PROSE	f83r	E272	B3-S021	NOT_REQUIRED	dal	F03_AL_TARGET	ZUM ZIEL	dorthin	YES
C074	PROSE	f83r	E273	B3-S021	NOT_REQUIRED	sy	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C075	PROSE	f83r	E274	B3-S021	NOT_REQUIRED	saiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C076	PROSE	f83r	E277	B3-S021	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C077	PROSE	f83r	E299	B3-S030	NOT_REQUIRED	saiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C078	PROSE	f83r	E321	B4-S003	NOT_REQUIRED	otchey	F18_OT_FOLLOW	NÄCHSTER POSTEN	nächster Teilposten	NO
C079	PROSE	f83r	E324	B4-S003	NOT_REQUIRED	tol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C080	PROSE	f83r	E327	B4-S005	NOT_REQUIRED	dain	F10_DAIN_CARRIER	ABDECKTRÄGER	Tuch	NO
C081	PROSE	f83r	E332	B4-S008	NOT_REQUIRED	saiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C082	PROSE	f83r	E334	B4-S008	NOT_REQUIRED	sheey	F20_SH_EE_HOLD	LÄNGER HALTEN	laenger ruhen	YES
C083	PROSE	f83r	E337	B4-S010	NOT_REQUIRED	oldy	F19_OL_CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen	YES
C084	PROSE	f83r	E338	B4-S011	NOT_REQUIRED	saiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C085	PROSE	f83r	E341	B4-S011	NOT_REQUIRED	okain	F13_OK_AIN_ADD	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben	NO
C086	PROSE	f83r	E342	B4-S011	NOT_REQUIRED	chdy	F09_CHD_TRANSFER	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen	NO
C087	PROSE	f83r	E348	B4-S014	NOT_REQUIRED	or	F16_OR_SET	ANSATZ	Ansatz	NO
C088	PROSE	f83r	E349	B4-S014	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C089	PROSE	f83r	E353	B4-S015	NOT_REQUIRED	shey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	klarer Auszug	NO
C090	PROSE	f83r	E359	B4-S016	NOT_REQUIRED	dal	F03_AL_TARGET	ZUM ZIEL	dorthin	YES
C091	PROSE	f83r	E362	B5-S001	NOT_REQUIRED	otchdy	F18_OT_FOLLOW	FOLGENDEN POSTEN ÜBERTRAGEN; SCHLUSS	Folgegang vollziehen; Schluss	NO
C092	PROSE	f83r	E365	B5-S003	NOT_REQUIRED	dal	F03_AL_TARGET	ZUM ZIEL	dorthin	YES
C093	PROSE	f83r	E369	B5-S003	NOT_REQUIRED	aiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	YES
C094	PROSE	f83r	E376	B6-S001	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C095	PROSE	f83r	E377	B6-S001	NOT_REQUIRED	daiin	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	NO
C096	PROSE	f83r	E378	B6-S001	NOT_REQUIRED	ol	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	NO
C097	PROSE	f83r	E379	B6-S001	NOT_REQUIRED	dain	F10_DAIN_CARRIER	ABDECKTRÄGER	Tuch	NO
C098	PROSE	f83r	E380	B6-S001	NOT_REQUIRED	chey	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	NO
C099	ASTRO	f67r2	A1:G013	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	okchy	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	NO
C100	ASTRO	f67r2	A1:G016	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	kchey	F11_KCH_PROCESS	KURZ BEARBEITEN	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	NO
C101	ASTRO	f67r2	A1:G022	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	kchy	F11_KCH_PROCESS	BEARBEITEN	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	NO
C102	ASTRO	f67r2	A1:G026	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chy	F04_Y_CURRENT	AKTUELLER POSTEN	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	NO
C103	ASTRO	f67r2	A1:G035	f67r2.14	A1_RIGHT_RING_BAND_02	oldy	F19_OL_CLOSE	FORTSETZEN; SCHLUSS	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	YES
C104	ASTRO	f67r2	A1:G040	f67r2.16	A1_LEFT_LOCAL_FIELD_16	y	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	NO
C105	ASTRO	f67r2	A1:G041	f67r2.17	A1_LEFT_LOCAL_FIELD_17	otchey	F18_OT_FOLLOW	NÄCHSTER POSTEN	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	NO
C106	ASTRO	f67r2	A1:G043	f67r2.17	A1_LEFT_LOCAL_FIELD_17	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	YES
C107	ASTRO	f67r2	A1:G045	f67r2.18	A1_LEFT_LOCAL_FIELD_18	daiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	NO
C108	ASTRO	f67r2	A1:G046	f67r2.18	A1_LEFT_LOCAL_FIELD_18	dal	F03_AL_TARGET	ZUM ZIEL	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	YES
C109	ASTRO	f67r2	A1:G056	f67r2.22	A1_LEFT_LOCAL_FIELD_22	okal	F14_OK_AL_TARGET	AM ZIEL SETZEN	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	NO
C110	ASTRO	f67r2	A1:G068	f67r2.27	A1_LEFT_LOCAL_FIELD_27	aiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C111	ASTRO	f67r2	A1:G070	f67r2.28	A1_LEFT_LOCAL_FIELD_28	okain	F13_OK_AIN_ADD	GEZÄHLTEN TEIL ZUGEBEN	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	NO
C112	ASTRO	f67r2	A1:G073	f67r2.29	A1_LEFT_LOCAL_FIELD_29	saiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	NO
C113	ASTRO	f67r2	A1:G086	f67r2.35	A1_LEFT_LOCAL_FIELD_35	chol	F08_OL_CONTINUE	FORTSETZEN	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	NO
C114	ASTRO	f67r2	A1:G090	f67r2.36	A1_LEFT_LOCAL_FIELD_36	daiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	NO
C115	ASTRO	f67r2	A1:G091	f67r2.36	A1_LEFT_LOCAL_FIELD_36	or	F16_OR_SET	ANSATZ	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	NO
C116	ASTRO	f67r2	A1:G095	f67r2.39	A1_LEFT_LOCAL_FIELD_39	sor	F16_OR_SET	ANSATZ	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	NO
C117	ASTRO	f67r2	A1:G097	f67r2.39	A1_LEFT_LOCAL_FIELD_39	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	YES
C118	ASTRO	f67r2	A1:G106	f67r2.43	A1_LEFT_LOCAL_FIELD_43	daiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	NO
C119	ASTRO	f67r2	A1:G107	f67r2.43	A1_LEFT_LOCAL_FIELD_43	aiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C120	ASTRO	f67r2	A1:G108	f67r2.43	A1_LEFT_LOCAL_FIELD_43	os	F17_OS_ENCLOSURE	UMSCHLIESSENDER TRÄGER	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	NO
C121	ASTRO	f67r2	A1:G112	f67r2.44	A1_LEFT_LOCAL_FIELD_44	aiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C122	ASTRO	f67r2	A1:G120	f67r2.48	A1_LEFT_LOCAL_FIELD_48	dain	F10_DAIN_CARRIER	ABDECKTRÄGER	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	NO
C123	ASTRO	f67r2	A1:G121	f67r2.48	A1_LEFT_LOCAL_FIELD_48	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	YES
C124	ASTRO	f67r2	A1:G122	f67r2.49	A1_LEFT_LOCAL_FIELD_49	os	F17_OS_ENCLOSURE	UMSCHLIESSENDER TRÄGER	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	NO
C125	ASTRO	f67r2	A1:G124	f67r2.49	A1_LEFT_LOCAL_FIELD_49	aiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C126	ASTRO	f67r2	A1:G126	f67r2.50	A1_LEFT_LOCAL_FIELD_50	sal	F03_AL_TARGET	ZUM ZIEL	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	NO
C127	ASTRO	f67r2	A1:G130	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	y	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	NO
C128	ASTRO	f67r2	A1:G133	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	tol	F08_OL_CONTINUE	FORTSETZEN	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	NO
C129	ASTRO	f67r2	A1:G134	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	daiin	F01_AIIN_VALUE	VORGABEWERT	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	NO
C130	ASTRO	f67r2	A1:G135	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	otar	F18_OT_FOLLOW	DANACH VOM AUSGANG	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	NO
C131	ASTRO	f67r2	A1:G136	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	YES
C132	ASTRO	f67r2	A1:G137	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	cho	F06_HO_INPUT	EINGANGSPOSTEN	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	YES
C133	ASTRO	f67r2	A1:G138	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	dal	F03_AL_TARGET	ZUM ZIEL	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	YES
C134	ASTRO	f67r2	A1:G155	f67r2.72	A1_LEFT_OUTER_RING_TEXT	dar	F02_AR_SOURCE	VOM AUSGANG	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	NO
C135	ASTRO	f67r2	A1:G166	f67r2.72	A1_LEFT_OUTER_RING_TEXT	okey	F15_OK_GRADE	KURZE STUFE SETZEN	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	YES
C136	ASTRO	f67r2	A1:G168	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	sy	F04_Y_CURRENT	AKTUELLER POSTEN	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	NO
C137	ASTRO	f67r2	A1:G184	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	aiin	F01_AIIN_VALUE	VORGABEWERT	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	YES
C138	ASTRO	f68r1	A2:G012	f68r1.2	A2_MIDDLE_PANEL_HEADER	qokeeedy	F15_OK_GRADE	VOLLSTÄNDIG SETZEN; SCHLUSS	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	NO
C139	ASTRO	f68r1	A2:G013	f68r1.2	A2_MIDDLE_PANEL_HEADER	cheey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	YES
C140	ASTRO	f68r1	A2:G020	f68r1.3	A2_RIGHT_PANEL_HEADER	shey	F05_RELEASED_VALUE	FREIGEGEBENER WERT	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	NO
C141	ASTRO	f68r1	A2:G023	f68r1.3	A2_RIGHT_PANEL_HEADER	okeey	F15_OK_GRADE	LANGE STUFE SETZEN	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	YES
C142	ASTRO	f68r1	A2:G044	f68r1.20	A2_STAR_STATION_12	olor	F16_OR_SET	FORTGESETZTER ANSATZ	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	NO
C143	ASTRO	f68r1	A2:G047	f68r1.23	A2_STAR_STATION_15	otchdy	F18_OT_FOLLOW	FOLGENDEN POSTEN ÜBERTRAGEN; SCHLUSS	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	NO
C144	ASTRO	f68r1	A2:G049	f68r1.25	A2_STAR_STATION_17	otol	F18_OT_FOLLOW	DANACH FORTSETZEN	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	NO
C145	ASTRO	f68r1	A2:G061	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	oky	F07_OK_CURRENT_SET	AKTUELLEN POSTEN SETZEN	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	NO
C146	ASTRO	f69v	A3:G004	f69v.1	A3_LEFT_WHEEL_RING_TEXT	sar	F02_AR_SOURCE	VOM AUSGANG	Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	NO
C147	ASTRO	f69v	A3:G015	f69v.1	A3_LEFT_WHEEL_RING_TEXT	okeey	F15_OK_GRADE	LANGE STUFE SETZEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	YES
C148	ASTRO	f69v	A3:G018	f69v.1	A3_LEFT_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C149	ASTRO	f69v	A3:G019	f69v.1	A3_LEFT_WHEEL_RING_TEXT	chey	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C150	ASTRO	f69v	A3:G021	f69v.1	A3_LEFT_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C151	ASTRO	f69v	A3:G025	f69v.1	A3_LEFT_WHEEL_RING_TEXT	y	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	NO
C152	ASTRO	f69v	A3:G026	f69v.1	A3_LEFT_WHEEL_RING_TEXT	dy	F04_Y_CURRENT	AKTUELLER POSTEN	Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	YES
