physical_folio	page	stratum_id	class	source_locus	normalized_code	object_tags	readings
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.25	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.26	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.38	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	EAST	f99r.39	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99r	f99r|@Lf|PLANT;LABEL	WEST	f99r.40	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	WEST	f99v.6	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.15	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.17	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.20	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.29	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.30	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f99	f99v	f99v|@Lf|PLANT;LABEL	EAST	f99v.44	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f100	f100r	f100r|@Lf|PLANT;LABEL	EAST	f100r.7	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f100	f100r	f100r|@Lf|PLANT;LABEL	WEST	f100r.18	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f100	f100r	f100r|@Lf|PLANT;LABEL	EAST	f100r.19	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f100	f100r	f100r|@Lf|PLANT;LABEL	EAST	f100r.21	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v1	f102v1|@Lf|PLANT;LABEL	WEST	f102v1.2	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v1	f102v1|@Lf|PLANT;LABEL	EAST	f102v1.3	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v1	f102v1|@Lf|PLANT;LABEL	EAST	f102v1.5	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v1	f102v1|@Lf|PLANT;LABEL	EAST	f102v1.16	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v1	f102v1|@Lf|PLANT;LABEL	WEST	f102v1.18	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	WEST	f102v2.4	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	WEST	f102v2.5	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.7	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.9	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.11	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.12	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.13	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.14	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.15	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.25	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.26	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.27	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
f102	f102v2	f102v2|@Lf|PLANT;LABEL	EAST	f102v2.29	@Lf	PLANT;LABEL	IT2a;RF1b;ZL3b
