order_id	stage	unit	page	fifth_hand_surface_sequence	literal_sequence_de	fluent_workshop_reading_de	marks	dictionary_changed	master_unit_id	section	owner_trace_de	visible_owner_switches	master_reading_de	core_marks	model_marks	execution_status	recurrent_phrase_ids	recurrent_phrase_readings_de	front_instruction_de	back_copy_sequence	taught_whole_words_de	newly_freed_from_local_leaf	second_lesson_words_de	local_only_unit_closed	third_lesson_word_de	single_gap_unit_closed	fourth_lesson_words_de	two_gap_unit_closed	three_gap_phrase_id	three_gap_phrase_de	three_gap_unit_closed	four_step_recipe_id	four_step_recipe_de	four_gap_unit_closed	final_prose_gap_words_de	final_prose_gap_closed	speakable_condition_sequence_de	condition_lexicon_closed	cross_register_stems_applied
WH01	APPLY_B1	B1-S009	f81v	qokedy	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	NO	MU011	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qokedy	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S010	f81v	qokedy	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	NO	MU012	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qokedy	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S011	f81v	chckhy qoky	DURCHLASS · POSTEN; ANSETZEN · POSTEN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	2	NO	MU013	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	2	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	chckhy qoky	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S012	f81v	lsho okey lshedy	SPUELEN; ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN; KURZSPUELEN UND SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	3	NO	MU014	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	3	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	lsho okey lshedy	KURZSPUELEN UND SCHLIESSEN	NO	NONE	NO	SPUELEN	YES	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S013	f81v	lshedy	KURZSPUELEN UND SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	1	NO	MU015	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	1	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	lshedy	KURZSPUELEN UND SCHLIESSEN	YES	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S014	f81v	chedy qolky lchedal ol otar	UMSETZEN · POSTEN; POSTEN SAMMELN; ZUR ZIELSTELLE LEITEN UND UMSETZEN; FORTSETZEN; DANACH ZUR QUELLE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	5	NO	MU016	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	5	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	chedy qolky lchedal ol otar	NONE	NO	NONE	NO	NONE	NO	NONE	NO	TGP01	POSTEN SAMMELN -> ZUR ZIELSTELLE LEITEN UND UMSETZEN -> DANACH ZUR QUELLE	YES	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	1
WH01	APPLY_B1	B1-S015	f81v	ytey okchedy	KURZ BEARBEITEN; ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	2	NO	MU017	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	2	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	ytey okchedy	NONE	NO	NONE	NO	KURZ BEARBEITEN	YES	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S016	f81v	qokal qokeey ol shedy	ANSETZEN · ZIELSTELLE; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; FORTSETZEN; STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	4	NO	MU018	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	4	0	SHARED_OR_TAUGHT_EXECUTABLE	CPH08	WEITERARBEITEN, STEHENLASSEN UND SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	qokal qokeey ol shedy	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	1
WH01	APPLY_B1	B1-S017	f81v	dal teol dchdy	ZIELSTELLE; KURZ WEITERARBEITEN; UMSETZEN UND SCHLIESSEN	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	3	NO	MU019	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	3	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	dal teol dchdy	NONE	NO	NONE	NO	NONE	NO	KURZ WEITERARBEITEN | UMSETZEN UND SCHLIESSEN	YES	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	1
WH01	APPLY_B1	B1-S018	f81v	ly dsheol oiiin olkeedy	POSTEN LEITEN; KURZ WEITERHALTEN; ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE; SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	4	NO	MU020	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	4	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	ly dsheol oiiin olkeedy	NONE	NO	NONE	NO	NONE	NO	POSTEN LEITEN | KURZ WEITERHALTEN	YES	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S019	f81v	shedy	STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	1	NO	MU021	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	1	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	shedy	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S020	f81v	cheky shckhedy	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	2	NO	MU022	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	2	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	cheky shckhedy	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	0
WH01	APPLY_B1	B1-S021	f81v	dal	ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	1	NO	MU023	HOW	gemeinsame zweireihige Figuren-/Beckenstation	0	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	1	0	SHARED_OR_TAUGHT_EXECUTABLE	NONE	NONE	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	dal	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	NONE	NOT_APPLICABLE	1
WH01	CONDITION_C5@f69v.2	f69v.2	f69v	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	POSTEN · ZUGEBEN · STELLE; FORTSETZEN; POSTEN · ZUGEBEN · QUELLE; ZIELSTELLE; POSTEN · ZUGEBEN · STELLE · POSTEN; WETTERZEICHEN; LANG HALTEN; FORTSETZEN · POSTEN; POSTEN · ZUGEBEN · LANG · ZIELSTELLE; AUSZUG; ARBEITSGANG · QUELLE · GEGENFELD; ARBEITSGANG · DURCHLASS · POSTEN; LANG HALTEN; MASS; POSTEN; FEUCHTESTUFE; AUSZUG · POSTEN; ZIELSTELLE; POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN; ENTNEHMEN · KURZ · QUELLE; POSTEN; POSTEN; POSTEN · ZUGEBEN · KURZ · POSTEN; ENTNEHMEN; POSTEN; POSTEN; FORTSETZEN; POSTEN · ZUGEBEN · QUELLE; FORTSETZEN; POSTEN; POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN; POSTEN; ZIELSTELLE; ARBEITSGANG SCHLIESSEN; LAUF · POSTEN; ANSETZEN · POSTEN; POSTEN · POSTEN; POSTEN	Kopiere den vollständigen lokalen Bedingungsgriff C5@f69v.2.	38	NO	MU024	WHEN	C5@f69v.2; mittlerer Wetter-/Feuchtering	0	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	38	0	LOCAL_CONDITION_LEXICON_EXECUTABLE	NONE	NONE	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	NONE	NO	NONE	NO	NONE	NO	NONE	NO	NONE	NONE	NO	NONE	NONE	NO	NONE	NO	POSTEN · ZUGEBEN · STELLE -> FORTSETZEN -> POSTEN · ZUGEBEN · QUELLE -> ZIELSTELLE -> POSTEN · ZUGEBEN · STELLE · POSTEN -> WETTERZEICHEN -> LANG HALTEN -> FORTSETZEN · POSTEN -> POSTEN · ZUGEBEN · LANG · ZIELSTELLE -> AUSZUG -> ARBEITSGANG · QUELLE · GEGENFELD -> ARBEITSGANG · DURCHLASS · POSTEN -> LANG HALTEN -> MASS -> POSTEN -> FEUCHTESTUFE -> AUSZUG · POSTEN -> ZIELSTELLE -> POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN -> ENTNEHMEN · KURZ · QUELLE -> POSTEN -> POSTEN -> POSTEN · ZUGEBEN · KURZ · POSTEN -> ENTNEHMEN -> POSTEN -> POSTEN -> FORTSETZEN -> POSTEN · ZUGEBEN · QUELLE -> FORTSETZEN -> POSTEN -> POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN -> POSTEN -> ZIELSTELLE -> ARBEITSGANG SCHLIESSEN -> LAUF · POSTEN -> ANSETZEN · POSTEN -> POSTEN · POSTEN -> POSTEN	YES	38
