unified_index	register	page	unit_or_locus	visible_owner	visible_surface	source_id	semantic_class	portable_reading_de	local_default_de	learning_mode
53	PROSE	f11r	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	E053	PORTABLE_COMPOSITION	EINSETZEN	die Fortsetzung einsetzen	COMPOSE
54	PROSE	f11r	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	E054	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + BEREIT	bereit	COMPOSE
55	PROSE	f11r	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	E055	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
56	PROSE	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	E056	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
57	PROSE	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	E057	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
58	PROSE	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	E058	PORTABLE_COMPOSITION	PORTION	erste Portion	COMPOSE
59	PROSE	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	E059	PORTABLE_COMPOSITION	ZWEITE_PORTION	zweite Portion	COMPOSE
60	PROSE	f55v	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	E060	PORTABLE_COMPOSITION	FESTSETZEN + ZURUECKNEHMEN	aus der Wärme nehmen und abkühlen; Schluss; Arbeitsschritt festsetzen	COMPOSE
61	PROSE	f55v	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	E061	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
62	PROSE	f55v	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	E062	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	überführen	COMPOSE
63	PROSE	f55v	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	E063	LEARNED_WHOLE_SIGN	verwahren; Schluss	verwahren; Schluss	MEMORIZE
64	PROSE	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	E064	PORTABLE_COMPOSITION	SOLLWERT	Sollportion	COMPOSE
65	PROSE	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	E065	PORTABLE_COMPOSITION	AUSZUG	Auszug aus der Quelle	COMPOSE
66	PROSE	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	E066	PORTABLE_COMPOSITION	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	länger bearbeiten	COMPOSE
67	PROSE	f55v	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	E067	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + FESTSETZEN	fertig; Arbeitsschritt festsetzen	COMPOSE
68	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	E068	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
69	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	E069	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
70	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	E070	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN + BEREITUNG	die laufende Bereitung fortsetzen	COMPOSE
71	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	E071	PORTABLE_COMPOSITION	BEDINGUNGSANSATZ	Ansatz	COMPOSE
72	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	E072	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN	dies	COMPOSE
73	PROSE	f55v	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	E073	PORTABLE_COMPOSITION	PORTION	Bereitungsanteil	COMPOSE
74	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	E074	PORTABLE_COMPOSITION	BEDINGUNGSANSATZ + EINGABE	Zugabeansatz	COMPOSE
75	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	E075	PORTABLE_COMPOSITION	EINGABE	weitere Zutat	COMPOSE
76	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	E076	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + EINGABE	Zugabe am aktuellen Ziel	COMPOSE
77	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	E077	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
78	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	E078	PORTABLE_COMPOSITION	EINGABE	weitere Zutat	COMPOSE
79	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	E079	PORTABLE_COMPOSITION	ARGUMENTBINDER	weiter bearbeiten	COMPOSE
80	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	E080	PORTABLE_COMPOSITION	FOLGEPOSTEN + BEDINGUNGSANSATZ	Folgeansatz	COMPOSE
81	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	E081	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
82	PROSE	f56r	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	E082	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
83	PROSE	f56r	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	E083	PORTABLE_COMPOSITION	VORIGER	vom vorigen Arbeitsgang nehmen	COMPOSE
84	PROSE	f56r	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	E084	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + EINGABE	aktuelle Zutat	COMPOSE
85	PROSE	f56r	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	E085	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	COMPOSE
86	PROSE	f56r	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	E086	LEARNED_WHOLE_SIGN	auftragen; Schluss	auftragen; Schluss	MEMORIZE
87	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	E087	LEARNED_WHOLE_SIGN	Stängel	Stängel	MEMORIZE
88	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	E088	PORTABLE_COMPOSITION	EINGABE	weitere Zutat	COMPOSE
89	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	E089	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + ARGUMENTBINDER	den laufenden Posten kurz bearbeiten	COMPOSE
90	PROSE	f56r	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	E090	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	denselben Posten erneut einsetzen	COMPOSE
91	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	E091	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	den laufenden Posten einsetzen und weiterbearbeiten	COMPOSE
92	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	E092	PORTABLE_COMPOSITION	EINSETZEN + AUSZUG	Auszug einsetzen	COMPOSE
93	PROSE	f56r	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	E093	PORTABLE_COMPOSITION	ARGUMENTBINDER	an der Zielstelle bearbeiten	COMPOSE
94	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	E094	PORTABLE_COMPOSITION	EINGABE	weitere Zutat	COMPOSE
95	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	E095	PORTABLE_COMPOSITION	EINSETZEN + DIES_AKTUELLER_POSTEN	den laufenden Posten einsetzen und weiterbearbeiten	COMPOSE
96	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	E096	PORTABLE_COMPOSITION	ARGUMENTBINDER	bearbeiteter Quellauszug	COMPOSE
97	PROSE	f56r	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	E097	LEARNED_WHOLE_SIGN	zur Folgeanwendung weiterführen	zur Folgeanwendung weiterführen	MEMORIZE
98	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	E098	PORTABLE_COMPOSITION	FOLGEPOSTEN + DIES_AKTUELLER_POSTEN	das nächste	COMPOSE
99	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	E099	PORTABLE_COMPOSITION	ARGUMENTBINDER	kurz weiterbearbeiten	COMPOSE
100	PROSE	f56r	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	E100	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
101	PROSE	f81v	B1-S001	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	E101	PORTABLE_COMPOSITION	EINSETZEN + GRAD + FESTSETZEN	kurz einwirken; Schluss; Arbeitsschritt festsetzen	COMPOSE
102	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	E102	PORTABLE_COMPOSITION	EINSETZEN + SOLLWERT	bemessen	COMPOSE
103	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	E103	PORTABLE_COMPOSITION	LAUF_BAHN + ARGUMENTBINDER	Beckenlauf	COMPOSE
104	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	E104	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL	dorthin einsetzen	COMPOSE
105	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	E105	PORTABLE_COMPOSITION	VON_QUELLE	davon	COMPOSE
106	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E106	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
107	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	E107	PORTABLE_COMPOSITION	PORTION	Portion	COMPOSE
108	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	olkain	E108	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + PORTION	weiterer Anteil	COMPOSE
109	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	al	E109	PORTABLE_COMPOSITION	ZU_ZIEL	dorthin	COMPOSE
110	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E110	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
111	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	rol	E111	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	Anschluss	COMPOSE
112	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	E112	LEARNED_WHOLE_SIGN	Zusatz	Zusatz	MEMORIZE
113	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	olor	E113	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + BEDINGUNGSANSATZ	derselbe Ansatz	COMPOSE
114	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E114	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
115	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	sheckhal	E115	PORTABLE_COMPOSITION	ZU_ZIEL + GRAD + DURCHLASS	Kurze Zielpassage	COMPOSE
116	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	E116	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
117	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	qokeedal	E117	PORTABLE_COMPOSITION	EINSETZEN + ZU_ZIEL + GRAD	Langer Zieleinsatz	COMPOSE
118	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	daiin	E118	PORTABLE_COMPOSITION	SOLLWERT	Sollmaß	COMPOSE
119	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy	E119	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + DURCHLASS	durchleiten	COMPOSE
120	PROSE	f81v	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	schedy	E120	PORTABLE_COMPOSITION	UEBERFUEHREN	überführen; Schluss	COMPOSE
121	PROSE	f81v	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	qol	E121	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
122	PROSE	f81v	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	sshkchdy	E122	LEARNED_WHOLE_SIGN	übertragen; Schluss	übertragen; Schluss	MEMORIZE
123	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy	E123	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	überführen	COMPOSE
124	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	E124	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF	weiter	COMPOSE
125	PROSE	f81v	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	shedy	E125	PORTABLE_COMPOSITION	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	COMPOSE
126	PROSE	f81v	B1-S005	gemeinsames zweireihiges Figuren-/Beckenfeld	qolchedy	E126	PORTABLE_COMPOSITION	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	weiterführen; Schluss; Arbeitsschritt festsetzen	COMPOSE
127	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	qokain	E127	PORTABLE_COMPOSITION	EINSETZEN + PORTION	Anteil zugeben	COMPOSE
128	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	shckhy	E128	PORTABLE_COMPOSITION	DIES_AKTUELLER_POSTEN + DURCHLASS	durchleiten	COMPOSE
129	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	dl	E129	LEARNED_WHOLE_SIGN	Zusatz	Zusatz	MEMORIZE
130	PROSE	f81v	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	ral	E130	PORTABLE_COMPOSITION	ZU_ZIEL	Zielmarke	COMPOSE
