dictionary_order	entry_kind	entry_id	visible_forms	portable_value_de	local_default_de	register_scope	support_count	learning_mode
44	PROSE_WHOLE_SIGN	MC071	dchey	Wurzel	Wurzel	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
45	PROSE_WHOLE_SIGN	MC084	rshedy	Vollwaschung; Schluss	Vollwaschung; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
46	PROSE_WHOLE_SIGN	MC098	tshol	Kochgut	Kochgut	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
47	PROSE_WHOLE_SIGN	MC099	cheeckhody	auftragen; Schluss	auftragen; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
48	PROSE_WHOLE_SIGN	MC108	etyd	kleiner Rest	kleiner Rest	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
49	PROSE_WHOLE_SIGN	MC109	ytey	Kurzteil	Kurzteil	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
50	PROSE_WHOLE_SIGN	MC114	sh	Stängel	Stängel	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
51	PROSE_WHOLE_SIGN	MC118	ly	Auffanggefäß	Auffanggefäß	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
52	PROSE_WHOLE_SIGN	MC119	cheey|shey	Klarlauf	Klarlauf	HERBAL_OR_BIO_PROSE	4	MEMORIZE_NOMENCLATOR_SIGN
53	PROSE_WHOLE_SIGN	MC124	lkedy	weiter abziehen; Schluss	weiter abziehen; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
54	PROSE_WHOLE_SIGN	MC129	cfhy	auswringen	auswringen	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
55	PROSE_WHOLE_SIGN	MC138	dshedy	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
56	PROSE_WHOLE_SIGN	MC152	ches	teilen	teilen	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
57	PROSE_WHOLE_SIGN	MC156	cphy	nachseihen	nachseihen	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
58	PROSE_WHOLE_SIGN	MC160	talam	verwahren; Schluss	verwahren; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
59	PROSE_WHOLE_SIGN	MC164	qokylddy	befestigen; Schluss	befestigen; Schluss	HERBAL_OR_BIO_PROSE	1	MEMORIZE_NOMENCLATOR_SIGN
60	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_001	eesydy	LOCAL_LABEL	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
61	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_002	ykeody	LOCAL_LABEL	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	ASTRO_LOCAL_WHOLE	2	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
62	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_003	dchetay	LOCAL_LABEL	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
63	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_004	chky	LOCAL_LABEL	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
64	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_005	aldy	LOCAL_LABEL	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
65	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_006	dolchsody	LOCAL_LABEL	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
66	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_007	chocfhy	LOCAL_LABEL	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	ASTRO_LOCAL_WHOLE	2	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
67	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_008	ytody	LOCAL_LABEL	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	ASTRO_LOCAL_WHOLE	2	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
68	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_009	opcholdy	LOCAL_LABEL	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
69	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_010	chekody	LOCAL_LABEL	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
70	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_011	ofydy	LOCAL_LABEL	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
71	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_012	sheody	LOCAL_LABEL	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
72	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_013	ycheody	LOCAL_LABEL	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
73	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_014	ytchodly	LOCAL_LABEL	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
74	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_015	qkoy	LOCAL_LABEL	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
75	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_016	qokeeody	LOCAL_LABEL	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
76	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_017	okeeody	LOCAL_LABEL	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	ASTRO_LOCAL_WHOLE	2	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
77	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_018	yteody	LOCAL_LABEL	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
78	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_019	odchecthy	LOCAL_LABEL	A2_STAR_STATION_01: feste abgeleitete Bedingung.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
79	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_020	otcheody	lokaler CHEODY-Folgeposten	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
80	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_021	otydy	LOCAL_LABEL	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
81	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_022	cphocthy	LOCAL_LABEL	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
82	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_023	ytchody	LOCAL_LABEL	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
83	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_024	okoldy	LOCAL_LABEL	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
84	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_025	ykchdy	LOCAL_LABEL	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
85	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_026	oeeody	LOCAL_LABEL	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
86	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_027	ocphy	LOCAL_LABEL	A2_STAR_STATION_23: Grundauswahl.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
87	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_028	otochedy	naechsten Posten uebertragen	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
88	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_029	dolchedy	LOCAL_LABEL	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
89	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_030	okchdy	LOCAL_LABEL	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
90	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_031	okardy	LOCAL_LABEL	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
91	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_032	chetody	LOCAL_LABEL	A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
92	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_033	okedy	LOCAL_LABEL	Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
93	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_034	chsdy	LOCAL_LABEL	A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
94	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_035	oty	LOCAL_LABEL	Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
95	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_036	eykeody	LOCAL_LABEL	A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
96	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_037	ykady	LOCAL_LABEL	A3_MIDDLE_WHEEL_RING_TEXT: aktuelle Qualität fest.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
97	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_038	cheody	LOCAL_LABEL	A3_MIDDLE_WHEEL_RING_TEXT: Ablesewert fest.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
98	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_039	ykeeody	LOCAL_LABEL	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
99	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_040	oteody	lokaler EODY-Folgeposten	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
100	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_041	okody	LOCAL_LABEL	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	ASTRO_LOCAL_WHOLE	2	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
101	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_042	oeesy	LOCAL_LABEL	Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
102	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_043	otody	lokaler ODY-Folgeposten	Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
103	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_044	ykeydy	LOCAL_LABEL	A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
104	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_045	sarydy	LOCAL_LABEL	Radstelle A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
105	ASTRO_WHOLE_SIGN	ASTRO_WHOLE_046	okeody	LOCAL_LABEL	Radstelle A3_LEFT_RADIAL_SLOT_26: Diagrammposten setzen oder aktivieren; lokaler Namensrest eody.	ASTRO_LOCAL_WHOLE	1	MEMORIZE_DIAGRAM_NOMENCLATOR_SIGN
106	LOCAL_COPY_KEY	LOCAL_KEY_001	s	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	4	COPY_FROM_LOCAL_EXEMPLAR
107	LOCAL_COPY_KEY	LOCAL_KEY_002	aram	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
108	LOCAL_COPY_KEY	LOCAL_KEY_003	ykecho	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
109	LOCAL_COPY_KEY	LOCAL_KEY_004	ols	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
110	LOCAL_COPY_KEY	LOCAL_KEY_005	shs	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
111	LOCAL_COPY_KEY	LOCAL_KEY_006	sykos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
112	LOCAL_COPY_KEY	LOCAL_KEY_007	ykchys	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
113	LOCAL_COPY_KEY	LOCAL_KEY_008	chykchs	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
114	LOCAL_COPY_KEY	LOCAL_KEY_009	ykees	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
115	LOCAL_COPY_KEY	LOCAL_KEY_010	ykchos	LOKALER_BESITZERSCHLUESSEL	lokalen Namen oder Wert am sichtbaren Diagrammbesitzer nachschlagen	ASTRO_LOCAL_NAMESPACE	1	COPY_FROM_LOCAL_EXEMPLAR
