statement_id	record_unit_id	page	boundary_from_previous	connective_de	owner_trace	terminal_status	shared_events	local_events	source_book_clause_de
H5-S002	H5	f56r	CONTINUE_SAME_OWNER_OPEN	vom zielgesetzten Ansatz weiter:	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	TERMINAL	2	2	vom zielgesetzten Ansatz weiter: vom vorigen — Zugabe Posten — einsetzen — Langpassage; Schluss.
H5-S003	H5	f56r	FRESH_AFTER_CLOSE	Neuer Schritt:	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	1	3	Neuer Schritt: halten — weitere Zutat — bearbeiten kurz Posten — einsetzen einsetzen Posten.
H5-S004	H5	f56r	CONTINUE_SAME_OWNER_OPEN	mit dem eingesetzten Posten weiter:	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	1	2	mit dem eingesetzten Posten weiter: weiterbearbeiten — einsetzen Auszug — bearbeiten Ziel.
H5-S005	H5	f56r	CONTINUE_SAME_OWNER_OPEN	mit dem Auszug am Ziel weiter:	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	2	2	mit dem Auszug am Ziel weiter: weitere Zutat — weiterbearbeiten — Auszug Quelle — danach anwenden.
H5-S006	H5	f56r	CONTINUE_SAME_OWNER_OPEN	zum nächsten Posten weiter:	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONCLOSE	2	1	zum nächsten Posten weiter: das nächste — kurz weiter — Sollmaß.
B1-S001	B1	f81v	RECORD_START	Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz einwirken; Schluss.
B1-S002	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	15	4	Neuer Schritt: bemessen — Lauf — dorthin einsetzen — davon — weiter — Anteil — weiterer Anteil — dorthin — weiter — weiter — Zusatz — derselbe Ansatz — weiter — Passage kurz Ziel — Sollmaß — einsetzen länger Ziel — Sollmaß — durchleiten — überführen; Schluss.
B1-S003	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	1	Neuer Schritt: weiter — Haltetransfer; Schluss.
B1-S004	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	3	0	Neuer Schritt: überführen — weiter — kurz absetzen; Schluss.
B1-S005	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	Neuer Schritt: weiterführen; Schluss.
B1-S006	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	3	1	Neuer Schritt: Anteil zugeben — durchleiten — Zusatz — Ziel.
B1-S007	B1	f81v	CONTINUE_SAME_OWNER_OPEN	am offenen Ziel in die Überführung weiter:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	am offenen Ziel in die Überführung weiter: einführen; Schluss.
B1-S008	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	5	0	Neuer Schritt: dies — weiter — kurz wärmen — weiter — kurz absetzen; Schluss.
B1-S009	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	Neuer Schritt: kurz einwirken; Schluss.
B1-S010	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	Neuer Schritt: kurz einwirken; Schluss.
B1-S011	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	2	0	Neuer Schritt: durchleiten — einsetzen.
B1-S012	B1	f81v	CONTINUE_SAME_OWNER_OPEN	mit dem eingesetzten Posten am selben Besitzer weiter:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	2	mit dem eingesetzten Posten am selben Besitzer weiter: waschen — kurz einwirken — waschen; Schritt schließen.
B1-S013	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	0	1	Neuer Schritt: waschen; Schritt schließen.
B1-S014	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	2	3	Neuer Schritt: überführen — weiter — abführen übertragen Ziel — weiter — danach Quelle.
B1-S015	B1	f81v	CONTINUE_SAME_OWNER_OPEN	von der eben gesetzten Quelle weiter:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	1	von der eben gesetzten Quelle weiter: Posten kurz Teil — einführen; Schluss.
B1-S016	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	4	0	Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
B1-S017	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	2	Neuer Schritt: dorthin — kurz weiter — übertragen; Schritt schließen.
B1-S018	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	2	2	Neuer Schritt: abführen Posten — halten kurz weiter — Arbeitsstufe — lange sammeln; Schluss.
B1-S019	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	1	0	Neuer Schritt: kurz absetzen; Schluss.
B1-S020	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	2	0	Neuer Schritt: kurz wärmen — seihen; Schluss.
B1-S021	B1	f81v	FRESH_AFTER_CLOSE	Neuer Schritt:	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	1	0	Neuer Schritt: dorthin.
B2-S001	B2	f82r	RECORD_START	Besitzer »obere Paarbecken-/Zylinderstation«:	obere Paarbecken-/Zylinderstation	TERMINAL	1	0	Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.
B2-S002	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere Paarbecken-/Zylinderstation	TERMINAL	1	0	Neuer Schritt: weiterführen; Schluss.
B2-S003	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere Paarbecken-/Zylinderstation	TERMINAL	3	0	Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.
B2-S004	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere Paarbecken-/Zylinderstation	TERMINAL	2	3	Neuer Schritt: dorthin einsetzen — abführen Passage Posten — abführen übertragen — lange einwirken — abführen trennen; Schritt schließen.
B2-S005	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere Paarbecken-/Zylinderstation	TERMINAL	4	4	Neuer Schritt: einsetzen Ziel Posten — auffangen Sollmaß — durchleiten — bemessen — bemessen — bereitstellen weiter — wärmen länger Posten — abziehen; Schluss.
B2-S006	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere Paarbecken-/Zylinderstation	NONCLOSE	2	2	Neuer Schritt: danach länger Posten — dorthin einsetzen — Passage kurz Posten — einsetzen.
B2-S007	B2	f82r	OWNER_RESET	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«:	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	0	1	Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: absetzen kurz; Schritt schließen.
B2-S008	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	2	1	Neuer Schritt: Folgemaß — einsetzen Quelle — kurz absetzen; Schluss.
B2-S009	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	TERMINAL	0	1	Neuer Schritt: weiter absetzen; Schritt schließen.
B2-S010	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere linke Geräte-/Inline-Knotenstation	NONCLOSE	3	1	Neuer Schritt: lange einwirken — einsetzen — abführen — Klarauszug.
B2-S011	B2	f82r	OWNER_RESET	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«:	ungelöste mittlere rechte Linie-/Liegepodeststation	TERMINAL	4	0	Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
B2-S012	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	TERMINAL	5	3	Neuer Schritt: abführen Posten — Klarauszug — kurz vorbereiten — lange einwirken — abführen Klarlauf — Sollmaß — dies — einsetzen vollständig; Schritt schließen — [innerer Besitzerwechsel zu unteres grünes Mehrfigurenfeld].
B2-S013	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	unteres grünes Mehrfigurenfeld	TERMINAL	1	0	Neuer Schritt: abführen; Schluss.
B2-S014	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	unteres grünes Mehrfigurenfeld	NONCLOSE	0	1	Neuer Schritt: abführen Quelle.
B2-S015	B2	f82r	OWNER_RESET	Neuer Besitzer »lokale Randstationen des unteren Feldes«:	lokale Randstationen des unteren Feldes	TERMINAL	1	1	Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
B2-S016	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	4	4	Neuer Schritt: dorthin — abführen übertragen Quelle — teilen — Sollmaß — danach länger Posten — bemessen — kurz einwirken — zuführen übertragen; Schritt schließen.
B2-S017	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	0	2	Neuer Schritt: halten kurz Ziel — Ziel; Schritt schließen.
B2-S018	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	1	0	Neuer Schritt: lange einwirken; Schluss.
B2-S019	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	0	1	Neuer Schritt: waschen; Schritt schließen.
B2-S020	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	1	0	Neuer Schritt: lange Folgestufe; Schluss.
B2-S021	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	1	0	Neuer Schritt: lange einwirken; Schluss.
B2-S022	B2	f82r	FRESH_AFTER_CLOSE	Neuer Schritt:	lokale Randstationen des unteren Feldes	TERMINAL	0	1	Neuer Schritt: abführen übertragen; Schritt schließen.
B3-S001	B3	f83r	RECORD_START	Besitzer »obere offene Fächer-Randstation«:	obere offene Fächer-Randstation	TERMINAL	1	0	Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.
B3-S002	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere offene Fächer-Randstation	TERMINAL	1	1	Neuer Schritt: danach dorthin — wärmen länger; Schritt schließen.
B3-S003	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere offene Fächer-Randstation	TERMINAL	4	0	Neuer Schritt: dies — Sollmaß — dies — abführen; Schluss.
B3-S004	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	obere offene Fächer-Randstation	NONCLOSE	3	0	Neuer Schritt: bemessen — danach dorthin — davon.
B3-S005	B3	f83r	OWNER_RESET	Neuer Besitzer »mittlere runde Gefäß-Randstation«:	mittlere runde Gefäß-Randstation	TERMINAL	1	0	Neuer Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.
B3-S006	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere runde Gefäß-Randstation	TERMINAL	2	1	Neuer Schritt: übertragen Posten — dorthin einsetzen — weiterführen; Schluss.
B3-S007	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere runde Gefäß-Randstation	TERMINAL	3	0	Neuer Schritt: bemessen — überführen — lange einwirken; Schluss.
B3-S008	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere runde Gefäß-Randstation	TERMINAL	1	0	Neuer Schritt: abführen; Schluss.
B3-S009	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	mittlere runde Gefäß-Randstation	NONCLOSE	1	0	Neuer Schritt: einsetzen.
B3-S010	B3	f83r	OWNER_RESET	Neuer Besitzer »untere korbartige Gefäß-Randstation«:	untere korbartige Gefäß-Randstation	TERMINAL	0	2	Neuer Besitzer »untere korbartige Gefäß-Randstation«: zuführen übertragen Ziel — danach kurz; Schritt schließen.
B3-S011	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	untere korbartige Gefäß-Randstation	NONCLOSE	2	2	Neuer Schritt: bereitstellen übertragen Posten — einsetzen — überführen — Quelle Posten.
B3-S012	B3	f83r	CONTINUE_SAME_OWNER_OPEN	mit dem aus der Quelle überführten Posten weiter:	untere korbartige Gefäß-Randstation	TERMINAL	2	0	mit dem aus der Quelle überführten Posten weiter: Ansatz — kurz absetzen; Schluss.
B3-S013	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	untere korbartige Gefäß-Randstation	TERMINAL	4	0	Neuer Schritt: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
B3-S014	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	untere korbartige Gefäß-Randstation	TERMINAL	0	2	Neuer Schritt: einsetzen Lauf — absetzen länger; Schritt schließen.
B3-S015	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	untere korbartige Gefäß-Randstation	TERMINAL	1	0	Neuer Schritt: abführen; Schluss.
B3-S016	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	1	Neuer Schritt: abführen — einführen; Schluss — [innerer Besitzerwechsel zu ungelöster Zwischenposten zwischen Randstapel und Hauptpaar].
B3-S017	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	Neuer Schritt: lange einwirken; Schluss.
B3-S018	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	Neuer Schritt: kurz absetzen; Schluss.
B3-S019	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	0	1	Neuer Schritt: einsetzen absetzen; Schritt schließen.
B3-S020	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	2	0	Neuer Schritt: dorthin — abführen; Schluss.
B3-S021	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	9	2	Neuer Schritt: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — bereitstellen kurz Posten — dies — dorthin — bereit — Ziel übertragen; Schritt schließen.
B3-S022	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	0	1	Neuer Schritt: danach übertragen; Schritt schließen.
B3-S023	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	Neuer Schritt: abführen; Schluss.
B3-S024	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	Neuer Schritt: überführen; Schluss.
B3-S025	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	TERMINAL	1	0	Neuer Schritt: einführen; Schluss.
B3-S026	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	4	3	Neuer Schritt: übertragen Quelle — absetzen Sollmaß — überführen — Anteil zugeben — bereit — Ziel Bereitung — lange sammeln; Schluss — [innerer Besitzerwechsel zu Hauptpaar am sichtbaren ungerichteten Bogen].
B3-S027	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: lange Folgestufe; Schluss.
B3-S028	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	0	Neuer Schritt: lange einwirken — kurz einwirken; Schluss.
B3-S029	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	1	Neuer Schritt: weiter — vollständig Teil — kurz einwirken; Schluss.
B3-S030	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	2	Neuer Schritt: einsetzen — Sollmaß — Lauf — danach übertragen; Schritt schließen.
B3-S031	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: lange einwirken; Schluss.
B3-S032	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	3	Neuer Schritt: übertragen Anteil — überführen — danach kurz Sollmaß — Folgemaß — danach kurz; Schritt schließen.
B3-S033	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: abziehen; Schluss.
B3-S034	B3	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	5	1	Neuer Schritt: Arbeitsstufe — bereit — Anteil — Folgemaß — Ziel Posten — kurz absetzen; Schluss.
B4-S001	B4	f83r	RECORD_START	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
B4-S002	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	2	1	Neuer Schritt: weiter Posten — lange einwirken — kurz einwirken; Schluss.
B4-S003	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	7	0	Neuer Schritt: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
B4-S004	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	0	1	Neuer Schritt: einsetzen Posten festbinden.
B4-S005	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	3	0	Neuer Schritt: Einlage — überführen — lange einwirken; Schluss.
B4-S006	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: seihen; Schluss.
B4-S007	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: seihen; Schluss.
B4-S008	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	3	1	Neuer Schritt: Sollmaß — länger bearbeiten — halten länger Posten — kurz einwirken; Schluss.
B4-S009	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: kurz absetzen; Schluss.
B4-S010	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	Hauptpaar am sichtbaren ungerichteten Bogen	TERMINAL	1	0	Neuer Schritt: fertig.
B4-S011	B4	f83r	OWNER_RESET	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«:	linke offene Fransen-/Unterlaufstation	TERMINAL	5	2	Neuer Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — einsetzen länger weiter — Anteil zugeben — überführen — weiter — abführen kurz; Schritt schließen.
B4-S012	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	TERMINAL	1	0	Neuer Schritt: abführen; Schluss.
B4-S013	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	TERMINAL	1	1	Neuer Schritt: einsetzen weiter — kurz absetzen; Schluss.
B4-S014	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	linke offene Fransen-/Unterlaufstation	TERMINAL	2	2	Neuer Schritt: Ansatz — dies — Kurzpassage — Lauf Posten; Schritt schließen.
B4-S015	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	TERMINAL	4	2	Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Passage Ziel — auffangen kurz Posten — abführen; Schluss — [innerer Besitzerwechsel zu rechte S-Lauf-/Mehrarmknotenstation].
B4-S016	B4	f83r	FRESH_AFTER_CLOSE	Neuer Schritt:	rechte S-Lauf-/Mehrarmknotenstation	TERMINAL	3	1	Neuer Schritt: weiterer Anteil — dorthin — ausgießen Quelle — kurz absetzen; Schluss.
B5-S001	B5	f83r	RECORD_START	Besitzer »linker offener Fransen-Endposten«:	linker offener Fransen-Endposten	TERMINAL	0	1	Besitzer »linker offener Fransen-Endposten«: danach übertragen; Schritt schließen.
