bridge_cell_id	source_experiment	source_cell_id	eva_transcription_label	opaque_head_id	opaque_source_class	distributional_subclass	body	form	occurrences	reader_exact_occurrences	inherited_body_role_de	opaque_bridge_reading_de	literal_head_lexeme	eva_initial_credit	relation_credit	status
G735-C011	GDT635_CORE	G635-C11	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	shedy	rshedy	5	3	angefeuchteter/eingeweichter Zustand	H3: angefeuchteter/eingeweichter Zustand	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C012	GDT635_CORE	G635-C12	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	shedy	lshedy	38	24	angefeuchteter/eingeweichter Zustand	H4: angefeuchteter/eingeweichter Zustand	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C013	GDT635_CORE	G635-C13	p	H1	H_EVA_P	ENTRY_BIASED	ol	pol	16	13	Stoff/Material	H1: Stoff/Material	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C014	GDT635_CORE	G635-C14	s	H2	H_EVA_S	ENTRY_BIASED	ol	sol	57	49	Stoff/Material	H2: Stoff/Material	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C015	GDT635_CORE	G635-C15	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	ol	rol	20	14	Stoff/Material	H3: Stoff/Material	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C016	GDT635_CORE	G635-C16	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	ol	lol	35	31	Stoff/Material	H4: Stoff/Material	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C017	GDT635_CORE	G635-C17	p	H1	H_EVA_P	ENTRY_BIASED	or	por	7	5	Teil/Portion	H1: Teil/Portion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C018	GDT635_CORE	G635-C18	s	H2	H_EVA_S	ENTRY_BIASED	or	sor	43	34	Teil/Portion	H2: Teil/Portion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C019	GDT635_CORE	G635-C19	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	or	ror	12	10	Teil/Portion	H3: Teil/Portion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C020	GDT635_CORE	G635-C20	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	or	lor	38	30	Teil/Portion	H4: Teil/Portion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C021	GDT636_RESIDUAL	G636-C01	p	H1	H_EVA_P	ENTRY_BIASED	ar	par	6	4	Fraktionsklasse I	H1: Fraktionsklasse I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C022	GDT636_RESIDUAL	G636-C02	s	H2	H_EVA_S	ENTRY_BIASED	ar	sar	62	45	Fraktionsklasse I	H2: Fraktionsklasse I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C023	GDT636_RESIDUAL	G636-C03	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	ar	rar	14	11	Fraktionsklasse I	H3: Fraktionsklasse I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C024	GDT636_RESIDUAL	G636-C04	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	ar	lar	8	5	Fraktionsklasse I	H4: Fraktionsklasse I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C025	GDT636_RESIDUAL	G636-C05	p	H1	H_EVA_P	ENTRY_BIASED	chey	pchey	8	6	Trockenform I	H1: Trockenform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C026	GDT636_RESIDUAL	G636-C06	s	H2	H_EVA_S	ENTRY_BIASED	chey	schey	5	4	Trockenform I	H2: Trockenform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C027	GDT636_RESIDUAL	G636-C07	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	chey	rchey	8	5	Trockenform I	H3: Trockenform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C028	GDT636_RESIDUAL	G636-C08	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	chey	lchey	46	37	Trockenform I	H4: Trockenform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C029	GDT636_RESIDUAL	G636-C09	p	H1	H_EVA_P	ENTRY_BIASED	al	pal	2	2	Rohstoffform I	H1: Rohstoffform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C030	GDT636_RESIDUAL	G636-C10	s	H2	H_EVA_S	ENTRY_BIASED	al	sal	37	33	Rohstoffform I	H2: Rohstoffform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C031	GDT636_RESIDUAL	G636-C11	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	al	ral	16	12	Rohstoffform I	H3: Rohstoffform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C032	GDT636_RESIDUAL	G636-C12	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	al	lal	6	6	Rohstoffform I	H4: Rohstoffform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C033	GDT636_RESIDUAL	G636-C13	p	H1	H_EVA_P	ENTRY_BIASED	y	py	3	1	unmarkierte Grundform	H1: unmarkierte Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C034	GDT636_RESIDUAL	G636-C14	s	H2	H_EVA_S	ENTRY_BIASED	y	sy	28	26	unmarkierte Grundform	H2: unmarkierte Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C035	GDT636_RESIDUAL	G636-C15	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	y	ry	10	8	unmarkierte Grundform	H3: unmarkierte Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C036	GDT636_RESIDUAL	G636-C16	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	y	ly	12	12	unmarkierte Grundform	H4: unmarkierte Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C037	GDT636_RESIDUAL	G636-C17	p	H1	H_EVA_P	ENTRY_BIASED	air	pair	4	2	Fraktionsklasse II	H1: Fraktionsklasse II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C038	GDT636_RESIDUAL	G636-C18	s	H2	H_EVA_S	ENTRY_BIASED	air	sair	22	16	Fraktionsklasse II	H2: Fraktionsklasse II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C039	GDT636_RESIDUAL	G636-C19	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	air	rair	4	3	Fraktionsklasse II	H3: Fraktionsklasse II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C040	GDT636_RESIDUAL	G636-C20	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	air	lair	1	1	Fraktionsklasse II	H4: Fraktionsklasse II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C041	GDT636_RESIDUAL	G636-C21	p	H1	H_EVA_P	ENTRY_BIASED	chdy	pchdy	10	6	getrocknete Kurz-/Kompaktform	H1: getrocknete Kurz-/Kompaktform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C042	GDT636_RESIDUAL	G636-C22	s	H2	H_EVA_S	ENTRY_BIASED	chdy	schdy	2	1	getrocknete Kurz-/Kompaktform	H2: getrocknete Kurz-/Kompaktform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C043	GDT636_RESIDUAL	G636-C23	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	chdy	rchdy	1	0	getrocknete Kurz-/Kompaktform	H3: getrocknete Kurz-/Kompaktform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C044	GDT636_RESIDUAL	G636-C24	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	chdy	lchdy	18	14	getrocknete Kurz-/Kompaktform	H4: getrocknete Kurz-/Kompaktform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C045	GDT636_RESIDUAL	G636-C25	p	H1	H_EVA_P	ENTRY_BIASED	oiin	poiin	2	1	Zubereitungsform III	H1: Zubereitungsform III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C046	GDT636_RESIDUAL	G636-C26	s	H2	H_EVA_S	ENTRY_BIASED	oiin	soiin	15	12	Zubereitungsform III	H2: Zubereitungsform III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C047	GDT636_RESIDUAL	G636-C27	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	oiin	roiin	4	3	Zubereitungsform III	H3: Zubereitungsform III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C048	GDT636_RESIDUAL	G636-C28	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	oiin	loiin	4	1	Zubereitungsform III	H4: Zubereitungsform III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C049	GDT636_RESIDUAL	G636-C29	p	H1	H_EVA_P	ENTRY_BIASED	shey	pshey	1	0	Feucht-/Einweichform I	H1: Feucht-/Einweichform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C050	GDT636_RESIDUAL	G636-C30	s	H2	H_EVA_S	ENTRY_BIASED	shey	sshey	5	4	Feucht-/Einweichform I	H2: Feucht-/Einweichform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C051	GDT636_RESIDUAL	G636-C31	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	shey	rshey	2	1	Feucht-/Einweichform I	H3: Feucht-/Einweichform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C052	GDT636_RESIDUAL	G636-C32	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	shey	lshey	17	14	Feucht-/Einweichform I	H4: Feucht-/Einweichform I	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C053	GDT636_RESIDUAL	G636-C33	p	H1	H_EVA_P	ENTRY_BIASED	am	pam	1	0	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	H1: Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C054	GDT636_RESIDUAL	G636-C34	s	H2	H_EVA_S	ENTRY_BIASED	am	sam	7	4	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	H2: Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C055	GDT636_RESIDUAL	G636-C35	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	am	ram	11	9	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	H3: Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C056	GDT636_RESIDUAL	G636-C36	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	am	lam	5	3	Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	H4: Maß-/Einheitsform I; am Zeilenende Eintragsabschluss	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C057	GDT636_RESIDUAL	G636-C37	p	H1	H_EVA_P	ENTRY_BIASED	cheey	pcheey	3	3	Trockenform II	H1: Trockenform II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C058	GDT636_RESIDUAL	G636-C38	s	H2	H_EVA_S	ENTRY_BIASED	cheey	scheey	1	0	Trockenform II	H2: Trockenform II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C059	GDT636_RESIDUAL	G636-C39	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	cheey	rcheey	5	4	Trockenform II	H3: Trockenform II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C060	GDT636_RESIDUAL	G636-C40	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	cheey	lcheey	13	10	Trockenform II	H4: Trockenform II	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C061	GDT636_RESIDUAL	G636-C41	p	H1	H_EVA_P	ENTRY_BIASED	chy	pchy	2	1	Trocken-Grundform	H1: Trocken-Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C062	GDT636_RESIDUAL	G636-C42	s	H2	H_EVA_S	ENTRY_BIASED	chy	schy	2	2	Trocken-Grundform	H2: Trocken-Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C063	GDT636_RESIDUAL	G636-C43	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	chy	rchy	3	2	Trocken-Grundform	H3: Trocken-Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C064	GDT636_RESIDUAL	G636-C44	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	chy	lchy	8	7	Trocken-Grundform	H4: Trocken-Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C065	GDT636_RESIDUAL	G636-C45	p	H1	H_EVA_P	ENTRY_BIASED	olchedy	polchedy	7	3	getrockneter Zubereitungsstoff	H1: getrockneter Zubereitungsstoff	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C066	GDT636_RESIDUAL	G636-C46	s	H2	H_EVA_S	ENTRY_BIASED	olchedy	solchedy	6	2	getrockneter Zubereitungsstoff	H2: getrockneter Zubereitungsstoff	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C067	GDT636_RESIDUAL	G636-C47	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	olchedy	rolchedy	1	0	getrockneter Zubereitungsstoff	H3: getrockneter Zubereitungsstoff	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C068	GDT636_RESIDUAL	G636-C48	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	olchedy	lolchedy	1	0	getrockneter Zubereitungsstoff	H4: getrockneter Zubereitungsstoff	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C069	GDT636_RESIDUAL	G636-C49	p	H1	H_EVA_P	ENTRY_BIASED	chol	pchol	5	5	trockener Stoff/Trockengut	H1: trockener Stoff/Trockengut	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C070	GDT636_RESIDUAL	G636-C50	s	H2	H_EVA_S	ENTRY_BIASED	chol	schol	3	3	trockener Stoff/Trockengut	H2: trockener Stoff/Trockengut	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C071	GDT636_RESIDUAL	G636-C51	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	chol	rchol	1	0	trockener Stoff/Trockengut	H3: trockener Stoff/Trockengut	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C072	GDT636_RESIDUAL	G636-C52	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	chol	lchol	3	3	trockener Stoff/Trockengut	H4: trockener Stoff/Trockengut	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C073	GDT636_RESIDUAL	G636-C53	p	H1	H_EVA_P	ENTRY_BIASED	odaiin	podaiin	4	4	Zubereitungsdosis III	H1: Zubereitungsdosis III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C074	GDT636_RESIDUAL	G636-C54	s	H2	H_EVA_S	ENTRY_BIASED	odaiin	sodaiin	3	2	Zubereitungsdosis III	H2: Zubereitungsdosis III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C075	GDT636_RESIDUAL	G636-C55	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	odaiin	rodaiin	2	1	Zubereitungsdosis III	H3: Zubereitungsdosis III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C076	GDT636_RESIDUAL	G636-C56	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	odaiin	lodaiin	3	2	Zubereitungsdosis III	H4: Zubereitungsdosis III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C077	GDT636_RESIDUAL	G636-C57	p	H1	H_EVA_P	ENTRY_BIASED	oraiin	poraiin	2	2	Portion III	H1: Portion III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C078	GDT636_RESIDUAL	G636-C58	s	H2	H_EVA_S	ENTRY_BIASED	oraiin	soraiin	8	6	Portion III	H2: Portion III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C079	GDT636_RESIDUAL	G636-C59	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	oraiin	roraiin	1	0	Portion III	H3: Portion III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C080	GDT636_RESIDUAL	G636-C60	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	oraiin	loraiin	1	0	Portion III	H4: Portion III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C081	GDT636_RESIDUAL	G636-C61	p	H1	H_EVA_P	ENTRY_BIASED	ody	pody	2	1	aufbereitete/fertige Grundform	H1: aufbereitete/fertige Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C082	GDT636_RESIDUAL	G636-C62	s	H2	H_EVA_S	ENTRY_BIASED	ody	sody	4	4	aufbereitete/fertige Grundform	H2: aufbereitete/fertige Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C083	GDT636_RESIDUAL	G636-C63	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	ody	rody	2	2	aufbereitete/fertige Grundform	H3: aufbereitete/fertige Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C084	GDT636_RESIDUAL	G636-C64	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	ody	lody	3	3	aufbereitete/fertige Grundform	H4: aufbereitete/fertige Grundform	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C085	GDT636_RESIDUAL	G636-C65	p	H1	H_EVA_P	ENTRY_BIASED	cheo	pcheo	3	2	trockene Zubereitung/Trockenansatz	H1: trockene Zubereitung/Trockenansatz	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C086	GDT636_RESIDUAL	G636-C66	s	H2	H_EVA_S	ENTRY_BIASED	cheo	scheo	2	1	trockene Zubereitung/Trockenansatz	H2: trockene Zubereitung/Trockenansatz	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C087	GDT636_RESIDUAL	G636-C67	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	cheo	rcheo	1	0	trockene Zubereitung/Trockenansatz	H3: trockene Zubereitung/Trockenansatz	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C088	GDT636_RESIDUAL	G636-C68	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	cheo	lcheo	3	3	trockene Zubereitung/Trockenansatz	H4: trockene Zubereitung/Trockenansatz	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C089	GDT636_RESIDUAL	G636-C69	p	H1	H_EVA_P	ENTRY_BIASED	oaiin	poaiin	1	0	Zubereitungscharge III	H1: Zubereitungscharge III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C090	GDT636_RESIDUAL	G636-C70	s	H2	H_EVA_S	ENTRY_BIASED	oaiin	soaiin	3	2	Zubereitungscharge III	H2: Zubereitungscharge III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C091	GDT636_RESIDUAL	G636-C71	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	oaiin	roaiin	1	0	Zubereitungscharge III	H3: Zubereitungscharge III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C092	GDT636_RESIDUAL	G636-C72	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	oaiin	loaiin	1	1	Zubereitungscharge III	H4: Zubereitungscharge III	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C093	GDT636_RESIDUAL	G636-C73	p	H1	H_EVA_P	ENTRY_BIASED	oral	poral	1	0	Rohstoff-/Zutatenportion	H1: Rohstoff-/Zutatenportion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C094	GDT636_RESIDUAL	G636-C74	s	H2	H_EVA_S	ENTRY_BIASED	oral	soral	3	3	Rohstoff-/Zutatenportion	H2: Rohstoff-/Zutatenportion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C095	GDT636_RESIDUAL	G636-C75	r	H3	H_EVA_R	INTERNAL_OR_FINAL_BIASED	oral	roral	1	1	Rohstoff-/Zutatenportion	H3: Rohstoff-/Zutatenportion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
G735-C096	GDT636_RESIDUAL	G636-C76	l	H4	H_EVA_L	INTERNAL_OR_FINAL_BIASED	oral	loral	1	1	Rohstoff-/Zutatenportion	H4: Rohstoff-/Zutatenportion	UNRESOLVED	0	0	OPAQUE_HEAD_PLUS_INHERITED_BODY_ROLE_ONLY
