card_id	page	source_loci	kind	reader	source_lines_json	model	literal_hypotheses_json	confidence
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	R	"[""[ychey]"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	K	"[""[ychey]"", ""kalt?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
YCHEY_PROPERTY_OR_POSSESSION	f88r	f88r.22	P	rf1b_clean	"[""ychey okaiin chol cheor ol chorcholsal""]"	B	"[""[ychey]"", ""bitter?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	N	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	G	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	Q	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""warm?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	R	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""dessen?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	K	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""kalt?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	zl3b_clean	"[""sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin""]"	B	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""bitter?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	N	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	G	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	Q	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""warm?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	R	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""dessen?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	K	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""kalt?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	it2a_clean	"[""sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin""]"	B	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""bitter?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	N	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	G	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	Q	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""warm?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	R	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""dessen?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	K	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""kalt?""]"	C0_UNCONFIRMED
OTEDY_PROPERTY_OR_GENITIVE	f75r	f75r.45	P	rf1b_clean	"[""sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin""]"	B	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""bitter?""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	N	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	G	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	Q	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""warm?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	R	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""dessen?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	K	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""kalt?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	zl3b_clean	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	B	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""bitter?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	N	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	G	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	Q	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""warm?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	R	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""dessen?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	K	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""kalt?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
OTY_CROSS_LINE	f21r	f21r.8,f21r.9	P	it2a_clean	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	B	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""bitter?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
