page	locus	record	event_index	surface	joint_tuple_id	page_host	STEM_CONTRIBUTION	FORMAL_AXIS	LOCAL_EXPANSION_GERMAN	translation_status
f10r	f10r.5	1	1	qokchy	9ad66e67803a12e745de	okchy	GANZKARTENWERT: GEBRAUCHE DIE FRISCH BEREITETE ARZNEI	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	gebrauche die frisch bereitete Arznei	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.5	1	2	qotchol	e8a6105b5c3a6220b440	chol	GEZEIGTER SIMPLEX ODER DESSEN ZUBEREITUNG	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	wende die Zubereitung des gezeigten Simplex warm an	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.5	1	3	chol	dcda95c81a5460feb191	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	O-FRAME=KONTEXTFORTSETZUNG	fahre mit dem fortlaufenden Voransatz weiter	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTENWERT: SOBALD DIE ZUBEREITUNG GEBRAUCHSFERTIG IST	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	sobald die Zubereitung gebrauchsfertig ist	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	GANZKARTENWERT: SIE WÄCHST AUF FEUCHTEM WIESENGRUND	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	sie wächst auf feuchtem Wiesengrund	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTENWERT: SOBALD DIE ZUBEREITUNG GEBRAUCHSFERTIG IST	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	sobald die Zubereitung gebrauchsfertig ist	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der bereitete verfügbare Arbeitsstoff, hier Arbeitsflüssigkeit	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	BEMESSENEN STOFF ZUGEBEN	RIGHT=STANDARD-/EINTRAGSPLATZ	gib den ausgepressten Saft hinzu	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	GANZKARTENWERT: KOCHE ES SANFT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	koche es sanft	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	chor	SAMMELZEIT ODER BESCHAFFUNGSZUSTAND	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	sammle im Beschaffungszustand vor der Blüte	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der bereitete verfügbare Arbeitsstoff, hier Arbeitsflüssigkeit	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	ol	GANZKARTENWERT: EINE HANDVOLL	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	eine Handvoll	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	O-FRAME=KONTEXTFORTSETZUNG	fahre mit dem fortlaufenden Voransatz weiter	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	olor	GANZKARTENWERT: AUS DEM VORIGEN ANSATZ ENTNEHMEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	aus dem vorigen Ansatz entnehmen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	O-FRAME=KONTEXTFORTSETZUNG	fahre mit dem fortlaufenden Voransatz weiter	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	ar	QUELLE DARAUS ODER AUS DEMSELBEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	daraus, aus demselben Ansatz	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	oykchor	GANZKARTENWERT: WENN SICH DIE BLÜTE GEÖFFNET HAT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	wenn sich die Blüte geöffnet hat	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der bereitete verfügbare Arbeitsstoff, hier Arbeitsflüssigkeit	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der bereitete verfügbare Arbeitsstoff, hier Arbeitsflüssigkeit	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	4	chy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	GANZKARTENWERT: BIS EIN BITTERER GESCHMACK BLEIBT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	bis ein bitterer Geschmack bleibt	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	BEREITS REFERENZIERTER PROZESSPOSTEN	O-FRAME=KONTEXTFORTSETZUNG + RIGHT=STANDARD-/EINTRAGSPLATZ	bewahre den bereits referenzierten Anteil unter Öl	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	GANZKARTENWERT: SAMMLE DIE WURZEL IM FRÜHJAHR	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	sammle die Wurzel im Frühjahr	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	OFFENE UMGEBUNGS- ODER LAGEBEDINGUNG	RIGHT=ZIEL/PARALLELSTELLE	vom Simplex unter schattiger Waldort-Bedingung	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	GANZKARTENWERT: BEVOR SICH DIE BLÜTENKRONE ÖFFNET	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	bevor sich die Blütenkrone öffnet	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	GANZKARTENWERT: PRESSE DIE GEQUETSCHTE WURZEL DURCH EIN TUCH	RIGHT=STANDARD-/EINTRAGSPLATZ	presse die gequetschte Wurzel durch ein Tuch	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	GANZKARTENWERT: SEIHE DIE FLÜSSIGKEIT EIN ZWEITES MAL	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	seihe die Flüssigkeit ein zweites Mal	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	GEFORDERTEN BEOBACHTBAREN ENDZUSTAND ERREICHEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	warte, bis der geforderte beobachtbare Endzustand erreicht ist; hier bis die Flüssigkeit klar abläuft	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	OFFENE UMGEBUNGS- ODER LAGEBEDINGUNG	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	lasse die geseihte Flüssigkeit unter offener Umgebungsbedingung abkühlen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	GANZKARTENWERT: BEHALTE DIE BLÜTENKRONE ZURÜCK	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	behalte die Blütenkrone zurück	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	GEZEIGTER SIMPLEX ODER DESSEN ZUBEREITUNG	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	von diesem gezeigten Simplex	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	GANZKARTENWERT: BINDE ES AUF DIE GESCHWOLLENE STELLE	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	binde es auf die geschwollene Stelle	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	WARMES MEDIUM ZUFUEHREN ODER ANWENDEN	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	bereite aus den Blättern ein warm anzuwendendes Medium	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	GANZKARTENWERT: LEGE IHN WARM AUF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	lege ihn warm auf	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	GANZKARTENWERT: SOBALD DIE ZUBEREITUNG GEBRAUCHSFERTIG IST	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	sobald die Zubereitung gebrauchsfertig ist	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	RIGHT=STANDARD-/EINTRAGSPLATZ	aktiviere den nächsten Posten nach dem vorgeschriebenen Standard	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	WEITERER ARZNEILICHER GEBRAUCH	RIGHT=BEMESSENER ANTEIL/DURCHGANG	bereite den weiteren Arzneigebrauch durch sanftes Kochen des breiten Blatts vor	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	GANZKARTENWERT: IN WEISSWEIN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	in Weißwein	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	NAECHSTER STOFF ODER NAECHSTER ARBEITSSCHRITT	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	lasse den nächsten Arbeitsschritt bis zum Klarzustand fortlaufen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	INNER-D=VERMITTELTE/INTENSIVIERTE AUSFUEHRUNG	bearbeite den aktuellen Posten, bis er gleichmäßig vermischt ist	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	GANZKARTENWERT: WASCHE DIE WUNDE STELLE EINMAL	B3=MARKIERTER ABSCHLUSS	wasche die wunde Stelle einmal	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	WEITERER ARZNEILICHER GEBRAUCH	RIGHT=STANDARD-/EINTRAGSPLATZ	für den weiteren Arzneigebrauch, hier den zweiten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	NAECHSTER STOFF ODER NAECHSTER ARBEITSSCHRITT	RIGHT=LOKALE BEZIEHUNG/QUELLE	gib als nächsten Stoff Weißwein hinzu	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	GANZKARTENWERT: SOLANGE ES NOCH WARM IST	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	solange es noch warm ist	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	FORTLAUFENDER ANSATZ ODER ARBEITSWEG	O-FRAME=KONTEXTFORTSETZUNG + DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	erhitze den fortlaufenden Ansatz sanft und schließe den Schritt	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	BEGRENZTEN ARBEITSPOSTEN AKTIVIEREN	RIGHT=ZIEL/PARALLELSTELLE	aktiviere beide Anteile und führe sie am gemeinsamen Ziel zusammen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	GANZKARTENWERT: BEWAHRE ES IN EINEM BEDECKTEN GEFÄSS	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	bewahre es in einem bedeckten Gefäß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der bereitete verfügbare Arbeitsstoff, hier Arbeitsflüssigkeit	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	9	y	b921a237be883a820352	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	der aktuelle gezeigte oder zuvor eingeführte Posten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	BEREITETER VERFUEGBARER ARBEITSSTOFF	RIGHT=BEMESSENER ANTEIL/DURCHGANG	gebrauche den bereiteten Arbeitsstoff frisch	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	SAMMELZEIT ODER BESCHAFFUNGSZUSTAND	O-FRAME=KONTEXTFORTSETZUNG	sammle die Pflanze zur Beschaffungszeit im Frühjahr	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	NAECHSTER STOFF ODER NAECHSTER ARBEITSSCHRITT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	nimm den nächsten Stoff oder Pflanzenteil	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	GANZKARTENWERT: DIE DÜNNE UNTERE WURZEL	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	die dünne untere Wurzel	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	VORGESCHRIEBENER STANDARDWERT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ein vorgeschriebenes Maß	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	NAECHSTER STOFF ODER NAECHSTER ARBEITSSCHRITT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	nimm den nächsten Stoff oder Pflanzenteil	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	GANZKARTENWERT: LASSE ES IN WEISSWEIN ZIEHEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	lasse es in Weißwein ziehen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	SAMMELZEIT ODER BESCHAFFUNGSZUSTAND	OT-FRAME=MARKIERTER SEKUNDAERBEZUG	sammle im Beschaffungszustand vor der Blüte	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	GANZKARTENWERT: DIE AKTIVE PORTION VERWENDEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	die aktive Portion verwenden	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	ZIEL ODER WEITERLEITUNG DORTHIN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	führe es zur bezeichneten Zielstelle	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	GEZEIGTER SIMPLEX ODER DESSEN ZUBEREITUNG	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	von diesem gezeigten Simplex	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	AKTUELLER GEZEIGTER ODER VORHER EINGEFUEHRTER POSTEN	O-FRAME=KONTEXTFORTSETZUNG	der aktuelle gezeigte Posten wächst auf feuchter schattiger Heide	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	GANZKARTENWERT: DIE AKTIVE PORTION VERWENDEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	die aktive Portion verwenden	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	GANZKARTENWERT: LASSE DAS PFLASTER UNBEDECKT TROCKNEN	DY=VOLLZUG+ARBEITSZELLE SCHLIESSEN	lasse das Pflaster unbedeckt trocknen	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	GANZKARTENWERT: IHREN KLEINEN SAMEN- ODER KNOSPENKOPF	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	ihren kleinen Samen- oder Knospenkopf	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	NAECHSTER STOFF ODER NAECHSTER ARBEITSSCHRITT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	nimm den nächsten Stoff oder Pflanzenteil	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	GANZKARTENWERT: DAS GETROCKNETE SCHMALE BLATT	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	das getrocknete schmale Blatt	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	GANZKARTENWERT: TROCKNE ES IM SCHATTEN	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	trockne es im Schatten	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	GANZKARTENWERT: GEBRAUCHE DIE FRISCH BEREITETE ARZNEI	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	gebrauche die frisch bereitete Arznei	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	GANZKARTENWERT: TRINKE ES BEI MAGENSCHMERZ	SCHLICHTE KERNKARTE/OHNE ZUSATZACHSE	trinke es bei Magenschmerz	COMPLETE_CREATIVE_STEM_CONSISTENT_EVENT
