joint_tuple_id	page_host	surface_examples	stem_class	stable_minimal_stem_value_German	formal_additions	local_medical_expansion_German	v43_previous_default_German	revision	stem_tier	status	events	pages
2d2e37ccb2dacc53ee5a	olk	solkaiin	TRANSFERSTATION	Zwischenmittel oder Empfänger eines Transfers	TRANSFERSTATION(olk) + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	durch ein Tuch	durch ein Tuch	LOCAL_EXPANSION_RETAINED	C	WEAK_SHARED_STEM	1	f82r
94df4847b7b16c98394a	olk	olkain|qolkain	TRANSFERSTATION	Zwischenmittel oder Empfänger eines Transfers	TRANSFERSTATION(olk) + exakte Koordinate fa436db0093634469c20 + lizenzierte Eintrittsform	das untere Becken	das untere Becken	LOCAL_EXPANSION_RETAINED	C	WEAK_SHARED_STEM	2	f81v|f83r
fcc1deda9e24ec268eb0	aiiin	daiiin	WHOLE_CARD_AIIIN	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern aiiin + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	die zweite Öffnung	die zweite Öffnung	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
53cd0637c6820ba5e91f	ain	dain	WHOLE_CARD_AIN	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ain + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	durch ein Tuch	durch ein Tuch	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	2	f83r
12efe866f335461823a6	air	chair	WHOLE_CARD_AIR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern air + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	gib Rotwein hinzu	gib Rotwein hinzu	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f10r
8aedd154964a78e555d6	airy	dairydy	WHOLE_CARD_AIRY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern airy + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	gebrauche sie sofort und beende den Schritt	gebrauche sie sofort und beende den Schritt	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
e026af581c99322fbd46	ala	talam	WHOLE_CARD_ALA	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ala + exakte Koordinate c63952e1036200b3720a + lizenzierte Eintrittsform	wasche die wunde Stelle einmal	wasche die wunde Stelle einmal	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f55v
2bc2ed2630dbdaaa6b59	alch	dalchdy	WHOLE_CARD_ALCH	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern alch + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	behalte den Rückstand und beende den Schritt	behalte den Rückstand und beende den Schritt	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
d788d8d72d41b25a3c71	alror	chealror	WHOLE_CARD_ALROR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern alror + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bis der Strom klar wird	bis der Strom klar wird	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
4d4559019a961b834aa1	ar	char|dar|sar	WHOLE_CARD_AR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ar + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	nimm daraus, aus demselben bereits eingeführten Ansatz	Daraus, aus demselben Ansatz	REVISED_TO_COMMON_STEM	D	WHOLE_CARD_NO_SHARED_STEM_YET	5	f10r|f81v|f82r|f83r
0bdc8b6db811b4e67a63	ary	chary	WHOLE_CARD_ARY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ary + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	und lasse es abkühlen	und lasse es abkühlen	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
bdad9f9ea8b80f141496	cfhy	cfhy	WHOLE_CARD_CFHY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cfhy + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bevor sich die Blütenkrone öffnet	bevor sich die Blütenkrone öffnet	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f11r
b154ff779abe5f196c80	ched	schedair	WHOLE_CARD_CHED	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ched + exakte Koordinate 5db18e798bfd04493555 + lizenzierte Eintrittsform	ziehe die klare Flüssigkeit ab	ziehe die klare Flüssigkeit ab	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
2e2027b1951d79911e24	cho	tchody	WHOLE_CARD_CHO	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cho + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	lasse die geseihte Flüssigkeit offen abkühlen	lasse die geseihte Flüssigkeit offen abkühlen	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f11r
428a5e3662aa57b4b256	cho	schoal	WHOLE_CARD_CHO	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cho + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	vom schattigen Waldort	vom schattigen Waldort	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f11r
d665560c8ff80799a82c	chol	dchol|schol	WHOLE_CARD_CHOL	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern chol + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	von diesem abgebildeten Simplex	von diesem abgebildeten Simplex	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	2	f11r|f56r
e8a6105b5c3a6220b440	chol	qotchol	WHOLE_CARD_CHOL	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern chol + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	wende sie warm an	wende sie warm an	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f10r
21ed2873b71e57269c08	ckh	chckhal	WHOLE_CARD_CKH	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ckh + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	für die angegebene Dauer	für die angegebene Dauer	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
d68bc8de3bcee09db23c	ckhe	shckhedy	WHOLE_CARD_CKHE	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern ckhe + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	3	f81v|f83r
deb377381ceaf55ea310	cphy	cphy	WHOLE_CARD_CPHY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cphy + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	seihe die Flüssigkeit ein zweites Mal	seihe die Flüssigkeit ein zweites Mal	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f11r
f3c23f42baf625639e1e	cth	cthaiin	WHOLE_CARD_CTH	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cth + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	gib den ausgepressten Saft hinzu	gib den ausgepressten Saft hinzu	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f10r
6b89d6dd70635bc60fe0	cthey	qcthey|shcthey	WHOLE_CARD_CTHEY	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cthey + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	unter derselben Einstellung	unter derselben Einstellung	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	2	f82r|f83r
dedc383b600397a301ee	cthoor	cthoor	WHOLE_CARD_CTHOOR	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern cthoor + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	wasche sie in fließendem Wasser	wasche sie in fließendem Wasser	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f10r
00d8ebe3c68294eeac39	d	chdal	WHOLE_CARD_D	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern d + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	mit der vorigen Mischung	mit der vorigen Mischung	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f83r
834825c61d048a6b5628	d	chodaiin	WHOLE_CARD_D	unaufgelöster fester Ganzkartenkern; konkrete Funktion nur in dieser exakten Karte	Ganzkartenkern d + exakte Koordinate 4ad4f33a1ebbfa6077c6 + lizenzierte Eintrittsform	bewahre diesen Anteil unter Öl	bewahre diesen Anteil unter Öl	LOCAL_EXPANSION_RETAINED	D	WHOLE_CARD_NO_SHARED_STEM_YET	1	f10r
